n,certified_term_count
2348,2758901
2349,2760957
2350,2763601
2351,2765658
2352,2768305
2353,2770364
2354,2773013
2355,2775074
2356,2777725
2357,2779788
2358,2782441
2359,2784505
2360,2787161
2361,2789227
2362,2791885
2363,2793953
2364,2796613
2365,2798683
2366,2801345
2367,2803416
2368,2806081
2369,2808154
2370,2810821
2371,2812896
2372,2815565
2373,2817642
2374,2820313
2375,2822391
2376,2825065
2377,2827145
2378,2829821
2379,2831903
2380,2834581
2381,2836665
2382,2839345
2383,2841430
2384,2844113
2385,2846200
2386,2848885
2387,2850974
2388,2853661
2389,2855752
2390,2858441
2391,2860533
2392,2863225
2393,2865319
2394,2868013
2395,2870109
2396,2872805
2397,2874903
2398,2877601
2399,2879700
2400,2882401
2401,2884502
2402,2887205
2403,2889308
2404,2892013
2405,2894118
2406,2896825
2407,2898931
2408,2901641
2409,2903749
2410,2906461
2411,2908571
2412,2911285
2413,2913397
2414,2916113
2415,2918226
2416,2920945
2417,2923060
2418,2925781
2419,2927898
2420,2930621
2421,2932740
2422,2935465
2423,2937585
2424,2940313
2425,2942435
2426,2945165
2427,2947289
2428,2950021
2429,2952147
2430,2954881
2431,2957008
2432,2959745
2433,2961874
2434,2964613
2435,2966744
2436,2969485
2437,2971618
2438,2974361
2439,2976495
2440,2979241
2441,2981377
2442,2984125
2443,2986263
2444,2989013
2445,2991153
2446,2993905
2447,2996046
2448,2998801
2449,3000944
2450,3003701
2451,3005846
2452,3008605
2453,3010752
2454,3013513
2455,3015661
2456,3018425
2457,3020575
2458,3023341
2459,3025493
2460,3028261
2461,3030415
2462,3033185
2463,3035340
2464,3038113
2465,3040270
2466,3043045
2467,3045204
2468,3047981
2469,3050142
2470,3052921
2471,3055083
2472,3057865
2473,3060029
2474,3062813
2475,3064979
2476,3067765
2477,3069933
2478,3072721
2479,3074890
2480,3077681
2481,3079852
2482,3082645
2483,3084818
2484,3087613
2485,3089788
2486,3092585
2487,3094761
2488,3097561
2489,3099739
2490,3102541
2491,3104721
2492,3107525
2493,3109707
2494,3112513
2495,3114696
2496,3117505
2497,3119690
2498,3122501
2499,3124688
2500,3127501
2501,3129690
2502,3132505
2503,3134695
2504,3137513
2505,3139705
2506,3142525
2507,3144719
2508,3147541
2509,3149737
2510,3152561
2511,3154758
2512,3157585
2513,3159784
2514,3162613
2515,3164814
2516,3167645
2517,3169848
2518,3172681
2519,3174885
2520,3177721
2521,3179927
2522,3182765
2523,3184973
2524,3187813
2525,3190023
2526,3192865
2527,3195076
2528,3197921
2529,3200134
2530,3202981
2531,3205196
2532,3208045
2533,3210262
2534,3213113
2535,3215331
2536,3218185
2537,3220405
2538,3223261
2539,3225483
2540,3228341
2541,3230565
2542,3233425
2543,3235650
2544,3238513
2545,3240740
2546,3243605
2547,3245834
2548,3248701
2549,3250932
2550,3253801
2551,3256033
2552,3258905
2553,3261139
2554,3264013
2555,3266249
2556,3269125
2557,3271363
2558,3274241
2559,3276480
2560,3279361
2561,3281602
2562,3284485
2563,3286728
2564,3289613
2565,3291858
2566,3294745
2567,3296991
2568,3299881
2569,3302129
2570,3305021
2571,3307271
2572,3310165
2573,3312417
2574,3315313
2575,3317566
2576,3320465
2577,3322720
2578,3325621
2579,3327878
2580,3330781
2581,3333040
2582,3335945
2583,3338205
2584,3341113
2585,3343375
2586,3346285
2587,3348549
2588,3351461
2589,3353727
2590,3356641
2591,3358908
2592,3361825
2593,3364094
2594,3367013
2595,3369284
2596,3372205
2597,3374478
2598,3377401
2599,3379675
2600,3382601
2601,3384877
2602,3387805
2603,3390083
2604,3393013
2605,3395293
2606,3398225
2607,3400506
2608,3403441
2609,3405724
2610,3408661
2611,3410946
2612,3413885
2613,3416172
2614,3419113
2615,3421401
2616,3424345
2617,3426635
2618,3429581
2619,3431873
2620,3434821
2621,3437115
2622,3440065
2623,3442360
2624,3445313
2625,3447610
2626,3450565
2627,3452864
2628,3455821
2629,3458122
2630,3461081
2631,3463383
2632,3466345
2633,3468649
2634,3471613
2635,3473919
2636,3476885
2637,3479193
2638,3482161
2639,3484470
2640,3487441
2641,3489752
2642,3492725
2643,3495038
2644,3498013
2645,3500328
2646,3503305
2647,3505621
2648,3508601
2649,3510919
2650,3513901
2651,3516221
2652,3519205
2653,3521527
2654,3524513
2655,3526836
2656,3529825
2657,3532150
2658,3535141
2659,3537468
2660,3540461
2661,3542790
2662,3545785
2663,3548115
2664,3551113
2665,3553445
2666,3556445
2667,3558779
2668,3561781
2669,3564117
2670,3567121
2671,3569458
2672,3572465
2673,3574804
2674,3577813
2675,3580154
2676,3583165
2677,3585508
2678,3588521
2679,3590865
2680,3593881
2681,3596227
2682,3599245
2683,3601593
2684,3604613
2685,3606963
2686,3609985
2687,3612336
2688,3615361
2689,3617714
2690,3620741
2691,3623096
2692,3626125
2693,3628482
2694,3631513
2695,3633871
2696,3636905
2697,3639265
2698,3642301
2699,3644663
2700,3647701
2701,3650065
2702,3653105
2703,3655470
2704,3658513
2705,3660880
2706,3663925
2707,3666294
2708,3669341
2709,3671712
2710,3674761
2711,3677133
2712,3680185
2713,3682559
2714,3685613
2715,3687989
2716,3691045
2717,3693423
2718,3696481
2719,3698860
2720,3701921
2721,3704302
2722,3707365
2723,3709748
2724,3712813
2725,3715198
2726,3718265
2727,3720651
2728,3723721
2729,3726109
2730,3729181
2731,3731571
2732,3734645
2733,3737037
2734,3740113
2735,3742506
2736,3745585
2737,3747980
2738,3751061
2739,3753458
2740,3756541
2741,3758940
2742,3762025
2743,3764425
2744,3767513
2745,3769915
2746,3773005
2747,3775409
2748,3778501
2749,3780907
2750,3784001
2751,3786408
2752,3789505
2753,3791914
2754,3795013
2755,3797424
2756,3800525
2757,3802938
2758,3806041
2759,3808455
2760,3811561
2761,3813977
2762,3817085
2763,3819503
2764,3822613
2765,3825033
2766,3828145
2767,3830566
2768,3833681
2769,3836104
2770,3839221
2771,3841646
2772,3844765
2773,3847192
2774,3850313
2775,3852741
2776,3855865
2777,3858295
2778,3861421
2779,3863853
2780,3866981
2781,3869415
2782,3872545
2783,3874980
2784,3878113
2785,3880550
2786,3883685
2787,3886124
2788,3889261
2789,3891702
2790,3894841
2791,3897283
2792,3900425
2793,3902869
2794,3906013
2795,3908459
2796,3911605
2797,3914053
2798,3917201
2799,3919650
2800,3922801
2801,3925252
2802,3928405
2803,3930858
2804,3934013
2805,3936468
2806,3939625
2807,3942081
2808,3945241
2809,3947699
2810,3950861
2811,3953321
2812,3956485
2813,3958947
2814,3962113
2815,3964576
2816,3967745
2817,3970210
2818,3973381
2819,3975848
2820,3979021
2821,3981490
2822,3984665
2823,3987135
2824,3990313
2825,3992785
2826,3995965
2827,3998439
2828,4001621
2829,4004097
2830,4007281
2831,4009758
2832,4012945
2833,4015424
2834,4018613
2835,4021094
2836,4024285
2837,4026768
2838,4029961
2839,4032445
2840,4035641
2841,4038127
2842,4041325
2843,4043813
2844,4047013
2845,4049503
2846,4052705
2847,4055196
2848,4058401
2849,4060894
2850,4064101
2851,4066596
2852,4069805
2853,4072302
2854,4075513
2855,4078011
2856,4081225
2857,4083725
2858,4086941
2859,4089443
2860,4092661
2861,4095165
2862,4098385
2863,4100890
2864,4104113
2865,4106620
2866,4109845
2867,4112354
2868,4115581
2869,4118092
2870,4121321
2871,4123833
2872,4127065
2873,4129579
2874,4132813
2875,4135329
2876,4138565
2877,4141083
2878,4144321
2879,4146840
2880,4150081
2881,4152602
2882,4155845
2883,4158368
2884,4161613
2885,4164138
2886,4167385
2887,4169911
2888,4173161
2889,4175689
2890,4178941
2891,4181471
2892,4184725
2893,4187257
2894,4190513
2895,4193046
2896,4196305
2897,4198840
2898,4202101
2899,4204638
2900,4207901
2901,4210440
2902,4213705
2903,4216245
2904,4219513
2905,4222055
2906,4225325
2907,4227869
2908,4231141
2909,4233687
2910,4236961
2911,4239508
2912,4242785
2913,4245334
2914,4248613
2915,4251164
2916,4254445
2917,4256998
2918,4260281
2919,4262835
2920,4266121
2921,4268677
2922,4271965
2923,4274523
2924,4277813
2925,4280373
2926,4283665
2927,4286226
2928,4289521
2929,4292084
2930,4295381
2931,4297946
2932,4301245
2933,4303812
2934,4307113
2935,4309681
2936,4312985
2937,4315555
2938,4318861
2939,4321433
2940,4324741
2941,4327315
2942,4330625
2943,4333200
2944,4336513
2945,4339090
2946,4342405
2947,4344984
2948,4348301
2949,4350882
2950,4354201
2951,4356783
2952,4360105
2953,4362689
2954,4366013
2955,4368599
2956,4371925
2957,4374513
2958,4377841
2959,4380430
2960,4383761
2961,4386352
2962,4389685
2963,4392278
2964,4395613
2965,4398208
2966,4401545
2967,4404141
2968,4407481
2969,4410079
2970,4413421
2971,4416021
2972,4419365
2973,4421967
2974,4425313
2975,4427916
2976,4431265
2977,4433870
2978,4437221
2979,4439828
2980,4443181
2981,4445790
2982,4449145
2983,4451755
2984,4455113
2985,4457725
2986,4461085
2987,4463699
2988,4467061
2989,4469677
2990,4473041
2991,4475658
2992,4479025
2993,4481644
2994,4485013
2995,4487634
2996,4491005
2997,4493628
2998,4497001
2999,4499625
3000,4503001
