theta,Omega_M3_N16,Omega_M4_N14,Omega_M5_N15,Omega_M6_N14
0.7755610972568578,0.49922487701911694,0.250057461154856,0.12443790461764326,0.06562299321553064
0.7780548628428927,0.4981723272034707,0.25008527209283954,0.12438372525362677,0.0656378594587093
0.7805486284289277,0.49722546322869243,0.2500592494681199,0.12432233460135386,0.06563553288343478
0.7830423940149626,0.49665821072630845,0.2500841634196614,0.12428838529861372,0.06565050567461558
0.7855361596009975,0.4957286199392529,0.25005505785686477,0.12423206237866735,0.06564809706893701
0.7880299251870324,0.4952506164072226,0.25007705417474996,0.12421392199620208,0.06566303085160008
0.7905236907730673,0.49529815094421625,0.250097630593332,0.12420935325059472,0.06567776193726936
0.7930174563591023,0.49545758298912873,0.2500638919608481,0.12420766107007276,0.06567445600339822
0.7955112219451371,0.4950738364060089,0.2500815197274051,0.12417992353912388,0.06568823597693262
0.7980049875311721,0.4943709265655803,0.2500977121044836,0.12415015692006916,0.06570182452069866
0.800498753117207,0.49390997080194604,0.250059305065128,0.12411250738766477,0.0656978933203507
0.8029925187032418,0.4933036220089173,0.25007251780489287,0.12408659644663399,0.06571122156700199
0.8054862842892768,0.4924381388687582,0.2500842796591191,0.12403523195376133,0.06572459152875808
0.8079800498753117,0.4917583375898776,0.25009458546438823,0.12400638036515643,0.06573792533261658
0.8104738154613466,0.49172224631535244,0.25010343005638763,0.12400958230976977,0.06575113447015499
0.8129675810473815,0.4916403764223216,0.2500571824535024,0.12399223776120338,0.06574627892590065
0.8154613466334164,0.491298407466872,0.25006299571383706,0.12397542656147123,0.06575869920455285
0.8179551122194514,0.4907949768407447,0.2500673322599288,0.12395123062525598,0.06577088537518379
0.8204488778054863,0.4907294216136551,0.2500701869261541,0.12395279609549131,0.06578287974507929
0.8229426433915211,0.490742084833413,0.2500715545465947,0.12395633053782061,0.06579439344129415
0.8254364089775561,0.4907828230263764,0.25007142995515835,0.12396108545421589,0.0658055048249212
0.827930174563591,0.49108366616860194,0.2500698079857015,0.12398083088565179,0.06581606643864255
0.830423940149626,0.49183626749793014,0.25006668347215333,0.12403553956409802,0.06582593080901664
0.8329177057356608,0.4925115179302782,0.25006205124863967,0.12408163946314149,0.06583487646446254
0.8354114713216957,0.49288682107187,0.25005590614960943,0.1241005998258041,0.06584307528036387
0.8379052369077307,0.4929737590941808,0.25010280295825027,0.12411838251361945,0.06586858245640477
0.8403990024937655,0.49320086559021836,0.25009371001088904,0.12412438749366693,0.0658756980561181
0.8428927680798005,0.4931314092755744,0.25008308868712065,0.12411764610732216,0.06588222864180711
0.8453865336658354,0.49289020769973063,0.2500709338227922,0.12410433211105262,0.06588842889688139
0.8478802992518703,0.49267439760503784,0.25005724025471066,0.12408283394294088,0.06589427343897987
0.8503740648379052,0.49285978316496076,0.25009702966998726,0.12409929857807006,0.06591781214777813
0.8528678304239401,0.492906763061425,0.25008033655771966,0.12410871249933401,0.06592268919006093
0.8553615960099751,0.49246283907472427,0.25006208924582085,0.12407456596095508,0.06592723132835508
0.85785536159601,0.49183785690755744,0.2500976016641238,0.12405057640135385,0.06594970394739554
0.8603491271820448,0.4914821584973854,0.25007632382385964,0.12402746710054313,0.06595394996938546
0.8628428927680798,0.4912744412842866,0.2501089820604812,0.12402219141844277,0.06597602949287958
0.8653366583541147,0.49076922062474915,0.25008465299853294,0.12397964233904357,0.06597971747457324
0.8678304239401496,0.4906043994128358,0.25005874391965716,0.12396884975337949,0.06598313660180041
0.8703241895261845,0.49080177832673577,0.25008704776349816,0.1239831294324969,0.06600441806042107
0.8728179551122194,0.4911973281440015,0.25005805648952734,0.12400902873788039,0.06600678229081161
0.8753117206982544,0.4910161047966454,0.25008345438111396,0.12401150779462958,0.06602692774590924
0.8778054862842892,0.49062629562406745,0.2501074507077921,0.12399739445659157,0.06604679079785267
0.8802992518703242,0.49010624433089117,0.2500738440134844,0.12396028832850947,0.06604815817096774
0.8827930174563591,0.48994470311160326,0.25009490332687917,0.12394970609673261,0.0660676419703998
0.8852867830423939,0.48909808069098615,0.25005816275501247,0.12389717909222496,0.06606857114848975
0.8877805486284289,0.48864542730535887,0.2500762770275012,0.12388213425070844,0.06608787792349896
0.8902743142144638,0.48817079411244707,0.2500929512717953,0.12385243463079398,0.06610707011869112
0.8927680798004988,0.48839563826284144,0.2501081931036881,0.12387968263700753,0.06612596281167585
0.8952618453865336,0.48805172395224566,0.25006521604656656,0.12385398852667484,0.06612590711234902
0.8977556109725685,0.48776652704206735,0.25007745872021675,0.12384762506805864,0.06614410728060491
0.9002493765586035,0.487200589779629,0.2500882535498994,0.12381601385417669,0.06616213174444184
0.9027431421446384,0.4872656933814796,0.25009758241730373,0.1238296582484223,0.06617996883638277
0.9052369077306733,0.48710900205740143,0.25010545315685695,0.123834848152104,0.06619736943640359
0.9077306733167082,0.4871128370318959,0.25011184755885246,0.1238448363033608,0.06621445403904061
0.9102244389027431,0.4872804274725352,0.2500594073141609,0.12384904264100949,0.06621243521918051
0.912718204488778,0.487919977196447,0.25006275354650825,0.12390459451465906,0.06622841612663678
0.9152119700748129,0.48855505102225183,0.2500646078716223,0.1239555363532249,0.06624355525565802
0.9177057356608479,0.48884486002637456,0.2500649783494511,0.12398006956309891,0.06625800273309856
0.9201995012468828,0.4889450142163718,0.250063846542331,0.12399222640129155,0.06627185756731481
0.9226932668329176,0.48906047561880206,0.2500612206019129,0.12400037577083282,0.06628526646557538
0.9251870324189526,0.48927039938656286,0.25011504608811597,0.12403979863252272,0.0663170276149295
0.9276807980049875,0.48904002113738493,0.25010949596306414,0.12402504228838016,0.06632948262134543
0.9301745635910225,0.48901692197038205,0.25010243627267875,0.12402534314913065,0.06634160698285396
0.9326683291770573,0.4890075551438342,0.2500938483480768,0.12401948708929023,0.06635333495711934
0.9351620947630922,0.4894695902886587,0.2500837405739168,0.12406593609471794,0.0663645303831503
0.9376558603491272,0.4894304843380912,0.25007209418907017,0.12406373844267975,0.06637509522242192
0.940149625935162,0.48936052882033815,0.25005891767390703,0.12405680729017904,0.06638528847746247
0.942643391521197,0.4890371301257104,0.25010286045089414,0.12405290096719897,0.06641427130278775
0.9451371571072319,0.48916666214283827,0.2500866872391356,0.12406751040510437,0.06642384298875206
0.9476309226932668,0.489180582642168,0.2500689684709222,0.12406655168097752,0.06643287714942218
0.9501246882793017,0.48908025643040703,0.25010865913502356,0.12407679267126458,0.0664607413537124
0.9526184538653366,0.489276049782116,0.2500879125909798,0.12410087799621707,0.06646891380137257
0.9551122194513716,0.48974188675603936,0.25006560507043635,0.12413328461053225,0.06647650215097597
0.9576059850374065,0.49049316658989195,0.25010099712587464,0.12420779110667468,0.06650263686074837
0.9600997506234413,0.4908890899659965,0.2500756307524912,0.12423953724101303,0.06650862356405451
0.9625935162094763,0.4912582112293028,0.25010816674761244,0.12427439667116784,0.06653340550901554
0.9650872817955112,0.49139729229795376,0.25007973492517455,0.12428650217512567,0.06653813935793838
0.9675810473815462,0.4918966067160546,0.2501093942235385,0.12433235212873163,0.06656181810495744
0.970074812967581,0.4921046427088481,0.250077862110897,0.12434361461289717,0.06656524856326147
0.9725685785536159,0.4923543432360117,0.250104624021295,0.12436567474354007,0.06658778691718542
0.9750623441396509,0.49262713815195036,0.250069985226278,0.12438582191416916,0.06659005335414407
0.9775561097256857,0.49318466026674596,0.2500938291029766,0.12443586851470237,0.06661138418027115
0.9800498753117207,0.49391614491483915,0.2501162595427916,0.12451428716136893,0.06663192205753524
0.9825436408977556,0.49442423135754565,0.2500769537449012,0.12454429977068589,0.06663181880604359
0.9850374064837905,0.49500021787855525,0.2500964351222226,0.12458913933298499,0.06665083502449431
0.9875311720698254,0.4955315101388229,0.2501144875726077,0.12463724427246863,0.06666914831360822
0.9900249376558603,0.4963457166945337,0.2500704827886237,0.12470298590101976,0.06666664294832168
0.9925187032418953,0.49709817548079216,0.2500855551928322,0.1247708953945664,0.0666832552051961
0.9950124688279302,0.4979376658148026,0.2500991831737316,0.12483705548144924,0.06669902493608236
0.997506234413965,0.4988804654868415,0.2501113615685969,0.1249233737695538,0.06671386036230617
