x,polynomial,up_atom_sum,residual
0.30199999999999999,-5.5201327071519994,-5.5201327066502204,5.0177906274484485e-10
0.30299999999999999,-5.515349576557,-5.5153495696155188,6.9414811676438148e-09
0.30399999999999999,-5.5105667768320004,-5.5105667724398621,4.3921382086864469e-09
0.30499999999999999,-5.5057842981250005,-5.505784296213867,1.911133473697646e-09
0.30599999999999999,-5.501002130512,-5.5010021192737026,1.1238297403792785e-08
0.307,-5.4962202639970004,-5.4962202622004099,1.796590431979439e-09
0.308,-5.4914386885119999,-5.4914386838229037,4.6890962224210853e-09
0.309,-5.4866573939169996,-5.4866573870924187,6.8245809003997238e-09
0.31,-5.4818763700000002,-5.4818763693525749,6.4742522454253049e-10
0.311,-5.4770956064770004,-5.4770955972417221,9.2352783198634825e-09
0.312,-5.4723150929919999,-5.472315089846389,3.1456108828820106e-09
0.313,-5.4675348191170006,-5.4675348159598807,3.1571198988444849e-09
0.314,-5.4627547743519997,-5.4627547650467267,9.3052729965847902e-09
0.315,-5.4579749481249999,-5.4579749474656376,6.5936234250330017e-10
0.316,-5.4531953297919999,-5.4531953228284458,6.9635541777302024e-09
0.317,-5.4484159086370001,-5.4484159038044995,4.8325006218874478e-09
0.318,-5.4436366738719997,-5.4436366719987443,1.8732553286326947e-09
0.31900000000000001,-5.4388576146369996,-5.4388576030469924,1.1590007176209838e-08
0.32000000000000001,-5.4340787199999996,-5.4340787179775409,2.0224586450012794e-09
0.32100000000000001,-5.4292999789570002,-5.429299974300239,4.6567611988734825e-09
0.32200000000000001,-5.4245213804320001,-5.4245213731074688,7.3245312037784061e-09
0.32300000000000001,-5.4197429132770001,-5.4197429127325831,5.4441695596096906e-10
0.32400000000000001,-5.4149645662719994,-5.4149645569685179,9.3034815407122551e-09
0.32500000000000001,-5.4101863281250004,-5.410186324689584,3.4354163958028039e-09
0.32600000000000001,-5.4054081874720001,-5.4054081843007706,3.171229501219841e-09
0.32700000000000001,-5.4006301328769997,-5.4006301230165885,9.8604111542499595e-09
0.32800000000000001,-5.395852152832,-5.3958521519990894,8.3291062935586524e-10
0.32900000000000001,-5.3910742357570003,-5.3910742287759552,6.9810450753493569e-09
0.33000000000000002,-5.3862963700000002,-5.3862963647111766,5.2888236012904599e-09
0.33100000000000002,-5.3815185438370001,-5.3815185420125777,1.8244223909391621e-09
0.33200000000000002,-5.3767407454719995,-5.376740733770216,1.1701783542150679e-08
0.33300000000000002,-5.3719629630370003,-5.3719629607740922,2.2629080831393367e-09
0.33400000000000002,-5.3671851845919996,-5.3671851799730028,4.6189967406462529e-09
0.33500000000000002,-5.3624073981249998,-5.3624073902852931,7.8397066616275879e-09
0.33600000000000002,-5.3576295915519996,-5.3576295911233744,4.2862513538466374e-10
0.33700000000000002,-5.3528517527170001,-5.3528517433509846,9.3660155187080818e-09
0.33800000000000002,-5.3480738693919996,-5.3480738656506723,3.7413272480080195e-09
0.33900000000000002,-5.3432959292769997,-5.3432959260990023,3.177997420777956e-09
0.34000000000000002,-5.3385179200000001,-5.3385179095674022,1.0432597896681273e-08
0.34100000000000003,-5.3337398291170004,-5.3337398280978752,1.0191252286517738e-09
0.34200000000000003,-5.3289616441119998,-5.328961637119467,6.9925327750297583e-09
0.34300000000000003,-5.3241833523970001,-5.3241833466346966,5.7623035232268194e-09
0.34400000000000003,-5.3194049413119995,-5.3194049395462182,1.7657812989568811e-09
0.34500000000000003,-5.3146263981250002,-5.314626386314985,1.1810015188018497e-08
0.34600000000000003,-5.3098477100319998,-5.3098477075143711,2.5176287721251356e-09
0.34700000000000003,-5.3050688641569996,-5.3050688595574087,4.5995909303542248e-09
0.34800000000000003,-5.3002898475519995,-5.3002898391809312,8.3710682829973848e-09
0.34900000000000003,-5.2955106471970002,-5.2955106468967523,3.0024782660120763e-10
0.35000000000000003,-5.2907312500000003,-5.2907312405737263,9.4262739835926368e-09
0.35100000000000003,-5.2859516427970004,-5.2859516387334864,4.06351396975424e-09
0.35199999999999998,-5.2811718123520004,-5.2811718091774411,3.1745592821152968e-09
0.35299999999999998,-5.2763917453570004,-5.2763917343395157,1.1017484702335878e-08
0.35399999999999998,-5.2716114284320001,-5.2716114272112407,1.2207594934920962e-09
