m,mu_2m_num,mu_2m_den,v2(mu_2m-1),gamma_2m_num,gamma_2m_den
37,130572689893700141784190070746772294573608136156075867777379387639379218948586204257017725114496528560228336834778027762916017376324799081679190316042141869709206877770836401225886974412773406878603338953510717532938637585487163602006706088433858030391807875240741582465756899363461579880885287817610419935209490774102333896108915602226407957125847702823770780495832295486056157668194601240025482169312730490081,1515300375892922978792108523138872514793800891795968197672406009264427144871148269110939908373356164580356995908867071475846884636410326192016110945484481811843596546489205350156450357598375247983163885491787673733831603624996917322584003411708653530935335720996755264934011810414986431011955340710208052552097986410455684045308078719787812967191170516742423278936938985860583800923745470668102624457705020904541015625,3,-12254425421494524195636546854690205257700822229821065444032445990735403521526325336427556937554183819869456348733114497950907751626063393784601392063456975559375469474727414851760107890660113514314869170941342624842971326660311296940514651761511647287794973156313263755606967326586415649886425041282200376042816915275404298499192812359798399497519341158208848550217139204582986235752312221650225048168515999690497296341166152713352327289004208936627743585722407951,1192211153338255687483956351800843835400315414473617779443277741356748343722382587813485372441664960330729343752059064890516825048316543030697176196289914879499289178984425924592014443429091461827823670725246006084839971380800092307304487342020970520012065870178406974771055712364269418577462895916764793510698651778485982726442233453806304458844351311363039558565648297293929032984850881721559893357753753662109375
38,417430152553489624597895676159157925886723946020893067365234462292412987938848329062349323165223975981583222595950367915369751077736287523862086529436995738192192937368818609819550623216263187358882139710413416754208711337236335294200486229256618765232749234287866561635130310005564098913583559893494955060992968132263758501714084925229634368709437550452990909297846256978841134570671167370108324687948398339398580994471677998281,5766449725789182787418693979519332585251592215424748400153856321036324931422695800311242446132716352954355896915980986989180865574399312703583585221863621049619764687625311607298084702355564636950854587669942965263838486809745546530124464187712789153679281258275967873385605095590599793542006410275261977149792969320310072218554577894787276951918029950195314512225416065313358476995306864296866075710997604640182423680460453033447265625,4,1788585426599325276353484810968112356335779755755844575545420198585257630683332953476536714086337075241515328840929409784973678349148735869837206323402611579400091732026650033508558359271986623425666927934765118547147064244224265608563634868332888014599706191287338246923702879409406753604668624655103434300749835576460108295046821289286946998187281304286257650439124984143222669562105430265788832308625661024468403297459325887086764870796627919644595817861727431965661044368990723912089061,1205187992689939202570507041719540510317582773023772415632155971096591910667343422265049671241737717767460382455440026280738800905049456355048969311369496799370530819713690125925299702792313009122728608823018079740142243743236819224796013015231972933118969782979677285537591464978435356850279339747529753224306730587944805093677906780010540882950868259590820733055111957650491921692019134638045009823598499369798126549216234683990478515625
39,12279899644409169631701174310382727989001113246990095349082561177966302840656644515244977449500287564077930420822821255529185202589970733953645245529500557843016456547518643173829252450720049980509533701412196780707315917482801819826760590090651104692622543886322699932912510928851049718158805712387450248066623169365017991694858907918827767254922033173928086798634150963037311839760721911080850826743636297252764908610862570508964820284857901458023499887,201226656759334200563644123715500901822918663577939881306371636708537095451590295822480971073034610428414362470363436952795480185791125583660387438088990997321469863754256497630477546722950470018041475638513540940398364125215654430636015961933896998755863942924229131631492460458175513189468065189273713063536202560897083021917893870039450432550179070415082626013863169653802239705867392568158290041046597020635721937752489874405519396702496586835384368896484375,3,-45432432975140256451355656959273742445515666122914211221178333976993510878001760935925460764187437876001239299907060852621025443180499931135147953646574270387945010583075094586636392680357409938762273134443880815838973255720924976971783465510604194620792830534675717714615962889594666872715728806934895061240978580660679810842161467419024547594536797823050995798671734147230533676240787025822045627305405064302770983642411632333387979789905192235770659036590050579174327377908722976355949718324920311669503816476763,201226656759334200563644123715500901822918663577939881306371636708537095451590295822480971073034610428414362470363436952795480185791125583660387438088990997321469863754256497630477546722950470018041475638513540940398364125215654430636015961933896998755863942924229131631492460458175513189468065189273713063536202560897083021917893870039450432550179070415082626013863169653802239705867392568158290041046597020635721937752489874405519396702496586835384368896484375
40,54074276758799263758992877145917855828190693411054849207750702017145107776589916462017133140403503811274036396701030278120500176731758312550604252282049717188857850365464809757775642437355456949722559666444169897309553517585745579821854037129836058166225792782816280859179154764206857826939661831805991436110191426105957912734021399933804819339480427212422330901789043089643400794818776947517396827623443129364253206659734105285616955507372923093844739910522940387490647927111,1047611553097476448306347401190299499689923516064064223404502910643828665963826245304213783766804151719002504453788985906280325638198038233749841941401930145830296316658540299524686808933156839682547978530794245507887856074045510025168600787723235103360293296211819871915478242470605500620557509601761617832890355720341524876416352442589022562090799391570424169079881178838638526202692308823512922222317367534785009225851631254227476851099825168447652772833222059038579463958740234375,6,3672906204348703210459996972636248629660285674281055696262877151497591585167290918683678939951936564838334237696638473392250399566659599098429394474582233974101379951050463586654755654952769703962806908272958807180483115539062415798409083586890869138326121065641833950445572013386163302639952846724425164353813295360036873639011593588610672464310837294548181414293220363875226486316834136525383933973028003032608652815906916085219846931919652770395371557112466353317463508722439836367940050298994925225708677919458575393675078601212094762967,101618320650455215485715697915459051469922581058214229670236782332451380598491145794508737025380002716743242932017531632909191586905209708673734668315987224145538742715878409053894620466516213449207153917487041814265122039182414472441354276409153805025948449732546527575801389519648733560194078431370876929790364504873127913012386186931135188522807540982331144400748474347347937041661153955880753455564784650874145894907608231660065254556683041339422318964822539726742208003997802734375
41,1613689368176802674383431551446222688166457696048377542625932300426063452187382844855758265994675232878886780204939338060906123597890833670248742121977564952587669262904612033412841799317302592323586879653974957091898734487337987043844996471548628091244596900177057673827178648449964372783191182367031831316258056433213984318827387837863041351212275058910344428333280096257047164602462503696658971482491203392920928854846305227086015293300771282099132382563723046004529116040134799895301473629675222161,36843606002376667746361315834559906686922244133128171440474279692585064167442039633104715248663545278432379044065866294563200258247363477566026536707618504442768399238836395193912184813902355743470650225691589198648416653198437583833746254645797281670434014976450947195359399989162424817156974299236322932635357841478562897460725769321500443269023149690466028667716719950776686097787486034258888244327741751063827941812754245448559708198864640029327154299659775756177940978729091495165964480936527252197265625,3,-224046976918240919463213300950915902286420026714151576133072778797632065250998677489901917388831608532479886090416224452722418980451760199770301644988122052840768129327601188402038695119816435263521305117391442357849284626630869877266791654781515072673617798036388078925901241481288704567873764906796189641301418082206711048667962006361102928764500611568184803561548910933644975861022595003702713365632934730025393701941485377351556264957826249476440314723849881233379952406760525863434743129562351540064334052228127767186632823222269736432315687329696313493926194561,36843606002376667746361315834559906686922244133128171440474279692585064167442039633104715248663545278432379044065866294563200258247363477566026536707618504442768399238836395193912184813902355743470650225691589198648416653198437583833746254645797281670434014976450947195359399989162424817156974299236322932635357841478562897460725769321500443269023149690466028667716719950776686097787486034258888244327741751063827941812754245448559708198864640029327154299659775756177940978729091495165964480936527252197265625
42,603350167822932908496153967499066981020827465135996978568178298946453213703080067431593255004615203650498918303554653888829732406162838410216049415378796417633423280832530996052736068288848989407672249404717072940966385748777038542543772291845164096717320257598315046658787468264514791695677695292342360747187887887734280736270888378878042023190156613976619278233665000317942337290131195963664017108308089181020278884155685393431707825815642135060020428147995007876691829460555625854138934575500052342945877083012339323019424601,16185086594854067397956418600681886930357581007544395164126394913003595938159501903675887627602370723193656817404269829557999097978916614277377052657512641129172182846544643103782191329981820228382652085358105600872395766170246568740298854174282946724725894381489933009282072470246096820618312890136680577111151159509168121153125615241002490942216238752939629462997191423596924814087626378569263199851502465251431504897751985259788426910239226355031926976162860115778527167429653921890030528156692146061792883076589800417423248291015625,4,29510348153617526516114960665548694629314103552432008346048192449557629310404526430567473979623499501327883253692645279869210617354846910985278999960991101573770515760731416144343993312615717611523242844647578211258309982393810509046563177808274143281951081972194738416329268705878000187338492321189561209808522456976355863345725061677297870649957803410975551021218961983037000218642479299309680154412594033995592595734511571773051606426767801488152118232371514484832017749329159786949165326070754457355736684799204508868743416433940546201261462080295835800520985945153151887811935624887826241,27478924609259876736768113074162796146617285242010857664051604266559585633547541432386905989138150633605529401365483581592528179930248920674663926413434025686200649994133519700818661001666927382653059567670807471769772098761029828082001450211006700721096594875195132443602839508057889338910548200571613883041003666399266759173388141325980460003762714351340627271642090702201909701337226449183808488712228294145044999826404049677060147555584425050987991470565127531033153085619106828336214818602193796369767203865177929401397705078125
43,8983274407596099765459698047552234286614048915941111334431637316953546190709561911910078245556374844055398349902226676933274594977912737419119582431078341746204304480973094168043116624590096694200129155888719443769545536109841382951869930689039517863588743316951559593897596581697919371113724846019212345180897411194443585439820104361031579497547790394607835314348886783168946162900335833186614734407880391073853570045581152054008899294687284229391204050987834818364989691134769181864328022002712507275041462158761813222444929429378095894540482211,282298030961849118278833928432887623581823478806814702798979918141014297202405495448796059466823191567192782904198621668314998436293752765503312292230569315096355731390414469569627042387701188060779753085779965658240811401630145628702610128987864756307324301899905008680184431991903856305700161856999307268539202344092086780110992727021732527621641970702153142435599661857166397031946444352853528899659854925315096927727674610465354670971560892336979348049018331771225120651927558847660682363630003130208418158681837021448387402880078177154064178466796875,3,-204390529498910715757398214105771633537778477902215328054519912033079094624367713767630776040849262825651445994538318086851125530133393494922562595688545097299750071402440641721295879694415542523602085446443829592091527181905540380552692929132419080085118419782377476530493354195164248780509327308114391394388682801916875045564924993212406080712250482910003776193384593938684173133900063398291941336153613809869970706304857636791147867247932819605196153924000760444078384530882843826182737786448962708467016245271367823351298773808380618504985813852257546390320284532587887316152287235711753983759789334651649567350155759,1027847130732092639653234333424143837461419286335612332891085881951433056113958408929066452518703240496148922554187181494334909306545553819197560056011502876265831217992499083703012061333620025729299080985324854961654794313335360234106203479644815577714967783217554136604551516882521940809054289321334477764751235734839287966384124519086128133070398415326539591608018368821942851593317003888739698723661531783072267913856463256704356357007453208998941806246475745979030664293668241764332544485976841397088850515760568595093578533886364643017947673797607421875
44,3123921938861135081017687318035295762169568089512359914155620497395177080400186666765548490318380752115741897943112372644109557820486921766006280872609459067054426580888997922136204938117907847633675446108028634754761034023597211541972448651837495436784757904048018715616854781784947506349446606915317009568077957191030577957005618259027310348837292816715865128994874302522035839881662723205049432921679776178821962045473964869958919652634403354026807206627173495872943433838741102791037202158568749049171372837058824809304892090482820539835698470915537624080381853612255787529,114676730799963164674570478349554419090505138307003671962008350292081426844791479859211721498711876348598296858583302054626275595144958178888673572589856363839158119110986983632078413926078723825379816733599931880954381708680404035335476601872247801745536577406543561604489654976368952935113085097547553007156773548859431111354054654074017249471554485710123351801422578973184075584652595517872524543494644462485743489650599974115451314772857969728366057416307325928550705872294582966887833911575200372009431387204656363360523939864977177644036798987105359297993937470018863677978515625,5,4422315596098372561891841428083141944085823754450566473653805764976517636470336590778052810423277098526007008532293423068727958078135386692910400202550784498710830136619062509781003763584876074632252470735901119710739762340723074030790364560572195588508377316660516994449540454189471925811909508248687993109624843288643023144702265142958677607181450494165974614339607601359070233484909742230733549376702035274619102379718623442473719130862493384681670086864807514430622920244535994618365966436689607299897670975703417605339534464679251372353431991348271759825957403116585482523109703940852162186104201278799776033721413255966146405356828489966554689,114676730799963164674570478349554419090505138307003671962008350292081426844791479859211721498711876348598296858583302054626275595144958178888673572589856363839158119110986983632078413926078723825379816733599931880954381708680404035335476601872247801745536577406543561604489654976368952935113085097547553007156773548859431111354054654074017249471554485710123351801422578973184075584652595517872524543494644462485743489650599974115451314772857969728366057416307325928550705872294582966887833911575200372009431387204656363360523939864977177644036798987105359297993937470018863677978515625
45,3637804765211209271021363626499689574094291509444829040152046912018238162022384729682417271130676936898213933314932808055642044693925362872782582469885709874611856945905829398367117244113749511248930513658640778028681419272507321624843373795619515167096632718827034277244616498038773329046505680287946505085050925192250537154410393123420210909258308734522284865590566487549165742410288201695843419091957741750361511826165497917215376517459068595881137510923835529986278867141833221033922028286687663120098492829563651860158959393721252625726053528186232963013049328518920250420487286397908285363200195327,155574342346118298396485626459264225180053035623996878647785564716482126101370204889406257126010451845696688462661936869184274610210640943815499229103074608958309768536408093048232402724037690926333864775696525446956164284083497766688897916875439957412390366418088573203183722725557330451518987886786219498048222853772007517819480156833062468172724456203000466358180377399280318552983111228573639914439773178828987418843572652210843541408381724184605576070267826623995971535641502506364262843607802112776449730268622796697310542749858006401775107516240195020583429011982785438077016383157205604016780853271484375,3,-1217265132154107310007957670241952673220356728657971975919605235872014373641796279915018462300989876750034946510762025546511243037635145614661437493639922840257105836186314014869955791638055628820351363106777492933454882899343285689271073922059700916759209863207022490630583738286768249084675248347240989284506009161536261053753864797253728278928636859248575374445815596988481078266126114297988632994469402446012371191334982355419027988624982690743884834527019401814538176621274858790587869709875325601901393411413896408739161098551492953947503427559929801028998516017867180978071333605515243975830964479056070388737353291265435600451491556866626209681966427648352464289393024567,155574342346118298396485626459264225180053035623996878647785564716482126101370204889406257126010451845696688462661936869184274610210640943815499229103074608958309768536408093048232402724037690926333864775696525446956164284083497766688897916875439957412390366418088573203183722725557330451518987886786219498048222853772007517819480156833062468172724456203000466358180377399280318552983111228573639914439773178828987418843572652210843541408381724184605576070267826623995971535641502506364262843607802112776449730268622796697310542749858006401775107516240195020583429011982785438077016383157205604016780853271484375
46,77938980637172116543452433935091665883188127416029993239097954586921727167495776770978881398144707860230777454304857841583826018197151645932480428212298586918200118845309244564556942885360149326892081547948827188975776900502301084308247140855685143320316227504518135034929702319940580835861658336048777105752431853902619301542518951900776787207484081725655447238705851231454153147988173765452635846356392335440825757282206985308985594503040664970225687745099883717321677368794344992205814935481210937165104092727302495205824556150829012495495716679392230950111089071895623775136964957084309561724241774102335033355777741432972703,3872956871744603544525505867918688450193539790390478647682362613391461915967322231302892839072520750307513707322240176531563910818607655570822693063442948831811617997965301044128914347403851193125006562657928824509798367908931296948863572403701345026823667015066070877832011635373702961416322506730799365866800393188975627018293716609923814704751950070424587640564846587485608077405470802034217666133599854132260256520634351337900410144526814130214149712534212569729574001550931106279815974703151124066694673719239923559577239393225908654597124394928199765328296255529932223315571157887788607307679989685036808134821616113185882568359375,4,7058368365170527641820482640978635213001512135613717506952529598995989853405854851566265996103790110266537797360739555553668284211845946906214758623182840881730804702805531003159722398015605906499676299676824734919895014660130629299124893115508770539558991140026636387531989674114883213864218158992000309485983101992263050199055510133664940697517718297588562641332664967027783905705027450540972187175457375635547767409829182149988588549667195371701279592613298028635342915579458848635489556204633027384291420121119589733255775969176497186616375412432918075973670345086425287987486404792302256981529262610849263371202085271595667087747222861812959728115797641929647799432699797463662117613433113574288391389,4253903449293253073495227756566428297753560097642001137618332706511933579832960483562193774063260496239400301485083472583848885653224802020411810413945533962809482063338937212403889529115705408842220322919364446592729354916367162222522284443409674045855503114908635226471225894590788498604813245097763237919272563010842082134847196932211403036366895978990940523243356087894028544035517110431025961163134266014121921096434451469497171798086828634825377553111348232325925542687088264274551972214936480532271199003099588171994672776166161964885366138691629250442554903614843589543332255384948142452697693588483051557918824255466461181640625
47,3223583117906132242688265545795833067298108991006608257642214905920404634747406088590529040072003023778565822371577927062240649965005999029107525803985494504844249649675400000956984461834617703238625677058444832239678866304247511271381625197873122259980585669998202088036338799007053100238207189499007155335867391692087422600537527200343062856703048871605807517159921413407416033615170333661530292292526973270631704956407189960755109758932641831654648789282619948996610074864404262540764579118028514381811190275424806849240243281452616754058012589712288881910455135677925470615840419616409055564399202931709973240327637413142043606098899401381693748550329,185662375662286640290479961679837150578471965920658554484013853250919676159360291050452908565884171701616455138265751595232038085201192121146349780010825304431471398801273840203170224944684326814194717480917583277793999735501182848638693055032967274851578648316547198221913631308437195277562376223263577015675819316378917956808761825854985489372181724516066851880342740682686276173001022372271381924668562594994330300565122662424570099091709611735787328815924087109195876514650661967567887203535322160313907814884611423424972049803024185679694473937406382220576266521193680750502994884189577434933994817048836883017075128854635555694222253909148275852203369140625,3,-1019764079805106820223414355126803455258563440817564625766000821986243078302868562926825087266579909980095787424099662761617438642183318177801442584465191741042330359739433042745658819320599551362418459385975710551117978984943299235669069194062732378850798917061158300512750433460815847184543968169839622696602853818035791631561084235086698195315502930103745224763138634126879519068522582047023237112624442622559700715193515886395417252922479514884819435115244426288974478745947728161944451372756635782038118123158945656557856134694786652757630149148912259356132239138835430523781291764340854856434914293639662383106079292916648380321815774025139032849225643130918098742322836116042612288693660785849407426471659934220991484679304529,2775440706202554024798677633294182424068424352865863521004141000603834655411365483838399105233516335429356921815144988441706312839356923919575645806613438854601067330624864645051325156529506065672462338424417059227447675038963394275480069272719416382517698125896456936440880405082853430585118133943357956961322239977340236962522796767305054522479506503387309351476406036955971083624720240026086747890403374748144984823554154670390898412857972165995247244297842372206704684326013042788190288644509143230499015328723538194393759989187615678925409130456901071747402882692903174083050277576398089113883478775710386134794986190588572429732669413276016712188720703125
