alpha,beta,m,r,n,base_exponent,predicted_bit,actual_valuation
-3,5,15,2,60,3,0,7
-3,5,15,3,120,6,0,10
-3,5,15,4,240,9,0,13
-3,5,15,5,480,12,0,16
-3,5,15,6,960,15,0,19
-3,5,15,7,1920,18,0,22
-2,-5,1,2,4,3,0,4
-2,-5,1,3,8,6,0,8
-2,-5,1,4,16,9,0,12
-2,-5,1,5,32,12,0,15
-2,-5,1,6,64,15,0,18
-2,-5,1,7,128,18,0,21
-2,-5,3,2,12,3,0,4
-2,-5,3,3,24,6,0,8
-2,-5,3,4,48,9,0,13
-2,-5,3,5,96,12,0,16
-2,-5,3,6,192,15,0,19
-2,-5,3,7,384,18,0,22
-2,-5,5,2,20,3,0,7
-2,-5,5,3,40,6,0,11
-2,-5,5,4,80,9,0,15
-2,-5,5,5,160,12,0,18
-2,-5,5,6,320,15,0,21
-2,-5,5,7,640,18,0,24
-2,-5,7,2,28,3,0,4
-2,-5,7,3,56,6,0,8
-2,-5,7,4,112,9,0,15
-2,-5,7,5,224,12,0,18
-2,-5,7,6,448,15,0,21
-2,-5,7,7,896,18,0,24
-2,-5,9,2,36,3,0,4
-2,-5,9,3,72,6,0,8
-2,-5,9,4,144,9,0,12
-2,-5,9,5,288,12,0,15
-2,-5,9,6,576,15,0,18
-2,-5,9,7,1152,18,0,21
-2,-5,11,2,44,3,0,4
-2,-5,11,3,88,6,0,8
-2,-5,11,4,176,9,0,13
-2,-5,11,5,352,12,0,16
-2,-5,11,6,704,15,0,19
-2,-5,11,7,1408,18,0,22
-2,-5,13,2,52,3,0,6
-2,-5,13,3,104,6,0,10
-2,-5,13,4,208,9,0,14
-2,-5,13,5,416,12,0,17
-2,-5,13,6,832,15,0,20
-2,-5,13,7,1664,18,0,23
-2,-5,15,2,60,3,0,6
-2,-5,15,3,120,6,0,10
-2,-5,15,4,240,9,0,16
-2,-5,15,5,480,12,0,19
-2,-5,15,6,960,15,0,22
-2,-5,15,7,1920,18,0,25
-2,-4,1,2,4,3,0,7
-2,-4,1,3,8,6,0,10
-2,-4,1,4,16,9,0,13
-2,-4,1,5,32,12,0,16
-2,-4,1,6,64,15,0,19
-2,-4,1,7,128,18,0,22
-2,-4,3,2,12,3,0,9
-2,-4,3,3,24,6,0,13
-2,-4,3,4,48,9,0,16
-2,-4,3,5,96,12,0,19
-2,-4,3,6,192,15,0,22
-2,-4,3,7,384,18,0,25
-2,-4,5,2,20,3,0,7
-2,-4,5,3,40,6,0,10
-2,-4,5,4,80,9,0,13
-2,-4,5,5,160,12,0,16
-2,-4,5,6,320,15,0,19
-2,-4,5,7,640,18,0,22
-2,-4,7,2,28,3,0,10
-2,-4,7,3,56,6,0,12
-2,-4,7,4,112,9,0,15
-2,-4,7,5,224,12,0,18
-2,-4,7,6,448,15,0,21
-2,-4,7,7,896,18,0,24
-2,-4,9,2,36,3,0,8
-2,-4,9,3,72,6,0,11
-2,-4,9,4,144,9,0,14
-2,-4,9,5,288,12,0,17
-2,-4,9,6,576,15,0,20
-2,-4,9,7,1152,18,0,23
-2,-4,11,2,44,3,0,9
-2,-4,11,3,88,6,0,15
-2,-4,11,4,176,9,0,18
-2,-4,11,5,352,12,0,21
-2,-4,11,6,704,15,0,24
-2,-4,11,7,1408,18,0,27
-2,-4,13,2,52,3,0,7
-2,-4,13,3,104,6,0,10
-2,-4,13,4,208,9,0,13
-2,-4,13,5,416,12,0,16
-2,-4,13,6,832,15,0,19
-2,-4,13,7,1664,18,0,22
-2,-4,15,2,60,3,0,12
-2,-4,15,3,120,6,0,13
-2,-4,15,4,240,9,0,16
-2,-4,15,5,480,12,0,19
-2,-4,15,6,960,15,0,22
-2,-4,15,7,1920,18,0,25
-2,-3,1,2,4,3,0,4
-2,-3,1,3,8,6,0,8
-2,-3,1,4,16,9,0,14
-2,-3,1,5,32,12,0,17
-2,-3,1,6,64,15,0,20
-2,-3,1,7,128,18,0,23
-2,-3,3,2,12,3,0,5
-2,-3,3,3,24,6,0,9
-2,-3,3,4,48,9,0,14
-2,-3,3,5,96,12,0,17
-2,-3,3,6,192,15,0,20
-2,-3,3,7,384,18,0,23
-2,-3,5,2,20,3,0,4
-2,-3,5,3,40,6,0,8
-2,-3,5,4,80,9,0,15
-2,-3,5,5,160,12,0,18
-2,-3,5,6,320,15,0,21
-2,-3,5,7,640,18,0,24
-2,-3,7,2,28,3,0,12
-2,-3,7,3,56,6,0,12
-2,-3,7,4,112,9,0,17
-2,-3,7,5,224,12,0,20
-2,-3,7,6,448,15,0,23
-2,-3,7,7,896,18,0,26
-2,-3,9,2,36,3,0,4
-2,-3,9,3,72,6,0,8
-2,-3,9,4,144,9,0,14
-2,-3,9,5,288,12,0,17
-2,-3,9,6,576,15,0,20
-2,-3,9,7,1152,18,0,23
-2,-3,11,2,44,3,0,6
-2,-3,11,3,88,6,0,10
-2,-3,11,4,176,9,0,15
-2,-3,11,5,352,12,0,18
-2,-3,11,6,704,15,0,21
-2,-3,11,7,1408,18,0,24
-2,-3,13,2,52,3,0,4
-2,-3,13,3,104,6,0,8
-2,-3,13,4,208,9,0,17
-2,-3,13,5,416,12,0,21
-2,-3,13,6,832,15,0,24
-2,-3,13,7,1664,18,0,27
-2,-3,15,2,60,3,0,9
-2,-3,15,3,120,6,0,13
-2,-3,15,4,240,9,0,18
-2,-3,15,5,480,12,0,21
-2,-3,15,6,960,15,0,24
-2,-3,15,7,1920,18,0,27
-2,-2,1,2,4,3,0,5
-2,-2,1,3,8,6,0,8
-2,-2,1,4,16,9,0,11
-2,-2,1,5,32,12,0,14
-2,-2,1,6,64,15,0,17
-2,-2,1,7,128,18,0,20
-2,-2,3,2,12,3,0,5
-2,-2,3,3,24,6,0,8
-2,-2,3,4,48,9,0,11
-2,-2,3,5,96,12,0,14
-2,-2,3,6,192,15,0,17
-2,-2,3,7,384,18,0,20
-2,-2,5,2,20,3,0,7
-2,-2,5,3,40,6,0,10
-2,-2,5,4,80,9,0,13
-2,-2,5,5,160,12,0,16
-2,-2,5,6,320,15,0,19
-2,-2,5,7,640,18,0,22
-2,-2,7,2,28,3,0,6
-2,-2,7,3,56,6,0,9
-2,-2,7,4,112,9,0,12
-2,-2,7,5,224,12,0,15
-2,-2,7,6,448,15,0,18
-2,-2,7,7,896,18,0,21
-2,-2,9,2,36,3,0,7
-2,-2,9,3,72,6,0,10
-2,-2,9,4,144,9,0,13
-2,-2,9,5,288,12,0,16
-2,-2,9,6,576,15,0,19
-2,-2,9,7,1152,18,0,22
-2,-2,11,2,44,3,0,5
-2,-2,11,3,88,6,0,8
-2,-2,11,4,176,9,0,11
-2,-2,11,5,352,12,0,14
-2,-2,11,6,704,15,0,17
-2,-2,11,7,1408,18,0,20
-2,-2,13,2,52,3,0,7
-2,-2,13,3,104,6,0,10
-2,-2,13,4,208,9,0,13
-2,-2,13,5,416,12,0,16
-2,-2,13,6,832,15,0,19
-2,-2,13,7,1664,18,0,22
-2,-2,15,2,60,3,0,7
-2,-2,15,3,120,6,0,10
-2,-2,15,4,240,9,0,13
-2,-2,15,5,480,12,0,16
-2,-2,15,6,960,15,0,19
-2,-2,15,7,1920,18,0,22
-2,-1,1,2,4,3,0,4
-2,-1,1,3,8,6,0,8
-2,-1,1,4,16,9,0,12
-2,-1,1,5,32,12,0,15
-2,-1,1,6,64,15,0,18
-2,-1,1,7,128,18,0,21
-2,-1,3,2,12,3,0,4
-2,-1,3,3,24,6,0,8
-2,-1,3,4,48,9,0,14
-2,-1,3,5,96,12,0,17
-2,-1,3,6,192,15,0,20
-2,-1,3,7,384,18,0,23
-2,-1,5,2,20,3,0,4
-2,-1,5,3,40,6,0,8
-2,-1,5,4,80,9,0,12
-2,-1,5,5,160,12,0,15
-2,-1,5,6,320,15,0,18
-2,-1,5,7,640,18,0,21
-2,-1,7,2,28,3,0,6
-2,-1,7,3,56,6,0,10
-2,-1,7,4,112,9,0,15
-2,-1,7,5,224,12,0,18
-2,-1,7,6,448,15,0,21
-2,-1,7,7,896,18,0,24
-2,-1,9,2,36,3,0,4
-2,-1,9,3,72,6,0,8
-2,-1,9,4,144,9,0,12
-2,-1,9,5,288,12,0,15
-2,-1,9,6,576,15,0,18
-2,-1,9,7,1152,18,0,21
-2,-1,11,2,44,3,0,4
-2,-1,11,3,88,6,0,8
-2,-1,11,4,176,9,0,16
-2,-1,11,5,352,12,0,19
-2,-1,11,6,704,15,0,22
-2,-1,11,7,1408,18,0,25
-2,-1,13,2,52,3,0,6
-2,-1,13,3,104,6,0,10
-2,-1,13,4,208,9,0,14
-2,-1,13,5,416,12,0,17
-2,-1,13,6,832,15,0,20
-2,-1,13,7,1664,18,0,23
-2,-1,15,2,60,3,0,7
-2,-1,15,3,120,6,0,11
-2,-1,15,4,240,9,0,16
-2,-1,15,5,480,12,0,19
-2,-1,15,6,960,15,0,22
-2,-1,15,7,1920,18,0,25
-2,0,1,2,4,3,0,6
-2,0,1,3,8,6,0,9
-2,0,1,4,16,9,0,12
-2,0,1,5,32,12,0,15
-2,0,1,6,64,15,0,18
-2,0,1,7,128,18,0,21
-2,0,3,2,12,3,0,7
-2,0,3,3,24,6,0,10
-2,0,3,4,48,9,0,13
-2,0,3,5,96,12,0,16
-2,0,3,6,192,15,0,19
-2,0,3,7,384,18,0,22
-2,0,5,2,20,3,0,7
-2,0,5,3,40,6,0,10
-2,0,5,4,80,9,0,13
-2,0,5,5,160,12,0,16
-2,0,5,6,320,15,0,19
-2,0,5,7,640,18,0,22
-2,0,7,2,28,3,0,8
-2,0,7,3,56,6,0,11
-2,0,7,4,112,9,0,14
-2,0,7,5,224,12,0,17
-2,0,7,6,448,15,0,20
-2,0,7,7,896,18,0,23
-2,0,9,2,36,3,0,7
-2,0,9,3,72,6,0,10
-2,0,9,4,144,9,0,13
-2,0,9,5,288,12,0,16
-2,0,9,6,576,15,0,19
-2,0,9,7,1152,18,0,22
-2,0,11,2,44,3,0,8
-2,0,11,3,88,6,0,11
-2,0,11,4,176,9,0,14
-2,0,11,5,352,12,0,17
-2,0,11,6,704,15,0,20
-2,0,11,7,1408,18,0,23
-2,0,13,2,52,3,0,8
-2,0,13,3,104,6,0,11
-2,0,13,4,208,9,0,14
-2,0,13,5,416,12,0,17
-2,0,13,6,832,15,0,20
-2,0,13,7,1664,18,0,23
-2,0,15,2,60,3,0,9
-2,0,15,3,120,6,0,12
-2,0,15,4,240,9,0,15
-2,0,15,5,480,12,0,18
-2,0,15,6,960,15,0,21
-2,0,15,7,1920,18,0,24
-2,1,1,2,4,3,0,4
-2,1,1,3,8,6,0,8
-2,1,1,4,16,9,0,17
-2,1,1,5,32,12,0,27
-2,1,1,6,64,15,0,46
-2,1,1,7,128,18,0,81
-2,1,3,2,12,3,0,8
-2,1,3,3,24,6,0,16
-2,1,3,4,48,9,0,32
-2,1,3,5,96,12,0,60
-2,1,3,6,192,15,0,111
-2,1,3,7,384,18,0,210
-2,1,5,2,20,3,0,13
-2,1,5,3,40,6,0,25
-2,1,5,4,80,9,0,53
-2,1,5,5,160,12,0,92
-2,1,5,6,320,15,0,175
-2,1,5,7,640,18,0,338
-2,1,7,2,28,3,0,16
-2,1,7,3,56,6,0,32
-2,1,7,4,112,9,0,64
-2,1,7,5,224,12,0,125
-2,1,7,6,448,15,0,240
-2,1,7,7,896,18,0,467
-2,1,9,2,36,3,0,21
-2,1,9,3,72,6,0,41
-2,1,9,4,144,9,0,82
-2,1,9,5,288,12,0,156
-2,1,9,6,576,15,0,303
-2,1,9,7,1152,18,0,594
-2,1,11,2,44,3,0,25
-2,1,11,3,88,6,0,49
-2,1,11,4,176,9,0,97
-2,1,11,5,352,12,0,189
-2,1,11,6,704,15,0,368
-2,1,11,7,1408,18,0,723
-2,1,13,2,52,3,0,30
-2,1,13,3,104,6,0,58
-2,1,13,4,208,9,0,116
-2,1,13,5,416,12,0,221
-2,1,13,6,832,15,0,432
-2,1,13,7,1664,18,0,851
-2,1,15,2,60,3,0,32
-2,1,15,3,120,6,0,64
-2,1,15,4,240,9,0,128
-2,1,15,5,480,12,0,254
-2,1,15,6,960,15,0,497
-2,1,15,7,1920,18,0,980
-2,2,1,2,4,3,0,5
-2,2,1,3,8,6,0,8
-2,2,1,4,16,9,0,11
-2,2,1,5,32,12,0,14
-2,2,1,6,64,15,0,17
-2,2,1,7,128,18,0,20
-2,2,3,2,12,3,0,5
-2,2,3,3,24,6,0,8
-2,2,3,4,48,9,0,11
-2,2,3,5,96,12,0,14
-2,2,3,6,192,15,0,17
-2,2,3,7,384,18,0,20
-2,2,5,2,20,3,0,5
-2,2,5,3,40,6,0,8
-2,2,5,4,80,9,0,11
-2,2,5,5,160,12,0,14
-2,2,5,6,320,15,0,17
-2,2,5,7,640,18,0,20
-2,2,7,2,28,3,0,5
-2,2,7,3,56,6,0,8
-2,2,7,4,112,9,0,11
-2,2,7,5,224,12,0,14
-2,2,7,6,448,15,0,17
-2,2,7,7,896,18,0,20
-2,2,9,2,36,3,0,5
-2,2,9,3,72,6,0,8
-2,2,9,4,144,9,0,11
-2,2,9,5,288,12,0,14
-2,2,9,6,576,15,0,17
-2,2,9,7,1152,18,0,20
-2,2,11,2,44,3,0,5
-2,2,11,3,88,6,0,8
-2,2,11,4,176,9,0,11
-2,2,11,5,352,12,0,14
-2,2,11,6,704,15,0,17
-2,2,11,7,1408,18,0,20
-2,2,13,2,52,3,0,5
-2,2,13,3,104,6,0,8
-2,2,13,4,208,9,0,11
-2,2,13,5,416,12,0,14
-2,2,13,6,832,15,0,17
-2,2,13,7,1664,18,0,20
-2,2,15,2,60,3,0,5
-2,2,15,3,120,6,0,8
-2,2,15,4,240,9,0,11
-2,2,15,5,480,12,0,14
-2,2,15,6,960,15,0,17
-2,2,15,7,1920,18,0,20
-2,3,1,2,4,3,0,4
-2,3,1,3,8,6,0,8
-2,3,1,4,16,9,0,12
-2,3,1,5,32,12,0,15
-2,3,1,6,64,15,0,18
-2,3,1,7,128,18,0,21
-2,3,3,2,12,3,0,4
-2,3,3,3,24,6,0,8
-2,3,3,4,48,9,0,13
-2,3,3,5,96,12,0,16
-2,3,3,6,192,15,0,19
-2,3,3,7,384,18,0,22
-2,3,5,2,20,3,0,5
-2,3,5,3,40,6,0,9
-2,3,5,4,80,9,0,13
-2,3,5,5,160,12,0,16
-2,3,5,6,320,15,0,19
-2,3,5,7,640,18,0,22
-2,3,7,2,28,3,0,4
-2,3,7,3,56,6,0,8
-2,3,7,4,112,9,0,14
-2,3,7,5,224,12,0,17
-2,3,7,6,448,15,0,20
-2,3,7,7,896,18,0,23
-2,3,9,2,36,3,0,5
-2,3,9,3,72,6,0,9
-2,3,9,4,144,9,0,13
-2,3,9,5,288,12,0,16
-2,3,9,6,576,15,0,19
-2,3,9,7,1152,18,0,22
-2,3,11,2,44,3,0,5
-2,3,11,3,88,6,0,9
-2,3,11,4,176,9,0,14
-2,3,11,5,352,12,0,17
-2,3,11,6,704,15,0,20
-2,3,11,7,1408,18,0,23
-2,3,13,2,52,3,0,6
-2,3,13,3,104,6,0,10
-2,3,13,4,208,9,0,14
-2,3,13,5,416,12,0,17
-2,3,13,6,832,15,0,20
-2,3,13,7,1664,18,0,23
-2,3,15,2,60,3,0,4
-2,3,15,3,120,6,0,8
-2,3,15,4,240,9,0,15
-2,3,15,5,480,12,0,18
-2,3,15,6,960,15,0,21
-2,3,15,7,1920,18,0,24
-2,4,1,2,4,3,0,8
-2,4,1,3,8,6,0,12
-2,4,1,4,16,9,0,15
-2,4,1,5,32,12,0,18
-2,4,1,6,64,15,0,21
-2,4,1,7,128,18,0,24
-2,4,3,2,12,3,0,9
-2,4,3,3,24,6,0,14
-2,4,3,4,48,9,0,17
-2,4,3,5,96,12,0,20
-2,4,3,6,192,15,0,23
-2,4,3,7,384,18,0,26
-2,4,5,2,20,3,0,8
-2,4,5,3,40,6,0,12
-2,4,5,4,80,9,0,15
-2,4,5,5,160,12,0,18
-2,4,5,6,320,15,0,21
-2,4,5,7,640,18,0,24
-2,4,7,2,28,3,0,9
-2,4,7,3,56,6,0,15
-2,4,7,4,112,9,0,18
-2,4,7,5,224,12,0,21
-2,4,7,6,448,15,0,24
-2,4,7,7,896,18,0,27
-2,4,9,2,36,3,0,8
-2,4,9,3,72,6,0,12
-2,4,9,4,144,9,0,15
-2,4,9,5,288,12,0,18
-2,4,9,6,576,15,0,21
-2,4,9,7,1152,18,0,24
-2,4,11,2,44,3,0,11
-2,4,11,3,88,6,0,16
-2,4,11,4,176,9,0,19
-2,4,11,5,352,12,0,22
-2,4,11,6,704,15,0,25
-2,4,11,7,1408,18,0,28
-2,4,13,2,52,3,0,10
-2,4,13,3,104,6,0,14
-2,4,13,4,208,9,0,17
-2,4,13,5,416,12,0,20
-2,4,13,6,832,15,0,23
-2,4,13,7,1664,18,0,26
-2,4,15,2,60,3,0,9
-2,4,15,3,120,6,0,16
-2,4,15,4,240,9,0,19
-2,4,15,5,480,12,0,22
-2,4,15,6,960,15,0,25
-2,4,15,7,1920,18,0,28
-2,5,1,2,4,3,0,4
-2,5,1,3,8,6,0,8
-2,5,1,4,16,9,0,14
-2,5,1,5,32,12,0,17
-2,5,1,6,64,15,0,20
-2,5,1,7,128,18,0,23
-2,5,3,2,12,3,0,5
-2,5,3,3,24,6,0,9
-2,5,3,4,48,9,0,14
-2,5,3,5,96,12,0,17
-2,5,3,6,192,15,0,20
-2,5,3,7,384,18,0,23
-2,5,5,2,20,3,0,4
-2,5,5,3,40,6,0,8
-2,5,5,4,80,9,0,16
-2,5,5,5,160,12,0,19
-2,5,5,6,320,15,0,22
-2,5,5,7,640,18,0,25
-2,5,7,2,28,3,0,6
-2,5,7,3,56,6,0,10
-2,5,7,4,112,9,0,15
-2,5,7,5,224,12,0,18
-2,5,7,6,448,15,0,21
-2,5,7,7,896,18,0,24
-2,5,9,2,36,3,0,6
-2,5,9,3,72,6,0,10
-2,5,9,4,144,9,0,16
-2,5,9,5,288,12,0,19
-2,5,9,6,576,15,0,22
-2,5,9,7,1152,18,0,25
-2,5,11,2,44,3,0,5
-2,5,11,3,88,6,0,9
-2,5,11,4,176,9,0,14
-2,5,11,5,352,12,0,17
-2,5,11,6,704,15,0,20
-2,5,11,7,1408,18,0,23
-2,5,13,2,52,3,0,5
-2,5,13,3,104,6,0,9
-2,5,13,4,208,9,0,16
-2,5,13,5,416,12,0,19
-2,5,13,6,832,15,0,22
-2,5,13,7,1664,18,0,25
-2,5,15,2,60,3,0,7
-2,5,15,3,120,6,0,11
-2,5,15,4,240,9,0,16
-2,5,15,5,480,12,0,19
-2,5,15,6,960,15,0,22
-2,5,15,7,1920,18,0,25
-1,-5,1,2,4,3,1,3
-1,-5,1,3,8,6,1,6
-1,-5,1,4,16,9,1,9
-1,-5,1,5,32,12,1,12
-1,-5,1,6,64,15,1,15
-1,-5,1,7,128,18,1,18
-1,-5,3,2,12,3,0,6
-1,-5,3,3,24,6,0,9
-1,-5,3,4,48,9,0,12
-1,-5,3,5,96,12,0,15
-1,-5,3,6,192,15,0,18
-1,-5,3,7,384,18,0,21
-1,-5,5,2,20,3,1,3
-1,-5,5,3,40,6,1,6
-1,-5,5,4,80,9,1,9
-1,-5,5,5,160,12,1,12
-1,-5,5,6,320,15,1,15
-1,-5,5,7,640,18,1,18
-1,-5,7,2,28,3,0,5
-1,-5,7,3,56,6,0,8
-1,-5,7,4,112,9,0,11
-1,-5,7,5,224,12,0,14
-1,-5,7,6,448,15,0,17
-1,-5,7,7,896,18,0,20
-1,-5,9,2,36,3,0,4
-1,-5,9,3,72,6,0,7
-1,-5,9,4,144,9,0,10
-1,-5,9,5,288,12,0,13
-1,-5,9,6,576,15,0,16
-1,-5,9,7,1152,18,0,19
-1,-5,11,2,44,3,0,9
-1,-5,11,3,88,6,0,11
-1,-5,11,4,176,9,0,14
-1,-5,11,5,352,12,0,17
-1,-5,11,6,704,15,0,20
-1,-5,11,7,1408,18,0,23
-1,-5,13,2,52,3,1,3
-1,-5,13,3,104,6,1,6
-1,-5,13,4,208,9,1,9
-1,-5,13,5,416,12,1,12
-1,-5,13,6,832,15,1,15
-1,-5,13,7,1664,18,1,18
-1,-5,15,2,60,3,0,6
-1,-5,15,3,120,6,0,9
-1,-5,15,4,240,9,0,12
-1,-5,15,5,480,12,0,15
-1,-5,15,6,960,15,0,18
-1,-5,15,7,1920,18,0,21
-1,-4,1,2,4,3,0,5
-1,-4,1,3,8,6,0,11
-1,-4,1,4,16,9,0,12
-1,-4,1,5,32,12,0,15
-1,-4,1,6,64,15,0,18
-1,-4,1,7,128,18,0,21
-1,-4,3,2,12,3,0,7
-1,-4,3,3,24,6,0,9
-1,-4,3,4,48,9,0,12
-1,-4,3,5,96,12,0,15
-1,-4,3,6,192,15,0,18
-1,-4,3,7,384,18,0,21
-1,-4,5,2,20,3,0,5
-1,-4,5,3,40,6,0,9
-1,-4,5,4,80,9,0,13
-1,-4,5,5,160,12,0,16
-1,-4,5,6,320,15,0,19
-1,-4,5,7,640,18,0,22
-1,-4,7,2,28,3,0,8
-1,-4,7,3,56,6,0,12
-1,-4,7,4,112,9,0,15
-1,-4,7,5,224,12,0,18
-1,-4,7,6,448,15,0,21
-1,-4,7,7,896,18,0,24
-1,-4,9,2,36,3,0,5
-1,-4,9,3,72,6,0,10
-1,-4,9,4,144,9,0,12
-1,-4,9,5,288,12,0,15
-1,-4,9,6,576,15,0,18
-1,-4,9,7,1152,18,0,21
-1,-4,11,2,44,3,0,8
-1,-4,11,3,88,6,0,10
-1,-4,11,4,176,9,0,13
-1,-4,11,5,352,12,0,16
-1,-4,11,6,704,15,0,19
-1,-4,11,7,1408,18,0,22
-1,-4,13,2,52,3,0,5
-1,-4,13,3,104,6,0,9
-1,-4,13,4,208,9,0,16
-1,-4,13,5,416,12,0,19
-1,-4,13,6,832,15,0,22
-1,-4,13,7,1664,18,0,25
-1,-4,15,2,60,3,0,11
-1,-4,15,3,120,6,0,13
-1,-4,15,4,240,9,0,16
-1,-4,15,5,480,12,0,19
-1,-4,15,6,960,15,0,22
-1,-4,15,7,1920,18,0,25
-1,-3,1,2,4,3,1,3
-1,-3,1,3,8,6,1,6
-1,-3,1,4,16,9,1,9
-1,-3,1,5,32,12,1,12
-1,-3,1,6,64,15,1,15
-1,-3,1,7,128,18,1,18
-1,-3,3,2,12,3,1,3
-1,-3,3,3,24,6,1,6
-1,-3,3,4,48,9,1,9
-1,-3,3,5,96,12,1,12
-1,-3,3,6,192,15,1,15
-1,-3,3,7,384,18,1,18
-1,-3,5,2,20,3,0,5
-1,-3,5,3,40,6,0,8
-1,-3,5,4,80,9,0,11
-1,-3,5,5,160,12,0,14
-1,-3,5,6,320,15,0,17
-1,-3,5,7,640,18,0,20
-1,-3,7,2,28,3,0,4
-1,-3,7,3,56,6,0,7
-1,-3,7,4,112,9,0,10
-1,-3,7,5,224,12,0,13
-1,-3,7,6,448,15,0,16
-1,-3,7,7,896,18,0,19
-1,-3,9,2,36,3,0,5
-1,-3,9,3,72,6,0,8
-1,-3,9,4,144,9,0,11
-1,-3,9,5,288,12,0,14
-1,-3,9,6,576,15,0,17
-1,-3,9,7,1152,18,0,20
-1,-3,11,2,44,3,1,3
-1,-3,11,3,88,6,1,6
-1,-3,11,4,176,9,1,9
-1,-3,11,5,352,12,1,12
-1,-3,11,6,704,15,1,15
-1,-3,11,7,1408,18,1,18
-1,-3,13,2,52,3,0,5
-1,-3,13,3,104,6,0,8
-1,-3,13,4,208,9,0,11
-1,-3,13,5,416,12,0,14
-1,-3,13,6,832,15,0,17
-1,-3,13,7,1664,18,0,20
-1,-3,15,2,60,3,0,5
-1,-3,15,3,120,6,0,8
-1,-3,15,4,240,9,0,11
-1,-3,15,5,480,12,0,14
-1,-3,15,6,960,15,0,17
-1,-3,15,7,1920,18,0,20
-1,-2,1,2,4,3,0,4
-1,-2,1,3,8,6,0,8
-1,-2,1,4,16,9,0,12
-1,-2,1,5,32,12,0,15
-1,-2,1,6,64,15,0,18
-1,-2,1,7,128,18,0,21
-1,-2,3,2,12,3,0,4
-1,-2,3,3,24,6,0,8
-1,-2,3,4,48,9,0,14
-1,-2,3,5,96,12,0,17
-1,-2,3,6,192,15,0,20
-1,-2,3,7,384,18,0,23
-1,-2,5,2,20,3,0,4
-1,-2,5,3,40,6,0,8
-1,-2,5,4,80,9,0,12
-1,-2,5,5,160,12,0,15
-1,-2,5,6,320,15,0,18
-1,-2,5,7,640,18,0,21
-1,-2,7,2,28,3,0,6
-1,-2,7,3,56,6,0,10
-1,-2,7,4,112,9,0,15
-1,-2,7,5,224,12,0,18
-1,-2,7,6,448,15,0,21
-1,-2,7,7,896,18,0,24
-1,-2,9,2,36,3,0,4
-1,-2,9,3,72,6,0,8
-1,-2,9,4,144,9,0,12
-1,-2,9,5,288,12,0,15
-1,-2,9,6,576,15,0,18
-1,-2,9,7,1152,18,0,21
-1,-2,11,2,44,3,0,4
-1,-2,11,3,88,6,0,8
-1,-2,11,4,176,9,0,16
-1,-2,11,5,352,12,0,19
-1,-2,11,6,704,15,0,22
-1,-2,11,7,1408,18,0,25
-1,-2,13,2,52,3,0,6
-1,-2,13,3,104,6,0,10
-1,-2,13,4,208,9,0,14
-1,-2,13,5,416,12,0,17
-1,-2,13,6,832,15,0,20
-1,-2,13,7,1664,18,0,23
-1,-2,15,2,60,3,0,7
-1,-2,15,3,120,6,0,11
-1,-2,15,4,240,9,0,16
-1,-2,15,5,480,12,0,19
-1,-2,15,6,960,15,0,22
-1,-2,15,7,1920,18,0,25
-1,-1,1,2,4,3,1,3
-1,-1,1,3,8,6,1,6
-1,-1,1,4,16,9,1,9
-1,-1,1,5,32,12,1,12
-1,-1,1,6,64,15,1,15
-1,-1,1,7,128,18,1,18
-1,-1,3,2,12,3,0,4
-1,-1,3,3,24,6,0,7
-1,-1,3,4,48,9,0,10
-1,-1,3,5,96,12,0,13
-1,-1,3,6,192,15,0,16
-1,-1,3,7,384,18,0,19
-1,-1,5,2,20,3,0,4
-1,-1,5,3,40,6,0,7
-1,-1,5,4,80,9,0,10
-1,-1,5,5,160,12,0,13
-1,-1,5,6,320,15,0,16
-1,-1,5,7,640,18,0,19
-1,-1,7,2,28,3,0,5
-1,-1,7,3,56,6,0,8
-1,-1,7,4,112,9,0,11
-1,-1,7,5,224,12,0,14
-1,-1,7,6,448,15,0,17
-1,-1,7,7,896,18,0,20
-1,-1,9,2,36,3,0,4
-1,-1,9,3,72,6,0,7
-1,-1,9,4,144,9,0,10
-1,-1,9,5,288,12,0,13
-1,-1,9,6,576,15,0,16
-1,-1,9,7,1152,18,0,19
-1,-1,11,2,44,3,0,5
-1,-1,11,3,88,6,0,8
-1,-1,11,4,176,9,0,11
-1,-1,11,5,352,12,0,14
-1,-1,11,6,704,15,0,17
-1,-1,11,7,1408,18,0,20
-1,-1,13,2,52,3,0,5
-1,-1,13,3,104,6,0,8
-1,-1,13,4,208,9,0,11
-1,-1,13,5,416,12,0,14
-1,-1,13,6,832,15,0,17
-1,-1,13,7,1664,18,0,20
-1,-1,15,2,60,3,0,6
-1,-1,15,3,120,6,0,9
-1,-1,15,4,240,9,0,12
-1,-1,15,5,480,12,0,15
-1,-1,15,6,960,15,0,18
-1,-1,15,7,1920,18,0,21
-1,0,1,2,4,3,0,infinity
-1,0,1,3,8,6,0,infinity
-1,0,1,4,16,9,0,infinity
-1,0,1,5,32,12,0,infinity
-1,0,1,6,64,15,0,infinity
-1,0,1,7,128,18,0,infinity
-1,0,3,2,12,3,0,infinity
-1,0,3,3,24,6,0,infinity
-1,0,3,4,48,9,0,infinity
-1,0,3,5,96,12,0,infinity
-1,0,3,6,192,15,0,infinity
-1,0,3,7,384,18,0,infinity
-1,0,5,2,20,3,0,infinity
