a_minus_1,a,lambda4_exact,first_asymptotic_term,difference
0.010051356901597313,1.0100513569015974,-0.012001013448059939,-0.012061628281916776,6.0614833856836511e-05
0.010688604888027205,1.0106886048880273,-0.012757781974995323,-0.012826325865632645,6.8543890637321608e-05
0.011366253886995442,1.0113662538869954,-0.01356199457850186,-0.013639504664394531,7.7510085892670832e-05
0.012086865290375975,1.0120868652903761,-0.014416589286888666,-0.01450423834845117,8.7649061562503766e-05
0.012853162880238436,1.0128531628802384,-0.015324681261797417,-0.015423795456286122,9.9114194488705495e-05
0.013668043124256594,1.0136680431242566,-0.016289572835271975,-0.016401651749107911,0.00011207891383593557
0.01453458612383759,1.0145345861238375,-0.017314764027648352,-0.017441503348605107,0.00012673932095675494
0.015456067256353683,1.0154560672563537,-0.018403963556565161,-0.01854728070762442,0.0001433171510592593
0.016435969555482169,1.0164359695554821,-0.01956110034543098,-0.019723163466578601,0.0001620631211476202
0.01747799687644911,1.0174779968764491,-0.020790335537299448,-0.020973596251738932,0.00018326071443948433
0.018586087895938724,1.0185860878959387,-0.022096075017166619,-0.022303305475126468,0.00020723045795984982
0.019764430999586104,1.0197644309995861,-0.023482982442200345,-0.023717317199503325,0.00023433475730297998
0.021017480113324893,1.0210174801133249,-0.024955992775192604,-0.025220976135989871,0.00026498336079726695
0.022349971538429689,1.0223499715384297,-0.026520326311543854,-0.026819965846115627,0.00029963953457177311
0.023766941853886909,1.0237669418538868,-0.028181503184203288,-0.028520330224664291,0.00033882704046100248
0.025273746953761424,1.0252737469537614,-0.029945358324085316,-0.030328496344513706,0.00038313802042838976
0.026876082291517001,1.0268760822915171,-0.03181805684543644,-0.032251298749820398,0.00043324190438395749
0.028580004407810698,1.0285800044078106,-0.033806109816265403,-0.034296005289372836,0.00048989547310743231
0.030391953823131979,1.0303919538231319,-0.03591639036312412,-0.036470344587758372,0.00055395422463425104
0.032318779381816799,1.0323187793818167,-0.038156150047039317,-0.038782535258180158,0.00062638521114084106
0.034367764139453028,1.0343677641394531,-0.040533035433060569,-0.041241316967343629,0.00070828153428306034
0.036546652891526206,1.0365466528915261,-0.043055104759463364,-0.043855983469831446,0.00080087871036808173
0.038863681447359875,1.03886368144736,-0.045730844593923306,-0.046636417736831852,0.0009055731429085459
0.041327607760000024,1.04132760776,-0.048569186342661004,-0.04959312931200003,0.0010239429693390256
0.043947745029709225,1.0439477450297092,-0.051579522454432578,-0.052737294035651069,0.0011577715812184919
0.046733996906196215,1.0467339969061962,-0.054771722133955543,-0.05608079628743546,0.0013090741534799166
0.049696894922638318,1.0496968949226384,-0.058156146348686162,-0.059636273907165978,0.0014801275584798157
0.052847638302990857,1.0528476383029908,-0.061743661878449534,-0.063417165963589026,0.0016735040851394919
0.056198136293048671,1.0561981362930486,-0.065545654119010269,-0.067437763551658397,0.0018921094326481286
0.059761053175262528,1.0597610531752626,-0.069574038307939248,-0.071713263810315037,0.0021392255023757883
0.063549856137458921,1.063549856137459,-0.073841268793861922,-0.076259827364950697,0.0024185585710887747
0.067578866176398966,1.067578866176399,-0.078360345918106575,-0.081094639411678757,0.0027342934935721819
0.071863312228581333,1.0718633122285812,-0.08314482002078899,-0.086235974674297597,0.0030911546535086071
0.076419388732895666,1.0764193887328957,-0.088208792021387927,-0.091703266479474799,0.0034944744580868714
0.08126431684270162,1.0812643168427016,-0.093566909956960861,-0.097517180211241936,0.0039502702542810741
0.086416409518704593,1.0864164095187046,-0.099234360789540302,-0.10369969142244551,0.0044653306329052039
0.091895140748668488,1.0918951407486686,-0.10522685671838215,-0.11027416889840218,0.0050473121800200249
0.097721219155602224,1.0977212191556023,-0.11156061515332681,-0.11726546298672266,0.0057048478333958513
0.10391666627264613,1.1039166662726461,-0.11825233142363845,-0.12469999952717535,0.0064476681035369049
0.11050489978052466,1.1105048997805247,-0.12531914321378335,-0.1326058797366296,0.0072867365228462544
0.11751082202218595,1.1175108220221859,-0.13277858563568309,-0.14101298642662313,0.0082344007909400385
0.12496091412919867,1.1249609141291987,-0.14064853576864339,-0.14995309695503839,0.0093045611863949995
0.13288333611568845,1.1328833361156885,-0.14894714542670062,-0.15946000333882612,0.010512857912125501
0.14130803331814781,1.1413080333181478,-0.15769276085272144,-0.16956963998177738,0.011876879129055939
0.15026684958344688,1.1502668495834469,-0.16690382799427525,-0.18032021950013624,0.013416391505860992
0.15979364763287218,1.1597936476328723,-0.17659878199420437,-0.19175237715944662,0.015153595165242256
0.16992443705714896,1.1699244370571489,-0.18679591953615751,-0.20390932446857876,0.01711340493242125
0.18069751042624713,1.1806975104262472,-0.19751325273050549,-0.21683701251149654,0.019323759780991046
0.19215358802843846,1.1921535880284384,-0.20876834331853855,-0.23058430563412613,0.021815962315587578
0.20433597178569415,1.2043359717856941,-0.22057811612328443,-0.24520316614283297,0.024625050019548539
0.21729070892719729,1.2172907089271974,-0.23295865089509715,-0.26074885071263676,0.027790199817539607
0.23106676603962309,1.2310667660396231,-0.24592495200142481,-0.2772801192475477,0.031355167246122889
0.24571621415206793,1.2457162141520679,-0.25949069580494494,-0.2948594569824815,0.035368761177536567
0.26129442555521643,1.2612944255552163,-0.27366795607403882,-0.31355331066625969,0.039885354592220867
0.2778602830986846,1.2778602830986845,-0.28846690838433087,-0.33343233971842151,0.044965431334090644
0.29547640275764669,1.2954764027576466,-0.30389551520700553,-0.35457168330917604,0.050676168102170516
0.31420937031001123,1.3142093703100113,-0.31995919424201602,-0.37705124437201348,0.057092050129997463
0.33412999301873586,1.3341299930187358,-0.33666047353953482,-0.40095599162248302,0.0642955180829482
0.35531356727060454,1.3553135672706045,-0.3539986380509933,-0.42637628072472544,0.072377642673732145
0.377840163183086,1.3778401631830861,-0.37196937344220565,-0.45340819581970315,0.0814388223774975
0.40179492725503885,1.4017949272550387,-0.39056441425461386,-0.48215391270604657,0.091589498451432716
0.42726840420523293,1.427268404205233,-0.4097712047729678,-0.51272208504627947,0.10295088027331167
0.45435687921517204,1.454356879215172,-0.42957258219136762,-0.54522825505820638,0.11565567286683875
0.48316274186983715,1.4831627418698372,-0.44994649279326698,-0.57979529024380461,0.12984879745053762
0.51379487317198647,1.5137948731719866,-0.47086575279052206,-0.61655384780638378,0.14568809501586172
0.54636905709284778,1.5463690570928477,-0.4922978661075128,-0.65564286851141729,0.16334500240390448
0.58100841821479532,1.5810084182147954,-0.51420491164842563,-0.69721010185775434,0.18300519020932871
0.61784388712022809,1.6178438871202281,-0.5365435123491531,-0.74141266454427368,0.20486915219512059
0.65701469528572132,1.6570146952857212,-0.55926489749872266,-0.7884176343428656,0.22915273684414295
0.69866890135208159,1.6986689013520815,-0.58231506834594016,-0.83840268162249787,0.25608761327655771
0.74296395075949495,1.742963950759495,-0.60563507484123935,-0.89155674091139392,0.28592166607015457
0.79006727086309592,1.790067270863096,-0.6291614084974716,-0.94808072503571506,0.31891931653824346
0.84015690377839414,1.8401569037783942,-0.6528265128313171,-1.0081882845340728,0.35536177170275574
0.89342217934858825,1.8934221793485881,-0.67655940876926746,-1.0721066152183059,0.3955472064490384
0.95006443077746816,1.9500644307774682,-0.70028642792647955,-1.1400773169329617,0.43979088900648211
