n,j,C_n_j,parking_functions
85,79,1498247155482412647818941418894287259646220921340038860962836964496890735450460193364175224416125785503067201717893914908806174605013776846500525655029208042112652,3146805528259979692415260012880188985816937747511890266304209452355934754256356758691412172134861079895588591451534502582279439019731535611965694403441693468655616
85,80,1485381413840124457541205648415940882769512649809181106465232208316733106862229035161421738389525449956495246438139376075949766258221473171652372668100705611939840,3146805528259979692415260012880188985816937747511890266304209452355934754256356758691412172134861079895588591451534502582279439019731535611965694403441693468655616
85,81,1468047264146548415519055054125320956434419826111287508705666590405176769296156814579042724298144400183845584957149413757609348995850280874012829195796928546048676,3146805528259979692415260012880188985816937747511890266304209452355934754256356758691412172134861079895588591451534502582279439019731535611965694403441693468655616
85,82,1443325601621542390945098764875351490427971493078704111466766578107447003829091183253459958482388748753614929458279639319440281953850622965217759602453563328954368,3146805528259979692415260012880188985816937747511890266304209452355934754256356758691412172134861079895588591451534502582279439019731535611965694403441693468655616
85,83,1404992475865471934984986796807772701898575083280472242527346925583207612276612259404093048609663837404195194385078331854398774959124041756453743687910215468875463,3146805528259979692415260012880188985816937747511890266304209452355934754256356758691412172134861079895588591451534502582279439019731535611965694403441693468655616
85,84,1336858338061381891796549139281154013300748365922201727941301303687765553850985084767088163472378878530476543154034780441964186870527748211459646974767885166051328,3146805528259979692415260012880188985816937747511890266304209452355934754256356758691412172134861079895588591451534502582279439019731535611965694403441693468655616
85,85,1178120627393575288170670553645246457367627767155208355984745177731630679919471336891900177712461652124930326557533311255566987885146090775378979742527008056640625,3146805528259979692415260012880188985816937747511890266304209452355934754256356758691412172134861079895588591451534502582279439019731535611965694403441693468655616
86,1,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,2,517212658379718282249920710328118371445876263828248637492237496953323361386457881860623653320815825787232151107318128991329750017826799977973696941387607281027664424,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,3,457147488955804007113061788620321286531360320608089912103470857621446003321721424944654213216443906728452818995478236992648554290086210738274121110721810603411390586,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,4,429322694241595344562848126374934021781623433201257510249429347593857139452841614860300588596320828062309425704169081428586215468902915218484768929408685048723993301,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,5,413474799389837191007058379630858246108097737148928683721962213726414307715051293669192240057961239803127620777396736774194575273416890952352814003060718967093121953,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,6,403308826117143846201581206625976166581644648763656357370579605059292646836013140146054663431664827855311420641947164894714553594828620992068014967951314445842489976,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,7,396261343041397601792678282132159089518146083708082208692141743748701037942888661625886881597870960681818606130792923318484227436484689071962285913079090439795259204,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,8,391100696932033546108341342280735690290874612875662316882475576776804109494189354666807361703542396862680477797088850167573777148611270296347054951417501491884573903,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,9,387164468371889782542070207614474002368890170511544531092363988621882444330854761706229230932294128513880813527098340776035116081407128230321267252893241791961314747,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,10,384065859503429153970150519040431631539346621379790291348193091453288247564141062625030291151991822410953712423740290286026726168893611373339168030431849023277723858,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,11,381564383587580255168719110268887147404729460075496780756778836327362277926076253008115834165831050767116140227117833162719446136389732339715621909687235407245191454,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,12,379502925098628824154351000983052256682029634041792467847220749812841011510253246919122373107518543575459458363826073092874709358580497726489196495892570919462905209,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,13,377774630717472753234108678919620849096586604049834377023439261222707965553450030092300417030983095699515501837084682324361616897142409600863787472827067520971720645,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,14,376304374790085439671910742432115118670408931080230610080667885671479177229330809494207087655744071671393054296671623133113997793752216987460198974563369187124052956,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,15,375037840429122688421594805283002007914071966956221745852623822845865749388428343301505524229801939915148778599467348717200159572865832866165827378940576488442521288,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,16,373934806722044512146115015388385290075050706947012973853930504540197683592934276330747028190501185746520810727074315437064093111113704051457308101048203664286010963,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,17,372964869565964141577319127765974979538725349371716221532164675050511110327772574129260027129303978278743708621175796603889798948507873699023882537117392613339725439,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,18,372104627521358836062154244003126843804589181174438607239971909431874297573953029750720996451086264948523131183156077574126460129533683016772727264905243821119020790,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,19,371335780283569598589285789289869084681997410158190333725112074807698563551139559873866970089860601185014100759531399893655030376288912048793736369218692831158074626,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,20,370643812876569887723260638164787593042705128988168022987931320380917160118339769301827350261402778436184147320478762236738019797478735942271170225079365267136958493,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,21,370017065767600444411591236524744418030788209486134148112516764167224588043948997154472769813122414082193027819225015173354030148345007455893937867010106052075139753,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,22,369446065249794107703918545572230679778405302077917087372692211582487069123589386267364116725373124829007845418628082402916580764803537375465138592135874110226194144,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,23,368923033041659309035997080877438638999169464426878113738533364020737464881445060814510400115266144917721359873302842565512757596816132628638302048613953106362557580,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,24,368441521621627508206300952072933218979576991207586237791077161030022568731694967425223895075323094556710132221528935421574333273809818433814357566266856604978589591,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,25,367996139278367829235287366853991991165861276197591288397128651242513792869488938782638155903676089059401588259542572463404128648921909221561918444230449360990654723,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,26,367582340164740669757909771691495300221975830716901301516380550026579623375957888454437728983474609309425776715881342918607347406574591217608246009453012976825417818,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,27,367196262112513264661857813076414374891589820391756516370340139918623413050634217642433510894819882644235105563126911900106058229402773417150963143349545028703105574,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,28,366834599989584465284399302310421962727951585011854613120953234768513594361875356742973151662754025219744286981524589005279478699029019840484550889733586740888409473,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,29,366494505818304382147990389579225907468112273953107929537353400948597529413587576227782902297573594384137705866298261635377277837996202474179990123862852176227568205,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,30,366173509260462257773077085546705798113733736835542206001016934883504789595500066196743897721234621554244648267517287255330329872287363426774596662120621606139784228,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,31,365869453755834888018133988974055023672844606432991373517686160586519560349092558478165145664661261556935645614552407026490434429966292551000806624701830529911277200,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,32,365580444800926848373792570035944158788707909045791466647626563806997586082645141915289201456509407832618358404572514477269179134828150295107276700236616648162573979,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,33,365304807720960043370852252874873801032540118566488107374293778867583218848943403260209538396692093742849299489558128729561819140537577599660756625604230614148776775,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,34,365041052920857452447431269393040054446173694892869612753383764039659663650355727036326334256612132419234363577985704002944531775936112675711969059444546652245911294,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,35,364787847067717409794663346090831584508017868384879352889027160485009207180412980516399397272222559465852088217641486815745820673593201130380436062517961310213701258,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,36,364543989004856002321958546496266617247276656536927554253331289503990728271365332463464704947624165773913600921663216066663149535396388637475968294373796299919682469,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,37,364308389458548144300988381876901021124630893534489972312809291876868424783651764610624303278003605199701189071506478387556771953057186801155297475942696138464658609,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,38,364080053796158449958471886664174349106659466294813201369257588949903865367911720845169178392357129002182505738067802251707953618524202790078337244168843622355878312,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,39,363858067244842707661331849423679246910898638667769423503142857840073575421255266974813579424659157446075605580498547454138474852128336931486109868088598792472355540,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,40,363641582095232756643333213803523321420104201528771701374548171065419516865742795490561232517047153049418510348067870535642568389755505003116638468115604046845940063,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,41,363429806503057218649235032705420216763514912356663583085122414372998999879069318886756475234067979606102324448091517143650057750782598694441103999750816371155151691,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,42,363221994569747574605996879948218210423919250979319536782808919019933400993299038701123667543311304557919915719318344343609576274142030090976109530841137458700863714,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,43,363017437435312152452711799145517611727101360303824697561954578279983927315913807984704100926788118441481641230350386150058659947736468725340022216963786875349948462,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,44,362815455156485975801854515983944892615480706519983107895994659061735215328248093603565539085646042865457317063268714795414968206439734402100562794751481749331806345,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,45,362615389172829542632757214628085733635125862156798556622732561870921897639868772997725730141127821579244222860348502915987821739706175784957890817047270810940839893,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,46,362416595184811765162510854468473543483003874917847912348772991264813570637429909254526048934586262528814905289148562113609200250784144930259811367132262385233114476,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,47,362218436282189442816178336020531758240970733138883839833775377520519325666353573162584003004058405410581718413192610435296509624092700872817361879772804222795763544,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,48,362020276168966848422220380713549556874402672896960151641730283133467155437628295672999042125998779444189233317807558303733709059551233798180542364289047013399952867,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,49,361821472333286185079381615612873873796602438357323179861941750337771993921954539869282152103733255586639743969766639189800716595572267533858896301510501943113588495,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,50,361621369006817025423792803468189815762925407537298422016519961475223729042795506942088254540455275767269823805818637419790626060791019074778702871945712131177044998,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,51,361419289748287190906790641308157716361038493505237859332022444827498758088820005394840879154627832389810671678803781821189686200681118361673297477685915651007706386,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,52,361214529469059049265794699214680872701393961585437050004042806494119378185253450472369303438172012901649132050554411859538150862175004745553564285370446959428002349,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,53,361006345693994911691345506565347416420823937788919801789382702947120626839348085947174409731896031028443653794613803431272359857789572577830983356674191229629397433,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,54,360793948816621278756518511178528000377377654669479211004265932706942105081440076078231646072601951735820402771333175149744380337670036307402295054618923546834525552,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,55,360576491061441608814609100657293543399626128852665036201295147033109994420230420286263923479199416140972976980315101330078218879020055580826723647651791621479129628,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,56,360353053804875226141987653089735280970787197287040397684801014956169121189552759897519016840543510700296198726675866308373011499228892998395450424608721153754438183,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,57,360122632825157790725793576654038665058069490930217704339013177314284175887536667257534179736392435125774172082986867193491117103793268849159403685767786663501919379,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,58,359884120944302374511293780610918013898707793062895307548274250659968401594963166495628207385981003625057551114448130503041183997534517571632866359771004801391515242,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,59,359636287383077553605509943887101657857390965336797561477919068575675381466937033549762492695400104070004676879518121492975165268155841747251651000360411663193885494,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,60,359377752960544623385882367219651681468091082986128816244818979024139270349280963644881192766434839897197055165760703907241339784445432458783037204538863240938598033,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,61,359106960015503493740327202266940834101817332420471688723746866700084095021607010118771060438554622421076698433522728930639728351389475330675164923715759558826205277,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,62,358822135583183277985940975034025761198500156751450032494739592142876334569413079483333662284878130423623676387580691343943269364926296654372081903657958908651048884,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,63,358521245890439795629651055741394808958564042710010098408275462855969416530977081054075896499597215888566644460931753983278699161119979334363944126646197505899901216,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,64,358201939583477358334714313029968887421835017576243596724207078511185497746624876662116986110520510254764229464172324300441257398073697806637124182219342602455645227,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,65,357861476194777583228295194355088973026060227175920933642928647458542569413915139083570315371734879462456563953913790507183852973207723920390736755752534159415509463,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,66,357496635071457000289228185351249691914978528297365061305479245643156412288933676235953911200633662986021081154815636004298422961755802212854386147238576814099934734,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,67,357103598143199229633473017682013695049850852763197480610058781414323343019875008112226346200955969094795476042024107895267292950087952365092666922809043002504745114,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,68,356677797219471181780474199688945822026718633731937566154722252378868615926766703422832920114950108058291898421091991386439355020036056025327210232362570792299488181,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,69,356213712520009808193371280828779733448915049163236938456577840308029601139996272907542710761229195048198722140790432654499335227454260301920959981652994716814983617,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,70,355704603123813614253150707680072816766884732128577010124020653828730197133354584304550764018625202914438852107711819203457599065340332176910117810771015656301978168,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,71,355142140747046194306781787713199008821529902352919320574689415614513734348358500431342074000065876616411001043858777809977769118343610544147844125615331904608244324,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,72,354515903643878273153353242385202289353435440515349739682124097549243715571275722435882789115420857248195731563004113652490520341706997627595893988339831781199182319,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,73,353812663808599636774665333191818600686062691994826938698091937028878156149985999207741442505396357269565922213489995900694164006124201760226293353231289466837343451,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,74,353015361421956733669601552833567403727321420910319218397763810738496972124005468798467807357414884001114312985236911876147873173220850807859992981723560932094187762,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,75,352101593216394310334807164609184534004509437052311857820361577326892765830598022601532149311961398178639801840403826845802195290933601704132303851995837350178798398,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,76,351041321909863321502604544573326656803407029349554191289997635311133195578626863727723835828806592119770757260364796294159452250383953721495577464742247156153300889,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,77,349793292596877827594342873097363647526424716671137106916205017793619781996570420422078570836001204951492983813041032778147150873107543102801418734250320724363979749,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,78,348299212455869521851335843620359621426408855790440806910737770045422864775125750810177970871852759430663857624194982272991096988726230889953099521018795386134604540,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,79,346473868388712291427422140322245972002915397397224518474079024736852972504396927889162723418632627801874773795049499298553090202441667248718170641795954679651867624,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,80,344187422270625597680479326310879425346829031716191398617364261873339230573495866966295161198403220511363954598094692488863170577363516803971714434809317829846444403,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,81,341231517732726308093828889330561502543342097796417175318691217207420627492409284388615104655036416317227107409227563613408808150892595714663000035345173359185057823,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,82,337248696029645167594372544128514662107813654008880966374582366177535099860845749012488318810968883930881013858362013615081842356385086888843984876715947491123301654,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,83,331568138848080006222206804465197212800008849541373219626083294246465325018094259466411294904629067217428664068965503099143194928305019563760424683835434014486418466,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,84,322759577312491006583578501546961629095526276062211244648859697914931440428420144625865641802565618500794770689706288365099445580578011054097181777684478030615224381,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,85,307102677858571535364153570076145968774324195987495034531668364305090894866278850138181804758730057488694417705517351583996408954143969704642895664358123681485132933,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
86,86,270625275430358253547712361107696252780256646286022562902162012902610388866046681247461446803598052871020618864831967222076031755696912062629049718695985638304382976,722996962282442342831396612790773144886584471840395753409217775973494017779662197026102042796274181193182560728887615807347398013848205875934000347888408269641703607
87,1,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,2,120239746945916336984027158224173492781655758831355017859442826322521466479867846540915905820297167300034252556994995185107475898671050012824732960909466878689048264704,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,3,106276970162653860182752740047761294473853034984887111896716382587087759031028369274989382119201217523399807282736164201890838553421672131423801838616651733209115424181,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,4,99808963209266734735026634708575833157597529634942766281267143013885342366543288532091233273048492799805686063171610388549705705064642144346138761224399032390822920192,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,5,96125144290475521696272055365965398274430696560278287662653248712789733639005169866371408980309540471634194363417449377988591496979407984402082790115122635085499798418,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,6,93762153277873326097334376847322688637135023046147638585754806261235419044101731788967553780361055163401212522439609719662034445211127297595056734668561673344056819712,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,7,92124087405709318917960296324014572210709098559138082401591194908983195479035818616991186889477076119831020410509031682588167723863289459884252523090475200335264990621,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,8,90924634991731264455166251046101130026987843146688236186877529716296592168179073710920645194930894077570896896941661860286582936063900216628443147396072927434444374016,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,9,90009810244222161984867608528792958855137786519761116874237497613068188632458074955613287348853027220812899349671491128805915049626150606477243705175525028512008070936,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,10,89289698902857153721192459509894444944381172054242297451096821596513706189688303429306187915589964541873835612007099115485620605493612376705405369264081802105483952128,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,11,88708398319916997346284287337780511463733153669471571254603789390324383934378301576678502288196168924596864014956778725776160893812915912692587709257262783061113433970,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,12,88229386312651219537662114325724728549570902786091161646489463827478489890798116636803596575901757528247872109605148274863937070320736871926807377455530278133654618112,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,13,87827824603681064256084085647068297712809392614302436921325993565068204763652805555927222297783748129738460065114084120280244860715876751931345131191881468253176385276,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,14,87486250276785963274878497983287613035548983892149647943467320667730731804486008741813257242933918345686597918740868188005162135065571410858427139082336646816195411968,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,15,87192037577350666216495648468550171910536887715109141212100342611048353930996105507829506291674452418290021040979328406716227112521464589976921396537122167546102398538,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,16,86935837467893906184868527842753393319246058616844999154196239385363387126240390959385154510015208733637275447553461908320356727095387397887619231453618048806925893632,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,17,86710582904784917812906367507777460677374398704444492415140811872763317912689718964975366423443034678229507025443976654996598868827842912470077127253705132981409666584,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,18,86510834672470236199108285247867661697370309311015474582762743525456155205256974524701000833904858640683804495895880263972596335072301437824218261754340030679231758336,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,19,86332339363813986211961323524486425146373480536326966736912847457915819961141663562773008395744473459942199767164373240898651992439585907512896019827103444181003226093,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,20,86171723516499323068240892599978792534851623174446648888000443040127932011779091785934488259616908664278469736597965026902120801504801803433865300940351452785722523648,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,21,86026277459845756470054918887319126123320830431907410258914947975787567232930892006568498841599296869650871633847390647324224799911362298306168247529785649969274420682,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,22,85893799662986277812245011612328471042862122197407455924454437012167811326377403874051254600636876041983608358501206052491875003704993692818838899527105895426355625984,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,23,85772482743460777979377398690354066613130129255373150478703782610346683588345445750945755710822181581816655526935756650635684517409472742795794727798808480985337359821,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,24,85660828704032269025946539442241168557692205345074658125713961142052475548834584312892144342929184365773264698414884515456083128992126569985576480364960320007299923968,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,25,85557585024847093508093245741885217993456901810765442975508767582480881575819080866330069853170329244540773260140868560302762150218774091001474962093794526187486282208,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,26,85461695866510899050472876359680279641418827081492535765300336296474922451139790795679048982995233518056167548783391361590173860506111381301569357267289773343498043392,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,27,85372264375945357610862229403133253437779426653546937278388682813888417484295395700828961312246495344638064937507799254512838966676041433848435801578705228723176733880,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
