n,j,C_n_j,parking_functions
99,86,4886476868474556745880268217736307756155086558135310807809966567598288496912661099679766290769226180134774337357032959679914187547114141466966458521585489406687557737148892400275159831126139207680,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,87,4875571718249670721756087156176609186610787411377298398274923067632339708584142079661793509104522757843394617502432675969824544036923511096762704918177225289523529000246391627884798325632928297176,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,88,4863044212198398053726551341734801801727153457373928740283575119126730711536539010982835792614536360160261922021179271683952335658251769570406703549916492837432379356252544217211410631557442961408,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,89,4848477997398822964499765292511512234036422879989167133330557092097461319003343132449111288520766195670575007101403007620967042820319155124182325463196076972603376720516823673886408737788320625296,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,90,4831301137193855902691546391922774673964548382861667262972962183496190311684363285116402033050427380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,91,4810705412516539450633765442348697799546207850120420965815688912455649681045045075902372413454767527716909833737377008818268845297437954613534565727950427385996022005471849713157122139681913597620,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,92,4785509309566042699800605371612411283164118798951013937906453195831502076950708108773990828718658510888889505651740469545935637412503407602504380150001939998037712800075710444256856858336476266496,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,93,4753912569616449661321366634243772001782365016603719174923899019079884212541194557203091567974845112159861051213222246429614156739512198347289988234909943775284339368824864889499317871880133393968,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,94,4713026339613482265169467996645094108696322128898260661546745065363824518624307235657279691967149669978938201772758089583881029260115033213646607347444277528129463839391561294540806413899746246656,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,95,4657894757178592118208746732425849620877554260407545442799735694142636522816994805592973777346598470127603681438384414547109903463899190757165902151298343680796421040213317610323429107666015625000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,96,4579218237410151841995101805134091622613135709981839792915809313027739459022797798929067305957150512531246010217912976584318512764168319374406093814177406154915325407697868049883062761904941301760,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,97,4457170849292928222084021000298560434166455549513734232085758754571216335929726598830635630594971844775560214968001085455400341255142746455064289218185718968429875713366320828677832166180045448976,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,98,4240188521895853201082944976547553584380210276043990921448796924393848293258349383689382532431395646421950954485477238395617657101928759780990476348356241769268142676587139505361922397112482398208,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,99,3734642804542694673304928339684903440360290548300415176063232044682349196517954782034451010203315482100413928177255823637569999967368629893450722931248929438566374350178376781666664444435951520201,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
100,1,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,2,1916092711445137187974708996964727476740641013964962826043574399802850605633759291995728536269803034124962661531203742139568057959472223647616027694057901287618090271832624839326522024448236073014951,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,3,1693757399680827050996652382270422420907903665465356357697743956217046689179698371331297534812987708060910363324714712172495487023621392758328886262105358760931295353233592446959958681105880942395582,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,4,1590791905931276978080518995959843715274412999009551979405302293525507964400621856559860133364659081335472799168574949698747835305704286580609755196236706078935334491685331510769252026477110279550384,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,5,1532165654746862133410586508885001371729653289317988511068963921869609210194244303265523820137016027852366304718786975679636209601711536158962305949867125511281349941270700448783035381872549620261035,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,6,1494572306002017019782733394873582918444548520913633833727576486820830819671616815592898207913204386087239348084868479738079051377115383527836276296593909960063956847113874749555913086078064414731661,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,7,1468521959487828557128504168445645535955852699204476208528957930493876880654654123489752146302712180898384528697052680664559409476904869569716598550148302746101855914098781389287900440541563642647276,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,8,1449455389888810700286230658538842177647228395067590113804123896426969188361896807634234900391119103089536742087982153429424279544221546783637004356075917662027882772759697245899211659816283849540782,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,9,1434920715818371907362387121634992405456245090525109200662808713881387368135035468685984721890759352021195076125816471412742774100840905021812570689161588369544846769377052301132427983344092817492809,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,10,1423486362207477121527466660364039196225336789817451983993387750436109836276786175893487909757830019073945627456611811399943105750240261979177139663247686877425902779395263224906381863004999916355995,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,11,1414262342636306113040652966363469499451616629377570050756455771881142657069200538085761455928678860170313413638975144563343938515392434354530133153895499848161896754181483392489288705053109725919946,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,12,1406667263180480324860135408987613407620038106767434496093186166223047028712482091061373703710779365786333315396819971651492193197616088603366964114947048733000813794394277080861047963693297073584476,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,13,1400305763009626530197747100596943730029402254806160630282908234412990149849338084113745514593855836276996614116254302588194473997847631085553760426547743364591438280524221268354152324563880151546167,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,14,1394899908586494884056370870288256342992105927744639854992732479968521039681811005047821883242067065630659697335772078878137172970975238855846449552398468942972013945928129092503987551417987626588089,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,15,1390248779214914954764209397247583000654603967987568686811236657985802352715370347607329785326403518774371562764860053966070484108086767968630184273055011748243787311836135278928614407148116179222680,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,16,1386203621988821823932565875659290443436108286344746408606117037129390866295655380612427088893676825612768209918336061285426625161665895207418318236368723701592242020582322033167187634366189003992506,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,17,1382652014752081207635318363792923105440811689144160180149355693780374969631764331530550180572883200788108292133993204075934618538359817204402607464016313800341714517422440511866396920975690359078581,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,18,1379507451594566762657084992816119064667656780633291565527104861407191673588508848325208752108687755232596289318049928067624953718266309523198672102311005248214971170396391064937110699443546824530727,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,19,1376702306146693303956007072329859604459383310493051786592942358764676259400139159966297708965293028574849913017186221964843206760789698114394243142272822514555159314484179194701172784250321903632534,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,20,1374182962696383967497615619082814484487078262016400261908032611628922825178224746859055325599336548342361768985101014022679107652172890311123530020723962155081244474109805220195326399636560245688840,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,21,1371906375606615073881345291270442885993784561532182607487973064350460434426327963233368848312024230770003478604844547398131877463194321880144016758899646679584043708380630876914316931043065689177091,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,22,1369837591973235786923268267275921446704183523938897799174274171489968935810617555672032094390898811103310266828752194445903727259488033597529428005262667397281933567379112487792534630866308250026021,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,23,1367947937551945743521969278697294663388195807560608882371547348908232523886496235408702487059292911946074172369361364239954111856050604992673137575028383525582473958215212996558916261292608003963652,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,24,1366213668025969565854314371421746958407163989579342369035752938758187246600845839016873158009484835355984629993499392145102576570341385858096014109950179054257154088448721515136233622288477245688454,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,25,1364614952318578850947691723805191798363971602468162737867639578381584634903527285400324726086405426320911077557234293092554619741213969759978998575900056300214345600298433241772821110336989589712225,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,26,1363135096504178614810463205142942314280337623358984827054020442722630864431850503098866592746661875085063803213635575233273797618378887142363676697076102006085194229650912804502998467140813871646451,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,27,1361759944516180532754615616855556470474602612283228865014288536548606939106544060519002178625168267057323432244036046129942448120292698126977194896047276822232745717018019559935640624466536759075874,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,28,1360477410446529980808188697476758523794318178109492136300951121064843234283823053119810385351030830260902665024588162766097072339538944004492525985639296453267690507147151135326880261409067766861684,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,29,1359277109952032987530527289785681210421144242158578763969018121268811058424674666105967314427866326726773383201619181536800349898161511154372606009372294573450998373641812127733580482121006574942991,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,30,1358150067117614490352778432419963227631945082368866197983615557252620882536615901545198726815451840863835294158356029730919619170121398174252268472454155135681523943580443911052526177101988836805585,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,31,1357088479350247268055245826663359637160044671497762249664294187425694545614162100447394262468562123485379046465189826377250491251124023905361846425191440716540289401806134823000617269297566192268336,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,32,1356085527318940619738925893632811185137307831951403456717423283236612689779178794611422995302189207503736365733667573710196059623416055891562847293370299064299785368832689366463738265706294812994834,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,33,1355135220164662928920215667839434013805095324678422972315986143039225256278847637551435645496166840452951047425377810005805137865629832581986653184196278798433244361212165463302863877839444171114829,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,34,1354232268547973896879119587772408254598184930326448889291317789109231159912441733113883480355712174034630775073203762284069775420891514106435036121638919812247430479873753277895223400386611084760831,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,35,1353371979832468590456306089364855886231194296583971532459905857416020840993282359964760452887070134029096952617502443157933765966537155386722774845908993215899198240591731776312164199780557194786670,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,36,1352550170992051891382027760231244618468821006563623710824014478089925713083528021784916807949135278466641720824004890966755898195671708211143346143969873547242700124646009978845277454352458805230496,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,37,1351763095800483675442452168157717812953405218452344461767994653121662506631121456436970015776680306901539930325709540075598178416680441598501779572403063436443896256910291119284811416657616773449819,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,38,1351007383597952642624156239341093297686851776870439511129988756834695421969354594458033052617373304463586589735955809784649981491121582020162018168486852057236498549303021493392207926602194442480829,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,39,1350279987492595248198344073141617348030500662313278432249808135258962212775522388408214169485399160833479199338943953294640478345282572621106085992917015525277453240567088993202062274014168233614876,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,40,1349578140288807794720536770430614656597045903925306822595853277762226517805495100475517344040497907295848160968968713755717366785969128212955625576938651281976792155409534206342801291441328441403230,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,41,1348899316770869416316654210007190672868689949092918349458386064449458853861875831560470118346416634768806567134085801457190408590696709762180734790853091320834951830146027088069210125476700596290681,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,42,1348241201233263196851388608173983271529723569160292674324991001609704866652474336584316781917589752322524044346977618689063145624080142360633529396672554382046824711308002530261415624332157967981899,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,43,1347601659355513761791332564920716623557667443556320137293825108616792551486801758914823099346042259723914718432334275904530322376265842004118101360145305030463342539143228562937591017891057131768954,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,44,1346978713682297897503380077649956988879263994705642821462843773343269452174072008583528948282388871791034997264555814000058635155661683454309163360263044810176478077173252795962882838679020660228236,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,45,1346370522098750162391660289131410792691023249984185940776482536790258690133022375414218358825530685254676708918107274132963435284463424930657191300230066113847738037843983740173598768817258162583015,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,46,1345775358793622129177629485432665463360045010250042659745537388551684564701171452113229894102705937164834216091091526273233221860161847000509085062846249634582858203996683047533075841706923600401641,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,47,1345191597284840695327007062960453646535149368833242584538054525008607487790137582454639014717043933286593280359905393917163268340028519586584782590190220856810308908101370742585312388849966323526344,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,48,1344617695147303865614162557563021488949728271803366875829054299143200927741039220943822216753149020996637496675981688559446693908974822217830467538282301747519585812400476605391692720638331870874474,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,49,1344052180134707206589335525296965073431158393397833644704401283459263412559299472083184721719673749989571674734298569152250082520633743421857903770514549539158171165471015299763504268680420271214821,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,50,1343493637428302201058305991736489254347862990676457287924611644662071813508766927682100922221834981328772419299377468456610785012726496224550926445494321758969024860784012852727301940815703185058775,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,51,1342940697777649553781898764563666765446775128355263205052354880132058790017583745747259085857117404818593631149816624218541316989755522199021244753314094629327785855215373366836394018448331312461126,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,52,1342392026323083122665630461752731982500354511087611250746218268542669853487270356292649496472115025738738795423223427162000729115759782539022440416941839143633894550293073176273380412978518569652280,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,53,1341846311907809869594217799790659530983761557895826381289605040274088816006151039787976799052533787861950099425145728005900010562561275203026014388376682174233654165869775957537562777398563777467827,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,54,1341302256700100258316394754879130873301406355617014682175634974046061423995889356088201867149875145091999953865048718620311787069448682576293186087939589940628190732972419107176258347276612694799957,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,55,1340758565953376111202151130606136796359038043490814218485784846761196364064825972188997977084367646929322304813357308128861985065853479205823958948462166753713952512002703172030620117557110897118260,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,56,1340213937734454718765980700882024522458851346635974877518909193856183534208222212641976324256067690343047048133083940330046253088334208175888000127370286274449072678155402479390097190446776334936886,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,57,1339667052447821048733942155008919955505202212163469116437455568025149188709010254074082037488138563892089853522831187430346185530861389944097641451047798803859175795033590660383337845410407720018065,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,58,1339116561976424496370516790559344831326050926194041580906148995208515532827776528108505198366451175726607611053031193760468931207659411573946513990484338617964643258216395863092533989104864484496547,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,59,1338561078246759760591832741042002115929957013735381534717865767413774224846626338476347809378820645051457937162930223215688775003202032070967929688735966316616478821211979022745463700647102478517202,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,60,1337999161007271052539983192631506148423005050618813902211011796935700980529419682119123964969550792949086102059139870683697686626490408986457842657955325067461858885853359131494485833787333901229220,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,61,1337429304583501279610270820626898052213382493076053846131002765745347549327314979618293981694844887648172601399329586769087518335957887666550099974841326189200018560589852013220894667822706056116671,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,62,1336849923339624695562378063770322932109328853694215242420439167364259266808757959513942241854409913706778375056419572266858261215063090595268989827246410659794670258000376511061859309868510329389825,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,63,1336259335532339956504905951981087172088935813334461837318320202912368227930879049758531568009356971422363077334146686091496510913901527054967897635808957627818292029980555633560080576410218279269472,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,64,1335655745187278521707139939127291263470049350033076517740793065511548521958791195762677748482100212462477251970500679510456365122549886337521514702334526797226476888964939107960138254206766914623682,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,65,1335037221557077135138629728744829143960027232075658693241774058864583827636855624204515304066117259801918429815468704900605679691308288105495231304838542841054110591353376240718418504911575692289405,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,66,1334401675630069261070575944741287473838473147925151107608297858681209133642025928191962560959200301278095061708590230760988404449178696139823807531225979695775071675407654443251531759483477302733231,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,67,1333746833043856264515057569914112783625766169595638142682230009019572489927587329927106365986569981711111105101282418575996473855545359008730496184833740863341319131970725168528934531954323308464670,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,68,1333070202611744868941246071991195295802918934753549125777932544422456701174131534340558230967498201603795984914750395889333362421808059688198661315800871171083972902718032763383009926272915727390672,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,69,1332369039482693625166995023524939686154414202594736526466255640386704105529363751223360173676613067631805014830650440351081017669890718709703421061539529155829294899221387500791574543054822559609867,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,70,1331640301714192392606835287893163312628399160214147997480177481702412395315238664731556810690581386065243169822202671492551038080428772411276731023616975671756521314193251396563078689966468305251565,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,71,1330880598724991985638725795274839547705740429135115998432817184261802910437179385085715465162231737242377977322925629804823963745722565696080218271424792720597392374266942308511169782162045660714316,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,72,1330086129686926755149877633634124802419023610810834285725317896439681603310495706010177392766347380737278421956208901555375221684511995861908047892118493705388755138198523827455375499125410130372110,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,73,1329252609379183499674796759383000550844965739154022658923107432271126730924769754031678538277860032099448846436658257146330628337231672388487864136205715493177508705104186570985673013562962703880617,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,74,1328375178318078245379138206776497456508649692279434603372482789470938348154166991630543716568302625068605291602236981245042430632300119787903388474739083051378825859902665016416068418721695697714427,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,75,1327448293025471180339986789793101065866091591733950657823451319136314715330181482727277526929096610674215794607012294407313462036212652568040244832480350886003425568379723415060697492123220625873450,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,76,1326465591016188443837007602991693369526641923972265230798809532157440045257938814017268303640806968215278065046477838806763101187935122572039412950092360088082465115700952977790874848927044907807676,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,77,1325419723334480717151840586789399980270123597759922779170852585378267745013919835404530183094735036014744773217288197467472983204142540880665190817693780576372355612495141585120790568516458481194647,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,78,1324302145054247461697544246226512117904448487394950086635675148129813144473226088574308608823533380859111183197334051131298536312704117033381106767061281875967100474444447139545009202535238783297049,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,79,1323102850784276094063191430387374304576119453790178623452039502979307365757224182878340451002377683394586793357785876890419762963682368949637729734692341233348063390450612311365901700903530759135480,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,80,1321810037445893583892606360393312225843271292242705241118225613457004579540676538406957143026532040747506584664360088034665343148358474436494560689908769708712767007618755342649379028220968808342810,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,81,1320409669738375245246099538245062299504033041822443862824984132557525262457426072863121240454770687686350899028789090695217268442736928861207964493229681914261435640235024546913969559627474251831061,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,82,1318884913719634891133738685386652544186315827850711073664806042342448379619008321853640095546820401770113857415792596656433898007262444533582368417289935239876306959620642344877285686240533899845767,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,83,1317215389124021483557601274704795449853606758039131542980415719372115032382432591276237727753418732978202090913216691931772708668376293817633681450434981403813726202281930362757780161913541507024374,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,84,1315376168683138855645508769488689083283416613317328708713936874929514424335448577467079093039200738819400710727627695885806175637324624996523729135552469009126061926859531662811291167512914235286120,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,85,1313336418267640560609401193754333905476028199604531826835738522339740072550379811936118243121714887531591353892573473359802121633968932359220259212439692686704568695417064186396508324897845493527395,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
100,86,1311057517383679459770681724332707902869073637028023168729762202186153647917535730089894348147416992210140858206897939529857599809543261795330370766602365620248650433291312073614912336115918318297221,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901
