base_a,log_scale_x,epsilon,normalized_tube_volume,periodic_profile,difference
3.0,8.607035175879398,1.3039151371608771e-05,2.498226473520706,2.499882607460188,-0.0016561339394818297
3.0,8.65678391959799,1.2345626790378153e-05,2.5032015933439773,2.504801591909308,-0.0015999985653305515
3.0,8.706532663316583,1.1688989298733602e-05,2.5098348784038267,2.5113806443277236,-0.0015457659238968802
3.0,8.756281407035177,1.1067276951251784e-05,2.5181073476918594,2.519600719213094,-0.0014933715212346321
3.0,8.806030150753768,1.047863215419141e-05,2.5280014220367533,2.529444175086201,-0.0014427530494476315
3.0,8.855778894472362,9.921296115250334e-06,2.539500892043074,2.5408947423556674,-0.0013938503125934254
3.0,8.905527638190955,9.393603588528386e-06,2.5525908874317187,2.553937492586814,-0.0013466051550952152
3.0,8.955276381909547,8.893977898994207e-06,2.5672578477409096,2.5685588091334965,-0.0013009613925869523
3.0,9.00502512562814,8.420926231590064e-06,2.579927040635111,2.5811839053802066,-0.001256864745095676
3.0,9.054773869346734,7.973035170899274e-06,2.5627151676109374,2.563929430383425,-0.0012142627724873734
3.0,9.104522613065328,7.548966478048993e-06,2.547517838293008,2.5486909431051243,-0.00117310481211641
3.0,9.15427135678392,7.147453092230623e-06,2.534295930040805,2.5354292719593676,-0.0011333419185626248
3.0,9.204020100502513,6.7672953448907115e-06,2.523012240486672,2.524107167292107,-0.0010949268054352146
3.0,9.253768844221106,6.407357375281088e-06,2.513631434554759,2.5146892483438945,-0.0010578137891354977
3.0,9.303517587939698,6.0665637366580805e-06,2.5061199935224794,2.507141952257008,-0.0010219587345288161
3.0,9.353266331658292,5.743896182990769e-06,2.5004461660602786,2.5014334850627407,-0.0009873190024620726
3.0,9.403015075376885,5.43839062657744e-06,2.4965799211877955,2.497533774586849,-0.000953853399053628
3.0,9.452763819095477,5.149134257479834e-06,2.4944929030866865,2.4954144252133927,-0.0009215221267062645
3.0,9.50251256281407,4.8752628161685066e-06,2.494158387712518,2.495048674449298,-0.0008902867367797107
3.0,9.552261306532664,4.615958011230467e-06,2.4955512411502085,2.496411351234074,-0.0008601100838654396
3.0,9.602010050251257,4.370445074423303e-06,2.4986478796594627,2.499478835941079,-0.0008309562816162241
3.0,9.651758793969849,4.13799044577082e-06,2.5034262313586106,2.5042290220186794,-0.0008027906600687196
3.0,9.701507537688443,3.9178995817834405e-06,2.50986569949709,2.5106412792215007,-0.0007755797244106688
3.0,9.751256281407036,3.709514880254753e-06,2.5179471272686356,2.518696418383789,-0.0007492911151536497
3.0,9.801005025125628,3.5122137154336253e-06,2.5276527641189857,2.52837665768863,-0.0007238935696443072
3.0,9.850753768844221,3.3254065777013107e-06,2.5389662335035914,2.539665590388485,-0.0006993568848936427
3.0,9.900502512562815,3.1485353121952197e-06,2.551872502052459,2.5525481539341146,-0.0006756518816555257
3.0,9.950251256281406,2.981071451116461e-06,2.566357850100835,2.5670106004705606,-0.0006527503697255632
3.0,10.0,2.8225146347383807e-06,2.5824098435459706,2.58304046866039,-0.0006306251144194697
