k,n,odd_coefficient_count
15,191,3121731957119987049404564123549665241124393715624583761920
15,192,6243273303205382286198338149960347804684802750925219827712
15,193,12486165395980173564101912963927952437025941170768181469184
15,194,24971568394375639700156170933765579963698810465969930223616
15,195,49941612040133392474068817110093130114797643586657175764992
15,196,99880174676131224547670721358958468983587511928135532404736
15,197,199754250730186070556636688808680775775050278584145275125760
15,198,399496304588597499623800345478066612893789708048458669965312
15,199,798968216178379210265664518465617674239159358970430746165248
15,200,1597887647848548357592068522813268558817211672334078644002816
16,0,1
16,1,2
16,2,4
16,3,8
16,4,16
16,5,32
16,6,64
16,7,128
16,8,256
16,9,512
16,10,1024
16,11,2048
16,12,4096
16,13,8192
16,14,16384
16,15,32768
16,16,65536
16,17,131070
16,18,262136
16,19,524264
16,20,1048512
16,21,2096992
16,22,4193920
16,23,8387712
16,24,16775168
16,25,33549824
16,26,67098624
16,27,134195200
16,28,268386304
16,29,536764416
16,30,1073512448
16,31,2146992128
16,32,4293918720
16,33,8587706372
16,34,17175150612
16,35,34349776968
16,36,68698505440
16,37,137394913920
16,38,274785633984
16,39,549562880384
16,40,1099108985856
16,41,2198184422400
16,42,4396301747200
16,43,8792469301248
16,44,17584670220288
16,45,35168803684352
16,46,70336533872640
16,47,140670920785920
16,48,281337547718656
16,49,562666507862008
16,50,1125315840835536
16,51,2250597332418360
16,52,4501125967379776
16,53,9002114541942592
16,54,18003954302445056
16,55,36007359050397312
16,56,72013619008583680
16,57,144025039866294272
16,58,288045683497938944
16,59,576082574660769792
16,60,1152147564919701504
16,61,2304259961572474880
16,62,4608449587684573184
16,63,9216758506595319808
16,64,18433235679936774144
16,65,36865908701953261584
16,66,73730692105240576112
16,67,147459133647497986576
16,68,294913766237726050320
16,69,589818530498302975008
16,70,1179619057317084945088
16,71,2359202107824673985664
16,72,4718332203129431598592
16,73,9436520383417147776000
16,74,18872752725547032262656
16,75,37744929377311738863616
16,76,75488706624642959863808
16,77,150975109024492614180864
16,78,301945609669733004165120
16,79,603882002721628186836992
16,80,1207745572488909690765312
16,81,2415454279631775348555744
16,82,4830834829696744122482432
16,83,9661522202510403730143936
16,84,19322749495755627004160384
16,85,38644909181982732854471392
16,86,77288638762911828145002624
16,87,154574918359722641111924096
16,88,309145118459254672708622336
16,89,618280800542148769984889856
16,90,1236542728619613280200806400
16,91,2473047712885923030988410880
16,92,4946019938217351399534821376
16,93,9891888903629903099761008640
16,94,19783475866258515718742048768
16,95,39566347859730927647118753792
16,96,79131487992322320731229650944
16,97,158260560567230355731143721024
16,98,316516290373360581524739588672
16,99,633022919371975535730263854336
16,100,1266026516289364581013979675776
16,101,2532014388259356707816258729536
16,102,5063951489059551557441936396608
16,103,10127748405559909493257938950272
16,104,20255187670719619922452684504064
16,105,40509757070075074056710816473088
16,106,81018277616293993184401201113088
16,107,162034082222619453749300827017216
16,108,324063218500788244641864561213440
16,109,648116545263645664180328670052352
16,110,1296213307353366071135419378024448
16,111,2592387048962745197446982002638848
16,112,5184694967645225212107795783483392
16,113,10369231677145300608145591738826624
16,114,20738146842830988955839596285917952
16,115,41475660672403980681770781523304576
16,116,82950055337614126585450995614966272
16,117,165897578699484313186648386671825024
16,118,331790093524767025983597521988315904
16,119,663570059455701051251323411971524480
16,120,1327119864032871783081788434451941376
16,121,2654199218926944855255308352639944704
16,122,5308317420812797272672361324510609408
16,123,10616472810016381894423592849769410560
16,124,21232621561760207451265400572070428672
16,125,42464595016866889187691724215923179520
16,126,84927893840209598934569538250430414848
16,127,169853195332935979110886453375611600896
16,128,339701206050034593261743585123661512704
16,129,679392043026650186372695094655412338944
16,130,1358763348222969001368694801301730495232
16,131,2717485221418278856753937740232986217216
16,132,5434887494047227293216068120037789111040
16,133,10869609093047730846058933845293464504576
16,134,21738886401065811126692273792316296027392
16,135,43477109242199760385334012132852625637632
16,136,86952891384790366429204363335660290441472
16,137,173903128610870944712264379631484204876288
16,138,347800948985338117719693925157024668423168
16,139,695591281659897828270144347850998819244032
16,140,1391161331022292168889175012086553036451840
16,141,2782280198097674124414877171525818367401984
16,142,5564475469597701563410260587423567720333312
16,143,11128781088592417674060168541016885078294528
16,144,22257222481163401150892035367770274056765440
16,145,44513765580652849070597848832521484611878400
16,146,89026172418695305503565705665629676587444224
16,147,178049627393644220387420640845381490663444480
16,148,356093819982743182877968357430003371721101312
16,149,712176770522288364748831029128556232091415552
16,150,1424331802489960693337100791577218418519785472
16,151,2848620128534239118775684299677755764380350464
16,152,5697153305504193056339280858653105913431093248
16,153,11394132710533933951521995597273620179033316864
16,154,22787917625427118968697976335456189277139539968
16,155,45575139670188888817974851770066990605977438208
16,156,91148888200279052847268465478805510103520460800
16,157,182294994162823954930625879553292141676379021312
16,158,364584423935104909806373768339752487854052179968
16,159,729157719258971830180526236863597789073388437504
16,160,1458293181635158518394098809993542071368819933184
16,161,2916541850184118057892358208360154640316529640448
16,162,5832994675554560030871850481006643064249108149248
16,163,11665811304199170163913933252142926624870064297984
16,164,23331266520013162129902885408852684005978013282304
16,165,46661820874125245169442029092361970906235285936128
16,166,93322217438186554994226881645199044488097715132416
16,167,186641586299721021431602886123381887901503709134848
16,168,373277475533088102955330645053645825102709316784128
16,169,746543557107366146428870924677814409176887429121024
16,170,1493064326644902506487707497394152453215578645795840
16,171,2986083078845715489435716441037435684828499615795200
16,172,5972075010194370798543374294847453892618004145545216
16,173,11943967728176816507282581874866758811972862573969408
16,174,23887570877494088452655412253955944703253369801621504
16,175,47774412608397529171470076202974841715904300930727936
16,176,95547366945870305969563725260803423543244010998464512
16,177,191091817394403514020048454002810113861350126577514496
16,178,382177801883156287156150949021074934745852387998011392
16,179,764343938133055285092035813876607596924583534083725312
16,180,1528664545355678942200139649848901774334404852269481984
16,181,3057282429602649660234200221410436530095009189993656320
16,182,6114471538412171197848750873115767386042854655128920064
16,183,12228756438086619326764626994222578406398882498269835264
16,184,24457139604394771919366206532927296284923362585324371968
16,185,48913532676626395282645465985295344232678576814424070144
16,186,97825572311713715492570814297445255789269076246414790656
16,187,195648158585923029359175732577003225012074926650889582592
16,188,391290345187983361407733249838298829987734274292719665152
16,189,782568746590530757924049021261437621365629838868582481920
16,190,1565113605974762881304207296862117064359477116722709659648
16,191,3130179438266063955726976964396336090924928931583161106432
16,192,6260263330623452965900357741494556524686203183746186739712
16,193,12520335572346008865384614513531629035991770155261215379456
16,194,25040288972723040225222956822073221542341771305999589765120
16,195,50079813613173580652450041874416732019359185149707008102400
16,196,100158098585132716057585867541161519450363550656777644691456
16,197,200313139934496938173735666961179915831215580104879841034240
16,198,400620165490776257304396104821056421000719264518829411540992
16,199,801228102411753165712534377889870628379397816981972541251584
16,200,1602431748057173715119883552620663847323038585003770973429760
17,0,1
17,1,2
17,2,4
17,3,8
17,4,16
17,5,32
17,6,64
17,7,128
17,8,256
17,9,512
17,10,1024
17,11,2048
17,12,4096
17,13,8192
17,14,16384
17,15,32768
17,16,65536
17,17,131072
17,18,262142
17,19,524280
17,20,1048552
17,21,2097088
17,22,4194144
17,23,8388224
17,24,16776320
17,25,33552384
17,26,67104256
17,27,134207488
17,28,268412928
17,29,536821760
17,30,1073635328
17,31,2147254272
17,32,4294475776
17,33,8588886016
17,34,17177640960
17,35,34355019780
17,36,68709515284
17,37,137417982024
17,38,274833866976
17,39,549663539840
17,40,1099318691520
17,41,2198620606848
17,42,4397207661568
17,43,8794348219392
17,44,17588562232320
17,45,35176856053760
17,46,70353175289856
17,47,140705276952576
17,48,281408406667264
17,49,562812518891520
17,50,1125616448962560
17,51,2251215720415232
17,52,4502397086072824
17,53,9004725463154640
17,54,18009313509375800
17,55,36018352186981696
17,56,72036154714617664
17,57,144071210118931968
17,58,288140221634033280
17,59,576276046093957120
17,60,1152543297906798592
17,61,2305069007385571328
17,62,4610102838183499776
17,63,9220135323728527360
17,64,18440129943253729280
17,65,36879978480248029184
17,66,73759394152271609856
17,67,147517662696683077632
17,68,295033074194823249920
17,69,590061646026915184656
17,70,1180114287397076205680
17,71,2360210565618059969040
17,72,4720385113158764726288
17,73,9440698190712474180640
17,74,18881252311314139732672
17,75,37762216484605249262720
17,76,75523856697561578677760
17,77,151046560860619531672576
17,78,302090816669820105799680
17,79,604177023271978615742464
17,80,1208344826478986141429760
17,81,2416671212968733232455680
17,82,4833305546240392476311552
17,83,9666537333649440905461760
17,84,19332927150761792987987968
17,85,38665559270700589695631360
17,86,77330528484257515207393248
17,87,154659876863232290092744448
17,88,309317393533908138217962176
17,89,618630066718721195026409856
17,90,1237250692811287282633911008
17,91,2474482504514333361936717952
17,92,4948927247100320141654375808
17,93,9897778970920214370649921536
17,94,19795406896432102625393853440
17,95,39590511704352586849639452672
17,96,79180419236291969382259019776
17,97,158359630136977524749466664960
17,98,316716843621182070004751278080
17,99,633428853973697596691014844416
17,100,1266848041483820375285171388416
17,101,2533676750188006525866177724416
17,102,5067314835111773174138940162048
17,103,10134552340285119234426856800320
17,104,20268950021873480519303942898240
17,105,40537590728713619686911635361024
17,106,81074562832080869747709653826688
17,107,162147888422909554363244092651072
17,108,324293302382195702634329579688256
17,109,648581655874906233295099724060800
17,110,1297153414046364826801741457030144
17,111,2594287032836878629826973426196480
17,112,5188534475464141418685498361194496
17,113,10376989771113218958605931483254784
17,114,20753821183804636546101128551219200
17,115,41507325653182304683111746533212160
17,116,83014017882343904335170120539291648
17,117,166026768926312788424783052765495296
17,118,332051004195208168477264943518318592
17,119,664096941114246489421233341511761920
17,120,1328183747753482632150346107190247296
17,121,2656347226711602087578122460208298752
17,122,5312653916141790494877909705031671936
17,123,10625226758339374255255697814026412544
17,124,21250291370027566853142164559175176320
17,125,42500258449227215133987786947376278272
17,126,84999868321747444846914252354463811456
17,127,169998439499978546776641491425461684224
17,128,339994284732719512525676932386985035776
17,129,679983380970553770525776147724100075520
17,130,1359956385030516242896472454581956030464
17,131,2719892016398207102957769918769776132096
17,132,5439742525787475450579265816303588278272
17,133,10879402038190492577959227515859164397568
17,134,21758638050878897218150275805853876387840
17,135,43516944053287256645540446647926247129088
17,136,87033224014700675214439005359056507371520
17,137,174065119855788071956592552492581657772288
17,138,348127583384618227674274249432457279441664
17,139,696249854155857594971733899290424912136960
17,140,1392489083166030794775947043004631834792704
17,141,2784956916202838213166698313075773372057856
17,142,5569871332471518027036834934906770341911808
17,143,11139657665723291013614244016882726508757248
17,144,22279145334304225565024628579287311021768960
17,145,44557950676917985648117759087692698996834816
17,146,89115221375643495627719517976954723763590144
17,147,178229082805278871330494294561295731815270400
17,148,356455445739295007279268466527663087990337536
17,149,712905451777571236021841690063531108356382720
17,150,1425800024236117666009428620203663105560526848
17,151,2851578290000209955209576858310746221697073152
17,152,5703113063388415093700298936279808298652663808
17,153,11406139094216907360563460075442194336784842752
17,154,22812104124642132546333435843790121623268883968
17,155,45623860124357207432355436324186363495294429184
17,156,91247024004172872385976277729073011055323467776
17,157,182492655529887724425552947031858593696801624064
17,158,364982526124109375236269112561177045110528717824
17,159,729959482419386213112910484849110428227117727744
17,160,1459907825266105922679847814880056904541901764608
17,161,2919793371556874683490592808990988999914777505792
17,162,5839542185503064139461019431720961189053604879872
17,163,11678995256464730827902079659924143854057676249088
17,164,23357812285206602385052753770295119026099249137664
17,165,46715268117687336737833609992246305317486148141056
17,166,93429823335362596923209734838045538898931564191744
17,167,186858220881580276753559494502230797533868720095232
17,168,373713590206629025322540588707985380901505167097856
17,169,747421477343711274234804195971814823678856423014400
17,170,1494831548635360891485074665621351322585636581670912
17,171,2989640285340660932519777791291165949316700195259392
17,172,5979234947169322434889783538581371106149656339428352
17,173,11958378648010885238449659835479932439004192620779520
17,174,23916574804758719047195240517621259306843102285246464
17,175,47832784629776249651088859602911459976783377116305408
17,176,95664839305639908748501965923078344086800521054590976
17,177,191328218714594124057584797971496626280648412541108224
17,178,382653517658095666577647974453005030697106079330734080
17,179,765301195818563440776384008052764601449833881006720000
17,180,1530590712730984958219391133985072796534337753870701568
17,181,3061158067827912432695667966621924851118331424595625984
17,182,6122269420744159903922630371531405799864080075393245184
17,183,12244445412377884457324889990813120001260997259954388992
17,184,24488703967960676479290119282106911632004724645596971008
17,185,48977034225182702861083100602025411754842714018299936768
17,186,97953321034591131557668376676836295850799873334088040448
17,187,195905147249039679816102252812733292628601933107858767872
17,188,391807304880605949032122436219215245627950404088490358784
17,189,783608630571888240741240132426935910845587142264692379648
17,190,1567205302856374798356873145101278024568508575456822056960
17,191,3134386689320436101046128799041191766483281473094315180032
17,192,6268725546221222167031049810844212952565223065638968242176
17,193,12537355428333092606743904795475785571362226096990059913216
17,194,25074519529907367305057191425287474306160064498197146791936
17,195,50148656409216847607029342724221985595511296081060714332160
17,196,100296547523077374278510287976376771671881086706518076692480
17,197,200591564467120923713985689938501678727372004405290425421824
17,198,401180067799531653573022427323338083750634840823239400994816
17,199,802354013376357474651102400721866348539372190149177206751232
17,200,1604695782400731681853097996924494133650341586463985291214848
18,0,1
18,1,2
18,2,4
18,3,8
18,4,16
18,5,32
18,6,64
18,7,128
18,8,256
18,9,512
18,10,1024
18,11,2048
18,12,4096
18,13,8192
18,14,16384
18,15,32768
18,16,65536
18,17,131072
18,18,262144
18,19,524286
18,20,1048568
18,21,2097128
18,22,4194240
18,23,8388448
18,24,16776832
18,25,33553536
18,26,67106816
18,27,134213120
18,28,268425216
18,29,536848384
18,30,1073692672
18,31,2147377152
18,32,4294737920
18,33,8589443072
18,34,17178820608
18,35,34357510144
18,36,68714758144
18,37,137428992004
18,38,274856935444
18,39,549711773768
18,40,1099419353312
18,41,2198830318208
18,42,4397643859648
18,43,8795254165888
18,44,17590441225216
18,45,35180748237824
18,46,70361228051456
18,47,140721919256576
18,48,281442764824576
18,49,562883382280192
18,50,1125762469838848
18,51,2251516350267392
18,52,4503015521779712
18,53,9005996686180352
18,54,18011924657864704
18,55,36023711887261688
18,56,72047148918636496
18,57,144093748127596344
18,58,288186396840033600
18,59,576370594858137408
18,60,1152736792089191936
18,61,2305464788957771392
18,62,4610911987541424128
18,63,9221788794468823040
18,64,18443507227978018816
18,65,36886873734573627392
18,66,73773466027456118784
18,67,147546369173677326336
18,68,295091612589179535360
18,69,590180973670598213632
18,70,1180357444342853402624
18,71,2360705882723378003968
18,72,4721393753590812639232
18,73,9442751483607166484496
18,74,18885430920340270219376
18,75,37770717747482122519056
18,76,75541147309666820163600
18,77,151081718250937604119584
18,78,302162283769480746130112
18,79,604322262082967755101312
18,80,1208639913271538342897152
18,81,2417270604789462830996480
18,82,4834522766142058643601408
18,83,9669008645551104095985664
18,84,19337943517917622426988544
18,85,38675739490028952411561984
18,86,77351183889571073818705920
18,87,154701777600419984800055296
18,88,309402374847898625089732608
18,89,618802388998920489130262528
18,90,1237600056622099243391254528
18,91,2475190670528738454074818528
18,92,4950362455698603441942167296
18,93,9900687140823552600179735232
18,94,19801298740787980830964181376
18,95,39602446400434079120360450784
18,96,79204590639737121154436880512
18,97,158408576959517615334855818624
18,98,316815945283732853528536045568
18,99,633629473306082671208095892480
18,100,1267254112107842637224566575104
18,101,2534498555243926456358228381696
18,102,5068977772618108179679794757632
18,103,10137916869644272136699620368384
18,104,20275756388399745189156426448896
18,105,40551358075612068680490890199040
18,106,81102406750029642403701201043456
18,107,162204194700030982763674321027072
18,108,324407151804726719169840120070144
18,109,648811828428225625061258873012288
18,110,1297618706512880910392542011327040
18,111,2595227512376391570886767547518208
18,112,5190435223529583212917073526144128
18,113,10380830844763847133637568259749440
18,114,20761582485239215661191068366639424
18,115,41523006562505791761393775895402624
18,116,83045696310274935092311164430351360
18,117,166090758993493825484986969741008896
18,118,332180250737710047450041906540652544
18,119,664357966986533822732445545757691904
18,120,1328710865014632897101444448382631936
18,121,2657411592151071741874974857114042368
18,122,5314802908623105972803844800615923712
18,123,10629565266042837520960706932304347136
18,124,21259049429988326206773967443987005440
18,125,42517936656400752410867214941734043648
18,126,85035548906887295430261617551870001152
18,127,170070449004421343862711452266234118016
18,128,340139600395086518414852241966191606528
18,129,680276605572561309808383495481310830720
18,130,1360548020729700313233482930350664409600
18,131,2721085660668158157939124419711861608576
18,132,5442150559833035365141193732423509437184
18,133,10884259596817916197130187059431961347968
18,134,21768436148256336855973712284086852798464
18,135,43536706206387307274166639216563084281856
18,136,87073080233791126115889348323252569276416
18,137,174145496112149754584228131839226704474112
18,138,348289663518503452970307525680648159068160
18,139,696576669635552633062925504300478855315456
18,140,1393148024488472322057389150861070706868224
18,141,2786285419452229804651681987997878036889600
18,142,5572549579936131718325992349474732708462592
18,143,11145056642097810611799576512454469922848768
18,144,22290028248971120250513114236103719573782528
18,145,44579886428142045432929363572538010419331328
18,146,89159432717981309535509622863496620923685632
18,147,178318185161952264121436458664486211608922880
18,148,356635009781074213964866067130102684510688000
18,149,713267298486868551014042722977226646626978048
18,150,1426529154843938772273671041815827869958298880
18,151,2853047425469803574785678105645001723012776192
18,152,5706073082586504272730038524239554136242651392
18,153,11412102628632892283519240662625243320022336000
18,154,22824118184517729759400797879832273261074682880
18,155,45648062224203702801544659082097514573878970368
18,156,91295776160072592895692546005407346304848752640
18,157,182590855746132951693024906774857452948305010688
18,158,365180318349556197546671824622421784712906915840
18,159,730357850424322467578378460659169295811153788928
18,160,1460710128320323967352929572697615637912964431872
18,161,2921409111626523611348072198226905316351500091392
18,162,5842795933309833476076866969378363334203698315264
18,163,11685547286903308610303369106258053799825705532928
18,164,23371005414714037542078533051997525682430402357248
18,165,46741832511923187142247894250323449385679434240000
18,166,93483308390197136040596101641429967538413064949760
18,167,186965903515816860492518104929548240828901897319424
18,168,373930380507921006844593690602458804455357131997184
18,169,747857907979300761959582357190789950563008155039744
18,170,1495710109907287290517768825660742712021189850329088
18,171,2991408807755482488259516072917208652664012141288960
18,172,5982794791479853206844080382719982891268142177884160
18,173,11965543935071627041742076477717561252053658747193344
18,174,23930996574715382345703964659661275884443855554822144
18,175,47861810559271592570690334654601012868674424197128192
18,176,95723255939617978294888962015366330608685319190446080
18,177,191445781524171807057237860617460587722348441887145984
18,178,382890102343787822111476172132697098552012680153006080
18,179,765777283289609031823664353980143138524668483234693120
18,180,1531548723805574697027599250370743974133301262072938496
18,181,3063085762108442207104930047737214188885671280131441664
18,182,6126148153300628792751996545146536898827577350869234688
18,183,12252249564947063167204792751570677145807748203674703872
18,184,24504405646942369786511788806726572078579190940087988224
18,185,49008624328694488333574673769446567920611800902511237120
18,186,98016874728434992458856643387721790020096348894553118720
18,187,196033001601815042158203056798110403377900482487060152320
18,188,392064507499226228343348997223283866850278048610729725952
18,189,784126023601056760296302510952073220768674811576877532160
18,190,1568246064430146071851167852775526835988872414893681873920
18,191,3136480163362004960154665909558863676821023258754225129472
18,192,6272936395818730632798723895341363466212781737114835001344
18,193,12545824930009492153176997817942737052951595013092385390592
18,194,25091554137128223613582547238630752575267710004394784145408
18,195,50182916829205278119507569779464300962021192682544174891008
18,196,100365450769768917006985031082305571451020726036611818061824
18,197,200730135765175942371550637788247448009961506761617472749568
18,198,401458739987470852811770867706702114818251796257677269008384
18,199,802914416900865099888521580751809496696074087775318421010432
18,200,1605822707676947815403871867370624174746728291738495366434816
19,0,1
19,1,2
19,2,4
19,3,8
19,4,16
19,5,32
19,6,64
19,7,128
19,8,256
19,9,512
19,10,1024
19,11,2048
19,12,4096
19,13,8192
19,14,16384
19,15,32768
19,16,65536
19,17,131072
19,18,262144
19,19,524288
19,20,1048574
19,21,2097144
19,22,4194280
19,23,8388544
19,24,16777056
19,25,33554048
19,26,67107968
19,27,134215680
19,28,268430848
19,29,536860672
19,30,1073719296
19,31,2147434496
19,32,4294860800
19,33,8589705216
19,34,17179377664
19,35,34358689792
19,36,68717248512
19,37,137434234880
19,38,274867945472
19,39,549734842372
19,40,1099467587604
19,41,2198930980936
19,42,4397853573344
19,43,8795690369664
19,44,17591347185344
19,45,35182627262848
19,46,70365120310272
19,47,140729972190208
19,48,281459407520768
19,49,562917741324288
19,50,1125833335218176
19,51,2251662375583744
19,52,4503316161478656
19,53,9006615143612416
19,54,18013195928600576
19,55,36026323140083712
19,56,72052508846194688
19,57,144104742824968192
19,58,288208935916142584
19,59,576416772366794704
19,60,1152831345806802744
19,61,2305658293768420672
19,62,4611307791863248704
19,63,9222597992412866048
19,64,18445160802265577088
19,65,36890251239545059328
19,66,73780361749386358784
19,67,147560442039902056448
19,68,295120321163136505856
19,69,590239516495085223936
19,70,1180476781332089716736
19,71,2360949059356607643648
19,72,4721889112115251019776
19,73,9443760211068932063232
19,74,18887484395883441160192
19,75,37774896739395470098432
19,76,75549649374322982649856
19,77,151099010540259782950928
19,78,302197444664846664597616
19,79,604393736500546449179152
19,80,1208785167347196975122448
19,81,2417565723395397760588832
19,82,4835122224210394421942976
19,83,9670226003295169138463872
19,84,19340415116409463717963264
19,85,38680756452597907753327616
19,86,77361365345035234475259904
19,87,154722435570312222481620992
19,88,309444280902233781065805824
19,89,618887381329937888122626048
19,90,1237772401715319727209398272
19,91,2475540081550533937132044288
19,92,4951070719358869966902001664
19,93,9902122551269370304785809408
19,94,19804207327714053585513742336
19,95,39608339105922837316002381824
19,96,79216527113123342758404161504
19,97,158432752029378436343045029632
19,98,316864899666173201286520896192
19,99,633728590549484709271989905792
19,100,1267454763537857322142408878816
19,101,2534904691962713014291495049344
19,102,5069799713717867859033557056896
19,103,10139580087057509489477955115008
19,104,20279121493432346602067839501312
19,105,40558165625646908329482235138048
19,106,81116176529153366104988457553920
19,107,162232043614616068366859746738176
19,108,324463468343031281325505379835904
19,109,648925698916021791887332586127360
19,110,1297848922296683913346245326962688
19,111,2595692893532092210020431114010624
19,112,5191375884960520599040186460405760
19,113,10382731965751488308713811464945664
19,114,20765424323239420199860161952612352
19,115,41530769430102825998709439101665344
19,116,83061380427755819487231708921594432
19,117,166122443991216365384933530891455744
19,118,332244254255050964146851090844892288
19,119,664487241057755951548476440851838528
19,120,1328971947215655053385568583531336000
19,121,2657938824641266596461447682938656896
19,122,5315867509721786513639634477081197568
19,123,10631714740360760277605043774393622528
19,124,21263388922633256126086632719995971584
19,125,42526696729244705239257714427547111424
19,126,85053231226755239553110905112515854336
19,127,170106137990661022275795892933765513216
19,128,340211627056860898570570662213118443520
19,129,680421956267275035816898406600755216384
19,130,1360841316846607600817203464829936336896
19,131,2721677442327232344777628890149179883520
19,132,5443344501942303107619838433048350687232
19,133,10886668238499891239375894573395726041088
19,134,21773294946309568751940191448237153976192
19,135,43546506831397142197893405851934668094208
19,136,87092847540667157474695016300225396465792
19,137,174185362837713787280192508765330886058496
19,138,348370061189453969150410214279961758224512
19,139,696738793409495622502616754375638157454080
19,140,1393474928885236393782147356993077500266368
19,141,2786944541913102626524460357612566715451392
19,142,5573878452131743975101392784406538806052864
19,143,11147735640915123405211088605635186407407616
19,144,22295428755214633587523950869106957712535552
19,145,44590772457360272153979274031832545487585280
19,146,89181374808907016496393102693689448475852800
19,147,178362409406835900593033615837840338245844992
19,148,356724138393013380357792739020191901218144256
19,149,713446915947305602050455477430267344074047488
19,150,1426891110222360242851423034009684049661001728
19,151,2853776777110601255561320383600282300980396032
19,152,5707542667573729395946377255088283907210084352
19,153,11415063561894043172537729381582818131564298496
19,154,22830083577364316169928566856736828868100360960
19,155,45660080062047213799826580110252761154743978752
19,156,91319985939063833506393549225520592098508772096
19,157,182639623508730963532423358015630154935273212160
19,158,365278550279997486981540011618180118517747965184
19,159,730555707087724022481537464175155002156810305792
19,160,1461108627236221989230609443724308765335190241536
19,161,2922211680604623541178521733583763942726199280128
19,162,5844412213494869515598183247775885428157195850752
19,163,11688802131603510432176001869827243912771781445632
19,164,23377559672519616573074870829008162374368012791808
19,165,46755030163834530052661056830359001034930049048576
19,166,93509881965599864247553920379691713768080558112768
19,167,187019407207741756140148311241137062833035171627008
19,168,374038100969928403695853237156797305515184631447552
19,169,748074775051468257282424872378481452196958088986624
19,170,1496146696331602738082824324962263723197413539184640
19,171,2992287685131424549909367879810784470391614618992640
19,172,5984563955221060459191182576917315951714780529556992
19,173,11969105080402089977836370372159681595408087986989056
19,174,23938164500811210589877480948292856158951602686742528
19,175,47876237681810667146515548762647481782241317843898368
19,176,95752292724346194958771045465677383345356962158916608
19,177,191504220170838847384495192698047561590786759368327168
19,178,383007709787364079315919385401190009231806240611973120
19,179,766013958468887861635905272658420920156086124464074752
19,180,1532024994731668986468706649492262121401817466910072320
19,181,3064044145062272192445464459661495858560664071827003392
19,182,6128076601344708167609095763685747614404358914482817024
19,183,12256129825174334503005909729633576866971794636502941696
19,184,24512212895407686376184860286895151032266268148933369856
19,185,49024332281111769221701330788063203399107069996848611328
19,186,98048477543173054159618876387344683907516010084470194176
19,187,196096581048958583945942641364837536494546655870020747264
19,188,392192414024569004812178109586404629620799948193126416384
19,189,784383331905295449355394618373904091677057895475352436736
19,190,1568763671528613299067165583660698486312621402548545257472
19,191,3137521358504686418862512603692002759562280158765269386240
19,192,6275030747927122475665987917008415034393272930915623908352
19,193,12550037557735404133090751751795677802437418774801848309760
19,194,25100027239324446267268390227455726895623590970173382307840
19,195,50199958726538807463481155943918047731444055709058134579200
19,196,100399725949222721941657460439541630722531620558521850337280
19,197,200799068891466210832851058030697855160167959078081213382656
19,198,401597371770435058618137476089621195858514069596394722562048
19,199,803193211518797591674025286576488724034625647730104553128960
19,200,1606383358999294522141638619637357109601776977766999272395776
20,0,1
20,1,2
20,2,4
20,3,8
20,4,16
20,5,32
20,6,64
20,7,128
20,8,256
20,9,512
20,10,1024
20,11,2048
20,12,4096
20,13,8192
20,14,16384
20,15,32768
20,16,65536
20,17,131072
20,18,262144
20,19,524288
20,20,1048576
20,21,2097150
20,22,4194296
20,23,8388584
20,24,16777152
20,25,33554272
20,26,67108480
20,27,134216832
20,28,268433408
20,29,536866304
20,30,1073731584
20,31,2147461120
20,32,4294918144
20,33,8589828096
20,34,17179639808
20,35,34359246848
20,36,68718428160
20,37,137436725248
20,38,274873188352
20,39,549745852416
20,40,1099490656256
20,41,2198979215364
20,42,4397954236436
20,43,8795900084296
20,44,17591783391456
20,45,35183533228672
20,46,70366999348928
20,47,140733864481152
20,48,281467460529152
20,49,562934384192512
20,50,1125867694654464
20,51,2251733241849856
20,52,4503462188785664
20,53,9006915787751424
20,54,18013814395879424
20,55,36027594432544768
20,56,72055120146726912
20,57,144110102856859648
20,58,288219930840793088
20,59,576439311936258048
20,60,1152877524382908416
20,61,2305752849788698616
20,62,4611501301627355088
20,63,9222993807363014456
20,64,18445970022959414592
20,65,36891904862419154752
20,66,73783739357906068992
20,67,147567337982081873536
20,68,295134394496971651072
20,69,590268226060095975424
20,70,1180535326253571026944
20,71,2361068400776047663104
20,72,4722132298094201454592
20,73,9444255589281204977664
20,74,18888493164765193699328
20,75,37776950301970314067968
20,76,75553828548889199771648
20,77,151107512987812979277824
20,78,302214737755969990688768
20,79,604428899073177790447616
20,80,1208856645269930687594496
20,81,2417710984789210563608592
20,82,4835417358081517449904240
20,83,9670825493178023428489744
20,84,19341632540403615664179216
20,85,38683228188937552408878112
20,86,77366382594206113843927744
20,87,154732617621214979336246400
20,88,309464940108316928892937728
20,89,618929289948970731537226752
20,90,1237857399363741076124350464
20,91,2475712437661333107295428608
20,92,4951420153194871578283274240
20,93,9902830862143160782559502336
20,94,19805642835811170597141561344
20,95,39611247894708066784042385408
20,96,79222420235659639730313363456
20,97,158444689363950401613067714560
20,98,316889076513451266912112607232
20,99,633777548598579899408625696768
20,100,1267553888341667405311457099776
20,101,2535105358974655772063162171360
20,102,5070205882536564959512551751424
20,103,10140402094256859726013146331840
20,104,20280784846899625000841821284736
20,105,40561531010607952933810153171680
20,106,81122984654907095330497436244096
20,107,162245814577344136643263887850880
20,108,324491319690043299082628662319104
20,109,648982020451386916857652036060160
20,110,1297962803046555004174614897872896
