n,A225114,connected_A006958
705,5208965427213976696875979272008560719209293868794792205079201313963768068454414177729106481727600834374909276463358553880439098194024457427134476389124474976123130766980766497218243892601384913726037823780070289950342174778141972194063367095600564470257783553203344663919667944551641509840030736823520271910535065389789063000697551304058168939456329,5077722646520641170339636714432209005524456590320229875450195041791151885381713710162050640585693325055103065701334572487130033091523895447846910413652948777044063010686380546585751787850205037435495935020805132645963740467218360670609747357270405115344976
706,16298557315742043027752167916754365058690749175046823443355638312465525764624322471182033491714588031510220987213067968775835133298617025183810505500914417404520539944089407517006130121802735986794755458482049301060410790546611595004058886513099357018180794540116888485697850985377317060441631511280258852310689068834389516585063093951256990210718174,11725165329309070278191663772891382659696735116253517454075685762809244412969174576734763202796384875318070507803915845236295331495788028049169926773502594773224100519760451931601678264833671217559341601808097841716777524748326618355887634927638489454291866
707,50997261219414164746025410485627882055413753759945012556731708539471480271967742638058227624776774565023777461494132820389577065229242410373158610169012739591422450220790201254071104494978538148327361093900874893198911629616720021546530160060809759036859004646610663101777263150128209842897993704000308327730920950482116781680633969548858165796202782,27075031775088233566919656564001164621232448254912061614308060708044367954352098059216912671825928074618185310132322334225873928114275822240853075560398018524081230335650566266497203649858534172941930768591957470281622914130624193428173367691101324806025733
708,159567537267193880034404959044492542259568956956884587988766871750941456713838072030517917229842866114511412874933779842341301949129942281942820243862329132426271084229662074649037411454509193256647530899170984895161585248303691944908177160745979324607470640197518797799225801241914526929177860643388017313033096766218596026765163486027719737831618596,62520000787505691455569320751392577786645666147106078224554970331192173904979370563453810569279154884650639952102024231635779427740346284678728026183239419590051062992051045463589311063937909671517480247753363210739043055072542544615929969445525887327969132
709,499277771799718664750006235901913180943049125461251898226048058936949161434940840121676139567061597096696969302282458254909260501404179959635590633584608359872299941029563875983995279235077925569550697568227275449054141304527068948967767518017115993073855057186112799372712791863298386869034698400351651389101859330360334507041883953716802190563337144,144367346673482315195763938539832670532893540551408516212241202752970395767516579771342258279747750015318485230659493089743288981738770947834830721724119840195773635228509118867078343128950258255450024938441684209526936893432550216060528541039293852265385375
710,1562211823798962991639330865994390484844609123038742315059114716657585375037236132494959993701127696956187672607278842699486554044576552819036789971688290656837966855411922020240238716713349848631500698488803474985571693628677172984754881926556308286375535052627559520038581534613489129864007995106708885103719442537076665074348051168115806967841372374,333364211820460831139817131692020739626854129694450959109620781552286568313081691720723588850992606393269812304475895496458382687764383705605246149715434731731565696119145153466828470633485767473093181151001613583927198964590624444490190174029437478542051335
711,4888072171969778407029928590147136671166748754765240129217332570989294408151540661449927161131954522879341223413852424121385791939353470944361404976851722879245901316846675568683075327376190277613653230345784476092034138794220367787310382526413655691797868719441780643023850690959205692901101692449955856777405907705210361083113160455085720777272124378,769784167149828007773347957108937306981412065602087270037048085456716473330650108497317457312745914270017570127870408736589440402465220992955117120105400876121690167619809880532708961088675579548659830255397679491440954680761617239823928167326401249176146573
712,15294500524443673368730513966299858507237714601631444292928934729812000682696634042833608163373471182825021163055589005913355581133224504351246500808361074139458598289112759298509507280864094711804030939599650274720102009443470803020723838405251117323162028868997725186595854137674338658370638253662440281812513697689681840277464563412781676697450591042,1777538328900440277387976536481726318989587929081110405662163054526364369388495435848219473324031265424786977801223759656298278287184559276291161199166475156497235313970652181370299385662337096383732655674048866166396362438733087113052563521170087736159875308
713,47855624479853541925489996074311946340938855080347507238346790365090403081718020083517551503432117680393429677876896701749019143853369952050906319022344913105888326980293776761623017854810814269945259969604180465901236644222353181354658622872747086940907438782653780961006030040193219370663339617978449378507438317702886422466141204342828290712778156968,4104582356388200951235821515834169084530223923480715983012493149597429553776213517446160903218240802187238050695723654896785662059424761309649721679353669261335788715969088043251686647003287968288631921102188460272700644211434338256556732818881788852662099867
714,149737534135006384140048274590365535401818625264375684567213986926166854582695574963244636237670883126725973212806726816580679594685810559970153606377960581405710650750045833333171593221604012829762752514899759025398790005326299718127139613963832424257505050038503014131241238615947617241634713544148697361965446795234241075878937442615996284414563865961,9478049528639417748485016733415979521717138269175585305154864949260610052243303846813957816281161033650060194884896162410315120086126867289323611042073646409761088601506237265853478779206275042520295248495568478315863976226847899747631171993659311922890268207
715,468520249657827068076233658894843033200041646927624751340386848775220859085219739477661173936482505406930482140534488156770705339114706594844470648900668526951154681655306928227487451997959773579650383921114528745335206487570151077365984063815236916965181833671652115093427922170778940673949609561483907826727063748702017645717863763752271430576150237917,21886129956079183734383956526599343084461856707731560706920110115348632338758652095501785019849986409513269479338811683088700014254758397115604790278528067839170372763074189578195382572890164391867913466341576227195941466941976000119061642143307592036601429610
716,1465973281899492567211639598186782588961548198484191917963105265732770367110606220100538861861319570429765746221665233978718370312232102016517104167286865878103990478957403213306938428235419613573526312066477852849349550562559776204844587481979338268796848822437574727236610008391023003342713162820771524772320394969152617713734012878431168486002494606971,50538107340229088759629892163510064660457231004385526197156958531570422840845913712698919544388315052933126112281530907713662891964841891456399623276236543613652329440765258736593043831737933758649635878507902559362141814602867475718838463371572435175833611708
717,4586947234004716520638780730706592586766838064701167996481587998482335079580996113708710932440374179348505115314773968737885774208296481518973495973178689400334840760566748095819671320198802951558711866201309653010519936433471405280944726171201062340277483543856453319977077653976998760395457032552891698070374965545971682065507084138457296844058236395391,116699494093202148511731159930798404719104633042473603734868728684941965141529301271909945828714664916629287715065203820012648689946965376744601599879890754457848828702103431764391852486490262912852202441050349187480708117953096605381599305056487396482969066165
718,14352297676449762344761926070827465875726461684422847811222533685759185713156553929873225412084504263464157619216171391819032828597139050596135179631191799589286174933979743871993293087959663076181753171768215379020819470020195172122301124862731708488209871699603586587021259850355338518127974670584625905209966131171245203538460129772592204355300202919550,269475305632757187998645477290103753979270272660381372750022931699985465553727032268398356665673445683042940963073564557783148721168380587072924007987201575949923217803192379763676069864634690904875762680320246580022066945921450156896182594151975425467485006129
719,44907525219901720765603177672784301008408831973908733441249376589385780214413027795792375653514762838653109966269750771306336164643305540965155613053773343107824705697154229130214980595854853820854270066805958301749293217714114049456516983171753982650192094151798139146777044724176860236120369256663324756104951945537126847819822581463635332694195373441192,622255828186130076478672259338084760556888170209343260155411074074719085598862158413301811083724669061341658110015362458416810212230774411355814785996242180851869602035270198795048167840168556509223093013286709405605182255385392700314902414582883212818596897462
720,140513098797081526838080536853078546444365300969313156767362749230372989943180962613093729846897623834671272241890780428448782432945116145916156394297995538450566272600614146079892243334172792434171309875419252660820635367177008149815443464590527156401930828225538268230309651321827427839598330756478769552925488772409769485753118163391305515436914079028414,1436874947789422419525930218150177327113791365747692496201088780793968327941274122207387006423751481030816091334935506708459340026229276620791536255632583515629502284696401905257084448767727170892944686892271308138225051261865631208719523104710041117119108327161
721,439657514790159332419944651942440374420684423838961248922665889909371044324911106154764677244390463303569522167409600973176618101532770013028170046314558572189740637991959324986351657511899229056601363667331993567131651743551589083178836166015937399184963666898893196459533338446512915012198027960471026049102827110060545931254494160958313014441854256620402,3317943395730294945598915171259438103725905092622000698170340110829707414807471202006161534358582733755572176693388742858318201357080073368382057966412819651211051507938318947612393873109187904089910051064362478296048921955358216501269892343962433786618082554213
722,1375663421889276623883515517138773604762630921503076108374718224424191662503397176977961009870317327326468870143194809681124357060261288162177635307542416717567393632072124458129652680618469299965821978381750242444835714329712257275120935204374986686959379117579706992498662446829941370090896593877210725086959264585124198668941539547172357318470295808843390,7661591145566858288527949281541086665575516560730384133412486171920621850073607015687121305883665156547562707173946759648773847325580152116330997612551591590341975061375152229583678823590227203534209895028949325136118422505334849774943148077268720476275657243422
723,4304372805335412838399193726761294277068531363595180642617350622461362936544702874481331416195676168129223594386999856662028123550348787856500712626470829649267682522600095624594847409427478681444866237906579377955722694501335858309418491004448155436650673620803521273134131635023246038685103296086304487004557795505250545113696900412335915667558510639165171,17691675800547628841244272132542845748646276453773505836619244621388938887943811928756257178601848852656210900140998767422300234907858909815260671305854220551845034234462528290090119744297393936406207112458000049055189315875837708516569104837426297163438386369689
724,13468138319666894196141907044948919338997387552708359248585402875334668397027234877905108700749524155278526350348938873548930524187242245702444700667745340252011783532117231416806814450064456101304293330915467917751708307448368582405381900754210064845013339024125939585730639470092269453566453081261749255077835669900406124849394230210889801993857190588971246,40852531371735705928344744799319663388505471658824463451417083829690774337763845699986332354525151863518165646098083517251639871569781563036015281674895102459992778491733468627107047718355202411791963666256375049881928468406017944450847937021952096840876451517623
725,42141040751126376058769007983011888445464151237981605723426189000930680806850686254751919168963873181694327328716893396512447078257029468064496023408221165197754769601169290617007352492125942351801314071940582176569746037450635395878176304869686389944497225295970658208975660120403120457211208855333099010438347755261172600651451222881220301551163293391728925,94334156825719694325643570316471469350432842393832101528366480591933646642406885427463996041527583092991251771726789853327110026865012666207961081337473753357395733242951848152862576306726440126772427873080916886042188564109951443636163984051902741745317773018438
726,131856925837691885879110005010142197586398686715355392766713803886643316951551634457075270776815923429474263645338007842469227780419667974452048477602629846502938611944278332314055573885133641803756249660397230160425072084990512939568177528664108084816873470395915623821256613473805572653121003391034691615235401779002546180347987869421583590490007003863099938,217830642195560662961047418773005901387194054629728155770326669804957204821055367753878093494340510173835671195117412844692876519226999412885714166376587413936580520240972834845584642041804068579573981530498164617308358082584977539024049958737054827237266929201948
727,412572840667250627179693420439694523281858579137325980138240841494463953787515232194019046356871370068958712801783537177753362912016426309186240370395183094320937077932712416354890883081948291012950184026240035960003544579836959693503591882449819436287924189969606384856296772366491050477953472990561691581467980356373770555584840446040366726689851709954572344,503001142703735259633503628530914698829229895366022839259539051239706341101396252649114527972631134072177060699945843337612986584149058917646596306961761953999805869591894177903916240310161405059792303980783394070568392342725353878584850174557550047439337315457943
728,1290917013079547135956677679006944637777932150730469062183614316725426280556892893603466647826404189690980081778751240154009885492570252734013678440842519352030758930291663524764065898621182158975842849829396318001040868976235688948813321056313111138264228680099865750311672120499533502579676823506587158010057107477609458768963945653809531417002692171322051643,1161499351106534680674818288005780157647136101474323647973632435993577851904046031682889268040444979437699447568326045179048197859188372210184965928523364738064557638786331477466978906235850618928457662004139703471302898865078328091559320759502175795089348630621921
729,4039206099856347470310782020878900182914775820695489754985317563397617404488537400813228162356260350093048986394875252528138553322094712782615543039477499689152605381336332085072042323302751575257357135872035444272238122817021755622492778305100749294384620182207082080614292766247030720592383169311006530924232038667687970417629905126529006005352954543942493888,2682062977768425901354446493946662473480745585422960189275523885282866054182630799965542563437132647552824936485362172079223335436667784658959428766548209477483208006370616412767897715406900396596600833978674708838334791389264491412621156391296276388443873918765526
730,12638446741201460492654311918703513302010170447171425874234712975673324677571838484362950666932182507792317345843723418644531053130376979417663308998682440555346628822657283182186013087317104788388299619648402094624940304055200630627023599201656216156784420484558525907207871182192613021679496652359292869309014031708439604023806703311253212962180768419275032288,6193255131707980948305772345128021849675970068376839777189276649299934524681514384279727104741918013786328455823959200157767349262394984842949471731769780394018910643526410664555404804348921627252470468502973809601224585528803062621296512380001101398336636412744634
731,39544982870734561754744994371417256134199593870308855504176345561261150922035225943098440838101939119128866122097292415690282606704422223213363989620288137327878782866456630988418179012752098660368527925492081700059058438084257122832760812050037903195140369141683293450243883346521121071171678705045388353831183798190920350098166234798192256055657342437989808662,14301084442969035003221195656522300567527819217046094036920128525808006896601193422719182003214372908041122396273348491704827661211598117453946684733398238613305799978940808861655790462115364603226520053530695596036996084119025353762750974039694336299473843375645640
732,123734008005008088414941239502805401695794321463778465600772036249449621638738458102496867853370766621042977724229420592991682202662111462896182009499212376115026767360810059706730581493473625920313762761025267185897674251676980342303645009016204097649581365041458154163662130766536663843295881923578297379122418071003777053210511515713967766155521468808502689867,33023186013738139287305085689085605711046826510195161480009112813205395786136852444982289328485042469366776309799893217910389907926180415951255656601709351601968620526438127699793742260444633021053509394952992849189520815680452567723374274322891611068914464411946360
733,387156691584097661926535381826382712086097752853227679389685338724701760389956657660240439371477146027478524951300470473955054298577702727748855062204279599826304265946260582698456423768321027034724419724164404889712829783454073627755761683576126722870430979597743454568981067272001212704630507070518186349719263715510640047763654006132825947777168979880965169759,76255113299054554605959095973954372981572224194036011972576003113296021597021581799974893074624440509050975511570246701433027491656272193707809200204698171834623972350051478091285325029263307917590087645286064984711209997924419998921619324463432939254597150113577265
734,1211391324463338830079707386364416546293512901756357600799519146271072749424310734544892143394323205821062650083400234020800924758126854544655555182612714054359453750633118460457373905708297506206568735209577583545331351980531133958887446906774506921348878803300820065558721356880507671165316456363391582629948629607623238437969658544905558148870449752417666180517,176083625057636335617719541915674993307218575686464313827155632577986783559138125160792230607489305502306484769536874603778151525730706829088760921956036416607358912095896722623835039391817806703471531409544353751719676575800802158074410315365934586498438901744790971
735,3790374731689948334822658883580015562018319001426981247242401788866081062912658510729885904639467994036301425123238397488681198226862933739408581902610791072135394979555610007161066578432590142363777948510055436463553278007406877444959825031753498268449910954603973402884242590570895637302543589860355766178746907008328439200336515639351472079374131764544642217424,406601494274124622248288098297796564176295526708714222026055970657601465967917628858923432105274014809010304455513383471419278426356651836345988780969362152495748804841776311080183626942716007406751584423268190679095782856396291500260619886052285153319342201808752049
736,11859867506479277619573120658048691251125395017726214362524108445887264099797229279645770866069884110814548125416190711373006043479688535739656826041905215756559358574857855369600935503723228366611090934669856875949589210523474709613455480965434158417694837043892116694394946255037158823328684360286302277633749954224826598302034531531028629646606443668668299893383,938899202534229338039533156787640220971662696269126655335491436197552918311089275271547507571024842243878126445934431970464201779036225806974627413957889878004519222072760913957590895031594545571048037197360058358136023004732781795080682476500072814377291297390004288
737,37108852614298363710063379936600621215768608324120648674453593642919549159627295260451697507086772219866790369616174969009186661632949177543936715530882670704347912389816767833394685625253308676750943332831355695215175423082151536532105994980670637901745465330216319170463115155046453307165599443971622600286655190477056715926922871921227719980072416058493487518298,2168048383819013607450282031063740243339634667792151130511277138406501368524421566677345453316072201822970059792747739876201502751192595513585028805990724169823748897542441031407535099263751022454653687090182383516067458068423059808639354535046044674653040641880267993
738,116111494634944268501897389646773900275516016165634741421705596630353778271356536922270177168902669114908215648427286850664504805904487426300006593127453889005813695966319533098562226442688025045548620573377566102392951787098239142547841455642847641044119934582097071577921243401732060724973687378439955508890732254070870089665470648411872945823651251034079130252146,5006324195284289615774878619286015684672790771669674853118982178695143687786129781803362894375506500178371999390426403440417159272016640316410930936851214164468940774772373578290261944323930720508119786783932405418973845612113903896297190480288730989635423331760439199
739,363306279676402776279207977126118180202359577137403539127709920736014082324661763580980688206860819195004052115176563813296113793951680841028222175253768317993133744396181099704912692795075887845332510344106226663190690997508453004725376626033936521057878859407965501596385098925224695516282691100594106013360778613404331177611068179025714103720008532215813466844172,11560296410055185527088412436349020936069691486798599364052352223884606125318319037930002237743902811844102893562696993194811109434310781348851206342687614448108581507334836073489979342483976979393433889614152076986676935008324953399608325733921265134775925501877269810
740,1136764738644447530153289061684978988555972830896944557300195426172282444494592870359711126662152692148168974054354622026087877659947828149586919098087236479472914971275526709917695462153672913456376131280712636462621057373713363406675606105595583924461416180999271977000855041924257919596301268719146648641905812530009253239818030120824858673645279505399691144328906,26694326590798399213837590303494893295545597650449606973460768753251885790765322571038715357092904507043123260464698252792981855792569088627207808193289639274955426936201705231114862466209102903835632822534516463351092800149523664563170273416510782776038994883976288802
741,3556872378248934003245801261659321474495462238968041126816287224062688413006046062134021018101195277395273390476166120223275881783908180309102579329660087450635788546036806681945581686613450651809625817088932177180575743854209656734244887524523703324893181216379943953022399811039225063227658577347263831514573428977823394528643457755909811264861425482400654579635585,61640899753781036595780575490603211884413369863243551588887694136211429453193076744804157974061436376035745269041006964697314561914532562204312683700469089503474329881169597163026001372379311440902630625422849787483986556659413165653342886720238191980064053181931233188
742,11129251889213693178248710818003561630836353814460149488057470414418289800834444665622859548721612306726299364182470238089653401712451674922882637797254341727688767784950497109780497128450198517262991547738497140661644222617474240464288751822703586019830439886928849055258849986831272574606317485670983075029350652350317804609794810348509587875402340979279722492812043,142337380549071981863671306172954127233883802139449782124072909908112753669496619101524766926640882426317074460225635732045608622089882845208584094145720545165431904874342193621487312425736258968966077209793677527133644684696649448184403210837064756217427546731977191723
743,34822797795894936176671624982875611378937077714503507954126715566854867370701399262660281663504997453889258238627926273233537555150130955902856275432488134065481892490987099974642091564268015078778819846089203340609431466467680608723353507776227954186617933001532747425406203013692950288266133468356411767920759109751673661506819257794332234038276519526557808097267041,328676738699431397966261244319513875241923620401486557667464987141175243670650938655772409038371629404133301727255548032664606751472103659008843058169498565575257423999771648859370878416130326330103730385602250293752104688216560113136760057313532631848819014503855198262
744,108958558796665000556038302143671772306465003051962572084735070258231917210911981061686201727846031719318800366813893691374453419047516217893227432719725839053703253617314369362312546743655423118337668618064473288725835730336234733795642214790123628221668598544122478081382594015164053125539215479386880427538905887827114748387330016090328721593037289891507302382106851,758960142060859598574708488798675499124556819192043140606069283756125370433593668625783038841005115675135698243016417855616070537730715648187437966074176524301864241688633209682701588373505073071936624497500048169030271448287683268650805690705448871482590185610388445579
745,340925149226402005830143748873084265115780156514803700958115740819036168376438000107367729453907285132055355859949087810961025444315050051353561170182360642418330488967606459666136121961703433495293097974248784885828575998645692829079973393732977372432277124282495771560113871332812078143549482887749041994837818030287242731856043186901517707446822195393042835145742449,1752544154832325781888397520589601081519477216128240551613648275335981171780645852943865933792960808047796606286629851109775986725966574958549801004051549983635301468278172091861796976398992250482372489426940749409315014262264237235570611657375212624870136594059897133960
746,1066735451153948617855541701055475442463022741130825828607645785258336669403544521774735538825725877075371711125798435800870647152737213753154879652292604365544850137454581056131422955892167487746043201578890790490238244050610972667897858273768615899871638290919989817727966732884716295604899279981567998819873904928480062202202126214758798919573022293290102546085121426,4046867344439097516097342686629710729638792502511166305201569841610544981436046083826009127234249139421547389870238372611752226569094393269262102939210451391666564457153828077255213070128169658339137389210406662983550754030451893138123957405773347932940550065923426489781
747,3337754710471488086676352612703071822332674868724774548238821882837873268689832131530399618870243483686988592226321984137750340754607671962199331208080974120999692180840492102544059945333055792432094578526665982019859755314956636267396848753605480821304279204303220317995655813351403309679812837849981943107461539632826646518431348220853729112320169760979562007121537695,9344777567133212347303404600515554181290538198266373782579552588744285361456838314394111373604427878348974062507661801832318138479884603151641920458840986901911898348585723922370766811044545666226177784787735812602490039256302461440105445583028387586883074632934997919472
748,10443645137342325496577566523037719122375987957991977040669607009819948615701198026399115284689529832772372958282945067839159511074654067880492091239162192916543207605775464772447168108460924412214005142985272137590133670081093962927232339409236965220681964810757110790721155499949880482169100043060670469105993872150014553062236647365691768396848898543896974286614397182,21578386526356348752449455790977527116270697296946154944993785248143644704936387786587721533543690386908401469194558806846235265424614906861938009380468765779145335752602152070511648498970296208243863523916049121741365860797978920975097312746895238415066628971371923747700
749,32677573163944966565871185239712915795162700143798482231001849605354554121097329871496063432058770128194430584044997145421584416482816176414078752504865383593229864609106510829557739103262720073513685794895259157018518291662296195737142717614157986347664110046804109817915586455933557899321201511046099633729384519731810039901176738127624469875743000464135780059950839063,49827485109812199627420832439537725496838731287146033249610173074365886506373604561254198531853520489758012723402328899889730556615507020600636446619050432025530596469470154013674538818981888300317499284842515834632241109183503623765235444189075071405681107771428470791670
750,102246272622464225606030535492919983278744076360004783622410329998301787996672893192958553740716959627451705047721893427206169727537555163999937855258808337016690603579988180437786588105491053494960114280955542399260508372502041175903207302724763012281391936004732697789528169437503843342808756070159996937998674649791194482341527254620050722222795539914595146501033979338,115058568875667914434590538142986925282569482152257609246435261988619920152138637017827247995223485903162936921823284486623347117724121244486959148160618597835054545685929918098389939008897012878961456950404223455609853316305428892386322516182976912367387600322776716145724
751,319922786577128811909657802071284174481471876660823556154955138764918978833443166892155072990153935190303798690115636821388218799938145939829045615847308774732283583297525297410592457149999731613146478686001530139224199181243613790235120001083932318329951075488592673112480412734047203562625234009848505516146343987088733579209538621065297081793344893364197578932904337115,265686181884179650653902242619250571343297142743447292130494756972857645415867444279546714038656641289033090877574757076533438631461249354388698998377775094017742662445393072013098077551747051028674981040501556611314974954212058148128112958714351036280157980294716736210735
752,1001020249894057911870206337956830322753830363223854255643733375290471733891952070161713767092724078300019000956300777346026560955248741206298039125214674970250692982929542295001770667039574702116898300041877259834666294516894699865469312601590029304879078184598303348088585906603817598817661991359211743295111724193869456757618779128767664612196635281219324111952366214453,613506216303384570708641002194361116472409502458179078496138936394737172989649436449518472303869944565154396911564126577823220097085309886359357178543666176394776862948976999750165264518552026556319179367102802713657393101495981344130275151785655710253627117772132422832165
753,3132135573770342405341379768744579968507178162602773401415413997526706810379858551602319418057659428796884280153699434232212692515511300371846617127418248139439691553402634146829932880061008226182114766486881411176263547244867898638266535036745508361817687894767955493585479189457694521504800755723945557281170864682100287581756056680213639382853252931032563306585021484537,1416670881314311680728640715638525821099674253976116534185573207672868704308962692895691899584562770431152724065073236255882374058716270789808465817106666344601072767299269834795794833451740369094208055331150471099059793627468826704952064336277472362006148480978855453911446
754,9800274523433400652156059680208010603284581992841180549181235947569433339008102795853709415253096027287911448815509433715289484365364122112299552526078745030631493118954730779839935087072813574347927702413417047039517688248724461637672264767345562989924537235471545069307993410475974940293223579105181318141929361147342066238319558285349825088639607075541556045732426324611,3271289406090401927176559183796980751178628560764442517456761179716347827626181456564364059342192138445283911504665523952297441284247844659341222241711335419061195585065085931060702603591538532481083664421958610363305637414329159022534763475421063814189339508591029372884228
755,30664503011612007658066304168994120223573823385556405987765450072098295158508551683687155610622784739269240583726989915894564444183462451797582029614913685921782541022212129392435646854714351959609793785274481894307963935028431630121272331333533618585602444036341955624594586750165216366355410068887015448049625755999877437464441008696316323121806414461440661241951864914117,7553860617556540249536908170827107555497833526371342089828638331486112504217816970028130935824505863643613950374857934786849022828466540559148422596728434415302654293161271095873054844508514208218430440414611273184002021925134130032911891614488493993860291307577779603717043
756,95947490317825883885390633630813671461752715767731015983361147979526952273814107842406779154444975027304749975384997048793677421239003719368175929356485323750900362025493851486267702998997829413660284348222066674255426788158035068028399005746543301217376905562977610082047231451438478482507222070405700364892834900269271188204825825921917713762850006691560760631730160951973,17442911080639131583320087106437975202567293894327069814280474996863842740172396588635017349716478758625925724740050187654826757702238234132367339109904815794654403411790185451417273857626222834489451294903760690003158321450040918860083168433701662366806327524348154011540471
757,300214254077530671710991078447526568890213074075709938553035567465462757735151622819298240498152356774935709696461530956169307129074839445742604160502572460879263135667077329787748931814445430320715323684062276736164964491161912946708020473282640405293122653482037033048077759620928851299290804821154183255917526930205203987471288874625439845946673787856066070970392466959127,40278099156335944052224326812569414904614853224967361115499356126528231630023242253690605317031896444428251134965743409458259517303314731995425524901434946167169228980481776700712839019185752230509084683564039136557370675903502864680901803761087932307675193662496472170379188
758,939353369773167870434150201269968709446466214658493243859506868379622403422915450376345111427747329454023800744615117071684031099126368521370918155621521632812683969726737127033173366691201056902770007457477676361197060956536658674837728072711616314205507132033136584220305784357225750347456816488493113301189622183470078230427730222398409275113503313086899197620561761025948,93007713227887768433920841545746657435625969074125419325816588663844424465320481711570307686750592915378953146736496104923497674076770768411195392801706818122894875322076524845314009916936793768456263458934590313321182636798025867619170030837985111597942304309882175191869928
759,2939183404250782128999700844391398706464150781729203337588195348181979242322457027648476467913123195541828128657188779189497705886766702234653736932500709645602289173506365964246462727731482130277217831772494511171282795046176521478005939581469692195295774712431829999593577239937420961027532929318171828449085388291203744609793451271981556636106948778186422272070029219588596,214767700091930809136771445065890854724855449130276132204567827635593316473976116083343159088873699178310876747312944737348327189441755839411417258747210854866994494545701089700433513451656909387725586302713547544322140235763928843357201876606718016053612346858447271315746249
760,9196538131235199473608029221991589815802690497516316994237421555285223619663627806987287288945059477867689413696635288590822150415975894895618821725557271006528314701734702135937523268828608393456047782680703680981081185453553327676823295541825614936502713848444247837431601953056297536185184472325630494709278135154363528681524944136110717668444403151731770250253509509798061,495928384883106672554009240119218254924791212101930570641423014666358380909209168397207756442533815858530843648185401690048022891669812065820658586287832600400703923640795414408527220139626545934999881490463666446572927339471389623785160736299101805957011336206719122813192291
761,28775446090551839337483326321261886014188762189690930821482402716637627327226649669879837005643967041158668955984214797347915013036503825188723289210433427734307106727863165907174306254256374515117256567465084533420145816325226152438492081930742588672158982363757429368272833736299224591601491056849401898013820352403900913564416544086173520552772497665696990660387943415582292,1145167373061641129536441620850287023434505150258953749265954605986648549542734056577534996599280996626476761936756451098027808615872695731487731873996037777608240679513243699986663417766616050841602980075098692782781885400981024221185779489809354458328728368646132409179666317
762,90036738378536120141323049591934256528306465631928171689999754928699898603800315981107764119189221064482091505631404354111682320469585304351493418949076166994394828852957307061015702126893383081113014850351679461942944893613723874445051370580639387343604031245055283848010948007634040554517876348781943659662686896925406835967292544338225544078231575579359460895513721728986487,2644350176959535883151744550485958895181405123966936432152755480130049791515269307460155672772202469843418823695524814348885509649223927347110024767302152702368988255346519693114282659967905759446605084891388620883302366847894103403593209780903749743259560657455606506661123711
763,281719846578041181470341419446325720167528771984328999382264163461141675891104752584111641721646074301815802942882284070852315593383960112524429891644992531565333852957447426319344979099880526918471232770713842679545058076261259654184834303938012163317691480983264938326913620916215586004687270579569154004531801534825102751953742769400656082441437125742274544342319213844471035,6106171047897587507819127082433413153718710054425956338844568019061903082759312756645978219179612231177627912636993881053611772809906884230439606923270452389330507155869938643126600083329714010262795072396036400925108768086026703541789032238680573833924834340710572164401230067
764,881485417899979800824034458829019437560726893206353176529708523164562784168602670610355480816321014273226328835000823873775497193724662147448318301034765259999523560651568449110894615472613113644681494229637356634371508101758170253982203389716495787374836813601142677234505643627609017717604552839196553338276314794444990356774039500905278320533537009005975101568508747023568242,14099995224177628184417539976899851579286389512249317098666130812370668817881670225929775907072582361700966806724537663899458788279873924218687594249667247720074903250372361706362867105599546118282374843847284602466283605892228122936306722938807106686199521875599185176941634795
765,2758117865704059486550459583036989192676406509999026331373837095269044970644550665973495087425973026700820433933282709660332978970677597452218372941049706283923773507601670301753929975068724980392757823393676953443867039379775770125050455780260868823944199006359755310299521928963376339846970325204640814031146531541113177137466745513348713716742752646487866635895914370739292186,32558843137924222057950888539078924490344348961238535113718968614607903147799542187895351504214889645154276205687624399075173445847389771355373006164015916451410984544291059128200788969250810702916924811437266314566697695486371268845715879785729841483554326629036981156611736732
766,8629994333019233306621570193392785971542769230727365312746847763520341126075102406597490334168073071196247794930406428554960351991233496897304252731081049780538303383145837452636027466390076202919098862370386684531008495866266576759809085713469700173775542084428308613392538581994737061353623772824762460290002513777734323342962180596009597964989245269936546205331911345140818540,75182881243974569171269959817238734927492785906157615134514863331913328283808721330446095297271125261724767290902073414479090229448708386795456554278841476270586668601969595838205327137540674775550008672036178986884140862800456951824864388971264982710575033172675035685750386564
767,27002762686116218717530217090121456945176094010929631759827003673566119284194244894164927276201484917368955578228683239510986016857456248472948009495339442081895607236156888632395728698717735546357246062464513035831563945240065681793417258213807369064734778222437037013994777110752042458645701053850649211671176889939166768118253135754034334101070434309521252569314970240004130770,173607692638245072503881888613122984437215211241846612916066552598144685533781119968955403466085202539048137254460623253211729329314676021174118107181127182843792699682227549112948841021349775923926094379992007851283991782707062362274349679133778061290150963503972190878706326585
768,84490112570863650328740782980306398964389760393859706464011235619510602427590631764644704620553796833161442591906906010068730651653666249763129616053055609699289376685342734381740901454155993044040146035749022560624494967763204952504601367830816100350508468015131562932112819531250554763691358156580083316730592137436814996238669767726175520654325075179868235259777524821105621667,400884223170030112405942901230117507024280679059678823336312304483058756294790071426822364319465168658368887046797446245486415721613719982249718584123255377672153057183733419279307738404944309570553018810332758020537430349964545688437351243922474243720278798291853997036961684345
