n,decimal_digits_Dn,log_Dn,root_Dn,root_norm,normalized_norm,linear_log_remainder
117,12804,29480.287279095120667148509738861024802446705845369,8.6156036274429557877406679288274099812981464683745,8.4760603012291725650824845854954870708020417200029,0.63299652835595945143397690426611446362455713221802,-0.45733111838387585186747253093892541558726848373157
118,13023,29984.681172731345766917298234380551533667550200491,8.6145541420589278878040750039291606973533825946303,8.4762002119635630356586592757792281240199966749345,0.63298833449265601430145144216487631684121370361928,-0.45733088251561698876572400044908594910011308419951
119,13244,30493.35345142897948823123315502695509751829379681,8.6135224103625206564355702831664832804812417967113,8.4763377034234750220361265052309841193257817329093,0.6329788951194736056554421497017948172227927914962,-0.457330775926723328565227722464359747344036270304
120,13466,31006.304113558868479537507992751214563006735917881,8.6125079846680496646548768819775441700316392665846,8.4764728479943660706802395786028591753311602168888,0.63296842468358438055314098106873631717848818506168,-0.45733080896148867080017329108062673696910038111153
121,13691,31523.533157842467003307257032581495752272815613141,8.6115104324223929635790442093602102872391906125931,8.4766057160882785933936916563257397394751388595579,0.63295714515571480859345067894417909899185986142443,-0.4573309887246631024255969825956654162060287867792
122,13917,32045.040583358915438095861818104230430122891958039,8.6105293355752136483676152054987058652574668882247,8.4767363760571516761205068206326395996310513477992,0.6329452829748249288442375091639011752258714705023,-0.45733131915620067406811373180350791722535699276644
123,14146,32570.826389547333629877051534103148713186720612591,8.609564289977648627299713990225242818408011310976,8.4768648941115887236642655879413482683792464687126,0.63293306601654777682648563435930472962884799576564,-0.45733180114126451260755716507156458071730565422082
124,14376,33100.890576204420375163051052958210221491644150791,8.6086149048080358105832820114370360288553523219908,8.4769913342466655134881210239160558974788630581866,0.63292072062052213356716355495316261880926336532855,-0.45733243265276288164944621439870425736929061501725
125,14608,33635.233143477502952663774220766994932495260752482,8.6076808020233607731294446248804542266302275812311,8.4771157581761700444753605205514500038246074451424,0.63290846870996965190247531991836650988289714600223,-0.45733320892344312278241141621886913520468556522083
126,14842,34173.854091853230253644821183355809124865515507179,8.6067616158352021305245648558418357847882470783722,8.4772382252764764122954776760891805668300862331292,0.63289652503490363851521768561649424007947414372988,-0.45733412264436526075348948256550878349733717560283
127,15078,34716.753422142149433999643084605357322926840640059,8.6058569922090433261220258177341324051846891938019,8.4773587925410705038351497658498139237292410618982,0.63288509456823334850774382660310345189212531967829,-0.45733516418641211773618055143638738621729272838447
128,15315,35263.931135459448881920831635182194791323481929067,8.6049665883858981099891597804191334260410906527645,8.4774775145465658170785699769746077635121329242664,0.63287437008175887025496624084350389317604197186188,-0.45733632184136680037402720350238008783699214722435
129,15555,35815.38723320218943112366193504517135435746284225,8.6040900724252684719992048020858073014151229501396,8.4775944434308730800178339301840230251330331020978,0.63286452992664522963017624438918522072006861734266,-0.45733758207900018314578473559732280619579434959227
130,15796,36371.121717023380919493895780302915123013671494192,8.603227122768517874117371804100510381628547334726,8.4777096288840172379075826766191690965687248229998,0.63285573604042282696558263442771384488450267527984,-0.45733892981655938923481061888494661025442685138382
