base_q,length_k,T_q_k
28,99,4158231478325949150333857340199
28,100,8267440869636419144692816879208
29,1,28
29,2,55
29,3,108
29,4,213
29,5,420
29,6,830
29,7,1640
29,8,3245
29,9,6420
29,10,12714
29,11,25176
29,12,49890
29,13,98856
29,14,195996
29,15,388560
29,16,770685
29,17,1528500
29,18,3032690
29,19,6016760
29,20,11941142
29,21,23697528
29,22,47042340
29,23,93379248
29,24,185406418
29,25,368108680
29,26,731017060
29,27,1451633520
29,28,2883208740
29,29,5726300880
29,30,11375043001
29,31,22594968484
29,32,44889396805
29,33,89177713284
29,34,177188624019
29,35,352043642940
29,36,699549725370
29,37,1390024329720
29,38,2762376101355
29,39,5489407086540
29,40,10909891566678
29,41,21681937920552
29,42,43094752149670
29,43,85651256916472
29,44,170250502671652
29,45,338396983020720
29,46,672677511610455
29,47,1337122114358940
29,48,2658122103982970
29,49,5283999958496120
29,50,10504804886051534
29,51,20883219710221656
29,52,41518540557698100
29,53,82541283389905776
29,54,164109440073876266
29,55,326272626735881960
29,56,648722798084116100
29,57,1289800685392936560
29,58,2564577880476838500
29,59,5099108780335607760
29,60,10139138463977977527
29,61,20160118734569479068
29,62,40087796634964217295
29,63,79710711601578952908
29,64,158506490502861892053
29,65,315183115605131756580
29,66,626763365949333999230
29,67,1246321001376808970600
29,68,2478448998497086415645
29,69,4928511988481109780180
29,70,9801092722657538692506
29,71,19490322936705715649304
29,72,38760162296171011205170
29,73,77079357437861182223464
29,74,153289298271031624838524
29,75,304839763332681770460240
29,76,606250277425189667592405
29,77,1205642056370031588528660
29,78,2397754670792669281815370
29,79,4768450457690550773146840
29,80,9483510724743908469747118
29,81,18860241068213430786401112
29,82,37509747671539362208237140
29,83,74598026413303725687344112
29,84,148364107888613248629586842
29,85,295064325901238091768970920
29,86,586843680881749615106614260
29,87,1167117419922046093350573360
29,88,2321261852983785555251259540
29,89,4616577732246957847602744720
29,90,9181914886778849895727423129
29,91,18261348618127568192498713636
29,92,36320279664186852502479103885
29,93,72235724184237137239921560996
29,94,143671729095211453717715266611
29,95,285744019643897265911174822460
29,96,568328109156803892139865806490
29,97,1130336358051626504914763936120
29,98,2248185554106684725107520175035
29,99,4471396784220232880771024955660
29,100,8893442962784888257357370432262
30,1,29
30,2,57
30,3,112
30,4,221
30,5,436
30,6,862
30,7,1704
30,8,3373
30,9,6676
30,10,13226
30,11,26200
30,12,51938
30,13,102952
30,14,204188
30,15,404944
30,16,803453
30,17,1594036
30,18,3163762
30,19,6278904
30,20,12465430
30,21,24746104
30,22,49139492
30,23,97573552
30,24,193795026
30,25,384885896
30,26,764571492
30,27,1518742384
30,28,3017426468
30,29,5994736336
30,30,11911913912
30,31,23668710305
30,32,47036880417
30,33,93472680477
30,34,185778557910
30,35,369223510195
30,36,733909453930
30,37,1458743780330
30,38,2899814944300
30,39,5764284707051
30,40,11459646314194
30,41,22781446848966
30,42,45293766259508
30,43,90049280741030
30,44,179046524193108
30,45,355988994802116
30,46,707861364999672
30,47,1407489613729239
30,48,2798856054531918
30,49,5565466559836370
30,50,11067731925365132
30,51,22009066022004382
30,52,43770198332958452
30,53,87044554356721860
30,54,173115791448125784
30,55,344285082200344906
30,56,684746696559792492
30,57,1361847150814864244
30,58,2708665564972037368
30,59,5387277161966831876
30,60,10715448630195829400
30,61,21312703218814639896
30,62,42392833340977334287
30,63,84320604723902217169
30,64,167725630167738758377
30,65,333620504091647289192
30,66,663635029760511169569
30,67,1320059995986134039208
30,68,2625912201032903680130
30,69,5223417613334470299824
30,70,10390834593248415493109
30,71,20669708277442128046392
30,72,41118611022269747190430
30,73,81795794246215808100496
30,74,162720692694169974809146
30,75,323700418046851414806288
30,76,643964852215048936544676
30,77,1281061411623673465632352
30,78,2548562971497270420928389
30,79,5070022494916270386014288
30,80,10086518519047591723372046
30,81,20066055481365327073390640
30,82,39920769976312006213130326
30,83,79419169398450321473972816
30,84,158003711607134881888317580
30,85,314339519209815595611993440
30,86,625382274840556153768316650
30,87,1244176845564783490187882960
30,88,2475329136375525404450751004
30,89,4924634145025133546475600224
30,90,9797803334713789487519111524
30,91,19492783430100310599283147232
30,92,38782177499370799875458402536
30,93,77158029778620572325821141313
30,94,153512149445513759095283847053
30,95,305418398914946500898911739733
30,96,607658866650207394168370005966
30,97,1208969971417708941259581225503
30,98,2405375746960141180252808243374
30,99,4785657155123771092481137990526
30,100,9521635184849650089376180594236
31,1,30
31,2,59
31,3,116
31,4,229
31,5,452
31,6,894
31,7,1768
31,8,3501
31,9,6932
31,10,13738
31,11,27224
31,12,53986
31,13,107048
31,14,212380
31,15,421328
31,16,836221
31,17,1659572
31,18,3294834
31,19,6541048
31,20,12989718
31,21,25794680
31,22,51236644
31,23,101767856
31,24,202183634
31,25,401663112
31,26,798125924
31,27,1585851248
31,28,3151644196
31,29,6263171792
31,30,12448784824
31,31,24742452128
31,32,49184364062
31,33,97767647736
31,34,194368492396
31,35,386403378640
31,36,768269190260
31,37,1527463246480
31,38,3037253869496
31,39,6039162492064
31,40,12009401811108
31,41,23880957276176
31,42,47492786465800
31,43,94447316758496
31,44,187842591094184
31,45,373581097342752
31,46,743045532846384
31,47,1477857742014528
31,48,2939592059536500
31,49,5846937270087888
31,50,11630671742390600
31,51,23134937889210848
31,52,46021932331971864
31,53,91547977771044064
31,54,182122581552116752
31,55,362298415124290752
31,56,720773043331508584
31,57,1433898512828871328
31,58,2852766547989534416
31,59,5675472140642652352
31,60,11291829336401523792
31,61,22465428783035485760
31,62,44698236442193260896
31,63,88931230636631100544
31,64,176946637729727985400
31,65,352061628372387539424
31,66,700516058470816251312
31,67,1393817720393714847552
31,68,2773421656312623443792
31,69,5518415743675634384960
31,70,10980801832601236373984
31,71,21849544355702407956096
31,72,43478144490321420440656
31,73,86514400538476049938240
31,74,172157250340152859486624
31,75,342571399206707238193536
31,76,681703754847149240134432
31,77,1356529422561768007763584
31,78,2699484838992521342154688
31,79,5371821665723013337564416
31,80,10690051965352151699269072
31,81,21272921198516553446818624
31,82,42334206307736898252728096
31,83,84245140436881379223637888
31,84,167654321807224187457389408
31,85,333636725481371232935006080
31,86,663970717766551190373414464
31,87,1321335969140719829753633536
31,88,2629620797411592951257879072
31,89,5233139313083492486016982144
31,90,10414695964525420576085960768
31,91,20726226605767712360275914496
31,92,41248545563285817298417334336
31,93,82089275830072419752565679360
31,94,163372370956045878882575269760
31,95,325132380503893836520038361600
31,96,647076929247965288167887286752
31,97,1287778194976285806591395700608
31,98,2562949213102579453205131054784
31,99,5100684072505174586454941416704
31,100,10151503190136623454848975362880
32,1,31
32,2,61
32,3,120
32,4,237
32,5,468
32,6,926
32,7,1832
32,8,3629
32,9,7188
32,10,14250
32,11,28248
32,12,56034
32,13,111144
32,14,220572
32,15,437712
32,16,868989
32,17,1725108
32,18,3425906
32,19,6803192
32,20,13514006
32,21,26843256
32,22,53333796
32,23,105962160
32,24,210572242
32,25,418440328
32,26,831680356
32,27,1652960112
32,28,3285861924
32,29,6531607248
32,30,12985655736
32,31,25816193952
32,32,51331847709
32,33,102062615029
32,34,202958426950
32,35,403583247715
32,36,802628927850
32,37,1596182721066
32,38,3174692811564
32,39,6314040368467
32,40,12559157490802
32,41,24980468554054
32,42,49691808373428
32,43,98845359835014
32,44,196638672113364
32,45,391173253408068
32,46,778229807742456
32,47,1548226247648811
32,48,3080328819239070
32,49,6128410485773106
32,50,12193616570283468
32,51,24260825576441534
32,52,48273697971033716
32,53,96051496908218948
32,54,191129563101813080
32,55,380312306431543898
32,56,756800506869839276
32,57,1505953030424440692
32,58,2996873842170156024
32,59,5963684465217122628
32,60,11868244734404517784
32,61,23618247400006251544
32,62,47003825648909027344
32,63,93542345076297063495
32,64,186168622345591371513
32,65,370505268596177094792
32,66,737402119067219941313
32,67,1467588181064109686120
32,68,2920956584117971222274
32,69,5813477358175097332656
32,70,11570896040270654170149
32,71,23029692483017707697496
32,72,45838302056483121360670
32,73,91234521376104816164752
32,74,181596837076872638757754
32,75,361449647124643800148624
32,76,719457190995409253433508
32,77,1432031934803439466823776
32,78,2850475709094907677310237
32,79,5673783074802462438874144
32,80,11293909888201946872745998
32,81,22480543116795087883888176
32,82,44749155041414817602072982
32,83,89074607651871528450877392
32,84,177311924360418255722447244
32,85,352949975099174079409816416
32,86,702591247384933130845972746
32,87,1398568204537035771003512208
32,88,2784058682087597803551869724
32,89,5541975530139133579007156064
32,90,11032250692325590224976122852
32,91,21961159857868738408925301984
32,92,43717893780025532788889325288
32,93,87027191747319048699127997760
32,94,173245932197877100268980963125
32,95,344876063837965180470020724729
32,96,686554395334048407370224700814
32,97,1366718047800645541019578504847
32,98,2720785937764206152716984384046
32,99,5416291707193640926626279187582
32,100,10782532629960059826510666072124
33,1,32
33,2,63
33,3,124
33,4,245
33,5,484
33,6,958
33,7,1896
33,8,3757
33,9,7444
33,10,14762
33,11,29272
33,12,58082
33,13,115240
33,14,228764
33,15,454096
33,16,901757
33,17,1790644
33,18,3556978
33,19,7065336
33,20,14038294
33,21,27891832
33,22,55430948
33,23,110156464
33,24,218960850
33,25,435217544
33,26,865234788
33,27,1720068976
33,28,3420079652
33,29,6800042704
33,30,13522526648
33,31,26889935776
33,32,53479331357
33,33,106357582324
33,34,211548361539
33,35,420763116860
33,36,836988666106
33,37,1664902196984
33,38,3312131762771
33,39,6588918263148
33,40,13108913271766
33,41,26079980034472
33,42,51890831243654
33,43,103243404836728
33,44,205434761277604
33,45,408765425763504
33,46,813414145530027
33,47,1618594879066092
33,48,3221066029919706
33,49,6409884603414456
33,50,12756564440488686
33,51,25386719348296920
33,52,50525483109195188
33,53,100555055043593072
33,54,200136664305075258
33,55,398326437045928744
33,56,792828677693692548
33,57,1578008962591055216
33,58,3140985183727129252
33,59,6251904884544296144
33,60,12444682645169589176
33,61,24771111042501172128
33,62,49309536987359063687
33,63,98153703779431566236
33,64,195391255007391699925
33,65,388950204911840534756
33,66,774291551027309700478
33,67,1541365384461876662888
33,68,3068508743337714463053
33,69,6108573435503351200660
33,70,12161076928233134104474
33,71,24210013970919131615256
33,72,48198889426060231233394
33,73,95955501820564398472552
33,74,191038527348826546095740
33,75,380332102113048590492752
33,76,757220800604983194242669
33,77,1507554793967738414999668
33,78,3001515250679136438315466
33,79,5975841826845592093263192
33,80,11897998360176230366177774
33,81,23688626133322553091658328
33,82,47165185924982982500052820
33,83,93906239166641717633577968
33,84,186974563778157505874501050
33,85,372273298446063152963692328
33,86,741235039855469248305600244
33,87,1475846965637624381367631664
33,88,2938603238108887569349957396
33,89,5851025089885052751929302928
33,90,11650291314628090663799020696
33,91,23197064898972151647478871072
33,92,46189441633453397293077810901
33,93,91969506937924982582395759316
33,94,183129394022098801238585630979
33,95,364639548336695274624759486652
33,96,726076185565337109154928688986
33,97,1445746548914567338120676809336
33,98,2878820106341496571146756634099
33,99,5732294229707716932104319299052
33,100,11414437479568328447806552062726
34,1,33
34,2,65
34,3,128
34,4,253
34,5,500
34,6,990
34,7,1960
34,8,3885
34,9,7700
34,10,15274
34,11,30296
34,12,60130
34,13,119336
34,14,236956
34,15,470480
34,16,934525
34,17,1856180
34,18,3688050
34,19,7327480
34,20,14562582
34,21,28940408
34,22,57528100
34,23,114350768
34,24,227349458
34,25,451994760
34,26,898789220
34,27,1787177840
34,28,3554297380
34,29,7068478160
34,30,14059397560
34,31,27963677600
34,32,55626815005
34,33,110652549620
34,34,220138296130
34,35,437942986041
34,36,871348404434
34,37,1733621673605
34,38,3449570715384
34,39,6863796167709
34,40,13658669072490
34,41,27179491626820
34,42,54089854337740
34,43,107641450924450
34,44,214230852613860
34,45,426357607485759
34,46,848598502051236
34,47,1688963584112445
34,48,3361803387858486
34,49,6691359257934456
34,50,13319513384451204
34,51,26512616799227706
34,52,52777275605507460
34,53,105058637109680366
34,54,209143813369763776
34,55,416340716562528870
34,56,828857146321976380
34,57,1650065786552459080
34,58,3285098308873681160
34,59,6540130470734897260
34,60,13021130889661515768
34,61,25924003763980442687
34,62,51615306483777799980
34,63,102765222001565931697
34,64,204614206707191753777
34,65,407395996648140738556
34,66,811182693828672987314
34,67,1615147083011225065300
34,68,3216069892860620555054
34,69,6403692708966368194324
34,70,12751304208465140287843
34,71,25390453213180941917832
34,72,50559712304358113821150
34,73,100677071254889542841432
34,74,200481395600511576532207
34,75,399217463804686020922420
34,76,794990223621022399243720
34,77,1583091823310296424166220
34,78,3152583132619883105246175
34,79,6277968889740435114033840
34,80,12502223453853937992616734
34,81,24897035098612279071708616
34,82,49581868706075640554474600
34,83,98739411369391792183310536
34,84,196640284571856241284759236
34,85,391603841298805667062993288
34,86,779893271337709572613999862
34,87,1553159286262680682937388400
34,88,3093214913179089167536289372
34,89,6160229495132608976393458672
34,90,12268641627933668796877724297
34,91,24433679500304599976000995348
34,92,48662408607337771094910359260
34,93,96915052844943301086582389733
34,94,193019317279133390606282052803
34,95,384417655234233289295282609567
34,96,765627220594154659653342645958
34,97,1524840864669793326249622459040
34,98,3036985904200780354108404605948
34,99,6048591444643432035960538679823
34,100,12046931714015663513772603030792
35,1,34
35,2,67
35,3,132
35,4,261
35,5,516
35,6,1022
35,7,2024
35,8,4013
35,9,7956
35,10,15786
35,11,31320
35,12,62178
35,13,123432
35,14,245148
35,15,486864
35,16,967293
35,17,1921716
35,18,3819122
35,19,7589624
35,20,15086870
35,21,29988984
35,22,59625252
35,23,118545072
35,24,235738066
35,25,468771976
35,26,932343652
35,27,1854286704
35,28,3688515108
35,29,7336913616
35,30,14596268472
35,31,29037419424
35,32,57774298653
35,33,114947516916
35,34,228728230722
35,35,455122855224
35,36,905708142799
35,37,1802341150300
35,38,3587009668738
35,39,7138674073752
35,40,14208424883874
35,41,28279003240488
35,42,56288877555236
35,43,112039497258992
35,44,223026945171875
35,45,443949791651532
35,46,883782869310018
35,47,1759332310633944
35,48,3502540831697850
35,49,6972834084255624
35,50,13882462965176772
35,51,27638515523684592
35,52,55029072533433282
35,53,109562228038994760
35,54,218150991683101724
35,55,434355054576427856
35,56,864885799459526972
35,57,1722122979532396464
35,58,3429212553507309048
35,59,6828358295899650336
35,60,13597585700375714935
35,61,27076909617904258396
35,62,53921113367462129098
35,63,107376814998231482808
35,64,213837365781691629165
35,65,425842203133840585428
35,66,848074960417931630562
35,67,1688931029136364180536
35,68,3363637007103894308010
35,69,6698823911870120509896
35,70,13341562562764470658716
35,71,26570954603577400595280
35,72,52920694369106148384397
35,73,105398959062114991156468
35,74,209925067020195100960810
35,75,418104431832320439217368
35,76,832763643354006489711126
35,77,1658636846086744201975032
35,78,3303670653930497680841108
35,79,6580135231375013915464304
35,80,13106543947169384483750618
35,81,26105634863177482273145256
35,82,51999010025257596175197156
35,83,103573500648320455608207600
35,84,206308188006859990159649316
35,85,410938749434158138205766864
35,86,818561799492234512633781336
35,87,1630492200232305497712057888
35,88,3247874762405399394886260693
35,89,6469530248692375588696811220
35,90,12887215606963997530042775690
35,91,25670741433086487765383857880
35,92,51136406660931377895613202807
35,93,101862660911379560520917379708
35,94,202913962352474666901213140442
35,95,404205205764380425521183042936
35,96,805199746118281816437700899034
35,97,1603978161415605563666071424392
35,98,3195248950560597729396481428004
35,99,6365083156579968662921640014448
35,100,12679863653388460216490756683443
36,1,35
36,2,69
36,3,136
36,4,269
36,5,532
36,6,1054
36,7,2088
36,8,4141
36,9,8212
36,10,16298
36,11,32344
36,12,64226
36,13,127528
36,14,253340
36,15,503248
36,16,1000061
36,17,1987252
36,18,3950194
36,19,7851768
36,20,15611158
36,21,31037560
36,22,61722404
36,23,122739376
36,24,244126674
36,25,485549192
36,26,965898084
36,27,1921395568
36,28,3822732836
36,29,7605349072
36,30,15133139384
36,31,30111161248
36,32,59921782301
36,33,119242484212
36,34,237318165314
36,35,472302724408
36,36,940067881166
36,37,1871060627033
36,38,3724448622168
36,39,7413551980575
36,40,14758180696818
36,41,29378514865636
36,42,58487900795692
36,43,116437543729285
36,44,231823038001392
36,45,461541977188059
36,46,918967239310308
36,47,1829701049426955
36,48,3643278300080238
36,49,7254309010461192
36,50,14445412745671140
36,51,28764415000679628
36,52,57280870966435404
36,53,114065824286245414
36,54,227158180632312192
36,55,452369428197378322
36,56,900914523811180524
36,57,1794180400204620488
36,58,3573327253525510216
36,59,7116587520423248387
36,60,14174043309807604052
36,61,28229823780109316955
36,62,56226936867708943916
36,63,111988455850596992735
36,64,223060620567591422185
36,65,444288677986799024876
36,66,884967763741707458962
36,67,1762716444830289531080
36,68,3511207060484740531582
36,69,6993962992706433887108
36,70,13931836672928923152868
36,71,27751497426063624856164
36,72,55281759298033714114446
36,73,110121061047473371224072
36,74,219369166796144488891995
36,75,436992489873667099457456
36,76,870539243114415064004136
36,77,1734187338054800772454460
36,78,3454769113624329840499997
36,79,6882328661795617453202848
36,80,13710918618056880426541646
36,81,27314367217069712882446952
36,82,54416416523093606314309624
36,83,108408231880574142302017808
36,84,215977375348513781825090980
36,85,430276734735940707187720808
36,86,857236481979619605547811539
36,87,1707839728833560944712606612
36,88,3402563840894970437543123964
36,89,6778899822475163140576566688
36,90,13505927226440363756704686845
36,91,26908124885347785862280114185
36,92,53611047753483765111682101760
36,93,106811760077703743812930134873
36,94,212811589625591442412145125109
36,95,423999624390979802590665496577
36,96,844786007835310579737479349118
36,97,1683146892020278710059138274896
36,98,3353574864638114231080564574588
36,99,6681717881017677716369592281448
36,100,13313081617763429697054117060204
37,1,36
37,2,71
37,3,140
37,4,277
37,5,548
37,6,1086
37,7,2152
37,8,4269
37,9,8468
37,10,16810
37,11,33368
37,12,66274
37,13,131624
37,14,261532
37,15,519632
37,16,1032829
37,17,2052788
37,18,4081266
37,19,8113912
37,20,16135446
37,21,32086136
37,22,63819556
37,23,126933680
37,24,252515282
37,25,502326408
37,26,999452516
37,27,1988504432
37,28,3956950564
37,29,7873784528
37,30,15670010296
37,31,31184903072
37,32,62069265949
37,33,123537451508
37,34,245908099906
37,35,489482593592
37,36,974427619534
37,37,1939780103768
37,38,3861887575637
37,39,7688429887476
37,40,15307936510582
37,41,30478026492424
37,42,60686924048489
37,43,120835590224260
37,44,240619130979904
37,45,479134163022576
37,46,954151610844537
37,47,1900069791287844
37,48,3784015782446442
37,49,7535783964634392
37,50,15008362641940608
37,51,29890314709224864
37,52,59532670285760236
37,53,118569422306141488
37,54,236165375939924710
37,55,470383814535132888
37,56,936943291345853956
37,57,1866237907242884272
37,58,3717442233415480379
37,59,7404817304690384428
37,60,14750502661298463444
37,61,29382741426432316064
37,62,58532770836390124725
37,63,116600117639831234644
37,64,232283936346049986245
37,65,462735274824875006404
37,66,921860912846374166258
37,67,1836502552085996639416
37,68,3658779027077780155838
37,69,7289105899967134065688
37,70,14522121141115817042880
37,71,28932060964594731908768
37,72,57642879218644059618878
37,73,114843273016197310840440
37,74,228813553417807624706400
37,75,455881121606441255463840
37,76,908316315349487544094779
37,77,1809740774972185154523756
37,78,3605875022734318804289174
37,79,7184536991048534599061672
37,80,14315330478633664573244574
37,81,28523173950340519896731608
37,82,56834006436165337814079356
37,83,113243329943299271669390992
37,84,225647457215292607586419703
37,85,449616509087973343668114844
37,86,895915482426350180263248586
37,87,1785195893353507346380534968
37,88,3557273565451448506667071688
37,89,7088310688391764641146146880
37,90,14124736699671340719821019685
37,91,28145704045118304314699491220
37,92,56086148866214414287882373083
37,93,111761779284384439892731527452
37,94,222711363178850199668971353993
37,95,443798335577863039104959306164
37,96,884382212915862203827214255402
37,97,1762335509351996658889019796952
37,98,3511946542716052108682115771148
37,99,6998444133456221799172383896784
37,100,13946508919277967314680106485440
38,1,37
38,2,73
38,3,144
38,4,285
38,5,564
38,6,1118
38,7,2216
38,8,4397
38,9,8724
38,10,17322
38,11,34392
38,12,68322
38,13,135720
38,14,269724
38,15,536016
38,16,1065597
38,17,2118324
38,18,4212338
38,19,8376056
38,20,16659734
38,21,33134712
38,22,65916708
38,23,131127984
38,24,260903890
38,25,519103624
38,26,1033006948
38,27,2055613296
38,28,4091168292
38,29,8142219984
38,30,16206881208
38,31,32258644896
38,32,64216749597
38,33,127832418804
38,34,254498034498
38,35,506662462776
38,36,1008787357902
38,37,2008499580504
38,38,3999326529108
38,39,7963307794417
38,40,15857692324426
38,41,31577538120073
38,42,62885947303008
38,43,125233636732479
38,44,249415223984904
38,45,496726349020278
38,46,989335982705136
38,47,1970438534861037
38,48,3924753268237254
38,49,7817258934698292
38,50,15571312569991476
38,51,31016214551554660
38,52,61784469872654188
38,53,123073021366503352
38,54,245172573328468808
38,55,488398208448855854
38,56,972972074032464188
38,57,1938295466460630411
38,58,3861557317664415252
38,59,7693047431657645769
38,60,15326962698189573436
38,61,30535661232908438314
38,62,60838609125377551816
38,63,121211792565924288777
38,64,241507278398226174753
38,65,481181949076583274252
38,66,958754216778305446194
38,67,1910289102985110913128
38,68,3806351880957634110846
38,69,7584251287317714578488
38,70,15112410569482471601332
38,71,30112638062718853152316
38,72,60004026258440433505198
38,73,119565557652502066587244
38,74,238258085374632392781676
38,75,474770135800167075314620
38,76,946094152506463351874140
38,77,1885296192114117547842280
38,78,3756984892293403790573959
38,79,7486755421204715208263056
38,80,14919762541016975646556702
38,81,29732031509520020792181144
38,82,59251698001054457074603587
38,83,118078680577824410823737052
38,84,235318044225671452894585880
38,85,468957524232921350707584272
38,86,934596964458911495694210389
38,87,1862558089308729985923152268
38,88,3711995352878479046236746684
38,89,7397750587839954262515161877
38,90,14743604239965493861340837190
38,91,29383421705587657721025685863
38,92,58561526980342732680542552844
38,93,116712453671319037790283700326
38,94,232612447092616753536081788883
38,95,463600122031815516850980190407
38,96,923984568530552243455197019574
38,97,1841538456825263490939606356408
38,98,3670346881077087150483674408000
38,99,7315236710533068543714767132520
38,100,14580068870069105104455076922076
39,1,38
39,2,75
39,3,148
39,4,293
39,5,580
39,6,1150
39,7,2280
39,8,4525
39,9,8980
39,10,17834
39,11,35416
39,12,70370
39,13,139816
39,14,277916
39,15,552400
39,16,1098365
39,17,2183860
39,18,4343410
39,19,8638200
39,20,17184022
39,21,34183288
39,22,68013860
39,23,135322288
39,24,269292498
39,25,535880840
39,26,1066561380
39,27,2122722160
39,28,4225386020
39,29,8410655440
39,30,16743752120
39,31,33332386720
39,32,66364233245
39,33,132127386100
39,34,263087969090
39,35,523842331960
39,36,1043147096270
39,37,2077219057240
39,38,4136765482580
39,39,8238185701360
39,40,16407448138311
39,41,32677049747804
39,42,65084970558430
39,43,129631683242504
39,44,258211317004094
39,45,514318535046360
39,46,1024520354744100
39,47,2040807278790960
39,48,4065490755934950
39,49,8098733908575960
39,50,16134262516051804
39,51,32142114429903376
39,52,64036269613691220
39,53,127576620735151376
39,54,254179771934579256
39,55,506412604797711520
39,56,1009000865715536895
39,57,2010353043671301500
39,58,4005672464741706430
39,59,7981277684281619720
39,60,15903423153174836294
39,61,31688581875572866296
39,62,63144450082789425140
39,63,125823472828866235376
39,64,250730636871475878541
39,65,499628656170438572660
39,66,995647618572753012610
39,67,1984075849609257759800
39,68,3953925301715174999390
39,69,7879397808423668958360
39,70,15702703199419698954868
39,71,31293221563984119986032
39,72,62365190974134843747570
39,73,124287877640602895046152
39,74,247702712946695076818052
39,75,493659341224368727087600
39,76,983872497413323265102100
39,77,1960852624755818152058000
39,78,3908097413339595435989400
39,79,7788979154335109135725600
39,80,15524208239619692395394709
39,81,30940916341138333038676436
39,82,61669458722507864731184610
39,83,122914169525478126770032696
39,84,244988977503840634209097766
39,85,488299231913450029756260280
39,86,973280159967403561089551620
39,87,1939923712215814125333165360
39,88,3866725527770190606336085855
39,89,7707207262217505924011681980
39,90,15362512427203870402568553950
39,91,30621220659945457914227487880
39,92,61037100254546682522897332390
39,93,121663518378404898434679378040
39,94,242514459993310485913384053620
39,95,483403766459622349914818702320
39,96,963591310923267569422113147590
39,97,1920750177854580878029177781080
39,98,3828767780075997122294349116860
39,99,7632070408885664977060685343120
39,100,15213724517838369451088478944932
40,1,39
40,2,77
40,3,152
40,4,301
40,5,596
40,6,1182
40,7,2344
40,8,4653
40,9,9236
40,10,18346
40,11,36440
40,12,72418
40,13,143912
40,14,286108
40,15,568784
40,16,1131133
40,17,2249396
40,18,4474482
40,19,8900344
40,20,17708310
40,21,35231864
40,22,70111012
40,23,139516592
40,24,277681106
40,25,552658056
40,26,1100115812
40,27,2189831024
40,28,4359603748
40,29,8679090896
40,30,17280623032
40,31,34406128544
40,32,68511716893
40,33,136422353396
40,34,271677903682
40,35,541022201144
40,36,1077506834638
40,37,2145938533976
40,38,4274204436052
40,39,8513063608304
40,40,16957203952198
40,41,33776561375577
40,42,67283993813936
40,43,134029729753475
40,44,267007410025176
40,45,531910721087622
40,46,1059704726813424
40,47,2111176022915463
40,48,4206228244021806
40,49,8380208884572388
40,50,16697212466349652
40,51,33268014328610612
40,52,66288069395445292
40,53,132080220280899960
40,54,263186970894890824
40,55,524427002567061261
40,56,1045029660239597752
40,57,2082410631530846539
40,58,4149787633116745508
40,59,8269508012299621237
40,60,16479883758948154284
40,61,32841503026508617370
40,62,65450292056743944648
40,63,130435156376022885031
40,64,259954001913154988441
40,65,518075383713177871228
40,66,1032541061264968579346
40,67,2057862719467684374632
40,68,4101498968941275424254
40,69,8174545051010315799096
40,70,16292997272318311230132
40,71,32473809181554408984856
40,72,64726363922439298320158
40,73,129010220576360823335724
40,74,257147386414071960515756
40,75,512548671937502820464780
40,76,1021651092898048061538460
40,77,2036409728660077404154920
40,78,4059211276910904377167240
40,79,8091206422781645275362460
40,80,16128661008854693568581270
40,81,32149819503412239799817640
40,82,64087256105272461417054299
40,83,127749752169122168930473916
40,84,254660098173990467951812408
40,85,507641412276994088118195728
40,86,1011964300841926385109489201
40,87,2017291691152303046000418817
40,88,4021460414720711728915284048
40,89,8016675550007692845606379829
40,90,15981443841267517463455354918
40,91,31859076273680054374398529979
40,92,63512786847504224891806997596
40,93,126614856892164033217667057270
40,94,252417020507350766476212776761
40,95,503208722398385201627540709713
40,96,1003200676337894931643535835886
40,97,1999968129380224055085114486632
40,98,3987201140067558663022102915200
40,99,7948933479578082952110189691720
40,100,15847438910287276772217635704668
