n,log_a_n,log10_a_n,root_normalization_Q_n,ratio_a_n_over_a_n_minus_1,W_n,ratio_minus_n_over_W_n,log_a_n_over_Bell_n,log_conjectural_constant_estimator,candidate_ratio,actual_minus_candidate_ratio
31,68.08667585125138539446722353408757066046,29.56966761333386802175392084973181929701,2.707644893744389524119700291960348279824,14.78455548199332483880101943336326768231,2.512649450201651737868587532005111060586,2.446980896126559125152962565421012337985,10.49313469460972445253554139310179766387,-3.358220915593893517604985895437956463914,14.43939439653487434356753582690236099447,0.3451610854584504952334836064609066878423
32,70.79849313027008642930204740950445326561,30.74739489354158089050122673550056470212,2.690271181162218204595374208757898174294,15.05661273408887863591369386381939761578,2.535388875110910933956633218412115707767,2.43527471603034486853066629477833107587,10.6839155273165720340137695216782602881,-3.350447846052331089007446557664266152074,14.72276189389187806702099756964869702562,0.3338508401970005688926962941707005901612
33,73.52815449805576559868981208942856055493,31.93287176303538416392409219451838773143,2.673485263035885019147734839581688481917,15.32769568944918586112230907984429504346,2.557483711541749092741626973663120778823,2.424387703136992842799081232836997655075,10.87002492163411443271665661673809647852,-3.343149147792493327073195017300956588197,15.00434884774368194807463562470628268545,0.3233468417055039130476734551380123580121
34,76.27528442798339278401861635469167216108,33.12593513267421950994020303157175212617,2.657262666215211258513908705695784164518,15.5978007995153626378692444823165906543,2.578970309998022813997357565480803033631,2.41424460726665608227948116507700940398,11.05171975394825144357468640990535257053,-3.336279035897114890421065355459289372924,15.284226212385501453083382807279450995,0.3135745871298611847858616750371396592953
35,79.03952120225918810557395367051233131002,34.32642791041624210840237959246265160974,2.641579249604626462653101799135766235899,15.86692532251854715894274015668646411738,2.599882001521901467128815761560917830799,2.404775894386064594496420406795713797012,11.22923534618618419407848944044825340447,-3.329797080217048669947741479480386313481,15.56246009342618019972869605717688203842,0.3044652290923669592140440995095820789544
36,81.82051624761314522500621528184941230027,35.53419871281374923428716459081511763624,2.626411434505099510991929873457364926698,16.13506808742392514890531626714734727718,2.620249424878907855509538379253722843438,2.395918043849847027601042212939758472896,11.40278771599984007008969283172936367454,-3.323667607215130877507287653999102109688,15.83911220826170786951182737186606498632,0.2959558791622172793934888952812822908613
37,84.61793354244715989880770337800767653902,36.74910160754088390245386687536373812973,2.611736363821198884254860901682572352475,16.40222989564821121598216006904852742716,2.640100810441690223808678765335627337273,2.387613539460706025586505915574635692551,11.57257558490715808469253735422232343764,-3.317859135712782122221337382377498622207,16.11424029126485805592505786448501846919,0.2879896043833531600571022045635089579754
38,87.43144907360646654945986522267614286062,37.97099587747246735826317630163568551567,2.597532007169744063857115591774721385814,16.66841366487485586393774548332548999582,2.659462227488875203244697841898378578532,2.379810650617922671811478983729707307976,11.73878216376248848111697165920812073127,-3.312343858144226931348564327948871231956,16.38789845163930838284648707311700522507,0.2805152132355474810912584102084847707532
39,90.26075032820395104331634364732100523161,39.19974579998610227961893317343001255456,2.583777225090909563002886741275716212401,16.93362439750243918380879217522023068639,2.678357800448373129911500882633312641287,2.37246307937266334704647588336372584799,11.90157673583999227329135328260350537358,-3.307097172727774456261951226338703103038,16.66013749056528605104074141311571976193,0.273486906937153132768050762104510924464
40,93.10553581116162030664497462905300078733,40.43522043743309528406280751991303954013,2.570451802587009721120737593931216025574,17.19786903719489481823625818901127196319,2.69680989866170826303323899225075712292,2.365529531228976567669231354657116081689,12.06111605781453716911859609700116391325,-3.302097267690360811091831539720347870329,16.93100518319028239008959094120808925404,0.2668638540046124281466672478031827091495
41,95.96551458279736047801889377105240129055,41.6772934363149376353639077646140397144,2.557536459897909529919555555379900639772,17.46115626086008141000689005074647081469,2.714839303476542068850795393862076177944,2.358973252275880702740955974991387520688,12.21754559825076518209032840635135067835,-3.297324755879857109787292874755732811203,17.20054653014119991418494254129910248533,0.2606097307188814958219475094473683293594
42,98.8404058132606739629624618386521711081,42.92584283377720451306196675346387537303,2.545012846615470842857410463894946125744,17.72349624014165761518150593114615151628,2.732465355849723721017866719288712875077,2.352761562724632455817007378851977722538,12.37100063207378125602596069466371320203,-3.292762356394347190755682158190711161975,17.4688039825136299132313222198891530579,0.2546922576280277019501837112569984583831
43,101.7299383522208264782230203629972489283,44.18075087072749177623106023543966884107,2.5328635238295055113859273223539745198,17.98490039597479927996577734911724956335,2.749706087133044930657040415864752778502,2.346865406994015633295732407722700286051,12.52160720807132669731652530963982997912,-3.28839461894432857501661077334460921668,17.7358176436988273752264882124235252368,0.2490827522759719047392891366937243265542
44,104.6338503131832939047836479900945941743,45.44190381130634261380593606302353727759,2.52107193789771224153140275061354452109,18.24538116162758417799389220289398578215,2.766578335295222859938903270159638422104,2.341258932858399678902209360134470675539,12.66948300490831304801466138538362985794,-3.284207686302242093496623383894406005792,18.00162545091508140336568787275908988189,0.2437557107125027746282043301348959002595
45,107.5518886723480329049254377474837682426,46.70919176867360801244462543013633008129,2.509622388574965302121806023616272473754,18.5049517635719659213777687529562249985,2.783097848488405465249583915614837307528,2.335919106512846926833051986416558824665,12.81473808952670204041387317119375875548,-3.280189090199305858148530031022550303796,18.26626333889843839929811216738404964785,0.2386884246735275220796565855721753506473
46,110.4838088821709308978889112798902195697,47.98250853718031688626445281500064666085,2.498499993570793139047145571495117493588,18.76362602513565575462167163864024750083,2.799279377581496000813707819009152247325,2.330825366366542787032049910955390509669,12.95747559023288523217884478361241880197,-3.276327576264650425371991305689310544889,18.52976538786294709964309058136900540103,0.2338606372727086549785810572712420998048
47,113.4293744998540374928029990610788375349,49.26175143102403361500893630265222103896,2.487690651086901052041124354803219212874,19.02141819483274946259756468714911630595,2.815136759044622140209914615654253322594,2.325959315616355097359288841617795831638,13.09779229529137783633471823109955737197,-3.272612953966747519637381972819406600855,18.79216395755065628615321310932626181153,0.2292542372820931764443515778228544944173
48,116.3883568309462910670616003445646208287,50.54682112946662024270844641968341001629,2.477181001486854490330513101055684276045,19.27834279924791168996442960876829654964,2.830682989370233821050749074480599612381,2.321304451877558768064352109999910823945,13.23577918647796210785265263272149453591,-3.269035967942742634838318694649597056321,19.05348980894680308305794278324471702318,0.2248529903011086069064868255235795264635
49,119.3605345881362044954970128203300390033,51.83762152864978270483155710294004573929,2.466958388942080053073185966350615810296,19.53441451909391221823827430887508009471,2.845930292049501880034337622259348800416,2.316845931104161840587649980379839999475,13.37152191581223305618173898305546865455,-3.265588187541235647725067198535780163011,19.31377221502816068293531692168821192936,0.2206423040657515353029573871868681653529
50,122.3456935651954433336249351314110753279,53.13405959999056604414929803993448894242,2.457010823662074096047818239728120287165,19.78964808636086017600380217736618656911,2.860890177982210866757626984338803536993,2.312570362508818601999379392858786046163,13.50510123259262606846307591121674517552,-3.262261911829092702673644987226466062648,19.57303906173603433036736386371694936592,0.2166090246248258456364383136492372031893
51,125.3436263259086649948262014788490047971,54.43604525508530008062807185084170237742,2.447326945136306671936396771616393710139,20.04405820015845703951427976901726131997,2.875573500079602844171587032924835292695,2.308465631028091779009285334896844844469,13.6365933668927782881217048744158335385,-3.259050087706087902848283086803446026322,19.83131694021474877767022643675811718555,0.2127412599437082618440533322591441344227
52,128.3541319077126183979749556533263276869,55.74349121700169573651508992293230791306,2.437895986678320168894424446184906008903,20.29765945879085884964954577664227874617,2.889990502718916568152105452052121204719,2.304520743947970253595479792289513632926,13.76607037483813462445472642001309783287,-3.255946239124151191898471863572960045619,20.08863123122744602567180770363660559418,0.2090282275634128239777380730056731519883
53,131.3770155396724464825370650404431664169,57.05631289779750945269361259075078285494,2.428707741459173207007471923793313260686,20.55046630570181631706051072750176678399,2.904150866622654125056931773399623346924,2.300725698515080815793964474321618657742,13.89360045025508698986968399003671301567,-3.252944405717988374693930907655434071293,20.34500618255015054686403350835541773862,0.2054601231516657701964772191463490453612
54,134.4120883743475353248195162424936515087,58.37442828207136105005612723280720997679,2.419752530140017063557295681664846577471,20.80249298711732018640146012143271291779,2.918063749662424759663074333198925054838,2.297071367645513872804186858255484077396,14.0192482066595469217848320316620248136,-3.250039089421657713868906861349692959663,20.60046498004950981367990247343379332405,0.2020280070678103727215576479989195937431
55,137.4591672330428249104738256134768333709,59.69775781632678372591620688414402210078,2.41102117015623598865913343734741913375,21.05375351944685263343953009384638004345,2.931737824024537353791491878167292482093,2.2935494011608396770678169754966261234,14.14307493301551024213883966368861862655,-3.247225207874230971659011149768049999425,20.85502981306702205469176106025599261379,0.198723706379830578747769033590387429661
56,140.5180743639025787987175903074778903559,61.02622430391368308116290834692087502017,2.402504946663577440359412626994491233986,21.30426166475133322693328350837580041957,2.94518131012067077091215739919520509122,2.290152140300509944520044020739154348387,14.2651388262352353573217117320059203304,-3.244498053610887653736877148308083468091,21.10872193466096152310042203632307722011,0.1955397300903717038328614720527231994659
57,143.5886372122798844178658741480433171763,62.35975280530107822192375349326238394643,2.394195585126425549716750939418965961757,21.55403091282642306844739708857602436147,2.958402007580566488699391500342652106537,2.286872543563549079888086561966676650703,14.38549520300040062374838005093900841938,-3.241853258198025022417297166474574938268,21.3615617171949709310144353815362682184,0.1924691956314521374329617070397561430653
58,146.6706882028040992997216856527379814024,63.69827054343019623207676877681031699278,2.386085225507027420758090271042086900939,21.80307446867275182204691658600065773155,2.971407323623617140281111421073366233727,2.283704122210364078765717604647619702824,14.50419669314840817890859856093145677672,-3.239286760606510646082859550253707219715,21.61356870370804479725442589389521698672,0.1895057649647070247924906921054407448295
59,149.7640645325676169201188381401823532025,65.04170681389662579323314368419438479931,2.378166397999900138091491909957037569821,22.05140524432424947552333425743007454387,2.984204299071516030623000208832544217215,2.280640884003195796025515669854082082048,14.62129341658139189292247475533221883779,-3.236794779230074492016786156753436165735,21.86476165545322948330361432646008054772,0.186643588871019992219719930969993996145
60,152.8686079748604638612545082291644796535,66.3899928997133357438194381599980338527,2.370432000246155779093429916275801058465,22.29903585418019525867877306342757543387,2.996799632233991556207188244986773143029,2.277677283980273680879808966877581619939,14.73683314541011782646699292732788791663,-3.234373787049643885274941952670868447956,22.11515859595084997260085723340964529095,0.183877258229345286077915830017930142918
61,155.984164692894410764766173145381700698,67.74306199041208435437650921848721445734,2.362875275956797329943063338711544697069,22.54597861313624293718442559836589395056,3.009199700873410800732041213930959655132,2.274808181245351547920197362457577478763,14.85086145283453175266899478324764740596,-3.232020489522325689369211688077976194423,22.36477685186562427729286508705474129199,0.1812017612706186598915605113111526585749
62,159.1105850629758420979062569084537669832,69.10084910524837241622149170275092551267,2.355489794871174518482637900143310925161,22.79224553693627264776120910128709504527,3.021410582431138728207196125345759577516,2.272028800913422558367073513208062437729,14.96342185008184372410593855528985661851,-3.229731804838445416132018947045693438605,22.6136330909849526381615807688235559129,0.1786124459513200095996283324635391323704
63,162.2477235066072372192172801967899012261,70.46329102028404294854187032251428004512,2.348269433975991230401577960763200789394,23.03784834427284563195766198651311614327,3.033438072678511553653129218264431425707,2.269334700488024189099029293681624012435,15.07455591256720437787262284845000540011,-3.227504846243853025833688440021920227172,22.86174335754738319664751093432887029298,0.17610498672546243531015105218424585029
64,165.3954383310196867144942849208829667334,71.83032619913143300010700639923045814471,2.341208359910950405125563011260763934237,23.28279846025192457670311126841583309083,3.045287702937726175078516161073762481086,2.266721740058781143447084320389487535432,15.18430339630739667743645527202761121045,-3.225336906169514630298631890073420173652,23.10912310514525820528054030869655189474,0.173675355106666371422570959719281196085
65,168.5535915776625537015551311509514582106,73.20189472715326960263714645997909139295,2.334301012488871207104406063604832038993,23.52710702090996353789242967523723455914,3.056964756002523840873297914011815130141,2.264186055802724411128169648885768047212,15.2927023455013260504846685481425167692,-3.223225441947815593334079532910557191265,23.35578722740340760731925947539290133404,0.1713197935065559305731701998443332251043
66,171.7220488782005349386827797858079911427,74.57793824892298803234873036666445733936,2.327542089260586225811981544024513668885,23.77078487853088215507878346056678897486,3.068474280874968035855324643462680940291,2.261724036352254123095966607428124007682,15.39978919208974455326400413489254064702,-3.221168062926311782755901798294840055004,23.60175008661611375574770861633728228526,0.1690347919147683993310748442295066895995
67,174.9006793175924869685692892286993789289,75.95839990876062154855348011579461511288,2.320926531057874571478579143735337106509,24.01384260755897922296326163255934803631,3.079821106422638877299515578199216186004,2.259332301658861728244841732506986842766,15.50559884801832874953181570520775514902,-3.219162518815955387591739372622367357929,23.84702554050710766608850815467741766338,0.1668170670518715568747534778819303729289
68,178.089355303850094017436530433228503294,77.34322429416970954651766987986207508866,2.314449508450923806167024479835337074733,24.25629051094339078673552966445627676485,3.091009854049979748943651700078994605565,2.257007684037048168724958697113973759742,15.6101647908510481960685077139771713217,-3.217206689132968159735492352940332756651,24.09162696726180276521868771895623339083,0.1646635436815880215168419455000433740108
69,181.2879524440975062331824296453284789748,78.73235738201068235919624461993298674143,2.308106409060201519450500120969357976692,24.49813862678186156798837040174259982751,3.102044949468157117347029278791599250212,2.254747211119109998097540460742931058851,15.71351914331311690733813960876728311619,-3.21529857361225588833162422299138133242,24.33556728896709297772626147434591228729,0.1625713378147685902621089273966875402205
70,184.4963494265752895326089067687833265476,80.1257464872558277895045589106952931879,2.301892825666054586460042097073122813179,24.7393967351577232968624159159793209618,3.112930633639477472140871879103915992245,2.252548090490167393668089758661779969112,15.81569274728337157572384824344458297881,-3.213436283486139554389147158824549933234,24.57885899358163611051632631243599503393,0.1605377415760871863460896035433259278732
71,187.7144279082532850873838877230002761268,81.5233402141801761481862858093039913491,2.295804545062767304362551232827193484673,24.98007436508517881842512795881062117826,3.123670972965013571447189138522764770952,2.250407695805273883010546501737052796147,15.91671523270353532671766190747896666992,-3.211618033535699933986422187161081411506,24.82151415554843569105121376416762034477,0.158560209536743127373914194643000833486
72,190.9420724077372085071399356398911670582,82.92508840985142723077995084560008410176,2.289837537607146563211590309065562424503,25.22018080149519839507196792776375962188,3.134269868777511331748819873972809286793,2.248323554217753465455736675507334347502,16.0166150818255467921800234045458899068,-3.20984213483358530592871583947542858673,25.06354445515157251709703446859097439434,0.1566363463436258779749334591727852275375
73,194.1791702031729933481056477638953623253,84.33094211979037007712763523804050586062,2.283987947414926981420720288759355998382,25.45972509220829841777971592963434825067,3.144731066195779949449881125193510535706,2.246293334970945039591094131545575572371,16.11541968917714918808060350528396774524,-3.208106988107037594577271227709297557044,25.30496119670998871897100315403274302083,0.1547638954983096988087127756016052298416
74,197.4256112348709946687115950192742746579,85.74085354568111190464034595121042730764,2.27825208316137771303546336876303455246,25.69871605485180649736330990339026891664,3.155058162391525565815592634582491257467,2.244314839025027614322390363119560485696,16.21315541758955213629749960002273389157,-3.206411077658414669418878029625104848955,25.54577532569317656731405127123696565861,0.152940729158629930049258632153303258032
75,200.6812880123892293458389979032361752181,87.15477600501784210131427725599599065309,2.272626409445430732016344963283601915782,25.93716228368841845951236064052499585334,3.165254614314898669903569070119526363445,2.242385989607152976415527553086059333528,16.30984765059861084867340842394089942777,-3.204752965787843092845929827251757326229,25.78599744483637058499647759033625281405,0.1511648388520478745158830501887430392904
76,203.9460955258308678687704896013545516742,88.5726638925818223808657136819956346119,2.267107538679429931179656602599651401454,26.17507215633032498828387651536654385387,3.175323745920822833840024783487546120197,2.240504823587217912778853092957848116636,16.40552084150210865262871075590018221839,-3.203131287669006093200118738676608248238,26.02563782932629629886174357984901344382,0.1494343270040286894221329355175304100487
77,207.2199311611262438540862169442523112607,89.99447264364883099711821421082581719952,2.261692223469218459672506607315264289313,26.41245384031925414547700882939387389319,3.18526875493440095705599927338047023372,2.238669483593670053237402953112288002824,16.50019855932994673885697522735924280679,-3.201544746634604993620468368820366871234,26.2647064411226146021708103065075166528,0.1477473991966395433061985228863572403857
78,210.502694619083755193337475157322221048,91.42015869883341579739641635205872739816,2.256377349451739121082937492369106975296,26.64931529955770373809984810003204226939,3.195092719190305773667064467300978112891,2.236878210794092095090028474866267324643,16.59390353196096667855403916536850729157,-3.199992109832852787137969743179384514886,26.50321294247484899282787602432157883962,0.1461023570828547452719720757104634297738
79,213.7942878380072408103499012594386742487,92.84967947048204795302449360755381898886,2.25115992855962271889013375481094931066,26.88566430058063698840764695080096011985,3.204798602578010924324318179296044712668,2.235129338274221984127653422958068764265,16.6866576865994347746255172841030280579,-3.198472204220569607112139273645657635753,26.74116670868973385810165676669023055957,0.1444975918909031303059901841107295602791
80,217.094614919689777517233954848921559458,94.28299331053263630728042070762920488284,2.246037092684387125070643253717814187486,27.12150841866015796399900787731298775474,3.214389260621969707258866391909401509725,2.233421284956767065033229594493814510502,16.77848218780562388787970669971215746968,-3.1969839128621383284002271326207892282,26.97857684019952253232953526002102148927,0.1429315784606354316694726172919662654704
81,220.4035820586054009184048897147963220841,95.72005947976288249094647048933339204061,2.241006087711871923410724062818243872317,27.3568550437383087996744291006165083929,3.223867445723367606089368697938565917909,2.231752550008044788661311525874599531125,16.86939747325819590758511957312596529397,-3.195526171506817488284446226001559083389,27.21545217397779727081541116385357217796,0.1414028697605115288590179367629362149445
82,223.7210974741310607008060739662070233131,97.16083811835465011066131232741986291657,2.236064267905396856145294394702528198764,27.59171138618525161873058935967271699515,3.233235812087832741950448685441913646305,2.230121707686286001583937046910722351997,16.95942328741100570832569578311572213669,-3.194097965419759795014055702246789404667,27.45180129434568815719257848851208433364,0.1399100918395634615380108711606326615103
83,227.0470713456412207435526809958871028524,98.60529021770590773081434092086028164257,2.231209090613864510999171085566684150602,27.82608448238180579945228114911376799856,3.242496920361459882461554210480207171551,2.228527402590497924706263187504256581436,17.0485787131933312331816419277152727036,-3.192698326444599925503977042144676345611,27.68763254320809759695527249169318567925,0.1384519391737082024970086574205823193132
84,230.3814157503269533899487063540619627928,100.0533775934259046361363627154610786735,2.226438111283636421373114109443461737214,28.05998120012668034965221469228249732548,3.251653241995665947871267336187719348108,2.22696834527321020698466024365813050623,17.13688220189022324442794040387001837209,-3.191326330277699493875099253427997322091,27.92295402975650887288677718115026878298,0.1370271703701714767654375111322285425043
85,233.7240446036001980867804431245849965519,101.5050628594530692138113596947465822409,2.221748978754504694624172442082480051194,28.29340824386983242471304722347862389154,3.260707163359728106192756940159296283493,2.225443308184309062863501793372626314881,17.22435160132852106174638873972300478678,-3.189981093936107851151580818130670982985,28.15777363967220229057497475398922388048,0.1356346041976301341380724694894000110616
