z,lhs,rhs,absolute_error,relative_error
0.23399765997272723,0.7250886589949388,0.72508865899493868,1.1102230246251565e-16,1.5311548606539522e-16
0.33838551534282335,0.57843259256193347,0.57843259256193358,1.1102230246251565e-16,1.9193645705679757e-16
0.48934146182134497,0.45275574535240476,0.45275574535240504,2.7755575615628914e-16,6.130364087158121e-16
0.70763982322013652,0.34459480276370397,0.3445948027637043,3.3306690738754696e-16,9.6654651990192007e-16
1.0233224823075544,0.2515574675788067,0.25155746757880648,2.2204460492503131e-16,8.8267944125121335e-16
1.4798331982375272,0.172414948604521,0.17241494860452103,2.7755575615628914e-17,1.6098125968934177e-16
2.1399962694729031,0.10716435753036455,0.10716435753036456,1.3877787807814457e-17,1.2950003273133275e-16
3.0946623165449996,0.056854234771028044,0.056854234771027995,4.8572257327350599e-17,8.5432962949845554e-16
4.4752110038969812,0.022819676161338801,0.022819676161338773,2.7755575615628914e-17,1.2163001534023755e-15
6.4716313060483426,0.0050304048562644704,0.0050304048562644721,1.7347234759768071e-18,3.4484768632817266e-16
9.3586674963379952,5.1699682480515109e-05,5.1699682480515069e-05,4.0657581468206416e-20,7.8641839789885928e-16
13.533629028767079,0.00087739369755428611,0.00087739369755428643,3.2526065174565133e-19,3.7071231837236517e-16
19.571067650384659,0.0011699062565452469,0.0011699062565452469,0,0
28.301846323833015,0.00025404841606123683,0.00025404841606123629,5.4210108624275222e-19,2.1338495025770286e-15
40.927481302846573,8.7237283379633985e-07,8.7237283379634123e-07,1.3764285392882381e-21,1.5777984893206458e-15
59.185492940235505,1.830537827693093e-06,1.8305378276930934e-06,4.2351647362715017e-22,2.3136177096153221e-16
85.588520550739275,8.5884559536915186e-08,8.5884559536915279e-08,9.26442286059391e-23,1.0787064532375968e-15
123.77010794623857,3.8705865497059122e-06,3.8705865497059139e-06,1.6940658945086007e-21,4.376767894874526e-16
178.9847461137274,4.4953896951155476e-07,4.4953896951155576e-07,1.0058516248644817e-21,2.2375181977157275e-15
258.83098813576686,1.8119213749683483e-10,1.8119213749683498e-10,1.5509636485369269e-25,8.5597734535474458e-16
374.29715031005691,1.0411281280488563e-09,1.0411281280488601e-09,3.7223127564886245e-24,3.5752686496564776e-15
541.2735072384105,2.6227228434798203e-10,2.6227228434798197e-10,5.169878828456423e-26,1.9711876309419886e-16
782.73908683374884,1.7194587983335008e-10,1.719458798333499e-10,1.809457589959748e-25,1.0523413481692461e-15
1131.9240085908564,3.6948341059802229e-11,3.6948341059802235e-11,6.4623485355705287e-27,1.7490226489765758e-16
1636.8825612212227,1.3192594817935403e-14,1.3192594817935381e-14,2.2088105346188331e-29,1.6742805832374563e-15
2367.1063595212136,2.3560727891098898e-14,2.3560727891098914e-14,1.5777218104420236e-29,6.6964052118189288e-16
3423.0876728904855,8.018139021226599e-15,8.0181390212266668e-15,6.7842037849007015e-29,8.4610702894283448e-15
4950.1490159761197,9.9974074161672222e-14,9.9974074161672146e-14,7.5730646901217133e-29,7.5750285797845909e-16
7158.4422083113268,3.4085416009475196e-18,3.4085416009477804e-18,2.6077091447003173e-31,7.6505128879026054e-14
10351.869142595553,2.1472391117725325e-16,2.1472391117725408e-16,8.3816471179732504e-31,3.9034530770325902e-15
14969.904293004234,2.4635178088900402e-21,2.4635178088892194e-21,8.2077717551815403e-34,3.3317282000407477e-13
21648.074512417748,5.5995041538457968e-24,5.599504153845971e-24,1.7412010071555134e-37,3.109562845773736e-14
31305.419254697204,3.6629317051055617e-19,3.6629317051055549e-19,6.7407548053553255e-34,1.840262212904421e-15
45270.967362487914,4.2381895885082734e-24,4.2381895885082727e-24,7.3468396926392969e-40,1.7334853807767442e-16
65466.635960415304,1.5033619867962527e-22,1.5033619867962795e-22,2.6801271198748155e-36,1.7827556792135381e-14
94671.721716397282,4.2044797082799845e-24,4.2044797082799911e-24,6.6121557233753672e-39,1.5726454120717665e-15
136905.38334925735,2.9031691968158349e-26,2.9031691968154406e-26,3.9431866162837476e-39,1.3582352074445378e-13
197979.75203360914,3.275093912322067e-28,3.2750939123217863e-28,2.8070810837354736e-41,8.5709941726380332e-14
286299.7879002103,8.7333223279604976e-26,8.733322327961696e-26,1.1984532248617853e-38,1.3722764142400511e-13
414019.95764592243,1.7116233716024541e-27,1.7116233716024433e-27,1.0761972206014595e-41,6.2875819438823355e-15
598716.91343647754,3.2904751291580454e-32,3.2904751291586004e-32,5.5504556360365801e-45,1.686824977600081e-13
865808.36458484072,3.5671301686103169e-33,3.5671301686101137e-33,2.0321564643772982e-46,5.6968946136579764e-14
1252051.0233833787,3.5350334992277752e-39,3.5350334992277647e-39,1.0440487148797639e-53,2.9534337230689198e-15
1810599.0069835447,6.2277130140149581e-32,6.2277130140162652e-32,1.3071487237529934e-44,2.0989225431728918e-13
2618318.824764064,3.2886611486448396e-36,3.2886611486448389e-36,6.6819117752304891e-52,2.0318030569929371e-16
3786367.6284321384,3.4525190530201153e-39,3.4525190530183965e-39,1.7187651968708114e-51,4.9782931548699475e-13
5475490.4872712065,2.2010590571133642e-38,2.201059057113354e-38,1.0179474970077698e-52,4.624807742972528e-15
7918141.8758886205,7.4767808446398947e-41,7.4767808446398662e-41,2.8548207047493545e-55,3.8182484736007417e-15
11450475.699382812,2.1808700693784495e-41,2.1808700693785494e-41,9.9918724666227407e-55,4.5815991548134632e-14
16558606.273702631,1.0953990149512549e-42,1.0953990149513376e-42,8.2681470187774273e-56,7.5480687000113236e-14
23945506.62574508,2.0846150593009051e-48,2.0846150592994906e-48,1.4144597714083796e-60,6.7852324346286349e-13
34627750.553753905,4.603369288885387e-51,4.6033692888853864e-51,5.9347298410998742e-67,1.2892143707499186e-16
50075411.94070261,8.8736831593011185e-50,8.8736831592981255e-50,2.9930029534634886e-62,3.3728981525853962e-13
72414374.047730774,1.7176773233803637e-49,1.7176773233810128e-49,6.4911701110013984e-62,3.7790393007136046e-13
