generation,degree,left,right,length
6,6,0.32017765654923763,0.32111144355810034,0.0009337870088627076
6,6,0.32665191314401898,0.32758570015288169,0.0009337870088627076
6,6,0.44164506907788748,0.44257885608675018,0.0009337870088627076
6,6,0.44811932567266888,0.44905311268153153,0.00093378700886265209
6,6,0.45847813622431899,0.4594119232331817,0.0009337870088627076
6,6,0.46495239281910039,0.4658861798279631,0.0009337870088627076
6,6,0.48541104365860949,0.48634483066747214,0.00093378700886265209
6,6,0.49188530025339078,0.49281908726225354,0.00093378700886276311
6,6,0.50224411080504106,0.50317789781390365,0.00093378700886259658
6,6,0.50871836739982235,0.50965215440868505,0.0009337870088627076
6,6,0.55543660298776454,0.55637038999662736,0.00093378700886281862
6,6,0.56191085958254594,0.56284464659140865,0.0009337870088627076
6,6,0.57226967013419605,0.57320345714305887,0.00093378700886281862
6,6,0.57874392672897745,0.57967771373784027,0.00093378700886281862
6,6,0.59920257756848661,0.60013636457734931,0.0009337870088627076
6,6,0.60567683416326801,0.6066106211721306,0.00093378700886259658
6,6,0.61603564471491812,0.61696943172378083,0.0009337870088627076
6,6,0.62250990130969952,0.62344368831856212,0.00093378700886259658
7,7,-0.62440141858406228,-0.62404226973449983,0.00035914884956245174
7,7,-0.6219113198937618,-0.62155217104419924,0.00035914884956256277
7,7,-0.61792716198928099,-0.61756801313971854,0.00035914884956245174
7,7,-0.6154370632989804,-0.61507791444941795,0.00035914884956245174
7,7,-0.60756835143763077,-0.60720920258806821,0.00035914884956256277
7,7,-0.60507825274733029,-0.60471910389776773,0.00035914884956256277
7,7,-0.60109409484284937,-0.60073494599328692,0.00035914884956245174
7,7,-0.59860399615254889,-0.59824484730298633,0.00035914884956256277
7,7,-0.58063544400334033,-0.58027629515377777,0.00035914884956256277
7,7,-0.57814534531303985,-0.57778619646347729,0.00035914884956256277
7,7,-0.57416118740855904,-0.57380203855899636,0.00035914884956267379
7,7,-0.57167108871825845,-0.57131193986869588,0.00035914884956256277
7,7,-0.56380237685690882,-0.56344322800734625,0.00035914884956256277
7,7,-0.56131227816660834,-0.56095312931704566,0.00035914884956267379
7,7,-0.55732812026212752,-0.55696897141256496,0.00035914884956256277
7,7,-0.55483802157182693,-0.55447887272226437,0.00035914884956256277
7,7,-0.51060988467418522,-0.51025073582462266,0.00035914884956256277
7,7,-0.50811978598388474,-0.50776063713432218,0.00035914884956256277
7,7,-0.50413562807940393,-0.50377647922984137,0.00035914884956256277
7,7,-0.50164552938910334,-0.50128638053954078,0.00035914884956256277
7,7,-0.49377681752775371,-0.4934176686781912,0.00035914884956250726
7,7,-0.49128671883745323,-0.49092756998789061,0.00035914884956261828
7,7,-0.48730256093297242,-0.4869434120834098,0.00035914884956261828
7,7,-0.48481246224267183,-0.48445331339310932,0.00035914884956250726
7,7,-0.46684391009346327,-0.4664847612439007,0.00035914884956256277
7,7,-0.46435381140316279,-0.46399466255360022,0.00035914884956256277
7,7,-0.46036965349868197,-0.4600105046491193,0.00035914884956267379
7,7,-0.45787955480838144,-0.45752040595881882,0.00035914884956261828
7,7,-0.45001084294703175,-0.44965169409746919,0.00035914884956256277
7,7,-0.44752074425673122,-0.44716159540716871,0.00035914884956250726
7,7,-0.44353658635225041,-0.44317743750268779,0.00035914884956261828
7,7,-0.44104648766194993,-0.44068733881238731,0.00035914884956261828
7,7,-0.32854343041838191,-0.32818428156881929,0.00035914884956261828
7,7,-0.32605333172808137,-0.32569418287851876,0.00035914884956261828
7,7,-0.32206917382360056,-0.32171002497403794,0.00035914884956261828
7,7,-0.31957907513330003,-0.31921992628373741,0.00035914884956261828
7,7,-0.3117103632719504,-0.31135121442238778,0.00035914884956261828
7,7,-0.30922026458164986,-0.30886111573208724,0.00035914884956261828
7,7,-0.30523610667716899,-0.30487695782760643,0.00035914884956256277
7,7,-0.30274600798686846,-0.3023868591373059,0.00035914884956256277
7,7,-0.2847774558376599,-0.28441830698809739,0.00035914884956250726
7,7,-0.28228735714735942,-0.28192820829779686,0.00035914884956256277
7,7,-0.27830319924287861,-0.27794405039331599,0.00035914884956261828
7,7,-0.27581310055257802,-0.27545395170301545,0.00035914884956256277
7,7,-0.26794438869122839,-0.26758523984166582,0.00035914884956256277
7,7,-0.26545429000092791,-0.26509514115136529,0.00035914884956261828
7,7,-0.26147013209644709,-0.26111098324688448,0.00035914884956261828
7,7,-0.25898003340614656,-0.25862088455658394,0.00035914884956261828
7,7,-0.21475189650850482,-0.21439274765894223,0.00035914884956259052
7,7,-0.21226179781820428,-0.21190264896864169,0.00035914884956259052
7,7,-0.20827763991372347,-0.20791849106416088,0.00035914884956259052
7,7,-0.20578754122342291,-0.20542839237386035,0.00035914884956256277
7,7,-0.19791882936207328,-0.19755968051251072,0.00035914884956256277
7,7,-0.1954287306717728,-0.19506958182221018,0.00035914884956261828
7,7,-0.1914445727672919,-0.19108542391772937,0.00035914884956253501
7,7,-0.1889544740769914,-0.18859532522742881,0.00035914884956259052
7,7,-0.17098592192778286,-0.17062677307822025,0.00035914884956261828
7,7,-0.16849582323748233,-0.16813667438791974,0.00035914884956259052
7,7,-0.16451166533300152,-0.1641525164834389,0.00035914884956261828
7,7,-0.16202156664270098,-0.16166241779313836,0.00035914884956261828
7,7,-0.1541528547813513,-0.15379370593178873,0.00035914884956256277
7,7,-0.15166275609105076,-0.15130360724148822,0.00035914884956253501
7,7,-0.14767859818656995,-0.14731944933700736,0.00035914884956259052
7,7,-0.14518849949626941,-0.14482935064670688,0.00035914884956253501
7,7,0.14482935064670688,0.14518849949626941,0.00035914884956253501
7,7,0.14731944933700736,0.14767859818656995,0.00035914884956259052
7,7,0.15130360724148822,0.15166275609105076,0.00035914884956253501
7,7,0.15379370593178873,0.1541528547813513,0.00035914884956256277
7,7,0.16166241779313836,0.16202156664270098,0.00035914884956261828
7,7,0.1641525164834389,0.16451166533300152,0.00035914884956261828
7,7,0.16813667438791974,0.16849582323748233,0.00035914884956259052
7,7,0.17062677307822025,0.17098592192778286,0.00035914884956261828
7,7,0.18859532522742881,0.1889544740769914,0.00035914884956259052
7,7,0.19108542391772937,0.1914445727672919,0.00035914884956253501
7,7,0.19506958182221018,0.1954287306717728,0.00035914884956261828
7,7,0.19755968051251072,0.19791882936207328,0.00035914884956256277
7,7,0.20542839237386035,0.20578754122342291,0.00035914884956256277
7,7,0.20791849106416088,0.20827763991372347,0.00035914884956259052
7,7,0.21190264896864169,0.21226179781820428,0.00035914884956259052
7,7,0.21439274765894223,0.21475189650850482,0.00035914884956259052
7,7,0.25862088455658394,0.25898003340614656,0.00035914884956261828
7,7,0.26111098324688448,0.26147013209644709,0.00035914884956261828
7,7,0.26509514115136529,0.26545429000092791,0.00035914884956261828
7,7,0.26758523984166582,0.26794438869122839,0.00035914884956256277
7,7,0.27545395170301545,0.27581310055257802,0.00035914884956256277
7,7,0.27794405039331599,0.27830319924287861,0.00035914884956261828
7,7,0.28192820829779686,0.28228735714735942,0.00035914884956256277
7,7,0.28441830698809739,0.2847774558376599,0.00035914884956250726
7,7,0.3023868591373059,0.30274600798686846,0.00035914884956256277
7,7,0.30487695782760643,0.30523610667716899,0.00035914884956256277
7,7,0.30886111573208724,0.30922026458164986,0.00035914884956261828
7,7,0.31135121442238778,0.3117103632719504,0.00035914884956261828
7,7,0.31921992628373741,0.31957907513330003,0.00035914884956261828
7,7,0.32171002497403794,0.32206917382360056,0.00035914884956261828
7,7,0.32569418287851876,0.32605333172808137,0.00035914884956261828
7,7,0.32818428156881929,0.32854343041838191,0.00035914884956261828
7,7,0.44068733881238731,0.44104648766194993,0.00035914884956261828
7,7,0.44317743750268779,0.44353658635225041,0.00035914884956261828
7,7,0.44716159540716871,0.44752074425673122,0.00035914884956250726
7,7,0.44965169409746919,0.45001084294703175,0.00035914884956256277
7,7,0.45752040595881882,0.45787955480838144,0.00035914884956261828
7,7,0.4600105046491193,0.46036965349868197,0.00035914884956267379
7,7,0.46399466255360022,0.46435381140316279,0.00035914884956256277
7,7,0.4664847612439007,0.46684391009346327,0.00035914884956256277
7,7,0.48445331339310932,0.48481246224267183,0.00035914884956250726
7,7,0.4869434120834098,0.48730256093297242,0.00035914884956261828
7,7,0.49092756998789061,0.49128671883745323,0.00035914884956261828
7,7,0.4934176686781912,0.49377681752775371,0.00035914884956250726
7,7,0.50128638053954078,0.50164552938910334,0.00035914884956256277
7,7,0.50377647922984137,0.50413562807940393,0.00035914884956256277
7,7,0.50776063713432218,0.50811978598388474,0.00035914884956256277
7,7,0.51025073582462266,0.51060988467418522,0.00035914884956256277
7,7,0.55447887272226437,0.55483802157182693,0.00035914884956256277
7,7,0.55696897141256496,0.55732812026212752,0.00035914884956256277
7,7,0.56095312931704566,0.56131227816660834,0.00035914884956267379
7,7,0.56344322800734625,0.56380237685690882,0.00035914884956256277
7,7,0.57131193986869588,0.57167108871825845,0.00035914884956256277
7,7,0.57380203855899636,0.57416118740855904,0.00035914884956267379
7,7,0.57778619646347729,0.57814534531303985,0.00035914884956256277
7,7,0.58027629515377777,0.58063544400334033,0.00035914884956256277
7,7,0.59824484730298633,0.59860399615254889,0.00035914884956256277
7,7,0.60073494599328692,0.60109409484284937,0.00035914884956245174
7,7,0.60471910389776773,0.60507825274733029,0.00035914884956256277
7,7,0.60720920258806821,0.60756835143763077,0.00035914884956256277
7,7,0.61507791444941795,0.6154370632989804,0.00035914884956245174
7,7,0.61756801313971854,0.61792716198928099,0.00035914884956245174
7,7,0.62155217104419924,0.6219113198937618,0.00035914884956256277
7,7,0.62404226973449983,0.62440141858406228,0.00035914884956245174
