n,vertices,cardinality,count
35,104,22,7588613838605769283652
35,104,23,23393233757359708299512
35,104,24,67238069238615760449237
35,104,25,180311782595171170694608
35,104,26,451367608847095746560224
35,104,27,1055068743052599058134520
35,104,28,2303352858248879500683568
35,104,29,4696756329038398247917008
35,104,30,8944768070800862395667780
35,104,31,15907422991041122084803272
35,104,32,26410085115564427743016655
35,104,33,40917980169879259015045568
35,104,34,59132418301865402153948600
35,104,35,79662800789248269246869072
35,104,36,99980410082268972128674386
35,104,37,116808461411333347481487272
35,104,38,126929807234146587965391396
35,104,39,128165407675630866606116632
35,104,40,120126823666797676366457170
35,104,41,104392307718792509696823504
35,104,42,84004616661371078457080192
35,104,43,62507952898451755387371536
35,104,44,42943203962469457112658998
35,104,45,27191978301582943235809032
35,104,46,15840018166688003481021452
35,104,47,8470911121232339957841352
35,104,48,4149073791084786874540529
35,104,49,1856457278461747574029768
35,104,50,756582854440020145584020
35,104,51,279913949460661397801920
35,104,52,93659284066610168956148
35,104,53,28220295308678035825184
35,104,54,7619012317535552287796
35,104,55,1832557389191204624104
35,104,56,390037002579745661556
35,104,57,72874429659398740880
35,104,58,11839014034945772584
35,104,59,1653071834591737456
35,104,60,195565940725994202
35,104,61,19253301385128616
35,104,62,1541163611025532
35,104,63,97255619755944
35,104,64,4635881509506
35,104,65,156806300776
35,104,66,3410841148
35,104,67,40121328
35,104,68,177242
35,104,69,104
36,107,0,1
36,107,1,107
36,107,2,5671
36,107,3,198378
36,107,4,5149482
36,107,5,105735795
36,107,6,1787798586
36,107,7,25586165708
36,107,8,316191651441
36,107,9,3425333006535
36,107,10,32912558142738
36,107,11,283132906031710
36,107,12,2197280694663609
36,107,13,15479591456996985
36,107,14,99510346109617989
36,107,15,586278652611128787
36,107,16,3177343034088675947
36,107,17,15889194367996981498
36,107,18,73513523707829079582
36,107,19,315382343090693989250
36,107,20,1257017757255621832923
36,107,21,4662084628330802649750
36,107,22,16111725492760750441321
36,107,23,51941719441549685998751
36,107,24,156352102800686493387027
36,107,25,439770012826283499271335
36,107,26,1156462274594241959838657
36,107,27,2844496070740169620019308
36,107,28,6545928376950819056278964
36,107,29,14096064714343455540347434
36,107,30,28405508348590565175690753
36,107,31,53561738576798552559187802
36,107,32,94488404907978448357721812
36,107,33,155903498161949614848333096
36,107,34,240507064471179385283735739
36,107,35,346734112491079791941092048
36,107,36,466902586472845378765560786
36,107,37,586872745820462090615294674
36,107,38,688080800142364641599724798
36,107,39,751908794058394065176764602
36,107,40,765129591275475159951236850
36,107,41,724306909965416239762780788
36,107,42,637175535097608732500323860
36,107,43,520270837698727209775597736
36,107,44,393793638778744340822046134
36,107,45,275902790458565800523498406
36,107,46,178652431753908771300995336
36,107,47,106727017658148445639745368
36,107,48,58711045417280321869574769
36,107,49,29677084526287091768462577
36,107,50,13751471250156531540865305
36,107,51,5825748349369274831367582
36,107,52,2249748557863500627563836
36,107,53,789283051174319469020734
36,107,54,250602577388615185325213
36,107,55,71695417404612897250631
36,107,56,18389168100045522305740
36,107,57,4203962494878710384514
36,107,58,850766242649974542124
36,107,59,151183073072310805088
36,107,60,23363325147972878424
36,107,61,3103175103643622332
36,107,62,349164472969120046
36,107,63,32680866192203835
36,107,64,2485369536065356
36,107,65,148847569829043
36,107,66,6722532811257
36,107,67,214914320778
36,107,68,4401692598
36,107,69,48460086
36,107,70,198485
36,107,71,107
37,110,0,1
37,110,1,110
37,110,2,5995
37,110,3,215710
37,110,4,5761415
37,110,5,121768042
37,110,6,2120058600
37,110,7,31256518370
37,110,8,398103723435
37,110,9,4447132525550
37,110,10,44086790836506
37,110,11,391527831971880
37,110,12,3138755595483035
37,110,13,22857270867315940
37,110,14,151998415636179090
37,110,15,927074071281935808
37,110,16,5205578279436035160
37,110,17,26994704458052253010
37,110,18,129633222031625748535
37,110,19,577808102651426008450
37,110,20,2395162199683876373377
37,110,21,9249055465543055241860
37,110,22,33318614094974368502200
37,110,23,112104072861432473793840
37,110,24,352639807369135570148810
37,110,25,1037932460043638955499088
37,110,26,2860331422845171700571355
37,110,27,7383981325825830276415810
37,110,28,17862839407816114422140375
37,110,29,40504258117141435151280790
37,110,30,86098520844566251912067617
37,110,31,171570821870794822395075860
37,110,32,320485333223093713819564805
37,110,33,561064766400642118083911530
37,110,34,920326797357243564631904330
37,110,35,1413976652779325645863723156
37,110,36,2033876069105626933781260535
37,110,37,2737567742317329386517788230
37,110,38,3445919455546504831437422990
37,110,39,4053710487449237956588684030
37,110,40,4453286365474215524744451578
37,110,41,4564847573723519294222185010
37,110,42,4362046107566935448557801080
37,110,43,3881807922870708854454066130
37,110,44,3213492265607876435312714660
37,110,45,2471689684363315857424804326
37,110,46,1764038213929309410394879280
37,110,47,1166507375973948143905994290
37,110,48,713572191843306360647140795
37,110,49,403082442857699694219609380
37,110,50,209850135173316221521903801
37,110,51,100472062748614026551711520
37,110,52,44132299786366453871843645
37,110,53,17736727652085351588587920
37,110,54,6502522698899021869444865
37,110,55,2167191089709027388205018
37,110,56,654083691143680408082725
37,110,57,177976689719995345764640
37,110,58,43437912935730888457520
37,110,59,9453200195890064507850
37,110,60,1821728040509036368214
37,110,61,308337239892711994910
37,110,62,45389103280085566760
37,110,63,5742487226234437250
37,110,64,615328736327973470
37,110,65,54823240315476974
37,110,66,3965899485112195
37,110,67,225677732527610
37,110,68,9668389247165
37,110,69,292471691490
37,110,70,5646752617
37,110,71,58258640
37,110,72,221595
37,110,73,110
38,113,0,1
38,113,1,113
38,113,2,6328
38,113,3,234023
38,113,4,6426310
38,113,5,139687436
38,113,6,2502216517
38,113,7,37970526793
38,113,8,497991717211
38,113,9,5731019894182
38,113,10,58560947447418
38,113,11,536349645261230
38,113,12,4436937690790151
38,113,13,33362818074441864
38,113,14,229234490005223932
38,113,15,1445661362942353957
38,113,16,8399635865292679449
38,113,17,45108427151330238600
38,113,18,224518620732321130023
38,113,19,1038168452250382183108
38,113,20,4468700925388067632989
38,113,21,17936746437832814359997
38,113,22,67235034638405822999578
38,113,23,235657221702289068803296
38,113,24,773136845003577818050635
38,113,25,2376307581284249357717133
38,113,26,6847471021021943976554499
38,113,27,18509150476818409909804356
38,113,28,46952780149929056310771548
38,113,29,111812799590306637144201862
38,113,30,250014394248513727799162435
38,113,31,524957598973805975894803003
38,113,32,1035068615630158592426779268
38,113,33,1916283934179205025525039179
38,113,34,3330571940676846456145084667
38,113,35,5432911803493092236901317609
38,113,36,8314836639750939491457802626
38,113,37,11934419159262430888204408231
38,113,38,16056925363772625655564861279
38,113,39,20239152469115096685119320890
38,113,40,23884422818965928719390598798
38,113,41,26370683929096959974230185524
38,113,42,27218942707461070808853968154
38,113,43,26241540491359642370876521832
38,113,44,23608303165870061747203151930
38,113,45,19799235736760181855014721950
38,113,46,15461428651034875778268449564
38,113,47,11228771053173032347292969860
38,113,48,7573729580984202430975070741
38,113,49,4737395845408920036638759431
38,113,50,2743569516989759863786535240
38,113,51,1468456556236704977302875535
38,113,52,724962886127852895603978940
38,113,53,329402541706671198913333870
38,113,54,137414784730390008711877491
38,113,55,52486633486767094261613873
38,113,56,18299518124306872385784484
38,113,57,5803647969665368603098170
38,113,58,1667722770113470669226071
38,113,59,432270357791007883900127
38,113,60,100542486004216267753600
38,113,61,20859414072946026868254
38,113,62,3833245803136158839328
38,113,63,618790194339400294610
38,113,64,86881491612338809700
38,113,65,10483276992517643067
38,113,66,1071060334682151610
38,113,67,90944201143026773
38,113,68,6265074488241266
38,113,69,339118531619166
38,113,70,13796347885391
38,113,71,395331199583
38,113,72,7203049400
38,113,73,69726650
38,113,74,246679
38,113,75,113
39,116,0,1
39,116,1,116
39,116,2,6670
39,116,3,253344
39,116,4,7147137
39,116,5,159655788
39,116,6,2940090702
39,116,7,45883440284
39,116,8,619132528080
39,116,9,7333954502476
39,116,10,77173147704236
39,116,11,728248833895580
39,116,12,6210491462631069
39,116,13,48169173015054672
39,116,14,341601385527187872
39,116,15,2224978461163083828
39,116,16,13361133219717189331
39,116,17,74214109176486874000
39,116,18,382356562164348707238
39,116,19,1831608539756607724580
39,116,20,8174791192054371391183
39,116,21,34054378576335747475284
39,116,22,132612522887451651147388
39,116,23,483368338829806863319016
39,116,24,1650955755502375279600599
39,116,25,5288852953980893651182688
39,116,26,15903511067415716169054364
39,116,27,44916352665301204025020344
39,116,28,119210278462072515555304058
39,116,29,297431189805768275429781360
39,116,30,697815816468828821740634046
39,116,31,1539749526558226719894923820
39,116,32,3195555681629213420747452968
39,116,33,6237679036866254986260662112
39,116,34,11450824159940271085962562840
39,116,35,19765587636808908646238467528
39,116,36,32072381027216448922009063965
39,116,37,48905620388450810695777245936
39,116,38,70051829580279321431902843590
39,116,39,94212939426137137185410121192
39,116,40,118904917546656876936053600217
39,116,41,140742673808729102934671949504
39,116,42,156133986657318360724219066380
39,116,43,162215916621688740281969305544
39,116,44,157710700325379612462914983954
39,116,45,143355664137255232427788442696
39,116,46,121712092070400125921809501352
39,116,47,96418202336954552203383499344
39,116,48,71185357194169933496434165923
39,116,49,48919610005833802719941902332
39,116,50,31249256695123609336329378126
39,116,51,18527114697066500385481421976
39,116,52,10178185428768512582835121727
39,116,53,5171755234204494959342359428
39,116,54,2425707645811533180877309314
39,116,55,1047863801149111527655698356
39,116,56,415872983482438605827485106
39,116,57,151217757018561261695850744
39,116,58,50220350222230404699387264
39,116,59,15179805051728252890445880
39,116,60,4159401079694312758243305
39,116,61,1028480762435237241496500
39,116,62,228290727367478310812504
39,116,63,45213837361400249406584
39,116,64,7933469252323119334846
39,116,65,1222986862809480222736
39,116,66,163980680865746891316
39,116,67,18892742205112732208
39,116,68,1842537358850489311
39,116,69,149265902873000652
39,116,70,9802850527147106
39,116,71,505255674998764
39,116,72,19539734254316
39,116,73,530919829280
39,116,74,9138650868
39,116,75,83097528
39,116,76,273847
39,116,77,116
40,119,0,1
40,119,1,119
40,119,2,7021
40,119,3,273700
40,119,4,7926947
40,119,5,181843900
40,119,6,3439993809
40,119,7,55168442738
40,119,8,765285930990
40,119,9,9323180563683
40,119,10,100941911078519
40,119,11,980554617957250
40,119,12,8612434557335406
40,119,13,68835570150582375
40,119,14,503335867276337665
40,119,15,3382399470925717389
40,119,16,20969380894189211099
40,119,17,120329225669361815008
40,119,18,640932019756092438717
40,119,19,3176649716819064618475
40,119,20,14681140228385307065704
40,119,21,63383351146201850266690
40,119,22,256034680921143714984359
40,119,23,968988020288206541082348
40,119,24,3439832989504931946702209
40,119,25,11465251079139102878552486
40,119,26,35910149478564410910489160
40,119,27,105763827479078037480068137
40,119,28,293080206447890202297367705
40,119,29,764464288730017180743273178
40,119,30,1877561959899196336135701317
40,119,31,4343093475790438543208301295
40,119,32,9463088262183013336690685230
40,119,33,19423101741778750431533727204
40,119,34,37552935934948653841752613532
40,119,35,68385325772683589052390400339
40,119,36,117272967576287289258904196085
40,119,37,189339288188693091733955291803
40,119,38,287709388207105973053328785941
40,119,39,411312713309341535350589264397
40,119,40,552970205826491420194125193743
40,119,41,698750693885037090081015212436
40,119,42,829441811225260611811696585305
40,119,43,924309759885470688958742477754
40,119,44,966304164346650143232858685360
40,119,45,946983889567690142226817020444
40,119,46,869242692501995790076333307114
40,119,47,746645047413853770847766339644
40,119,48,599559428415706035873942665459
40,119,49,449601425867952015608240989285
40,119,50,314478971217725622232304330083
40,119,51,204912912181608615712234943394
40,119,52,124209576681983519954174093951
40,119,53,69933596844243114301986348024
40,119,54,36511865945935316344489208393
40,119,55,17644061803662232218241644228
40,119,56,7875802502125703283609452446
40,119,57,3239978595788180958158928138
40,119,58,1225319358029858378360009244
40,119,59,424811991365723304243778990
40,119,60,134590809573267728789541615
40,119,61,38829362931760843375562636
40,119,62,10159639654138055020747052
40,119,63,2399761051210454853810351
40,119,64,509012224180984961802078
40,119,65,96359043674539552857776
40,119,66,16163790890178147950286
40,119,67,2382306187041449934909
40,119,68,305388244359756375594
40,119,69,33633180691070499406
40,119,70,3134437338020009143
40,119,71,242515500245172784
40,119,72,15198903564035268
40,119,73,746681450844728
40,119,74,27476543775436
40,119,75,708614359880
40,119,76,11534475673
40,119,77,98630430
40,119,78,303212
40,119,79,119
41,122,0,1
41,122,1,122
41,122,2,7381
41,122,3,295118
41,122,4,8768872
41,122,5,206431808
41,122,6,4008759997
41,122,7,66018162316
41,122,8,940749849175
41,122,9,11777728569086
41,122,10,131098424102951
41,122,11,1309846041787584
41,122,12,11838694761023731
41,122,13,97418277279288652
41,122,14,733785315938789790
41,122,15,5082388076665149134
41,122,16,32495500288131597736
41,122,17,192433908253027487032
41,122,18,1058496192124502384869
41,122,19,5421555808161711599398
41,122,20,25913085929561052182243
41,122,21,115793576124520829840764
41,122,22,484530978311864563922596
41,122,23,1901241528211160428894820
41,122,24,7004140234080762048309364
41,122,25,24250609124633721985685988
41,122,26,78980927801656619613777486
41,122,27,242144458495728754271117546
41,122,28,699271005858835579907151805
41,122,29,1903052940491109443201743320
41,122,30,4882700055161316893650653524
41,122,31,11814077682806835596056061110
41,122,32,26962324558661715200438334241
41,122,33,58047395199208726183157121564
41,122,34,117893955787612625200196584654
41,122,35,225874195300019805860212321870
41,122,36,408187747524057329354463716233
41,122,37,695655456773223310245466028584
41,122,38,1117799276877192974370695667071
41,122,39,1692919449415539393647627822170
41,122,40,2415754507124746447232706398448
41,122,41,3246600501525593719443098210988
41,122,42,4107282938559040525660876540581
41,122,43,4888718088935254993714708478010
41,122,44,5471285226877745577792487066485
41,122,45,5753750966879064516988742360912
41,122,46,5681546461783305659637002318120
41,122,47,5263736834834909740825732127408
41,122,48,4571538502672604574133478831613
41,122,49,3718500029802474488837795667778
41,122,50,2829908770744387653983585596711
41,122,51,2012800035770907224442400083726
41,122,52,1336395874932150843696636941434
41,122,53,827203849273348146342558784504
41,122,54,476670205545787075239260613787
41,122,55,255316425228638419176225061968
41,122,56,126898557454936094047500166955
41,122,57,58417035102237302940500180234
41,122,58,24855947816660403728045809264
41,122,59,9752932594639058879584301262
41,122,60,3520047063802235378477006693
41,122,61,1165291953606361615722511960
41,122,62,352701714005443551428363452
41,122,63,97252979637117755004938982
41,122,64,24330253219657551765534060
41,122,65,5496847084115730597744610
41,122,66,1115517557726730492826666
41,122,67,202087012926451656445448
41,122,68,32444981837306719421850
41,122,69,4576997606302643395840
41,122,70,561547994680469740800
41,122,71,59179174527272198280
41,122,72,5275583717026789995
41,122,73,390223505812467278
41,122,74,23360596334869112
41,122,75,1094912919902550
41,122,76,38373265462027
41,122,77,940195684000
41,122,78,14486349540
41,122,79,116612358
41,122,80,334890
41,122,81,122
42,125,0,1
42,125,1,125
42,125,2,7750
42,125,3,317625
42,125,4,9676125
42,125,5,233609025
42,125,6,4653772875
42,125,7,78646263500
42,125,8,1150420233000
42,125,9,14790087023375
42,125,10,169123474842925
42,125,11,1736624262180750
42,125,12,16138474063614750
42,125,13,136608654478305000
42,125,14,1059021152046895125
42,125,15,7553236308545330400
42,125,16,49758054509921962875
42,125,17,303777737033250104500
42,125,18,1723739229188483696125
42,125,19,9113871022622888647375
42,125,20,44998608638049964476600
42,125,21,207867165802727965558500
42,125,22,899873948000378861177125
42,125,23,3656038211312666702560250
42,125,24,13957710806411186231261625
42,125,25,50125561956999044869548180
42,125,26,169491042600539332673367125
42,125,27,540029779987149966055694375
42,125,28,1622403432767036618868911375
42,125,29,4598406450005164141702106250
42,125,30,12301409766613060028172914700
42,125,31,31070709290581629026008153375
42,125,32,74115157333027839566125290500
42,125,33,166992553440007895167192551000
42,125,34,355436579738677642945044024625
42,125,35,714678952545067243244194496075
42,125,36,1357446061235076632953466756875
42,125,37,2435270764686269584585561243750
42,125,38,4125800384530969660820550093000
42,125,39,6599372012724812947603830671250
42,125,40,9963283541534845381440182582225
42,125,41,14192388408463289047575716584000
42,125,42,19067131089034403030562452516625
42,125,43,24148615052950259098461865183875
42,125,44,28817262151191093574426296843000
42,125,45,32383193709581038896043654384025
42,125,46,34246938734671976335494537905625
42,125,47,34061409818571141341541004354500
42,125,48,31836099264941775699342236491875
42,125,49,27941099439990052551866090968125
42,125,50,23006692257489680556164482998660
42,125,51,17755825352893671102565568224875
42,125,52,12830925177005593555222974879625
42,125,53,8672056428719956262787276857375
42,125,54,5475300986218134918842782478125
42,125,55,3225105575888493328964103992750
42,125,56,1769726468285726731947539297000
42,125,57,903259180746650920105881905625
42,125,58,428069551350675525792346668125
42,125,59,188013354157656863501561029000
42,125,60,76370673738929721167033046525
42,125,61,28623400918640652472345137375
42,125,62,9873080925578794725319439500
42,125,63,3125145773159753239111585125
42,125,64,904837545666048641107378000
42,125,65,238765231196595086987333475
42,125,66,57184319282728808285415000
42,125,67,12372008519778402877428625
42,125,68,2404957619466521432900750
42,125,69,417400282320179858284875
42,125,70,64208158127937368177750
42,125,71,8678750702217401706750
42,125,72,1020130722386881983000
42,125,73,102975044773161673875
42,125,74,8789397322321211875
42,125,75,622113324851125680
42,125,76,35606782751779875
42,125,77,1593633842857125
42,125,78,53240693823000
42,125,79,1240396151375
42,125,80,18107333350
42,125,81,137360375
42,125,82,369000
42,125,83,125
43,128,0,1
43,128,1,128
43,128,2,8128
43,128,3,341248
43,128,4,10652000
43,128,5,263574784
43,128,6,5382994176
43,128,7,93289123712
43,128,8,1399855798320
43,128,9,18468058536832
43,128,10,216789579028864
43,128,11,2286100535686400
43,128,12,21826737061018624
43,128,13,189904248734387456
43,128,14,1513896198286236608
43,128,15,11109037323322849152
43,128,16,75333464882307804184
43,128,17,473700492388392082816
43,128,18,2770117754936304814272
43,128,19,15103496554486352830080
43,128,20,76949375813506228642112
43,128,21,367046854847216510951680
43,128,22,1641951771874780302590720
43,128,23,6898615208705122993404160
43,128,24,27257353131706865470631936
43,128,25,101393443833009109648294144
43,128,26,355434019588781450446889984
43,128,27,1175141939494654394382255360
43,128,28,3666988090455204423164830944
43,128,29,10806205504446627904883479552
43,128,30,30088003673164383343748948672
43,128,31,79184565634718051392504148224
43,128,32,197036683067491944408635634540
43,128,33,463670919995357084740663158272
43,128,34,1032030445578110313689854210880
43,128,35,2172839141054375516681052446720
43,128,36,4327312736208395016901066903776
43,128,37,8151548607073942324190945109760
43,128,38,14522528237561482864185315258176
43,128,39,24465188364892786646543167003648
43,128,40,38963585031080349116646070195424
43,128,41,58647525555547014217811435096448
43,128,42,83401646235549485829879925457536
43,128,43,112012151524052564876722795047040
43,128,44,142013839604525650209238644679104
43,128,45,169886425165643993924393041904384
43,128,46,191652499408764434056226740350592
43,128,47,203770289513047149392050786812672
43,128,48,204059737832422205802165990390960
43,128,49,192335379365023023420768490215552
43,128,50,170496796402119816535172704515264
43,128,51,142027063784789013067323331738368
43,128,52,111080367784382935701051778786848
43,128,53,81488563744205010889751511666176
43,128,54,56013980754939709810276073748096
43,128,55,36036769086968252730092312420992
43,128,56,21672647191697032665811163537296
43,128,57,12167879869137289630734526841472
43,128,58,6368282088541132093624553581824
43,128,59,3102005684548476147059593912064
43,128,60,1403839697732300632621033228288
43,128,61,589132535355533843037991258496
43,128,62,228774996642088688755818947392
43,128,63,82013367212483882313151265024
43,128,64,27071209893312092670429476002
43,128,65,8203739736864784353787157120
43,128,66,2274979226359254574263303040
43,128,67,575179780713855124445686784
43,128,68,132030896097494626559071456
43,128,69,27385638631950031131290240
43,128,70,5104660059099132463378432
43,128,71,849674887757374878128640
43,128,72,125360762956714887184352
43,128,73,16251441666408174048384
43,128,74,1831890333559612302912
43,128,75,177285933291309741056
43,128,76,14501745747751029568
43,128,77,983063666495189376
43,128,78,53840932658816064
43,128,79,2303016741729792
43,128,80,73404672860584
43,128,81,1627556456832
43,128,82,22530351488
43,128,83,161223936
43,128,84,405664
43,128,85,128
44,131,0,1
44,131,1,131
44,131,2,8515
44,131,3,366014
44,131,4,11699872
44,131,5,296538281
44,131,6,6204993160
44,131,7,110207596684
44,131,8,1695347880232
44,131,9,22936815105102
44,131,10,276208865329123
44,131,11,2989116023361364
44,131,12,29299185999855171
44,131,13,261819634033676234
44,131,14,2144651230101439481
44,131,15,16178318914774515963
44,131,16,112838181798281507225
44,131,17,730146054079271531414
44,131,18,4396233203407612240701
44,131,19,24693805813024474335780
44,131,20,129690509189712580675874
44,131,21,638109537869569585117808
44,131,22,2946434894689008338711252
44,131,23,12786971716539497348666876
44,131,24,52225238945250298713035163
44,131,25,200971654916837941615258918
44,131,26,729399443275639187741345563
44,131,27,2498896406791262076137336300
44,131,28,8087348409893745586651035282
44,131,29,24740795709265246517299256521
44,131,30,71581546389323427867344814781
44,131,31,195955741556289278648230068946
44,131,32,507734184355321494869587658830
44,131,33,1245527685142304420378579292417
44,131,34,2893299922326802622922708969258
44,131,35,6365179433269332293251488983958
44,131,36,13262651216225744995346380113093
44,131,37,26172841107574767526842247910521
44,131,38,48915317676251407712472944622709
44,131,39,86568644215078724718133843639242
44,131,40,145051740077390924544173541613331
44,131,41,230056355332972563043466236173563
44,131,42,345282931760845075503052277836965
44,131,43,490235771728552679281944893983434
44,131,44,658207061160825971174120799152445
44,131,45,835344862010409024696384123466068
44,131,46,1001641615291542776001801883039816
44,131,47,1134172402719578198120758793330783
44,131,48,1212053457381611322012478461309343
44,131,49,1221728251631841627982594807024761
44,131,50,1160778175849903774670178495368844
44,131,51,1038803939204154693244085532880818
44,131,52,874964663483466678178957825197432
44,131,53,693036218328546462345485438090109
44,131,54,515746957889863447569557629601884
44,131,55,360253248468098423668524314951662
44,131,56,235944607728380018578466068814320
44,131,57,144725562339227342994663144685164
44,131,58,83037274758276159011059622334061
44,131,59,44504692803939468957963165873060
44,131,60,22248593202285254234479646281403
44,131,61,10357686639868901099734214238299
44,131,62,4482480565213999464292137838076
44,131,63,1799802721913157483536856578406
44,131,64,669037339050643251736680601660
44,131,65,229701008233144755370262503690
44,131,66,72646637135561902964304533313
44,131,67,21102202784911984729006314272
44,131,68,5611304557800007593862923227
44,131,69,1360834238497771899016309620
44,131,70,299721224754762504125191309
44,131,71,59663438576144298707691124
44,131,72,10675153683250034253363516
44,131,73,1705816083513980297460957
44,131,74,241618831584752471986397
44,131,75,30069777090011698489634
44,131,76,3253425614731269315984
44,131,77,302132522784900746065
44,131,78,23704753410760271992
44,131,79,1540323042803942610
44,131,80,80791734425394234
44,131,81,3305454142602572
44,131,82,100595360070821
44,131,83,2124411089264
44,131,84,27911151213
44,131,85,188587338
44,131,86,445007
44,131,87,131
45,134,0,1
45,134,1,134
45,134,2,8911
45,134,3,391950
45,134,4,12823197
45,134,5,332718918
45,134,6,7128976746
45,134,7,129688864766
45,134,8,2043995664660
45,134,9,28341168181524
45,134,10,349887332498907
45,134,11,3883211277730654
45,134,12,39050134796853888
45,134,13,358144840816064130
45,134,14,3012197148941526780
45,134,15,23341099628800606194
45,134,16,167304161241191431058
45,134,17,1113103613849521712398
45,134,18,6894542651663440972392
45,134,19,39860890685288039423780
45,134,20,215600003936825288875593
45,134,21,1093143600532794979564374
45,134,22,5204666749565448093345730
45,134,23,23305793074212939159411194
45,134,24,98282571282701802908319633
45,134,25,390791244889355095805441796
45,134,26,1466621973155896637293294308
45,134,27,5199814028353158111781825640
45,134,28,17429797280235271922232552655
45,134,29,55274215691819017294956051878
45,134,30,165930297365005070672494387605
45,134,31,471746420214897956500214213132
45,134,32,1270694831512884416826913867825
45,134,33,3243838259167680621131149484184
45,134,34,7849933113010658927907631661552
45,134,35,18010891334805787662966363491728
45,134,36,39184338168714065637947323352967
45,134,37,80838268898961049205653834904160
45,134,38,158140373997496182741620237052572
45,134,39,293332440849120537761036369127996
45,134,40,515841918154015329248817940361694
45,134,41,859880777830807501683819524654694
45,134,42,1358406804842429043752474102438430
45,134,43,2033181154205297990120894661371566
45,134,44,2882317031874677992315070961242354
45,134,45,3868764144599892334645268368106424
45,134,46,4914663015741497765850117753063421
45,134,47,5906268259471941495017056666591314
45,134,48,6711477339161711589819722388540855
45,134,49,7207365503578584471656377764270164
45,134,50,7310315553689418040875210467920381
45,134,51,6998799718467128974922235822662964
45,134,52,6320385479059442825865662025396042
45,134,53,5379941085671482305536854358743818
45,134,54,4313024529941921052900190253089654
45,134,55,3253767262566647387593359481100898
45,134,56,2307766104739621587708164511856176
45,134,57,1537328414693621099623071545209992
45,134,58,960826440132600971086580859422437
45,134,59,562758306489171807723992357263826
45,134,60,308496272382807851051833598514246
45,134,61,158064185356081467392329493489486
45,134,62,75582888529733153834715773560073
45,134,63,33675226845398317665583019751516
45,134,64,13954589157102622084131515741814
45,134,65,5367699405746476678932648930126
45,134,66,1912409676172472035961725977723
45,134,67,629580645924904854622055822544
45,134,68,191002638952740248639040094452
45,134,69,53241492424424517986432220264
45,134,70,13590403681281898044852280788
45,134,71,3164827580017352925423149592
45,134,72,669498599380966187727103425
45,134,73,128031657382101643697095274
45,134,74,22010274271607813131664425
45,134,75,3379585007521860400568676
45,134,76,459988941062498786685309
45,134,77,55004758306310659000140
45,134,78,5717254609012315176498
45,134,79,509905130894465122756
45,134,80,38403745736571429748
45,134,81,2393928203267996102
45,134,82,120345497602832967
45,134,83,4713119344251324
45,134,84,137059366653486
45,134,85,2759024170276
45,134,86,34431626156
45,134,87,219872292
45,134,88,487157
45,134,89,134
46,137,0,1
46,137,1,137
46,137,2,9316
46,137,3,419083
46,137,4,14025512
46,137,5,372346546
46,137,6,8164820373
46,137,7,152048382359
46,137,8,2453787066774
46,137,9,34848069940877
46,137,10,440786138738508
46,137,11,5013865161214401
46,137,12,51693749766389597
46,137,13,486260508067369786
46,137,14,4196223945603492999
46,137,15,33376531373533621314
46,137,16,245674847669706243525
46,137,17,1679280057676327067131
46,137,18,10691447523200998406179
46,137,19,63568536640878138511657
46,137,20,353785396240090300445722
46,137,21,1846747378592431283862695
46,137,22,9057688939621974579766513
46,137,23,41807083687398277752783258
46,137,24,181846098773581287030127331
46,137,25,746288702130912024251600771
46,137,26,2892819933768819673721370396
46,137,27,10601145557936758889471901212
46,137,28,36758192603962338138790299550
46,137,29,120678863681595947226629159969
46,137,30,375358729118614623073607849027
46,137,31,1106682248862733577860139577208
46,137,32,3094188677200049775788260142028
46,137,33,8206737060714358308244094059624
46,137,34,20654519507949032937845814534751
46,137,35,49336928233973741073099771212359
46,137,36,111867925627121655387975119382475
46,137,37,240798430028311659349397290412470
46,137,38,492073466106760116007664966496252
46,137,39,954607654790934139661576386446889
46,137,40,1757951541173037956149446912123557
46,137,41,3072721157226298999325160011304837
46,137,42,5096835790417038212735337519516051
46,137,43,8021337517868164780812552655535661
46,137,44,11974297464029310911420172978568787
46,137,45,16950414442064368659952613698052897
46,137,46,22745178444865213006940489333577095
46,137,47,28920834613580379571504644820333487
46,137,48,34830559110069495184974349394228143
46,137,49,39713283990342490091148292780703264
46,137,50,42846568496209990037988107628165132
46,137,51,43718114838410955990465255080856937
46,137,52,42161164090931572252242047571072568
46,137,53,38405169891357368989868521421194923
46,137,54,33021075017905253325238114430300206
46,137,55,26778889804513383959085951055685315
46,137,56,20466539809772612240679174352193598
46,137,57,14728910913330394497361107547179291
46,137,58,9971623704692231860593634144853640
46,137,59,6344433974862127795099531287928799
46,137,60,3789475997522490931719331802385629
46,137,61,2122331853039113200430947166343462
46,137,62,1113116355738413777669489660668421
46,137,63,545956385708361453811380193784010
46,137,64,250039306101112973890956846862226
46,137,65,106751379771697723030996639588509
46,137,66,42409847758295909604281847040176
46,137,67,15646709336039261612229869246829
46,137,68,5349196438892794536702528342273
46,137,69,1690470580230059083904501298828
46,137,70,492501206956857894223821906573
46,137,71,131879993082442493543542144380
46,137,72,32348606225996016045703929672
46,137,73,7240768237713992879175352695
46,137,74,1472630243729014294238823151
46,137,75,270799525497035043179450134
46,137,76,44770889373668347368458096
46,137,77,6611491096577344794939622
46,137,78,865453495310894043701031
46,137,79,99520926470411315624603
