x,shape_mask,exact_grundy,capped_grundy
114,1,71,3
114,2,68,3
114,3,72,3
114,4,72,3
114,5,1,1
114,6,61,3
114,7,71,3
114,9,1,1
114,11,73,3
114,13,2,2
114,15,72,3
114,21,67,3
114,23,1,1
114,29,71,3
114,31,74,3
114,63,75,3
115,0,68,3
115,1,71,3
115,2,73,3
115,3,72,3
115,4,72,3
115,5,73,3
115,6,61,3
115,7,71,3
115,9,72,3
115,11,50,3
115,13,71,3
115,15,73,3
115,21,74,3
115,23,73,3
115,29,73,3
115,31,74,3
115,63,75,3
116,0,1,1
116,1,72,3
116,2,73,3
116,3,74,3
116,4,72,3
116,5,1,1
116,6,2,2
116,7,72,3
116,9,74,3
116,11,75,3
116,13,75,3
116,15,1,1
116,21,74,3
116,23,1,1
116,29,1,1
116,31,73,3
116,63,74,3
117,0,73,3
117,1,1,1
117,2,2,2
117,3,71,3
117,4,50,3
117,5,75,3
117,6,71,3
117,7,50,3
117,9,75,3
117,11,72,3
117,13,1,1
117,15,75,3
117,21,74,3
117,23,72,3
117,29,76,3
117,31,50,3
117,63,74,3
118,0,74,3
118,1,71,3
118,2,73,3
118,3,2,2
118,4,71,3
118,5,1,1
118,6,75,3
118,7,73,3
118,9,1,1
118,11,75,3
118,13,73,3
118,15,2,2
118,21,73,3
118,23,1,1
118,29,74,3
118,31,73,3
118,63,76,3
119,0,61,3
119,1,72,3
119,2,74,3
119,3,50,3
119,4,72,3
119,5,61,3
119,6,61,3
119,7,73,3
119,9,76,3
119,11,61,3
119,13,77,3
119,15,50,3
119,21,76,3
119,23,77,3
119,29,61,3
119,31,73,3
119,63,74,3
120,0,1,1
120,1,2,2
120,2,2,2
120,3,75,3
120,4,2,2
120,5,1,1
120,6,61,3
120,7,2,2
120,9,61,3
120,11,74,3
120,13,76,3
120,15,1,1
120,21,61,3
120,23,1,1
120,29,1,1
120,31,2,2
120,63,76,3
121,0,61,3
121,1,1,1
121,2,71,3
121,3,2,2
121,4,71,3
121,5,61,3
121,6,61,3
121,7,73,3
121,9,73,3
121,11,77,3
121,13,1,1
121,15,2,2
121,21,73,3
121,23,76,3
121,29,76,3
121,31,73,3
121,63,78,3
122,0,71,3
122,1,61,3
122,2,76,3
122,3,50,3
122,4,2,2
122,5,1,1
122,6,74,3
122,7,2,2
122,9,1,1
122,11,71,3
122,13,61,3
122,15,50,3
122,21,77,3
122,23,1,1
122,29,78,3
122,31,2,2
122,63,77,3
123,0,2,2
123,1,77,3
123,2,61,3
123,3,2,2
123,4,61,3
123,5,2,2
123,6,76,3
123,7,61,3
123,9,61,3
123,11,76,3
123,13,77,3
123,15,2,2
123,21,78,3
123,23,73,3
123,29,2,2
123,31,61,3
123,63,77,3
124,0,1,1
124,1,50,3
124,2,50,3
124,3,2,2
124,4,50,3
124,5,1,1
124,6,73,3
124,7,50,3
124,9,78,3
124,11,61,3
124,13,77,3
124,15,1,1
124,21,77,3
124,23,1,1
124,29,1,1
124,31,2,2
124,63,50,3
125,0,61,3
125,1,1,1
125,2,76,3
125,3,61,3
125,4,77,3
125,5,61,3
125,6,73,3
125,7,50,3
125,9,76,3
125,11,77,3
125,13,1,1
125,15,61,3
125,21,76,3
125,23,79,3
125,29,61,3
125,31,50,3
125,63,76,3
126,0,76,3
126,1,61,3
126,2,61,3
126,3,77,3
126,4,77,3
126,5,1,1
126,6,2,2
126,7,61,3
126,9,1,1
126,11,2,2
126,13,61,3
126,15,77,3
126,21,78,3
126,23,1,1
126,29,79,3
126,31,61,3
126,63,78,3
127,0,74,3
127,1,50,3
127,2,78,3
127,3,77,3
127,4,61,3
127,5,76,3
127,6,79,3
127,7,50,3
127,9,77,3
127,11,50,3
127,13,50,3
127,15,77,3
127,21,78,3
127,23,80,3
127,29,76,3
127,31,81,3
127,63,82,3
128,0,1,1
128,1,77,3
128,2,76,3
128,3,61,3
128,4,77,3
128,5,1,1
128,6,78,3
128,7,80,3
128,9,79,3
128,11,80,3
128,13,80,3
128,15,1,1
128,21,79,3
128,23,1,1
128,29,1,1
128,31,61,3
128,63,81,3
129,0,61,3
129,1,1,1
129,2,78,3
129,3,77,3
129,4,76,3
129,5,79,3
129,6,61,3
129,7,80,3
129,9,79,3
129,11,80,3
129,13,1,1
129,15,79,3
129,21,80,3
129,23,79,3
129,29,61,3
129,31,81,3
129,63,82,3
130,0,78,3
130,1,61,3
130,2,80,3
130,3,81,3
130,4,80,3
130,5,1,1
130,6,61,3
130,7,82,3
130,9,1,1
130,11,82,3
130,13,79,3
130,15,80,3
130,21,79,3
130,23,1,1
130,29,61,3
130,31,81,3
130,63,83,3
131,0,77,3
131,1,73,3
131,2,78,3
131,3,81,3
131,4,50,3
131,5,79,3
131,6,81,3
131,7,73,3
131,9,50,3
131,11,73,3
131,13,73,3
131,15,50,3
131,21,81,3
131,23,79,3
131,29,79,3
131,31,83,3
131,63,84,3
132,0,1,1
132,1,79,3
132,2,78,3
132,3,50,3
132,4,78,3
132,5,1,1
132,6,79,3
132,7,2,2
132,9,80,3
132,11,82,3
132,13,2,2
132,15,1,1
132,21,2,2
132,23,1,1
132,29,1,1
132,31,2,2
132,63,83,3
133,0,79,3
133,1,1,1
133,2,81,3
133,3,61,3
133,4,73,3
133,5,50,3
133,6,80,3
133,7,83,3
133,9,61,3
133,11,73,3
133,13,1,1
133,15,61,3
133,21,61,3
133,23,84,3
133,29,50,3
133,31,81,3
133,63,83,3
134,0,73,3
134,1,2,2
134,2,50,3
134,3,81,3
134,4,82,3
134,5,1,1
134,6,81,3
134,7,82,3
134,9,1,1
134,11,82,3
134,13,2,2
134,15,83,3
134,21,73,3
134,23,1,1
134,29,79,3
134,31,2,2
134,63,84,3
135,0,80,3
135,1,73,3
135,2,61,3
135,3,79,3
135,4,81,3
135,5,79,3
135,6,73,3
135,7,50,3
135,9,79,3
135,11,73,3
135,13,73,3
135,15,61,3
135,21,80,3
135,23,61,3
135,29,83,3
135,31,79,3
135,63,80,3
136,0,1,1
136,1,2,2
136,2,83,3
136,3,80,3
136,4,2,2
136,5,1,1
136,6,84,3
136,7,61,3
136,9,80,3
136,11,2,2
136,13,82,3
136,15,1,1
136,21,80,3
136,23,1,1
136,29,1,1
136,31,61,3
136,63,80,3
137,0,79,3
137,1,1,1
137,2,84,3
137,3,2,2
137,4,73,3
137,5,79,3
137,6,83,3
137,7,85,3
137,9,73,3
137,11,79,3
137,13,1,1
137,15,2,2
137,21,84,3
137,23,79,3
137,29,79,3
137,31,73,3
137,63,85,3
138,0,73,3
138,1,61,3
138,2,79,3
138,3,80,3
138,4,2,2
138,5,1,1
138,6,85,3
138,7,61,3
138,9,1,1
138,11,2,2
138,13,61,3
138,15,79,3
138,21,73,3
138,23,1,1
138,29,80,3
138,31,61,3
138,63,86,3
139,0,2,2
139,1,73,3
139,2,73,3
139,3,80,3
139,4,79,3
139,5,2,2
139,6,80,3
139,7,73,3
139,9,85,3
139,11,79,3
139,13,73,3
139,15,81,3
139,21,83,3
139,23,79,3
139,29,2,2
139,31,73,3
139,63,86,3
140,0,1,1
140,1,79,3
140,2,73,3
140,3,85,3
140,4,73,3
140,5,1,1
140,6,2,2
140,7,73,3
140,9,80,3
140,11,86,3
140,13,79,3
140,15,1,1
140,21,84,3
140,23,1,1
140,29,1,1
140,31,73,3
140,63,85,3
141,0,79,3
141,1,1,1
141,2,80,3
141,3,61,3
141,4,73,3
141,5,85,3
141,6,84,3
141,7,80,3
141,9,85,3
141,11,73,3
141,13,1,1
141,15,61,3
141,21,86,3
141,23,87,3
141,29,79,3
141,31,86,3
141,63,88,3
142,0,73,3
142,1,84,3
142,2,80,3
142,3,73,3
142,4,86,3
142,5,1,1
142,6,85,3
142,7,2,2
142,9,1,1
142,11,85,3
142,13,2,2
142,15,73,3
142,21,2,2
142,23,1,1
142,29,73,3
142,31,2,2
142,63,87,3
143,0,80,3
143,1,86,3
143,2,61,3
143,3,80,3
143,4,86,3
143,5,79,3
143,6,73,3
143,7,61,3
143,9,73,3
143,11,87,3
143,13,87,3
143,15,88,3
143,21,87,3
143,23,79,3
143,29,88,3
143,31,61,3
143,63,89,3
144,0,1,1
144,1,80,3
144,2,85,3
144,3,86,3
144,4,85,3
144,5,1,1
144,6,61,3
144,7,85,3
144,9,85,3
144,11,87,3
144,13,87,3
144,15,1,1
144,21,86,3
144,23,1,1
144,29,1,1
144,31,88,3
144,63,89,3
145,0,85,3
145,1,1,1
145,2,61,3
145,3,86,3
145,4,80,3
145,5,88,3
145,6,86,3
145,7,89,3
145,9,88,3
145,11,89,3
145,13,1,1
145,15,73,3
145,21,86,3
145,23,90,3
145,29,87,3
145,31,91,3
145,63,92,3
146,0,86,3
146,1,2,2
146,2,73,3
146,3,88,3
146,4,2,2
146,5,1,1
146,6,88,3
146,7,61,3
146,9,1,1
146,11,2,2
146,13,87,3
146,15,73,3
146,21,85,3
146,23,1,1
146,29,88,3
146,31,61,3
146,63,89,3
147,0,79,3
147,1,87,3
147,2,85,3
147,3,2,2
147,4,85,3
147,5,79,3
147,6,89,3
147,7,73,3
147,9,89,3
147,11,79,3
147,13,90,3
147,15,2,2
147,21,88,3
147,23,79,3
147,29,79,3
147,31,73,3
147,63,90,3
148,0,1,1
148,1,79,3
148,2,87,3
148,3,85,3
148,4,2,2
148,5,1,1
148,6,88,3
148,7,90,3
148,9,2,2
148,11,88,3
148,13,79,3
148,15,1,1
148,21,88,3
148,23,1,1
148,29,1,1
148,31,2,2
148,63,90,3
149,0,2,2
149,1,1,1
149,2,79,3
149,3,87,3
149,4,79,3
149,5,2,2
149,6,86,3
149,7,79,3
149,9,79,3
149,11,90,3
149,13,1,1
149,15,87,3
149,21,89,3
149,23,91,3
149,29,2,2
149,31,93,3
149,63,94,3
150,0,87,3
150,1,61,3
150,2,89,3
150,3,87,3
150,4,61,3
150,5,1,1
150,6,91,3
150,7,2,2
150,9,1,1
150,11,61,3
150,13,90,3
150,15,92,3
150,21,90,3
150,23,1,1
150,29,91,3
150,31,2,2
150,63,93,3
151,0,79,3
151,1,87,3
151,2,2,2
151,3,79,3
151,4,88,3
151,5,79,3
151,6,90,3
151,7,2,2
151,9,90,3
151,11,93,3
151,13,87,3
151,15,61,3
151,21,92,3
151,23,61,3
151,29,79,3
151,31,94,3
151,63,95,3
152,0,1,1
152,1,79,3
152,2,87,3
152,3,2,2
152,4,88,3
152,5,1,1
152,6,61,3
152,7,88,3
152,9,91,3
152,11,61,3
152,13,79,3
152,15,1,1
152,21,91,3
152,23,1,1
152,29,1,1
152,31,2,2
152,63,88,3
153,0,89,3
153,1,1,1
153,2,90,3
153,3,92,3
153,4,79,3
153,5,61,3
153,6,87,3
153,7,79,3
153,9,61,3
153,11,79,3
153,13,1,1
153,15,91,3
153,21,91,3
153,23,90,3
153,29,93,3
153,31,95,3
153,63,96,3
154,0,73,3
154,1,93,3
154,2,89,3
154,3,73,3
154,4,90,3
154,5,1,1
154,6,73,3
154,7,90,3
154,9,1,1
154,11,79,3
154,13,73,3
154,15,94,3
154,21,73,3
154,23,1,1
154,29,92,3
154,31,95,3
154,63,96,3
155,0,79,3
155,1,90,3
155,2,92,3
155,3,2,2
155,4,92,3
155,5,73,3
155,6,2,2
155,7,79,3
155,9,93,3
155,11,79,3
155,13,79,3
155,15,91,3
155,21,79,3
155,23,91,3
155,29,73,3
155,31,96,3
155,63,97,3
156,0,1,1
156,1,61,3
156,2,73,3
156,3,92,3
156,4,93,3
156,5,1,1
156,6,2,2
156,7,93,3
156,9,79,3
156,11,94,3
156,13,61,3
156,15,1,1
156,21,79,3
156,23,1,1
156,29,1,1
156,31,73,3
156,63,95,3
157,0,91,3
157,1,1,1
157,2,2,2
157,3,95,3
157,4,79,3
157,5,91,3
157,6,91,3
157,7,73,3
157,9,94,3
157,11,73,3
157,13,1,1
157,15,93,3
157,21,93,3
157,23,97,3
157,29,91,3
157,31,98,3
157,63,99,3
158,0,94,3
158,1,91,3
158,2,91,3
158,3,93,3
158,4,90,3
158,5,1,1
158,6,95,3
158,7,96,3
158,9,1,1
158,11,95,3
158,13,91,3
158,15,2,2
158,21,94,3
158,23,1,1
158,29,95,3
158,31,97,3
158,63,98,3
159,0,61,3
159,1,73,3
159,2,73,3
159,3,61,3
159,4,73,3
159,5,61,3
159,6,61,3
159,7,73,3
159,9,79,3
159,11,97,3
159,13,93,3
159,15,79,3
159,21,79,3
159,23,91,3
159,29,61,3
159,31,73,3
159,63,98,3
160,0,1,1
160,1,61,3
160,2,61,3
160,3,79,3
160,4,73,3
160,5,1,1
160,6,79,3
160,7,2,2
160,9,97,3
160,11,98,3
160,13,2,2
160,15,1,1
160,21,2,2
160,23,1,1
160,29,1,1
160,31,2,2
160,63,94,3
161,0,61,3
161,1,1,1
161,2,79,3
161,3,73,3
161,4,73,3
161,5,79,3
161,6,61,3
161,7,91,3
161,9,73,3
161,11,61,3
161,13,1,1
161,15,73,3
161,21,91,3
161,23,97,3
161,29,79,3
161,31,91,3
161,63,93,3
162,0,79,3
162,1,96,3
162,2,98,3
162,3,79,3
162,4,98,3
162,5,1,1
162,6,61,3
162,7,95,3
162,9,1,1
162,11,73,3
162,13,2,2
162,15,79,3
162,21,97,3
162,23,1,1
162,29,99,3
162,31,2,2
162,63,100,3
163,0,61,3
163,1,73,3
163,2,79,3
163,3,91,3
163,4,98,3
163,5,61,3
163,6,61,3
163,7,79,3
163,9,97,3
163,11,73,3
163,13,91,3
163,15,100,3
163,21,91,3
163,23,73,3
163,29,61,3
163,31,91,3
163,63,101,3
164,0,1,1
164,1,2,2
164,2,79,3
164,3,98,3
164,4,79,3
164,5,1,1
164,6,73,3
164,7,79,3
164,9,61,3
164,11,2,2
164,13,91,3
164,15,1,1
164,21,61,3
164,23,1,1
164,29,1,1
164,31,79,3
164,63,100,3
165,0,61,3
165,1,1,1
165,2,97,3
165,3,79,3
165,4,91,3
165,5,61,3
165,6,61,3
165,7,98,3
165,9,99,3
165,11,61,3
165,13,1,1
165,15,79,3
165,21,98,3
165,23,100,3
165,29,100,3
165,31,91,3
165,63,101,3
166,0,99,3
166,1,61,3
166,2,61,3
166,3,91,3
166,4,2,2
166,5,1,1
166,6,100,3
166,7,101,3
166,9,1,1
166,11,2,2
166,13,61,3
166,15,91,3
166,21,73,3
166,23,1,1
166,29,99,3
166,31,101,3
166,63,102,3
167,0,2,2
167,1,79,3
167,2,61,3
167,3,101,3
167,4,61,3
167,5,2,2
167,6,79,3
167,7,61,3
167,9,91,3
167,11,79,3
167,13,79,3
167,15,101,3
167,21,100,3
167,23,102,3
167,29,2,2
167,31,61,3
167,63,91,3
168,0,1,1
168,1,91,3
168,2,91,3
168,3,99,3
168,4,61,3
168,5,1,1
168,6,2,2
168,7,91,3
168,9,99,3
168,11,101,3
168,13,2,2
168,15,1,1
168,21,99,3
168,23,1,1
168,29,1,1
168,31,91,3
168,63,102,3
169,0,61,3
169,1,1,1
169,2,101,3
169,3,61,3
169,4,98,3
169,5,61,3
169,6,102,3
169,7,73,3
169,9,73,3
169,11,102,3
169,13,1,1
169,15,61,3
169,21,73,3
169,23,100,3
169,29,61,3
169,31,73,3
169,63,91,3
170,0,79,3
170,1,61,3
170,2,61,3
170,3,101,3
170,4,102,3
170,5,1,1
170,6,91,3
170,7,61,3
170,9,1,1
170,11,103,3
170,13,2,2
170,15,104,3
170,21,103,3
170,23,1,1
170,29,61,3
170,31,2,2
170,63,101,3
171,0,73,3
171,1,79,3
171,2,103,3
171,3,73,3
171,4,61,3
171,5,73,3
171,6,104,3
171,7,79,3
171,9,100,3
171,11,61,3
171,13,79,3
171,15,73,3
171,21,100,3
171,23,61,3
171,29,73,3
171,31,79,3
171,63,102,3
172,0,1,1
172,1,2,2
172,2,73,3
172,3,61,3
172,4,101,3
172,5,1,1
172,6,103,3
172,7,73,3
172,9,73,3
172,11,2,2
172,13,2,2
172,15,1,1
172,21,73,3
172,23,1,1
172,29,1,1
172,31,73,3
172,63,105,3
173,0,61,3
173,1,1,1
173,2,102,3
173,3,79,3
173,4,73,3
173,5,100,3
173,6,61,3
173,7,102,3
173,9,102,3
173,11,73,3
173,13,1,1
173,15,79,3
173,21,102,3
173,23,73,3
173,29,61,3
173,31,102,3
173,63,104,3
174,0,102,3
174,1,2,2
174,2,103,3
174,3,73,3
174,4,2,2
174,5,1,1
174,6,104,3
174,7,79,3
174,9,1,1
174,11,2,2
174,13,61,3
174,15,73,3
174,21,61,3
174,23,1,1
174,29,79,3
174,31,103,3
174,63,105,3
175,0,2,2
175,1,91,3
175,2,73,3
175,3,103,3
175,4,73,3
175,5,2,2
175,6,103,3
175,7,61,3
175,9,104,3
175,11,105,3
175,13,102,3
175,15,73,3
175,21,104,3
175,23,105,3
175,29,2,2
175,31,106,3
175,63,107,3
176,0,1,1
176,1,103,3
176,2,79,3
176,3,104,3
176,4,73,3
176,5,1,1
176,6,2,2
176,7,79,3
176,9,2,2
176,11,105,3
176,13,103,3
176,15,1,1
176,21,104,3
176,23,1,1
176,29,1,1
176,31,104,3
176,63,106,3
177,0,2,2
177,1,1,1
177,2,79,3
177,3,61,3
177,4,79,3
177,5,2,2
177,6,103,3
177,7,73,3
177,9,61,3
177,11,103,3
177,13,1,1
177,15,61,3
177,21,61,3
177,23,105,3
177,29,103,3
177,31,73,3
177,63,79,3
178,0,104,3
178,1,91,3
178,2,106,3
178,3,79,3
178,4,79,3
178,5,1,1
178,6,103,3
178,7,2,2
178,9,1,1
178,11,107,3
178,13,2,2
178,15,79,3
178,21,2,2
178,23,1,1
178,29,91,3
178,31,2,2
178,63,104,3
179,0,103,3
179,1,61,3
179,2,2,2
179,3,104,3
179,4,106,3
179,5,73,3
179,6,103,3
179,7,2,2
179,9,105,3
179,11,106,3
179,13,61,3
179,15,73,3
179,21,103,3
179,23,61,3
179,29,73,3
179,31,2,2
179,63,79,3
180,0,1,1
180,1,104,3
180,2,61,3
180,3,2,2
180,4,104,3
180,5,1,1
180,6,107,3
180,7,61,3
180,9,103,3
180,11,104,3
180,13,106,3
180,15,1,1
180,21,107,3
180,23,1,1
180,29,1,1
180,31,2,2
180,63,61,3
181,0,103,3
181,1,1,1
181,2,106,3
181,3,79,3
181,4,61,3
181,5,103,3
181,6,103,3
181,7,108,3
181,9,104,3
181,11,108,3
181,13,1,1
181,15,61,3
181,21,105,3
181,23,109,3
181,29,103,3
181,31,106,3
181,63,110,3
182,0,61,3
182,1,2,2
182,2,107,3
182,3,61,3
182,4,2,2
182,5,1,1
182,6,108,3
182,7,107,3
182,9,1,1
182,11,2,2
182,13,61,3
182,15,109,3
182,21,61,3
182,23,1,1
182,29,103,3
182,31,61,3
182,63,107,3
183,0,79,3
183,1,61,3
183,2,103,3
183,3,2,2
183,4,105,3
183,5,79,3
183,6,79,3
183,7,61,3
183,9,108,3
183,11,61,3
183,13,61,3
183,15,106,3
183,21,106,3
183,23,103,3
183,29,109,3
183,31,2,2
183,63,110,3
184,0,1,1
184,1,73,3
184,2,73,3
184,3,103,3
184,4,73,3
184,5,1,1
184,6,2,2
184,7,73,3
184,9,107,3
184,11,2,2
184,13,108,3
184,15,1,1
184,21,104,3
184,23,1,1
184,29,1,1
184,31,73,3
184,63,109,3
185,0,2,2
185,1,1,1
185,2,107,3
185,3,108,3
185,4,107,3
185,5,108,3
185,6,61,3
185,7,73,3
185,9,108,3
185,11,109,3
185,13,1,1
185,15,108,3
185,21,106,3
185,23,109,3
185,29,2,2
185,31,73,3
185,63,111,3
186,0,61,3
186,1,79,3
186,2,103,3
186,3,107,3
186,4,79,3
186,5,1,1
186,6,2,2
186,7,103,3
186,9,1,1
186,11,108,3
186,13,103,3
186,15,107,3
186,21,61,3
186,23,1,1
186,29,109,3
186,31,103,3
186,63,110,3
187,0,79,3
187,1,61,3
187,2,103,3
187,3,73,3
187,4,106,3
187,5,73,3
187,6,109,3
187,7,61,3
187,9,73,3
187,11,61,3
187,13,61,3
187,15,73,3
187,21,108,3
187,23,103,3
187,29,109,3
187,31,106,3
187,63,108,3
188,0,1,1
188,1,79,3
188,2,108,3
188,3,110,3
188,4,103,3
188,5,1,1
188,6,110,3
188,7,2,2
188,9,109,3
188,11,111,3
188,13,79,3
188,15,1,1
188,21,110,3
188,23,1,1
188,29,1,1
188,31,2,2
188,63,108,3
189,0,103,3
189,1,1,1
189,2,110,3
189,3,103,3
189,4,61,3
189,5,103,3
189,6,111,3
189,7,112,3
189,9,61,3
189,11,73,3
189,13,1,1
189,15,103,3
189,21,112,3
189,23,73,3
189,29,103,3
189,31,112,3
189,63,113,3
190,0,108,3
190,1,103,3
190,2,73,3
190,3,108,3
190,4,61,3
190,5,1,1
190,6,103,3
190,7,112,3
190,9,1,1
190,11,103,3
190,13,108,3
190,15,73,3
190,21,108,3
190,23,1,1
190,29,103,3
190,31,108,3
190,63,112,3
191,0,73,3
191,1,108,3
191,2,103,3
191,3,61,3
191,4,109,3
191,5,111,3
191,6,73,3
191,7,108,3
191,9,109,3
191,11,108,3
191,13,108,3
191,15,61,3
191,21,112,3
191,23,109,3
191,29,113,3
191,31,112,3
191,63,114,3
192,0,1,1
192,1,109,3
192,2,111,3
192,3,2,2
192,4,110,3
192,5,1,1
192,6,2,2
192,7,111,3
192,9,111,3
192,11,109,3
192,13,73,3
192,15,1,1
192,21,73,3
192,23,1,1
192,29,1,1
192,31,111,3
192,63,112,3
193,0,103,3
193,1,1,1
193,2,111,3
193,3,108,3
193,4,112,3
193,5,103,3
193,6,108,3
193,7,73,3
193,9,109,3
193,11,113,3
193,13,1,1
193,15,114,3
193,21,109,3
193,23,112,3
193,29,103,3
193,31,73,3
193,63,115,3
194,0,108,3
194,1,113,3
194,2,113,3
194,3,112,3
194,4,109,3
194,5,1,1
194,6,103,3
194,7,113,3
194,9,1,1
194,11,114,3
194,13,103,3
194,15,112,3
194,21,103,3
194,23,1,1
194,29,113,3
194,31,115,3
194,63,116,3
195,0,109,3
195,1,108,3
195,2,2,2
195,3,113,3
195,4,111,3
195,5,109,3
195,6,112,3
195,7,2,2
195,9,114,3
195,11,108,3
195,13,115,3
195,15,114,3
195,21,115,3
195,23,116,3
195,29,109,3
195,31,2,2
195,63,115,3
196,0,1,1
196,1,111,3
196,2,112,3
196,3,114,3
196,4,2,2
196,5,1,1
196,6,114,3
196,7,2,2
196,9,113,3
196,11,111,3
196,13,114,3
196,15,1,1
196,21,113,3
196,23,1,1
196,29,1,1
196,31,2,2
196,63,115,3
197,0,113,3
197,1,1,1
197,2,115,3
197,3,2,2
197,4,108,3
197,5,114,3
197,6,116,3
197,7,117,3
197,9,116,3
197,11,113,3
197,13,1,1
197,15,2,2
197,21,116,3
197,23,118,3
197,29,117,3
197,31,112,3
197,63,119,3
198,0,103,3
198,1,2,2
198,2,73,3
198,3,103,3
198,4,108,3
198,5,1,1
198,6,103,3
198,7,2,2
198,9,1,1
198,11,2,2
198,13,2,2
198,15,73,3
198,21,103,3
198,23,1,1
198,29,114,3
198,31,115,3
198,63,117,3
199,0,73,3
199,1,103,3
199,2,103,3
199,3,115,3
199,4,115,3
199,5,112,3
199,6,73,3
199,7,116,3
199,9,117,3
199,11,73,3
199,13,103,3
199,15,118,3
199,21,116,3
199,23,117,3
199,29,112,3
199,31,116,3
199,63,119,3
200,0,1,1
200,1,73,3
200,2,73,3
200,3,2,2
200,4,103,3
200,5,1,1
200,6,2,2
200,7,103,3
200,9,113,3
200,11,115,3
200,13,73,3
200,15,1,1
200,21,113,3
200,23,1,1
200,29,1,1
200,31,103,3
200,63,117,3
201,0,115,3
201,1,1,1
201,2,116,3
201,3,103,3
201,4,73,3
201,5,116,3
201,6,119,3
201,7,73,3
201,9,117,3
201,11,118,3
201,13,1,1
201,15,103,3
201,21,117,3
201,23,116,3
201,29,116,3
201,31,73,3
201,63,117,3
202,0,103,3
202,1,118,3
202,2,116,3
202,3,103,3
202,4,2,2
202,5,1,1
202,6,103,3
202,7,117,3
202,9,1,1
202,11,2,2
202,13,103,3
202,15,120,3
202,21,103,3
202,23,1,1
202,29,118,3
202,31,121,3
202,63,122,3
203,0,117,3
203,1,73,3
203,2,103,3
203,3,117,3
203,4,116,3
203,5,103,3
203,6,118,3
203,7,2,2
203,9,103,3
203,11,73,3
203,13,73,3
203,15,117,3
203,21,117,3
203,23,73,3
203,29,118,3
203,31,2,2
203,63,120,3
204,0,1,1
204,1,117,3
204,2,119,3
204,3,103,3
204,4,118,3
204,5,1,1
204,6,103,3
204,7,119,3
204,9,115,3
204,11,120,3
204,13,119,3
204,15,1,1
204,21,119,3
204,23,1,1
204,29,1,1
204,31,119,3
204,63,121,3
205,0,116,3
205,1,1,1
205,2,103,3
205,3,117,3
205,4,117,3
205,5,118,3
205,6,120,3
205,7,121,3
205,9,118,3
205,11,116,3
205,13,1,1
205,15,117,3
205,21,120,3
205,23,118,3
205,29,116,3
205,31,121,3
205,63,122,3
206,0,103,3
206,1,119,3
206,2,120,3
206,3,117,3
206,4,119,3
206,5,1,1
206,6,103,3
206,7,122,3
206,9,1,1
206,11,103,3
206,13,120,3
206,15,123,3
206,21,120,3
206,23,1,1
206,29,121,3
206,31,124,3
206,63,125,3
207,0,73,3
207,1,121,3
207,2,118,3
207,3,122,3
207,4,120,3
207,5,118,3
207,6,121,3
207,7,123,3
207,9,118,3
207,11,73,3
207,13,73,3
207,15,118,3
207,21,122,3
207,23,118,3
207,29,121,3
207,31,122,3
207,63,123,3
208,0,1,1
208,1,73,3
208,2,2,2
208,3,118,3
208,4,118,3
208,5,1,1
208,6,121,3
208,7,2,2
208,9,119,3
208,11,123,3
208,13,73,3
208,15,1,1
208,21,119,3
208,23,1,1
208,29,1,1
208,31,2,2
208,63,118,3
209,0,2,2
209,1,1,1
209,2,122,3
209,3,123,3
209,4,73,3
209,5,118,3
209,6,2,2
209,7,122,3
209,9,118,3
209,11,2,2
209,13,1,1
209,15,73,3
209,21,121,3
209,23,118,3
209,29,123,3
209,31,124,3
209,63,125,3
210,0,118,3
210,1,2,2
210,2,2,2
210,3,103,3
210,4,120,3
210,5,1,1
210,6,121,3
210,7,120,3
210,9,1,1
210,11,120,3
210,13,2,2
210,15,103,3
210,21,103,3
210,23,1,1
210,29,118,3
210,31,123,3
210,63,124,3
211,0,120,3
211,1,73,3
211,2,118,3
211,3,120,3
211,4,2,2
211,5,123,3
211,6,121,3
211,7,2,2
211,9,123,3
211,11,73,3
211,13,73,3
211,15,118,3
211,21,124,3
211,23,73,3
211,29,125,3
211,31,2,2
211,63,124,3
212,0,1,1
212,1,103,3
212,2,103,3
212,3,123,3
212,4,103,3
212,5,1,1
212,6,122,3
212,7,103,3
212,9,120,3
212,11,124,3
212,13,124,3
212,15,1,1
212,21,120,3
212,23,1,1
212,29,1,1
212,31,103,3
212,63,123,3
213,0,120,3
213,1,1,1
213,2,124,3
213,3,2,2
213,4,73,3
213,5,118,3
213,6,125,3
213,7,103,3
213,9,118,3
213,11,103,3
213,13,1,1
213,15,2,2
213,21,124,3
213,23,118,3
213,29,126,3
213,31,73,3
213,63,124,3
214,0,73,3
214,1,123,3
214,2,121,3
214,3,120,3
214,4,103,3
214,5,1,1
214,6,123,3
214,7,103,3
214,9,1,1
214,11,123,3
214,13,73,3
214,15,120,3
214,21,73,3
214,23,1,1
214,29,123,3
214,31,103,3
214,63,126,3
215,0,103,3
215,1,2,2
215,2,118,3
215,3,73,3
215,4,2,2
215,5,73,3
215,6,126,3
215,7,103,3
215,9,73,3
215,11,2,2
215,13,103,3
215,15,73,3
215,21,103,3
215,23,2,2
215,29,118,3
215,31,103,3
215,63,121,3
216,0,1,1
216,1,103,3
216,2,118,3
216,3,124,3
216,4,123,3
216,5,1,1
216,6,125,3
216,7,2,2
216,9,123,3
216,11,127,3
216,13,126,3
216,15,1,1
216,21,124,3
216,23,1,1
