tower_level_m,mu_2m,mu_2m_plus_2_over_mu_2m,gap,leading_gap,gap_over_leading
203,1.4600827415807752e-13,0.95630978513721665,0.04369021486278335,0.042686383828498403,1.023516422433862
204,1.3962914128836693e-13,0.95648453092152186,0.043515469078478142,0.042511888931232825,1.0236070466986003
205,1.3355311370817854e-13,0.95665777605514202,0.043342223944857983,0.04233892731466072,1.0236967890740551
206,1.2776462474530559e-13,0.95682954032462064,0.043170459675379358,0.04216747828729718,1.0237856620509442
207,1.2224896716479839e-13,0.95699984317251374,0.043000156827486258,0.04199752153381317,1.0238736777089534
208,1.1699224240471384e-13,0.95716870369393858,0.042831296306061417,0.041829037106447559,1.0239608479885225
209,1.1198131300476698e-13,0.9573361406493881,0.042663859350611899,0.041662005416654942,1.024047184573512
210,1.0720375801683475e-13,0.95750217246932168,0.042497827530678323,0.041496407226981537,1.0241326989640118
211,1.0264783119799474e-13,0.95766681726525149,0.042333182734748509,0.041332223643162018,1.0242174023887072
212,9.8302421802564411e-14,0.95783009283071008,0.042169907169289922,0.041169436106430188,1.0243013059560335
213,9.4157017800633891e-14,0.957992016655974,0.042007983344026001,0.041008026386036803,1.0243844204687129
214,9.0201671365141706e-14,0.95815260592730578,0.041847394072694222,0.040847976571967974,1.0244667566082599
215,8.6426966477508961e-14,0.9583118775385161,0.041688122461483901,0.040689269067857955,1.0245483248165541
216,8.2823988515020005e-14,0.95846984809431168,0.041530151905688317,0.040531886584090134,1.02462913537289
217,7.9384295690556241e-14,0.95862653391713315,0.04137346608286685,0.040375812131080553,1.0247091983821255
218,7.6099892225290741e-14,0.95878195105573105,0.041218048944268948,0.040221029012738191,1.0247885237151688
219,7.2963203142895119e-14,0.95893611528807221,0.041063884711927789,0.040067520820096687,1.0248671210855491
220,6.996705058082231e-14,0.95908904212576174,0.040910957874238263,0.039915271425112094,1.0249450000858507
221,6.7104631521925589e-14,0.9592407468245634,0.040759253175436605,0.039764264974621863,1.0250221700677671
222,6.4369496856479043e-14,0.95939124438630508,0.040608755613694925,0.039614485884459941,1.025098640233143
223,6.1755531689657781e-14,0.95954054956405122,0.040459450435948785,0.039465918833723343,1.0251744196406869
224,5.9256936816114409e-14,0.9596886768673879,0.040311323132612098,0.039318548759185737,1.0252495172064158
225,5.6868211288271246e-14,0.95983564057078052,0.040164359429219476,0.039172360849853503,1.0253239416222135
