n,a_n,reduced_core_r_n
269,733495507371708901714071136913674769504291017198417838974632764718693557521668835863861507566496097166568669826374722646791728195762309610557706,237389504631072639847431901000029154114122691633577080780358544530378757679400175755872894120136045539091362021496771580601202171112284374756871
270,2586906587398894871032913479419029018954007639136229436879449808254400402746971830815633213118885652618435453140317636947562763003223761729836791,837215029959924553332942072300173793780740502579403488207916473348641177821468682223742074544772329631333718032169828460600501397141670788268739
271,9123740557926942945914214568304075502317834452404573483401861919505164605594101618420531690405426831463762647106602072824982455328495084949631627,2952714574883906561491932067609972343605123140269331527198796460206263731429273026614465205299176435148085513228141174831271418546374549015159141
272,32179103029359640403793691960891689743398234941004719923186087068358464937934091676642346676148877227317192646163511464357923525748452969196294405,10413933558974631302331969926847460857760337387412383518974449378886100066132153327216197171018865143652343705604934378824407759732620323617936409
273,113496822564108516331854476950413861613727771568801415423964926501293565611607671128371122095031159885999049300978483936853737610606793881030618833,36729663993129756775226614804978594783485822498768641501426917532272584704007577839185354135274571360571339043942547026592771235699438683159620981
274,400315282675104477825263965042094387424023438286299600009871169776201645924471678020425361723564847979519886979640121650671205382757391134967371556,129547149616416403921375877231160590217771525385989650120831672412786366203999002898970302412442808835585309621083437364352793535730391220497203879
275,1411982363500307815727839444318346929939804689609005379414907049231964470462485431530620710095754832774670899352493917131315785006456152467139972538,456927669627213400082122589003083816759553796663895723209919701837925476806771601420383023025631805307859285991038229500581011019701781759448773727
276,4980408277786566805108620628307466066126977025589000242083234248765817414547297221818394008077896820166110145098955822070885309706771152217004929341,1611668362316388589960141605065061865146590667625250550509560898143416905103323809401099623245558962547293801917420523420230037640871624796896101287
277,17567466370015069007953702138515197644050616913581372783688889133992653223657868534528054646526711018072787604664252151336097587790091710518119077993,5684764361312780711154336558724952947258206575333958003411613666478705845905246654990059244480393331239598627409219370069024393209616437664216775785
278,61967184546482366786981922013339258759992316824415102262677508074337418589133347181307065352714719418245586687092824546312704606457907513462573905065,20052002807442083702172488889533609413090917404128817178506954766832312139397035313678132924256968578070101353363104839954193195432832545940838683041
279,218586223615395576203316590457057234645074559787049382105845219738492225680897984043986781057119738165589458720328178846189284964093382815588092299231,70731275089155514652575238533674941867819647118669285429839733777560006902758146546653252043733495174561130590934521073585072802206072576184787247081
280,771067038590080776147917032819473735850817172002884985364352329749605355693413733969982226914441632383525743987027589851711093001958202490859020039522,249501751464764038332048456107892551622692784482794231048795095865562076808979185618076997498804461961488142440549434454042800358580655296445963299579
281,2720005356382267615435009692859745787876525999893369286215667218873040939124199677770284966122509141632026334199485131770509147352412294147220058450822,880124338802976567697372324677662060667427785875699009735658328282339978183197599139612597449496559071486322678580460482600812423032330722457948536679
282,9595234457853451083544155749962921602693222423477495648310908651815337741718893031961793372123007724633053873625934435506156623697065309455419385223427,3104722044803248896504265607740225079983180324574575935530997152404441070515162155214976262467171946247762852304199716540611366314579892547860202659467
283,33849290956230625908021721802508149927600998206101359283047943075104420039132688735570262047976024831457517999575036588119281190381529627176251448448499,10952408231374551248565987135970627367231888094911627016905219797482989797537787487904606481065570391583340082367366408640335146733992873649599604287661
284,119413012949010585672933925442097636277207201640249688194756915806543700207413799543360756888293085265864875414926192298158016275292197928304202306353597,38637112818220100942309769640763641401678087239727569568459436922619880355067409158463404337533702106732608076220950778253154718776611828576941703529977
285,421271205526131994918279853357137250660231408928077846789481729321075831778313382862167434303417397884819271271178628200756724012952757566939385490887197,136303747766163263454569251212878103481203491697284905017339010372003363137770373278500815858780786488014397731510931748401027040692619401795835632423613
286,1486208967186815788569993016989951110504645635771643120759845539899114751113315390649867640456291228161763573917804626821618050223254186300379194614494240,480860340750511301383233029830595129647352965515719348427266697242613810632996484690381760378468099351977330003547890825133557076913371047806077107771711
287,5243314478499762828429891473940597655636307468003957639098505418961618087445229306920516021939820783079010477185837312762092396443617068685331057076575646,1696438413111023787860785693674166564313846619841000741014545526765229971754587432439243560429237740312810111002227544738476761506522766942816033083414527
