alpha,q,N,theta,residual
1.3,0.1,0,0.8833333333333333,-0.5650889064919
1.3,0.1,0,0.8875,-0.5651875429281128
1.3,0.1,0,0.8916666666666666,-0.565277667396357
1.3,0.1,0,0.8958333333333334,-0.5653592729274822
1.3,0.1,0,0.9,-0.5654323584388042
1.3,0.1,0,0.9041666666666667,-0.5654969287025146
1.3,0.1,0,0.9083333333333333,-0.5655529943087324
1.3,0.1,0,0.9125,-0.5656005716233704
1.3,0.1,0,0.9166666666666666,-0.5656396827409477
1.3,0.1,0,0.9208333333333333,-0.5656703554325441
1.3,0.1,0,0.9249999999999999,-0.5656926230890361
1.3,0.1,0,0.9291666666666667,-0.5657065246598237
1.3,0.1,0,0.9333333333333333,-0.565712104587199
1.3,0.1,0,0.9375,-0.5657094127365768
1.3,0.1,0,0.9416666666666667,-0.5656985043227248
1.3,0.1,0,0.9458333333333333,-0.5656794398322714
1.3,0.1,0,0.95,-0.5656522849425588
1.3,0.1,0,0.9541666666666666,-0.5656171104371838
1.3,0.1,0,0.9583333333333334,-0.5655739921182812
1.3,0.1,0,0.9625,-0.5655230107158684
1.3,0.1,0,0.9666666666666667,-0.5654642517943469
1.3,0.1,0,0.9708333333333333,-0.5653978056564282
1.3,0.1,0,0.975,-0.5653237672446316
1.3,0.1,0,0.9791666666666666,-0.565242236040566
1.3,0.1,0,0.9833333333333333,-0.5651533159621787
1.3,0.1,0,0.9874999999999999,-0.5650571152591455
1.3,0.1,0,0.9916666666666667,-0.5649537464066074
1.3,0.1,0,0.9958333333333333,-0.5648433259973917
1.3,0.1,1,0.0,-0.5647259746329334
1.3,0.1,1,0.004166666666666667,-0.564601816813016
1.3,0.1,1,0.008333333333333333,-0.5644709808245376
1.3,0.1,1,0.0125,-0.5643335986294244
1.3,0.1,1,0.016666666666666666,-0.5641898057518431
1.3,0.1,1,0.020833333333333332,-0.5640397411648836
1.3,0.1,1,0.025,-0.563883547176802
1.3,0.1,1,0.029166666666666667,-0.563721369316992
1.3,0.1,1,0.03333333333333333,-0.5635533562217836
1.3,0.1,1,0.0375,-0.5633796595201792
1.3,0.1,1,0.041666666666666664,-0.5632004337196759
1.3,0.1,1,0.04583333333333333,-0.5630158360922026
1.3,0.1,1,0.05,-0.5628260265603293
1.3,0.1,1,0.05416666666666667,-0.5626311675838147
1.3,0.1,1,0.058333333333333334,-0.5624314240465329
1.3,0.1,1,0.0625,-0.562226963143911
1.3,0.1,1,0.06666666666666667,-0.5620179542709012
1.3,0.1,1,0.07083333333333333,-0.5618045689105635
1.3,0.1,1,0.075,-0.5615869805232774
1.3,0.1,1,0.07916666666666666,-0.561365364436673
1.3,0.1,1,0.08333333333333333,-0.5611398977362905
1.3,0.1,1,0.0875,-0.560910759156996
1.3,0.1,1,0.09166666666666666,-0.5606781289752014
1.3,0.1,1,0.09583333333333333,-0.5604421889018727
1.3,0.1,1,0.1,-0.5602031219763899
1.3,0.1,1,0.10416666666666667,-0.5599611124612125
1.3,0.1,1,0.10833333333333334,-0.5597163457374061
1.3,0.1,1,0.1125,-0.559469008200993
1.3,0.1,1,0.11666666666666667,-0.5592192871601533
1.3,0.1,1,0.12083333333333333,-0.5589673707332199
1.3,0.1,1,0.125,-0.5587134477475355
1.3,0.1,1,0.12916666666666665,-0.5584577076390715
1.3,0.1,1,0.13333333333333333,-0.5582003403528504
1.3,0.1,1,0.1375,-0.5579415362441378
1.3,0.1,1,0.14166666666666666,-0.5576814859803494
1.3,0.1,1,0.14583333333333334,-0.5574203804437206
1.3,0.1,1,0.15,-0.5571584106346217
1.3,0.1,1,0.15416666666666667,-0.5568957675755837
1.3,0.1,1,0.15833333333333333,-0.5566326422159336
1.3,0.1,1,0.1625,-0.5563692253370589
1.3,0.1,1,0.16666666666666666,-0.5561057074582498
1.3,0.1,1,0.17083333333333334,-0.5558422787430897
1.3,0.1,1,0.175,-0.5555791289063916
1.3,0.1,1,0.17916666666666667,-0.5553164471216099
1.3,0.1,1,0.18333333333333332,-0.5550544219287363
1.3,0.1,1,0.1875,-0.5547932411426386
1.3,0.1,1,0.19166666666666665,-0.5545330917618203
1.3,0.1,1,0.19583333333333333,-0.554274159877564
1.3,0.1,1,0.2,-0.5540166305834537
1.3,0.1,1,0.20416666666666666,-0.5537606878852521
1.3,0.1,1,0.20833333333333334,-0.5535065146110953
1.3,0.1,1,0.2125,-0.5532542923220147
1.3,0.1,1,0.21666666666666667,-0.5530042012227405
1.3,0.1,1,0.22083333333333333,-0.5527564200727926
1.3,0.1,1,0.225,-0.552511126097855
1.3,0.1,1,0.22916666666666666,-0.5522684949013867
1.3,0.1,1,0.23333333333333334,-0.5520287003765292
1.3,0.1,1,0.2375,-0.5517919146182111
1.3,0.1,1,0.24166666666666667,-0.5515583078355417
1.3,0.1,1,0.24583333333333332,-0.5513280482644587
1.3,0.1,1,0.25,-0.5511013020805908
1.3,0.1,1,0.25416666666666665,-0.5508782333124298
1.3,0.1,1,0.2583333333333333,-0.5506590037547197
1.3,0.1,1,0.2625,-0.5504437728821874
1.3,0.1,1,0.26666666666666666,-0.5502326977635159
1.3,0.1,1,0.2708333333333333,-0.5500259329756518
1.3,0.1,1,0.275,-0.549823630518457
1.3,0.1,1,0.2791666666666667,-0.5496259397297021
1.3,0.1,1,0.2833333333333333,-0.5494330072004407
1.3,0.1,1,0.2875,-0.5492449766908141
1.3,0.1,1,0.2916666666666667,-0.5490619890462589
1.3,0.1,1,0.29583333333333334,-0.548884182114245
1.3,0.1,1,0.3,-0.5487116906614782
1.3,0.1,1,0.30416666666666664,-0.5485446462916843
1.3,0.1,1,0.30833333333333335,-0.548383177363964
1.3,0.1,1,0.3125,-0.5482274089118213
1.3,0.1,1,0.31666666666666665,-0.5480774625628506
1.3,0.1,1,0.3208333333333333,-0.5479334564591629
1.3,0.1,1,0.325,-0.5477955051786241
1.3,0.1,1,0.32916666666666666,-0.547663719656907
1.3,0.1,1,0.3333333333333333,-0.5475382071104768
1.3,0.1,1,0.3375,-0.5474190709605169
1.3,0.1,1,0.3416666666666667,-0.5473064107578853
1.3,0.1,1,0.3458333333333333,-0.5472003221091581
1.3,0.1,1,0.35,-0.5471008966038593
1.3,0.1,1,0.3541666666666667,-0.5470082217428445
1.3,0.1,1,0.35833333333333334,-0.5469223808680721
1.3,0.1,1,0.3625,-0.5468434530936688
1.3,0.1,1,0.36666666666666664,-0.5467715132384801
1.3,0.1,1,0.37083333333333335,-0.5467066317601137
1.3,0.1,1,0.375,-0.5466488746906386
1.3,0.1,1,0.37916666666666665,-0.5465983035738926
1.3,0.1,1,0.3833333333333333,-0.5465549754045944
1.3,0.1,1,0.3875,-0.5465189425693042
1.3,0.1,1,0.39166666666666666,-0.546490252789307
1.3,0.1,1,0.3958333333333333,-0.5464689490655059
1.3,0.1,1,0.4,-0.5464550696254353
1.3,0.1,1,0.4041666666666667,-0.5464486478724639
1.3,0.1,1,0.4083333333333333,-0.5464497123372882
1.3,0.1,1,0.4125,-0.5464582866317842
1.3,0.1,1,0.4166666666666667,-0.5464743894053499
1.3,0.1,1,0.42083333333333334,-0.5464980343037802
1.3,0.1,1,0.425,-0.546529229930826
1.3,0.1,1,0.42916666666666664,-0.5465679798124623
1.3,0.1,1,0.43333333333333335,-0.5466142823640152
1.3,0.1,1,0.4375,-0.5466681308602162
1.3,0.1,1,0.44166666666666665,-0.5467295134082766
1.3,0.1,1,0.4458333333333333,-0.5467984129240724
1.3,0.1,1,0.45,-0.5468748071115503
1.3,0.1,1,0.45416666666666666,-0.5469586684454053
1.3,0.1,1,0.4583333333333333,-0.5470499641571838
1.3,0.1,1,0.46249999999999997,-0.5471486562248369
1.3,0.1,1,0.4666666666666667,-0.5472547013658384
1.3,0.1,1,0.4708333333333333,-0.5473680510339733
1.3,0.1,1,0.475,-0.5474886514198503
1.3,0.1,1,0.4791666666666667,-0.5476164434552302
1.3,0.1,1,0.48333333333333334,-0.547751362821256
1.3,0.1,1,0.4875,-0.5478933399606709
1.3,0.1,1,0.49166666666666664,-0.5480423000940737
1.3,0.1,1,0.49583333333333335,-0.5481981632402964
1.3,0.1,1,0.5,-0.5483608442409984
1.3,0.1,1,0.5041666666666667,-0.5485302527894953
1.3,0.1,1,0.5083333333333333,-0.5487062934639173
1.3,0.1,1,0.5125,-0.5488888657647606
1.3,0.1,1,0.5166666666666666,-0.5490778641568537
1.3,0.1,1,0.5208333333333334,-0.5492731781158158
1.3,0.1,1,0.525,-0.5494746921790503
1.3,0.1,1,0.5291666666666667,-0.5496822860012904
1.3,0.1,1,0.5333333333333333,-0.549895834414778
1.3,0.1,1,0.5375,-0.5501152074940405
1.3,0.1,1,0.5416666666666666,-0.550340270625346
1.3,0.1,1,0.5458333333333333,-0.5505708845808448
1.3,0.1,1,0.55,-0.5508069055973686
1.3,0.1,1,0.5541666666666667,-0.5510481854599458
1.3,0.1,1,0.5583333333333333,-0.5512945715900068
1.3,0.1,1,0.5625,-0.5515459071382622
1.3,0.1,1,0.5666666666666667,-0.551802031082256
1.3,0.1,1,0.5708333333333333,-0.5520627783285763
1.3,0.1,1,0.575,-0.5523279798196754
1.3,0.1,1,0.5791666666666666,-0.5525974626452572
1.3,0.1,1,0.5833333333333334,-0.5528710501582268
1.3,0.1,1,0.5875,-0.5531485620951324
1.3,0.1,1,0.5916666666666667,-0.5534298147009014
1.3,0.1,1,0.5958333333333333,-0.5537146208582422
1.3,0.1,1,0.6,-0.5540027902209423
1.3,0.1,1,0.6041666666666666,-0.5542941293515153
1.3,0.1,1,0.6083333333333333,-0.5545884418631613
1.3,0.1,1,0.6125,-0.5548855285653351
1.3,0.1,1,0.6166666666666667,-0.5551851876134624
1.3,0.1,1,0.6208333333333333,-0.5554872146623575
1.3,0.1,1,0.625,-0.5557914030232529
1.3,0.1,1,0.6291666666666667,-0.5560975438243447
1.3,0.1,1,0.6333333333333333,-0.5564054261747164
1.3,0.1,1,0.6375,-0.5567148373314446
1.3,0.1,1,0.6416666666666666,-0.5570255628697525
1.3,0.1,1,0.6458333333333334,-0.5573373868560425
1.3,0.1,1,0.65,-0.5576500920236314
1.3,0.1,1,0.6541666666666667,-0.5579634599509977
1.3,0.1,1,0.6583333333333333,-0.5582772712423596
1.3,0.1,1,0.6625,-0.5585913057103613
1.3,0.1,1,0.6666666666666666,-0.5589053425606947
1.3,0.1,1,0.6708333333333333,-0.5592191605784349
1.3,0.1,1,0.675,-0.5595325383158529
1.3,0.1,1,0.6791666666666667,-0.5598452542814842
1.3,0.1,1,0.6833333333333333,-0.5601570871302761
1.3,0.1,1,0.6875,-0.560467815854496
1.3,0.1,1,0.6916666666666667,-0.560777219975217
1.3,0.1,1,0.6958333333333333,-0.5610850797341402
1.3,0.1,1,0.7,-0.5613911762854562
1.3,0.1,1,0.7041666666666666,-0.5616952918875868
1.3,0.1,1,0.7083333333333334,-0.5619972100944153
1.3,0.1,1,0.7125,-0.5622967159459358
1.3,0.1,1,0.7166666666666667,-0.5625935961578681
1.3,0.1,1,0.7208333333333333,-0.5628876393101427
1.3,0.1,1,0.725,-0.5631786360338906
1.3,0.1,1,0.7291666666666666,-0.5634663791967691
1.3,0.1,1,0.7333333333333333,-0.5637506640862633
1.3,0.1,1,0.7375,-0.5640312885908052
1.3,0.1,1,0.7416666666666667,-0.5643080533784195
1.3,0.1,1,0.7458333333333333,-0.5645807620726242
1.3,0.1,1,0.75,-0.5648492214253693
1.3,0.1,1,0.7541666666666667,-0.5651132414867865
1.3,0.1,1,0.7583333333333333,-0.5653726357714377
1.3,0.1,1,0.7625,-0.5656272214209397
1.3,0.1,1,0.7666666666666666,-0.5658768193626362
1.3,0.1,1,0.7708333333333334,-0.566121254464165
1.3,0.1,1,0.775,-0.5663603556836745
1.3,0.1,1,0.7791666666666667,-0.5665939562154914
1.3,0.1,1,0.7833333333333333,-0.5668218936310521
1.3,0.1,1,0.7875,-0.5670440100148997
1.3,0.1,1,0.7916666666666666,-0.5672601520955718
1.3,0.1,1,0.7958333333333333,-0.5674701713712103
1.3,0.1,1,0.8,-0.5676739242297246
1.3,0.1,1,0.8041666666666667,-0.5678712720633792
1.3,0.1,1,0.8083333333333333,-0.5680620813776744
1.3,0.1,1,0.8125,-0.5682462238943469
1.3,0.1,1,0.8166666666666667,-0.5684235766484111
1.3,0.1,1,0.8208333333333333,-0.5685940220791927
1.3,0.1,1,0.825,-0.5687574481151298
1.3,0.1,1,0.8291666666666666,-0.5689137482524038
1.3,0.1,1,0.8333333333333334,-0.5690628216272733
1.3,0.1,1,0.8375,-0.5692045730820232
1.3,0.1,1,0.8416666666666667,-0.5693389132245883
1.3,0.1,1,0.8458333333333333,-0.569465758481726
1.3,0.1,1,0.85,-0.5695850311457991
1.3,0.1,1,0.8541666666666666,-0.5696966594151247
1.3,0.1,1,0.8583333333333333,-0.5698005774279207
1.3,0.1,1,0.8624999999999999,-0.5698967252898788
1.3,0.1,1,0.8666666666666667,-0.5699850490953928
1.3,0.1,1,0.8708333333333333,-0.570065500942492
1.3,0.1,1,0.875,-0.5701380389415671
1.3,0.1,1,0.8791666666666667,-0.570202627217903
1.3,0.1,1,0.8833333333333333,-0.5702592359082066
1.3,0.1,1,0.8875,-0.5703078411510933
1.3,0.1,1,0.8916666666666666,-0.5703484250717599
1.3,0.1,1,0.8958333333333334,-0.5703809757608898
1.3,0.1,1,0.9,-0.5704054872479392
1.3,0.1,1,0.9041666666666667,-0.5704219594689375
1.3,0.1,1,0.9083333333333333,-0.5704303982289576
1.3,0.1,1,0.9125,-0.5704308151593664
1.3,0.1,1,0.9166666666666666,-0.5704232276700749
1.3,0.1,1,0.9208333333333333,-0.5704076588969225
1.3,0.1,1,0.9249999999999999,-0.5703841376443126
1.3,0.1,1,0.9291666666666667,-0.5703526983234284
1.3,0.1,1,0.9333333333333333,-0.5703133808860135
1.3,0.1,1,0.9375,-0.5702662307540696
1.3,0.1,1,0.9416666666666667,-0.5702112987455519
1.3,0.1,1,0.9458333333333333,-0.5701486409963485
1.3,0.1,1,0.95,-0.5700783188786054
1.3,0.1,1,0.9541666666666666,-0.5700003989157332
1.3,0.1,1,0.9583333333333334,-0.56991495269423
1.3,0.1,1,0.9625,-0.5698220567724532
1.3,0.1,1,0.9666666666666667,-0.5697217925866904
1.3,0.1,1,0.9708333333333333,-0.5696142463545457
1.3,0.1,1,0.975,-0.5694995089759884
1.3,0.1,1,0.9791666666666666,-0.5693776759321261
1.3,0.1,1,0.9833333333333333,-0.5692488471820005
1.3,0.1,1,0.9874999999999999,-0.5691131270575065
1.3,0.1,1,0.9916666666666667,-0.5689706241566705
1.3,0.1,1,0.9958333333333333,-0.5688214512354186
1.3,0.1,2,0.0,-0.5686657250980254
1.3,0.1,2,0.004166666666666667,-0.568503566486458
1.3,0.1,2,0.008333333333333333,-0.5683350999686674
1.3,0.1,2,0.0125,-0.5681604538260698
1.3,0.1,2,0.016666666666666666,-0.567979759940362
1.3,0.1,2,0.020833333333333332,-0.5677931536797569
1.3,0.1,2,0.025,-0.5676007737848106
1.3,0.1,2,0.029166666666666667,-0.5674027622539999
1.3,0.1,2,0.03333333333333333,-0.5671992642290999
1.3,0.1,2,0.0375,-0.5669904278805276
1.3,0.1,2,0.041666666666666664,-0.5667764042927548
1.3,0.1,2,0.04583333333333333,-0.5665573473498822
1.3,0.1,2,0.05,-0.5663334136214369
1.3,0.1,2,0.05416666666666667,-0.5661047622485316
1.3,0.1,2,0.058333333333333334,-0.5658715548304496
1.3,0.1,2,0.0625,-0.5656339553116814
1.3,0.1,2,0.06666666666666667,-0.5653921298695508
1.3,0.1,2,0.07083333333333333,-0.5651462468023887
1.3,0.1,2,0.075,-0.5648964764184505
1.3,0.1,2,0.07916666666666666,-0.564642990925452
1.3,0.1,2,0.08333333333333333,-0.5643859643208691
1.3,0.1,2,0.0875,-0.5641255722830469
1.3,0.1,2,0.09166666666666666,-0.5638619920630585
1.3,0.1,2,0.09583333333333333,-0.5635954023773553
1.3,0.1,2,0.1,-0.5633259833013193
1.3,0.1,2,0.10416666666666667,-0.5630539161636059
1.3,0.1,2,0.10833333333333334,-0.562779383441304
1.3,0.1,2,0.1125,-0.5625025686560106
1.3,0.1,2,0.11666666666666667,-0.5622236562706893
