alpha,q,N,theta,residual
1.3,0.1,15,0.24166666666666667,-0.5540554143766876
1.3,0.1,15,0.24583333333333332,-0.5538011867913397
1.3,0.1,15,0.25,-0.5535507038472716
1.3,0.1,15,0.25416666666666665,-0.553304127319258
1.3,0.1,15,0.2583333333333333,-0.5530616167695044
1.3,0.1,15,0.2625,-0.5528233294635108
1.3,0.1,15,0.26666666666666666,-0.5525894202815209
1.3,0.1,15,0.2708333333333333,-0.552360041634385
1.3,0.1,15,0.275,-0.5521353433776692
1.3,0.1,15,0.2791666666666667,-0.5519154727256517
1.3,0.1,15,0.2833333333333333,-0.5517005741671372
1.3,0.1,15,0.2875,-0.5514907893811145
1.3,0.1,15,0.2916666666666667,-0.5512862571517534
1.3,0.1,15,0.29583333333333334,-0.5510871132865649
1.3,0.1,15,0.3,-0.5508934905323226
1.3,0.1,15,0.30416666666666664,-0.5507055184921956
1.3,0.1,15,0.30833333333333335,-0.5505233235457041
1.3,0.1,15,0.3125,-0.5503470287651595
1.3,0.1,15,0.31666666666666665,-0.5501767538370501
1.3,0.1,15,0.3208333333333333,-0.5500126149813234
1.3,0.1,15,0.325,-0.5498547248729544
1.3,0.1,15,0.32916666666666666,-0.5497031925635341
1.3,0.1,15,0.3333333333333333,-0.5495581234037061
1.3,0.1,15,0.3375,-0.5494196189674252
1.3,0.1,15,0.3416666666666667,-0.5492877769767741
1.3,0.1,15,0.3458333333333333,-0.5491626912274814
1.3,0.1,15,0.35,-0.5490444515160693
1.3,0.1,15,0.3541666666666667,-0.5489331435679237
1.3,0.1,15,0.35833333333333334,-0.5488288489674442
1.3,0.1,15,0.3625,-0.548731645088024
1.3,0.1,15,0.36666666666666664,-0.5486416050255176
1.3,0.1,15,0.37083333333333335,-0.5485587975312516
1.3,0.1,15,0.375,-0.5484832869474232
1.3,0.1,15,0.37916666666666665,-0.548415133145447
1.3,0.1,15,0.3833333333333333,-0.5483543914630111
1.3,0.1,15,0.3875,-0.5483011126475965
1.3,0.1,15,0.39166666666666666,-0.5482553427957413
1.3,0.1,15,0.3958333333333333,-0.548217123300546
1.3,0.1,15,0.4,-0.5481864907974767
1.3,0.1,15,0.4041666666666667,-0.5481634771134445
1.3,0.1,15,0.4083333333333333,-0.548148109218042
1.3,0.1,15,0.4125,-0.5481404091774866
1.3,0.1,15,0.4166666666666667,-0.5481403941107406
1.3,0.1,15,0.42083333333333334,-0.5481480761480721
1.3,0.1,15,0.425,-0.5481634623927558
1.3,0.1,15,0.42916666666666664,-0.5481865548850653
1.3,0.1,15,0.43333333333333335,-0.5482173505687076
1.3,0.1,15,0.4375,-0.5482558412616942
1.3,0.1,15,0.44166666666666665,-0.5483020136290122
1.3,0.1,15,0.4458333333333333,-0.54835584915784
1.3,0.1,15,0.45,-0.5484173241377697
1.3,0.1,15,0.45416666666666666,-0.5484864096430542
1.3,0.1,15,0.4583333333333333,-0.5485630715180818
1.3,0.1,15,0.46249999999999997,-0.5486472703683134
1.3,0.1,15,0.4666666666666667,-0.5487389615506295
1.3,0.1,15,0.4708333333333333,-0.5488380951730569
1.3,0.1,15,0.475,-0.5489446160925286
1.3,0.1,15,0.4791666666666667,-0.5490584639205327
1.3,0.1,15,0.48333333333333334,-0.5491795730311093
1.3,0.1,15,0.4875,-0.549307872572351
1.3,0.1,15,0.49166666666666664,-0.549443286483049
1.3,0.1,15,0.49583333333333335,-0.549585733512922
1.3,0.1,15,0.5,-0.5497351272459898
1.3,0.1,15,0.5041666666666667,-0.5498913761316597
1.3,0.1,15,0.5083333333333333,-0.5500543835152083
1.3,0.1,15,0.5125,-0.550224047676867
1.3,0.1,15,0.5166666666666666,-0.5504002618727135
1.3,0.1,15,0.5208333333333334,-0.5505829143820051
1.3,0.1,15,0.525,-0.550771888556767
1.3,0.1,15,0.5291666666666667,-0.5509670628784384
1.3,0.1,15,0.5333333333333333,-0.5511683110171326
1.3,0.1,15,0.5375,-0.5513755018966968
1.3,0.1,15,0.5416666666666666,-0.5515884997641862
1.3,0.1,15,0.5458333333333333,-0.5518071642628612
1.3,0.1,15,0.55,-0.5520313505124825
1.3,0.1,15,0.5541666666666667,-0.552260909191876
1.3,0.1,15,0.5583333333333333,-0.5524956866266173
1.3,0.1,15,0.5625,-0.552735524882209
1.3,0.1,15,0.5666666666666667,-0.5529802618619151
1.3,0.1,15,0.5708333333333333,-0.553229731408333
1.3,0.1,15,0.575,-0.5534837634104797
1.3,0.1,15,0.5791666666666666,-0.5537421839144763
1.3,0.1,15,0.5833333333333334,-0.5540048152402406
1.3,0.1,15,0.5875,-0.5542714761011531
1.3,0.1,15,0.5916666666666667,-0.5545419817286508
1.3,0.1,15,0.5958333333333333,-0.5548161440026185
1.3,0.1,15,0.6,-0.5550937715828219
1.3,0.1,15,0.6041666666666666,-0.5553746700482804
1.3,0.1,15,0.6083333333333333,-0.5556586420374003
1.3,0.1,15,0.6125,-0.555945487395288
1.3,0.1,15,0.6166666666666667,-0.556235003321742
1.3,0.1,15,0.6208333333333333,-0.5565269845250462
1.3,0.1,15,0.625,-0.5568212233798953
1.3,0.1,15,0.6291666666666667,-0.5571175100862646
1.3,0.1,15,0.6333333333333333,-0.5574156328343811
1.3,0.1,15,0.6375,-0.5577153779718351
1.3,0.1,15,0.6416666666666666,-0.5580165301719404
1.3,0.1,15,0.6458333333333334,-0.5583188726094619
1.3,0.1,15,0.65,-0.5586221871333912
1.3,0.1,15,0.6541666666666667,-0.5589262544479077
1.3,0.1,15,0.6583333333333333,-0.5592308542897051
1.3,0.1,15,0.6625,-0.5595357656137132
1.3,0.1,15,0.6666666666666666,-0.5598407667756149
1.3,0.1,15,0.6708333333333333,-0.5601456357186478
1.3,0.1,15,0.675,-0.5604501501618451
1.3,0.1,15,0.6791666666666667,-0.5607540877883288
1.3,0.1,15,0.6833333333333333,-0.5610572264354268
1.3,0.1,15,0.6875,-0.5613593442862452
1.3,0.1,15,0.6916666666666667,-0.5616602200597072
1.3,0.1,15,0.6958333333333333,-0.5619596332042534
1.3,0.1,15,0.7,-0.5622573640875395
1.3,0.1,15,0.7041666666666666,-0.5625531941895971
1.3,0.1,15,0.7083333333333334,-0.5628469062929682
1.3,0.1,15,0.7125,-0.5631382846744835
1.3,0.1,15,0.7166666666666667,-0.5634271152937238
1.3,0.1,15,0.7208333333333333,-0.5637131859812037
1.3,0.1,15,0.725,-0.5639962866273862
1.3,0.1,15,0.7291666666666666,-0.5642762093647633
1.3,0.1,15,0.7333333333333333,-0.5645527487538828
1.3,0.1,15,0.7375,-0.5648257019629845
1.3,0.1,15,0.7416666666666667,-0.565094868946499
1.3,0.1,15,0.7458333333333333,-0.5653600526219797
1.3,0.1,15,0.75,-0.5656210590412698
1.3,0.1,15,0.7541666666666667,-0.5658776975621791
1.3,0.1,15,0.7583333333333333,-0.5661297810131387
1.3,0.1,15,0.7625,-0.5663771258561283
1.3,0.1,15,0.7666666666666666,-0.5666195523460011
1.3,0.1,15,0.7708333333333334,-0.5668568846836877
1.3,0.1,15,0.775,-0.5670889511673316
1.3,0.1,15,0.7791666666666667,-0.5673155843379867
1.3,0.1,15,0.7833333333333333,-0.567536621119725
1.3,0.1,15,0.7875,-0.5677519029562959
1.3,0.1,15,0.7916666666666666,-0.567961275941137
1.3,0.1,15,0.7958333333333333,-0.5681645909439439
1.3,0.1,15,0.8,-0.5683617037301651
1.3,0.1,15,0.8041666666666667,-0.568552475075041
1.3,0.1,15,0.8083333333333333,-0.5687367708741995
1.3,0.1,15,0.8125,-0.5689144622437681
1.3,0.1,15,0.8166666666666667,-0.5690854256207132
1.3,0.1,15,0.8208333333333333,-0.569249542850983
1.3,0.1,15,0.825,-0.5694067012754651
1.3,0.1,15,0.8291666666666666,-0.5695567938088395
1.3,0.1,15,0.8333333333333334,-0.5696997190112896
1.3,0.1,15,0.8375,-0.5698353811546397
1.3,0.1,15,0.8416666666666667,-0.5699636902816714
1.3,0.1,15,0.8458333333333333,-0.5700845622594706
1.3,0.1,15,0.85,-0.5701979188266932
1.3,0.1,15,0.8541666666666666,-0.5703036876324177
1.3,0.1,15,0.8583333333333333,-0.5704018022711921
1.3,0.1,15,0.8624999999999999,-0.5704922023111827
1.3,0.1,15,0.8666666666666667,-0.5705748333131702
1.3,0.1,15,0.8708333333333333,-0.5706496468470093
1.3,0.1,15,0.875,-0.5707166005009228
1.3,0.1,15,0.8791666666666667,-0.5707756578818177
1.3,0.1,15,0.8833333333333333,-0.570826788613708
1.3,0.1,15,0.8875,-0.570869968327532
1.3,0.1,15,0.8916666666666666,-0.5709051786451944
1.3,0.1,15,0.8958333333333334,-0.570932407159475
1.3,0.1,15,0.9,-0.5709516474067726
1.3,0.1,15,0.9041666666666667,-0.5709628988339972
1.3,0.1,15,0.9083333333333333,-0.5709661667624282
1.3,0.1,15,0.9125,-0.57096146234435
1.3,0.1,15,0.9166666666666666,-0.5709488025153533
1.3,0.1,15,0.9208333333333333,-0.5709282099408952
1.3,0.1,15,0.9249999999999999,-0.5708997129599744
1.3,0.1,15,0.9291666666666667,-0.5708633455227847
1.3,0.1,15,0.9333333333333333,-0.5708191471245811
1.3,0.1,15,0.9375,-0.5707671627352795
1.3,0.1,15,0.9416666666666667,-0.5707074427245686
1.3,0.1,15,0.9458333333333333,-0.5706400427853566
1.3,0.1,15,0.95,-0.5705650238503743
1.3,0.1,15,0.9541666666666666,-0.5704824520077771
1.3,0.1,15,0.9583333333333334,-0.5703923984135812
1.3,0.1,15,0.9625,-0.570294939199151
1.3,0.1,15,0.9666666666666667,-0.5701901553785191
1.3,0.1,15,0.9708333333333333,-0.5700781327506839
1.3,0.1,15,0.975,-0.5699589618011061
1.3,0.1,15,0.9791666666666666,-0.5698327376002936
1.3,0.1,15,0.9833333333333333,-0.5696995597011352
1.3,0.1,15,0.9874999999999999,-0.5695595320326099
1.3,0.1,15,0.9916666666666667,-0.5694127627940127
1.3,0.1,15,0.9958333333333333,-0.5692593643462445
