d,k,ell,q_resonance
1,4,41,0.1028159410273637
1,4,42,0.10038232277736557
1,4,43,0.09806124881004927
1,4,44,0.0958450883911419
1,4,45,0.0937268853919606
1,5,6,0.8396588934452133
1,5,7,0.7236629607982441
1,5,8,0.6358415129394099
1,5,9,0.567037121835125
1,5,10,0.5116742414472507
1,5,11,0.4661634405715044
1,5,12,0.4280891520009362
1,5,13,0.3957659793990641
1,5,14,0.36798214136683705
1,5,15,0.34384400278873
1,5,16,0.3226780823789561
1,5,17,0.30396718210139945
1,5,18,0.28730753551745647
1,5,19,0.27237932400521564
1,5,20,0.2589259356461876
1,5,21,0.2467390844862965
1,5,22,0.23564794509649292
1,5,23,0.22551109271565054
1,5,24,0.21621043862237718
1,5,25,0.20764660729378245
1,5,26,0.19973537067720754
1,5,27,0.19240486789436517
1,5,28,0.1855934156722119
1,5,29,0.17924776807259743
1,5,30,0.17332172151141512
1,5,31,0.16777498769512997
1,5,32,0.16257227630290308
1,5,33,0.15768254324370415
1,5,34,0.1530783706384535
1,5,35,0.14873545236189492
1,5,36,0.14463216475500876
1,5,37,0.14074920649887843
1,5,38,0.13706929499010567
1,5,39,0.13357690913887538
1,5,40,0.1302580705145001
1,5,41,0.12710015632971938
1,5,42,0.12409173898771111
1,5,43,0.12122244789188552
1,5,44,0.11848284999606996
1,5,45,0.11586434619555158
1,6,7,0.8618535055693568
1,6,8,0.7572616903162687
1,6,9,0.6753184254483496
1,6,10,0.6093834596901544
1,6,11,0.5551819247203876
1,6,12,0.509836977066293
1,6,13,0.4713413774195764
1,6,14,0.43825194282998137
1,6,15,0.4095043897860714
1,6,16,0.384296629140641
1,6,17,0.362012698816526
1,6,18,0.34217172921089645
1,6,19,0.32439282919711976
1,6,20,0.30837038429234737
1,6,21,0.2938563342953455
1,6,22,0.28064723298481764
1,6,23,0.2685746491534837
1,6,24,0.25749794387961744
1,6,25,0.24729876490890898
1,6,26,0.23787680001538627
1,6,27,0.22914646578077286
1,6,28,0.22103429990564574
1,6,29,0.21347688861738132
1,6,30,0.20641920530402164
1,6,31,0.1998132682269709
1,6,32,0.19361704803226826
1,6,33,0.1877935724550183
1,6,34,0.18231018790303766
1,6,35,0.1771379467578994
1,6,36,0.17225109611066824
1,6,37,0.16762664886614714
1,6,38,0.16324402213819852
1,6,39,0.15908473093257497
1,6,40,0.1551321275000576
1,6,41,0.15137117860827196
1,6,42,0.14778827444862638
1,6,43,0.14437106405732977
1,6,44,0.14110831305546198
1,6,45,0.13798978025486916
1,7,8,0.8786431631626389
1,7,9,0.7835652127471727
1,7,10,0.7070615316318567
1,7,11,0.6441720328719021
1,7,12,0.5915587437675793
1,7,13,0.5468926846311303
1,7,14,0.5084993447238622
1,7,15,0.4751438465352009
1,7,16,0.4458955340522371
1,7,17,0.4200397126393
1,7,18,0.3970184341071414
1,7,19,0.37638975429219806
1,7,20,0.35779907176757614
1,7,21,0.34095856476353076
1,7,22,0.3256321766648924
1,7,23,0.31162447842694363
1,7,24,0.29877228811584333
1,7,25,0.2869382827949847
1,7,26,0.27600607119215737
1,7,27,0.2658763517233644
1,7,28,0.2564638868175471
1,7,29,0.24769509810876086
1,7,30,0.23950613876967083
1,7,31,0.23184133606902307
1,7,32,0.22465192376790435
1,7,33,0.21789500331724973
1,7,34,0.2115326870807355
1,7,35,0.20553138742631058
1,7,36,0.19986122351138538
1,7,37,0.19449552363937975
1,7,38,0.18941040569343212
1,7,39,0.18458442171965242
1,7,40,0.17999825550117635
1,7,41,0.1756344641288815
1,7,42,0.17147725627801982
1,7,43,0.16751230124887118
1,7,44,0.16372656390397017
1,7,45,0.16010816149516094
1,8,9,0.891790029898785
1,8,10,0.8047197784898464
1,8,11,0.7331440792792743
1,8,12,0.6732639239327699
1,8,13,0.622428657684666
1,8,14,0.578732488958931
1,8,15,0.5407699808702099
1,8,16,0.5074819366342702
1,8,17,0.4780549490960413
1,8,18,0.451854007123996
1,8,19,0.42837612590917923
1,8,20,0.40721772702321335
1,8,21,0.3880512351979896
1,8,22,0.3706079900431857
1,8,23,0.3546655701562219
1,8,24,0.34003825516655145
1,8,25,0.32656975530562654
1,8,26,0.31412760351845814
1,8,27,0.30259878283961567
1,8,28,0.2918862828163554
1,8,29,0.2819063625524529
1,8,30,0.2725863567953783
1,8,31,0.26386290338221036
1,8,32,0.25568050055642527
1,8,33,0.24799032468760798
1,8,34,0.2407492551576143
1,8,35,0.23391906526252257
1,8,36,0.2274657470639086
1,8,37,0.22135894501164882
1,8,38,0.21557147842778107
1,8,39,0.21007893700014532
1,8,40,0.20485933658583338
1,8,41,0.1998928250880513
1,8,42,0.1951614301086629
1,8,43,0.19064884161383303
1,8,44,0.1863402240730393
1,8,45,0.18222205351130077
1,9,10,0.902364627894729
1,9,11,0.8221039198683164
1,9,12,0.7549578952000429
1,9,13,0.6979542681760073
1,9,14,0.6489559981115904
1,9,15,0.6063871121452046
1,9,16,0.5690598903554323
1,9,17,0.536062226609888
1,9,18,0.5066820574068088
1,9,19,0.48035536566583775
1,9,20,0.4566296026761267
1,9,21,0.435137445124871
1,9,22,0.41557763331941305
1,9,23,0.39770075720231496
1,9,24,0.38129856105830723
1,9,25,0.3661957908889058
1,9,26,0.35224390606173356
1,9,27,0.33931617611149967
1,9,28,0.3273038193188631
1,9,29,0.31611293365148774
1,9,30,0.30566203664142316
1,9,31,0.2958800777489718
1,9,32,0.2867048206240253
1,9,33,0.27808151736766334
1,9,34,0.2699618150978191
1,9,35,0.26230284867512094
1,9,36,0.2550664836314947
1,9,37,0.24821868106865053
1,9,38,0.24172896220004578
1,9,39,0.23556995476164783
1,9,40,0.22971700705050963
1,9,41,0.2241478581126753
1,9,42,0.21884235477583555
1,9,43,0.2137822079435795
1,9,44,0.20895078193931846
1,9,45,0.20433291178640148
1,10,11,0.9110551261149656
1,10,12,0.8366439373420531
1,10,13,0.7734725482362673
1,10,14,0.7191726914491803
1,10,15,0.6719978746950024
1,10,16,0.6306318673894423
1,10,17,0.5940638740024123
1,10,18,0.5615047861405301
1,10,19,0.5323295603757604
1,10,20,0.5060366824677858
1,10,21,0.48221908491700616
1,10,22,0.46054291189248037
1,10,23,0.4407317673014009
1,10,24,0.4225548622710308
1,10,25,0.4058179804135969
1,10,26,0.390356509079417
1,10,27,0.3760300056343573
1,10,28,0.36271791823498506
1,10,29,0.3503161846990813
1,10,30,0.338734506199064
1,10,31,0.32789414456468424
1,10,32,0.31772612950590146
1,10,33,0.308169789430293
1,10,34,0.2991715396997067
1,10,35,0.2906838771895229
1,10,36,0.2826645413025332
1,10,37,0.2750758101497835
1,10,38,0.2678839071562612
1,10,39,0.26105849839354484
1,10,40,0.254572264857559
1,10,41,0.24840053697098669
1,10,42,0.24252098099900915
1,10,43,0.23691332897472528
1,10,44,0.23155914525020024
1,10,45,0.2264416240063869
1,11,12,0.9183241643233754
1,11,13,0.8489854522136382
1,11,14,0.7893843861193842
1,11,15,0.7376039664697559
1,11,16,0.6921994611661547
1,11,17,0.6520613923064055
1,11,18,0.6163236120902678
1,11,19,0.5843000550864427
1,11,20,0.555440245010958
1,11,21,0.5292973730067736
1,11,22,0.5055049894251565
1,11,23,0.4837597140590428
1,11,24,0.4638082264823444
1,11,25,0.44543734926791567
1,11,26,0.4284663988929228
1,11,27,0.41274122153054676
1,11,28,0.39812949605116854
1,11,29,0.38451700084597856
1,11,30,0.3718046213553923
1,11,31,0.35990593232588586
1,11,32,0.3487452300068698
1,11,33,0.33825591953412176
1,11,34,0.32837918488584894
1,11,35,0.3190628852823573
1,11,36,0.3102606342910406
1,11,37,0.3019310272944689
1,11,38,0.2940369901639267
1,11,39,0.2865452275174422
1,11,40,0.2794257532396943
1,11,41,0.272651489301473
1,11,42,0.2661979215606823
1,11,43,0.26004280332080504
1,11,44,0.2541658990906988
1,11,45,0.24854876232573037
1,12,13,0.9244942964548623
1,12,14,0.8595923060578565
1,12,15,0.8032065311198963
1,12,16,0.7537637449365931
1,12,17,0.7100557925390614
1,12,18,0.6711394908620066
1,12,19,0.6362677557515402
1,12,20,0.6048411515123404
1,12,21,0.5763731300665075
1,12,22,0.5504646496998307
1,12,23,0.5267853475417134
1,12,24,0.5050593728240615
1,12,25,0.4850545880997431
1,12,26,0.46657423983677754
1,12,27,0.4494504637528035
1,12,28,0.43353917006475795
1,12,29,0.4187159782834334
1,12,30,0.40487295859119565
1,12,31,0.39191599906451974
1,12,32,0.3797626628542728
1,12,33,0.3683404321428806
1,12,34,0.35758525980616
1,12,35,0.3474403676586732
1,12,36,0.3378552436542294
1,12,37,0.3287848006449147
1,12,38,0.32018866712559424
1,12,39,0.3120305864199597
1,12,40,0.30427790544483413
1,12,41,0.29690113784859795
1,12,42,0.2898735891991015
1,12,43,0.2831710341765923
1,12,44,0.27677143754348354
1,12,45,0.2706547121177651
2,1,2,0.7390334413554662
2,1,3,0.6137077013904919
2,1,4,0.5362703632546739
2,1,5,0.4823263422460113
2,1,6,0.44196962991918115
2,1,7,0.41030721507839574
2,1,8,0.3846054383990417
2,1,9,0.36320074217452386
2,1,10,0.34501482659581095
2,1,11,0.3293139186246604
2,1,12,0.3155789980136325
2,1,13,0.3034311834989849
2,1,14,0.2925865464216953
2,1,15,0.2828275480880523
2,1,16,0.2739843238947862
2,1,17,0.26592203785271634
2,1,18,0.2585321095820071
2,1,19,0.2517259858637054
2,1,20,0.24543062802939888
2,1,21,0.23958518309528723
2,1,22,0.2341384883032526
2,1,23,0.2290471731776208
2,1,24,0.2242741970430457
2,1,25,0.21978770863805075
2,1,26,0.2155601472052166
2,1,27,0.21156752686146482
2,1,28,0.20778886165844382
2,1,29,0.20420569976958594
2,1,30,0.20080174313919247
2,1,31,0.19756253465957935
2,1,32,0.19447519914926562
2,1,33,0.1915282275275166
2,1,34,0.18871129592161928
2,1,35,0.18601511321532163
2,1,36,0.18343129190019714
2,1,37,0.18095223813389794
2,1,38,0.17857105771817883
2,1,39,0.17628147534207422
2,1,40,0.17407776493362184
2,1,41,0.17195468935823205
2,1,42,0.1699074480165805
2,1,43,0.16793163114742496
2,1,44,0.16602317984446266
2,1,45,0.16417835096156191
2,2,3,0.8304193924768634
2,2,4,0.7256374789631939
2,2,5,0.6526448131513146
2,2,6,0.5980373893616528
2,2,7,0.5551943824434366
2,2,8,0.5204168267320005
2,2,9,0.491453731117194
2,2,10,0.46684602791859714
2,2,11,0.4456008350862493
2,2,12,0.42701585659618724
2,2,13,0.4105784211096858
2,2,14,0.39590433943700887
2,2,15,0.38269925589472165
2,2,16,0.3707333235046438
2,2,17,0.3598240931628032
2,2,18,0.3498246427222991
2,2,19,0.3406151491629568
2,2,20,0.3320967824937027
2,2,21,0.32418720140168816
2,2,22,0.31681717660004344
2,2,23,0.3099280226853116
2,2,24,0.3034696192254885
2,2,25,0.2973988676817339
2,2,26,0.29167847507665723
2,2,27,0.2862759856623367
2,2,28,0.28116300295875224
2,2,29,0.2763145594535626
2,2,30,0.27170860194215385
2,2,31,0.26732556824117265
2,2,32,0.2631480367012585
2,2,33,0.25916043416957346
2,2,34,0.2553487912204658
2,2,35,0.2517005358704067
2,2,36,0.24820431882455082
2,2,37,0.24484986471249826
2,2,38,0.2416278448653967
2,2,39,0.23852976804237055
2,2,40,0.23554788618813327
2,2,41,0.23267511283772055
2,2,42,0.22990495221021676
2,2,43,0.22723143737504004
2,2,44,0.22464907615000265
2,2,45,0.22215280361392212
2,3,4,0.8738204882220536
2,3,5,0.7859219318141083
2,3,6,0.7201630823888966
2,3,7,0.6685710708025222
2,3,8,0.6266915626569981
2,3,9,0.5918138901493519
2,3,10,0.5621810282225606
2,3,11,0.5365973375900712
2,3,12,0.5142171057958338
2,3,13,0.4944229684774914
2,3,14,0.4767522808639603
2,3,15,0.46085057666254364
2,3,16,0.4464410716600322
2,3,17,0.4333040586751813
2,3,18,0.4212626124721017
2,3,19,0.4101724408759479
2,3,20,0.3999145317442179
2,3,21,0.3903897287787875
2,3,22,0.38151466532481104
2,3,23,0.3732186717857105
2,3,24,0.36544139259602315
2,3,25,0.35813092802986274
2,3,26,0.35124236948113396
2,3,27,0.3447366333877045
2,3,28,0.3385795244016846
2,3,29,0.3327409763750924
2,3,30,0.3271944326007825
2,3,31,0.3219163360863116
2,3,32,0.3168857074933859
2,3,33,0.31208379346318554
2,3,34,0.30749377186248716
2,3,35,0.3031005033729622
2,3,36,0.2988903210511984
2,3,37,0.2948508511851981
2,3,38,0.29097086009119033
2,3,39,0.2872401225252171
2,3,40,0.2836493081954321
2,3,41,0.2801898835041996
2,3,42,0.27685402616199406
2,3,43,0.27363455072657283
2,3,44,0.270524843452836
2,3,45,0.2675188051080004
2,4,5,0.8994089088174267
2,4,6,0.8241544940817297
2,4,7,0.7651126058658243
2,4,8,0.7171857047345226
2,4,9,0.6772717029712874
2,4,10,0.6433598614360942
2,4,11,0.6140818907575353
2,4,12,0.5884699577622651
2,4,13,0.5658175507917933
2,4,14,0.5455952192583621
2,4,15,0.5273973120042399
2,4,16,0.5109070772286395
2,4,17,0.4958730820752636
2,4,18,0.48209285333791724
2,4,19,0.46940126307923746
2,4,20,0.4576621138260521
2,4,21,0.44676193112970636
2,4,22,0.43660531020630095
2,4,23,0.4271113767829954
2,4,24,0.4182110599621897
2,4,25,0.4098449657074821
2,4,26,0.4019617006186252
2,4,27,0.3945165374745718
2,4,28,0.3874703431257215
2,4,29,0.3807887098780601
2,4,30,0.3744412462409974
2,4,31,0.3684009935968758
2,4,32,0.3626439431949546
2,4,33,0.35714863369497857
2,4,34,0.35189581385089636
2,4,35,0.34686815822970135
2,4,36,0.3420500263839602
2,4,37,0.33742725784002353
2,4,38,0.3329869967723272
2,4,39,0.3287175414136366
2,4,40,0.3246082141797431
2,4,41,0.32064924922314053
2,4,42,0.31683169471718825
2,4,43,0.31314732764315467
2,4,44,0.3095885792324095
2,4,45,0.3061484695241193
2,5,6,0.9163290312137956
2,5,7,0.8506838195230024
2,5,8,0.7973967098875001
2,5,9,0.7530186729657672
2,5,10,0.7153140858722487
2,5,11,0.682761627928448
2,5,12,0.6542852222088897
2,5,13,0.62909933984949
2,5,14,0.6066153158030524
2,5,15,0.5863821303456731
2,5,16,0.5680476057329669
2,5,17,0.5513321885228537
2,5,18,0.5360107606358817
2,5,19,0.5218997260060745
2,5,20,0.5088476546533232
2,5,21,0.49672838099538513
2,5,22,0.4854358300501653
2,5,23,0.4748800824583513
2,5,24,0.4649843423410913
2,5,25,0.45568257295378595
2,5,26,0.4469176329898022
2,5,27,0.4386397928760741
2,5,28,0.4308055427593892
2,5,29,0.42337662674337306
2,5,30,0.41631925431261896
2,5,31,0.40960345176173746
2,5,32,0.4032025251693038
2,5,33,0.39709261293016285
2,5,34,0.39125231071324484
2,5,35,0.3856623553860228
2,5,36,0.3803053572525751
2,5,37,0.3751655721130051
2,5,38,0.37022870632908206
2,5,39,0.3654817493923265
2,5,40,0.3609128295232799
2,5,41,0.356511088649034
2,5,42,0.35226657375872483
2,5,43,0.34817014216024544
2,5,44,0.34421337858379353
2,5,45,0.3403885224204124
2,6,7,0.9283606549016157
2,6,8,0.8702078431709683
2,6,9,0.82177760096534
2,6,10,0.7806301683192588
2,6,11,0.7451053111610383
2,6,12,0.7140286948479683
2,6,13,0.6865430630481794
2,6,14,0.6620059990891181
2,6,15,0.6399253001609417
2,6,16,0.6199166307985623
2,6,17,0.601674911240718
2,6,18,0.5849544676390603
2,6,19,0.5695549395774913
2,6,20,0.555311069844954
2,6,21,0.542085172547032
2,6,22,0.529761486883312
2,6,23,0.5182418828630929
2,6,24,0.5074425522949543
2,6,25,0.4972914285496071
2,6,26,0.4877261526875366
2,6,27,0.47869245427599216
2,6,28,0.4701428505312462
2,6,29,0.46203559237074077
2,6,30,0.4543338038315239
2,6,31,0.4470047742776031
2,6,32,0.4400193723374782
2,6,33,0.4333515575776996
2,6,34,0.4269779712151877
2,6,35,0.42087759118049917
2,6,36,0.41503143990626573
2,6,37,0.40942233557311836
2,6,38,0.4040346793756676
2,6,39,0.398854272802204
2,6,40,0.39386816004858477
2,6,41,0.3890644915798304
2,6,42,0.38443240556517394
2,6,43,0.3799619244836642
2,6,44,0.3756438646583516
2,6,45,0.3714697568509032
2,7,8,0.9373596765183784
2,7,9,0.8851921897233237
2,7,10,0.8408695092770677
2,7,11,0.8026032848623921
2,7,12,0.769128561274108
2,7,13,0.7395219297837828
2,7,14,0.7130913999788963
2,7,15,0.6893067869499044
2,7,16,0.6677540969939736
2,7,17,0.648104708082961
2,7,18,0.6300939883121734
2,7,19,0.6135061159370769
2,7,20,0.5981630812475609
2,7,21,0.5839165734619379
2,7,22,0.5706418987989686
2,7,23,0.5582333548140451
2,7,24,0.5466006660404316
2,7,25,0.5356662046414583
2,7,26,0.5253627995891575
2,7,27,0.5156319925328183
2,7,28,0.5064226365572012
2,7,29,0.49768976090408057
2,7,30,0.48939364398168356
2,7,31,0.4814990509533981
2,7,32,0.47397460245028356
2,7,33,0.4667922485616591
2,7,34,0.4599268279636833
2,7,35,0.4533556963646873
2,7,36,0.4470584117443552
2,7,37,0.44101646640389713
2,7,38,0.43521305781586117
2,7,39,0.4296328918037496
2,7,40,0.42426201279536724
2,7,41,0.41908765685579613
2,7,42,0.41409812397307455
2,7,43,0.4092826666851055
2,7,44,0.4046313926328136
2,7,45,0.40013517902723944
2,8,9,0.944346350603837
2,8,10,0.8970617473116588
2,8,11,0.8562383308864853
2,8,12,0.8205266137870056
2,8,13,0.7889414792522105
2,8,14,0.7607446936778008
2,8,15,0.7353706418332254
2,8,16,0.7123776643285991
2,8,17,0.6914151785259283
2,8,18,0.6722008681368955
2,8,19,0.6545044888380669
2,8,20,0.6381361351805847
2,8,21,0.6229375853149252
2,8,22,0.6087758126298922
2,8,23,0.5955380509725822
2,8,24,0.5831279920965478
2,8,25,0.57146282058033
2,8,26,0.5604708766015039
2,8,27,0.5500897952512986
2,8,28,0.5402650116529437
2,8,29,0.5309485498166964
2,8,30,0.5220980337018885
2,8,31,0.5136758738564722
2,8,32,0.5056485939428936
2,8,33,0.49798626957739306
2,8,34,0.4906620579967584
2,8,35,0.4836518016740169
2,8,36,0.47693369252329887
2,8,37,0.470487986043904
2,8,38,0.4642967568568416
2,8,39,0.45834368873166054
2,8,40,0.45261389349624853
2,8,41,0.44709375424853715
2,8,42,0.4417707891074996
2,8,43,0.43663353239740194
2,8,44,0.4316714306889434
2,8,45,0.42687475155049964
2,9,10,0.9499287488515805
2,9,11,0.9066994650204203
2,9,12,0.8688831309215543
2,9,13,0.8354365734010016
2,9,14,0.8055780521536013
2,9,15,0.778708618255381
2,9,16,0.7543605837763743
2,9,17,0.7321627050115896
2,9,18,0.7118160277816233
2,9,19,0.6930767386558561
2,9,20,0.6757437403898956
2,9,21,0.6596494865645474
2,9,22,0.6446531108428881
2,9,23,0.6306352013663009
2,9,24,0.6174937741048951
2,9,25,0.6051411330333659
2,9,26,0.5935013951641003
2,9,27,0.5825085202050694
2,9,28,0.572104727579543
2,9,29,0.5622392139040888
2,9,30,0.5528671057690294
2,9,31,0.5439485984437976
2,9,32,0.5354482427126129
2,9,33,0.5273343506426101
2,9,34,0.5195784975322006
2,9,35,0.5121551021664442
2,9,36,0.5050410712323253
2,9,37,0.4982154966163242
2,9,38,0.4916593965338665
2,9,39,0.48535549318169646
2,9,40,0.4792880209753939
2,9,41,0.47344256052099426
2,9,42,0.4678058943363535
2,9,43,0.46236588103317
2,9,44,0.4571113452314638
2,9,45,0.4520319809332095
2,10,11,0.9544920775548458
2,10,12,0.9146824243102374
2,10,13,0.8794728808987048
2,10,14,0.8480405010665353
2,10,15,0.819754764972429
2,10,16,0.794123332606115
2,10,17,0.770755391808849
2,10,18,0.7493362303669362
2,10,19,0.7296091833137521
2,10,20,0.7113625534618657
2,10,21,0.6944199629309387
2,10,22,0.6786331202442748
2,10,23,0.6638763192804823
2,10,24,0.6500422003770454
2,10,25,0.6370384450043788
2,10,26,0.6247851703421081
2,10,27,0.6132128550791782
2,10,28,0.6022606729938333
2,10,29,0.5918751428291962
2,10,30,0.5820090258742248
2,10,31,0.5726204192697675
2,10,32,0.5636720052529676
2,10,33,0.5551304256031127
2,10,34,0.5469657573374285
2,10,35,0.5391510708414877
2,10,36,0.531662055541425
2,10,37,0.5244767012459023
2,10,38,0.5175750256303536
2,10,39,0.5109388401692955
2,10,40,0.5045515482659418
2,10,41,0.4983979704723793
2,10,42,0.4924641926059286
2,10,43,0.48673743329923297
2,10,44,0.48120592811207163
2,10,45,0.47585882781176486
2,11,12,0.9582923167402394
2,11,13,0.9214040656593817
2,11,14,0.8884730643747081
2,11,15,0.8588387313516758
2,11,16,0.8319852529739663
2,11,17,0.8075031840843759
2,11,18,0.7850628077359593
2,11,19,0.7643952217841519
2,11,20,0.7452786358208304
2,11,21,0.7275282626859066
2,11,22,0.7109887407161639
2,11,23,0.6955283704199583
2,11,24,0.6810346734802454
2,11,25,0.6674109298385184
2,11,26,0.6545734480506544
2,11,27,0.642449392194083
2,11,28,0.6309750359968044
2,11,29,0.620094348342233
2,11,30,0.6097578382894248
2,11,31,0.5999216051501112
2,11,32,0.5905465519388542
2,11,33,0.5815977299939553
2,11,34,0.573043789675666
2,11,35,0.5648565174293002
2,11,36,0.5570104436103874
2,11,37,0.5494825086337771
2,11,38,0.5422517774649768
2,11,39,0.5352991943926707
2,11,40,0.5286073715336311
2,11,41,0.5221604057198066
2,11,42,0.51594371937323
2,11,43,0.5099439217412097
2,11,44,0.5041486874828683
2,11,45,0.49854665009979793
2,12,13,0.9615062643866977
2,12,14,0.9271420096500086
2,12,15,0.8962179038157496
2,12,16,0.8681956835510029
2,12,17,0.8426480834482811
2,12,18,0.8192310363151574
2,12,19,0.7976639365995809
2,12,20,0.7777153409264475
2,12,21,0.759192419658223
2,12,22,0.7419330493378973
2,12,23,0.725799798526917
2,12,24,0.7106752935230417
2,12,25,0.6964586047280507
2,12,26,0.6830623982014948
2,12,27,0.6704106679885125
2,12,28,0.658436914263438
2,12,29,0.6470826672716813
2,12,30,0.6362962820818582
2,12,31,0.6260319473193998
2,12,32,0.6162488643837591
2,12,33,0.6069105635453057
2,12,34,0.5979843307363162
2,12,35,0.5894407244657203
2,12,36,0.5812531665756578
2,12,37,0.5733975938604161
2,12,38,0.5658521601315968
2,12,39,0.5585969803176165
2,12,40,0.5516139097637351
2,12,41,0.5448863531495334
2,12,42,0.5383990984382324
2,12,43,0.5321381720724349
2,12,44,0.5260907122763939
2,12,45,0.5202448578484608
3,1,2,0.8174152336947814
3,1,3,0.7221726698957415
3,1,4,0.6600687887479557
3,1,5,0.615026724927101
3,1,6,0.580223015476947
3,1,7,0.5521699517228285
3,1,8,0.5288635233214379
3,1,9,0.509054739046237
3,1,10,0.49191700873251787
3,1,11,0.47687738191088885
3,1,12,0.46352382529153957
