m,family,n,cells
6,76581260294096896,9,28
6,76581260357009408,8,25
6,76581260357009536,9,28
6,76581260360679432,9,27
6,76581260364873728,8,26
6,76581260826771456,7,22
6,76581260860325888,8,25
6,76581260968853504,8,27
6,76581261363642368,8,26
6,76581294148173824,10,29
6,76581294149992448,8,24
6,76581294152090624,10,29
6,76581294181449728,8,24
6,76581294381072384,9,25
6,76581294381073440,11,29
6,76581294381088768,10,28
6,76581294381105152,10,29
6,76581294381203456,8,24
6,76581294383039488,10,28
6,76581294383040512,10,29
6,76581294383301632,10,29
6,76581294385005568,10,28
6,76581294385006592,10,29
6,76581294414495744,9,26
6,76581294418427904,9,27
6,76581294418952192,10,30
6,76581294418968576,11,33
6,76581294418984960,11,34
6,76581294447919104,9,26
6,76581294449885184,9,27
6,76581294450409472,10,30
6,76581294450425856,11,33
6,76581294450442240,11,34
6,76581294452113408,10,29
6,76581294452129792,11,32
6,76581294452146176,11,33
6,76581294452514816,11,33
6,76581294454081536,11,33
6,76581294456176640,9,28
6,76581294485536768,10,30
6,76581294485536896,11,33
6,76581294489731072,10,31
6,76581294519091200,9,28
6,76581294523285504,9,29
6,76581294649376768,8,24
6,76581294720417792,9,28
6,76581294724612096,9,29
6,76581294787526656,9,29
6,76581295723380736,9,29
6,76581295865462784,10,34
6,76581397229732864,10,29
6,76581397262895104,10,29
6,76581397296316416,9,27
6,76581397296316424,10,29
6,76581397460288512,10,27
6,76581397460288520,11,29
6,76581397527527424,9,27
6,76581397564751872,10,30
6,76581397564751880,11,32
6,76581397800159232,11,34
6,76581431656054784,10,30
6,76581431820026880,11,30
6,76581431857906688,12,35
6,76581431887265792,10,30
6,76581431891068928,12,35
6,76581431924490240,11,33
6,76581431925014528,12,36
6,76581431925030912,13,39
6,76581431925047296,13,40
6,76581534630821888,8,23
6,76581534632772608,8,23
6,76581534634738688,8,23
6,76581534705909760,7,23
6,76581534768824320,7,23
6,76581535037259776,8,26
6,76581535172002816,9,28
6,76581535238586368,8,26
6,76581535704678400,7,23
6,76581535846760448,8,28
6,76583192823464000,9,24
6,76583192831721472,8,24
6,76583192894636032,8,24
6,76583193095962624,8,24
6,76583218595233792,8,24
6,76583356069838848,10,30
6,76583458776162304,8,22
6,76583458778120704,8,22
6,76583458780086784,8,22
6,76583459044327432,8,22
6,76583459852124672,9,27
6,76583459885154312,9,27
6,76583467401625600,10,28
6,76583467403444224,8,23
6,76583467437137920,10,28
6,76583467439096320,10,28
6,76583467634524160,9,24
6,76583467634540544,10,27
6,76583467634556928,10,28
6,76583467634655232,8,23
6,76583467636492288,10,28
6,76583467638458368,10,28
6,76583467638850048,10,28
6,76583467667947520,9,25
6,76583467671879680,9,26
6,76583467671879688,10,28
6,76583467701370880,9,25
6,76583467705565184,10,28
6,76583467705565696,11,30
6,76583467705565824,12,33
6,76583467705573376,11,31
6,76583467705573384,12,33
6,76583467705581568,11,31
6,76583467705597952,11,32
6,76583467705966592,11,32
6,76583467707531776,11,31
6,76583467707531784,12,33
6,76583467707533312,11,32
6,76583467709628416,9,27
6,76583467738988544,10,29
6,76583467743182848,10,30
6,76583467776737280,9,28
6,76583467902828544,8,23
6,76583467973869568,9,27
6,76583467978063872,9,28
6,76583468439568384,8,23
6,76583468481380352,9,28
6,76583468976832512,9,28
6,76583469118914560,10,33
6,76583493404336128,10,28
6,76583493406294528,10,28
6,76583493408260608,10,28
6,76583493441683456,9,27
6,76583493445877760,9,28
6,76583493506695168,10,30
6,76583494244892672,9,28
6,76583596286149120,10,28
6,76583596319571968,9,27
6,76583596323766272,9,28
6,76583596483545088,10,28
6,76583596516966400,9,26
6,76583596516966408,10,28
6,76583596550389760,9,26
6,76583596550389768,10,28
6,76583596550782976,9,27
6,76583596584337408,10,30
6,76583596588007424,10,30
6,76583596588007432,11,32
6,76583596592201728,10,31
6,76583596819218432,9,28
6,76583597322534912,9,28
6,76583630876704768,10,29
6,76583630910128128,10,29
6,76583630914322944,12,34
6,76583630947745792,11,33
6,76583630948278272,13,39
6,76583630949844992,13,39
6,76583630951940096,11,34
6,76583733691416576,7,22
6,76583734328950784,8,27
6,76583734727540736,7,22
6,76583734769352704,8,27
6,76583734863724544,8,27
6,76583735264804864,8,27
6,76585383462699008,8,25
6,76585417551642624,9,26
6,76585417689792512,10,31
6,76585520431497216,9,26
6,76585520968761344,10,31
6,76585555059671040,11,32
6,76585658067845120,9,25
6,76585692534145024,12,36
6,76585795276242944,10,30
6,76585795309404160,10,29
6,76585795344924672,11,33
6,76585795344924680,12,35
6,76585795506798592,10,28
6,76585795506798600,11,30
6,76585795544678400,11,33
6,76585795577839616,11,32
6,76585795577839624,12,34
6,76585795578232832,11,33
6,76585795613360128,12,36
6,76585795613360136,13,38
6,76585795846668288,11,34
6,76585829704663040,12,36
6,76585829866536960,11,31
6,76585829904416768,12,36
6,76585829937577984,12,35
6,76585829973098496,13,39
6,76585829973622784,14,42
6,76585829973639168,15,45
6,76585829973655552,15,46
6,76585932750323712,9,28
6,76585932817432576,9,29
6,76585932945752064,9,26
6,76585932947718144,9,27
6,76585932950077440,9,28
6,76585933085868032,10,32
6,76585933218512896,9,29
6,76588131737927680,7,23
6,76588132237312000,7,23
6,76588132308353024,8,27
6,76588132312547328,8,28
6,76588133311315968,8,28
6,76596395217403904,6,17
6,76596395485691912,6,17
6,76596395754668032,7,22
6,76596396291129344,6,18
6,76596396291162112,7,22
6,76596396293097472,7,22
6,76596396827869192,7,22
6,76596412938191872,7,22
6,76596653519273992,7,22
6,76596654022590472,7,22
6,76596687543600128,8,23
6,76596687677685760,7,23
6,76596687879012352,7,23
6,76596688382328832,7,23
6,76596689019863040,8,28
6,76596929001160704,6,22
6,76601051003748352,7,23
6,76601051230371848,8,23
6,76601051230765056,7,22
6,76601051499200512,7,23
6,76601051641282560,8,28
6,76601052035678208,7,22
6,76601052071198720,8,26
6,76601052071198728,9,28
6,76601052077490176,8,27
6,76601052572942336,8,27
6,76601085627727872,9,28
6,76601085631922176,9,29
6,76601086430937088,9,29
6,76601325877460992,7,23
6,76601326108672000,7,23
6,76601326514995200,8,28
6,76601326913585152,7,23
6,76601326955397120,8,28
6,76601327049768960,8,28
6,76601327450849280,8,28
6,76631598379827200,6,21
6,76666781179052032,7,23
6,76666781410263040,7,23
6,76666781678436352,7,23
6,76666782752440320,8,28
6,76676092899229696,9,29
6,77124160802787840,7,18
6,77124161067024960,7,18
6,77124161067057152,6,18
6,77124161872338944,6,18
6,77124298275296256,9,24
6,77124298308850176,9,24
6,77124298338209856,9,24
6,77124298506249216,9,24
6,77124298506256896,9,24
6,77124298510173696,9,24
6,77124298539533376,9,24
6,77124298573087296,9,24
6,77124298573119488,8,24
6,77124298640211968,8,24
6,77124298841538560,8,24
6,77124418563743744,6,18
6,77124418765064192,6,18
6,77124453158371328,8,24
6,77124453191917568,8,24
6,77124556036259840,8,24
6,77124556204279296,9,24
6,77124556271126528,8,24
6,77124590664433664,10,30
6,77126497600569344,10,30
6,77126497604747264,10,30
6,77126497868988416,10,30
6,77126617589104640,8,24
6,77126617591193600,8,24
6,77126617595383808,8,24
6,77126617658298368,8,24
6,77126617788580896,9,24
6,77126617788612608,8,24
6,77126617788858368,8,24
6,77126617792514048,8,24
6,77126617796707328,8,24
6,77126617855426688,8,24
6,77126618057031680,8,24
6,77126618060948480,8,24
6,77126652185821184,10,30
6,77126652217278464,10,30
6,77126652219367424,10,30
6,77126755063709696,10,30
6,77126755294920704,10,30
6,77126755298576384,10,30
6,77126789691883520,12,36
6,77128816811835936,9,24
6,77128816811843584,8,23
6,77128816812105728,8,24
6,77128816813672448,8,24
6,77128816815768064,8,23
6,77128816819962368,8,24
6,77128817618977280,8,24
6,77128851206979584,10,30
6,77128851209068544,10,30
6,77128954015911936,9,25
6,77128954086952960,10,29
6,77128954086957056,10,30
6,77128954091147264,10,30
6,77128954250789376,9,25
6,77128954284343296,9,26
6,77128954284359680,10,29
6,77128954284376064,10,30
6,77128954284621824,10,30
6,77128954288277504,10,30
6,77128954318168064,10,30
6,77128954319734784,10,30
6,77128954321830400,10,29
6,77128954326024704,10,30
6,77128954351190016,9,27
6,77128954351190144,10,30
6,77128954384744448,8,25
6,77128954586071040,8,25
6,77128955089387520,8,25
6,77128955726921728,9,30
6,77128988713041920,12,36
6,77128988715130880,12,36
6,77129091689750528,8,24
6,77129091693675008,8,24
6,77129093031657472,7,24
6,77131015872577536,9,27
6,77131015904034816,9,27
6,77131153112317952,12,36
6,77131153312071680,12,36
6,77131153345617920,12,36
6,77131153347184640,12,36
6,77131153349279744,10,31
6,77131153378639872,11,33
6,77131153613520896,10,31
6,77131187740491776,14,42
6,77131290715111424,10,30
6,77141736878505992,6,18
6,77141752984903680,7,19
6,77141752988828160,7,19
6,77141753253068808,7,19
6,77141753253331456,8,21
6,77141753253331520,9,23
6,77141753253331584,9,24
6,77141753253339136,8,22
6,77141753253339144,9,24
6,77141753253363712,8,23
6,77141753253593664,9,24
6,77141753253625856,8,24
6,77141753255166984,9,24
6,77141753257263616,8,22
6,77141753257263624,9,24
6,77141753257265152,8,23
6,77141753261459456,8,24
6,77141753521799168,8,24
6,77141753525700608,8,24
6,77141754058907648,8,24
6,77141754060474368,8,24
6,77141754066764288,8,24
6,77141754595246088,8,24
6,77141770433478656,8,24
6,77141770437134336,8,24
6,77141770441327616,8,24
6,77141770701651968,8,24
6,77141770705568768,8,24
6,77141890457419776,9,25
6,77141890461336576,9,25
6,77141890494890496,9,25
6,77141890524250176,9,25
6,77141890692286464,9,25
6,77141890692547584,9,25
6,77141890696742400,11,30
6,77141890725839872,10,27
6,77141890725839936,11,29
6,77141890725840000,11,30
6,77141890725855232,10,28
6,77141890725855240,11,30
6,77141890726102080,11,30
6,77141890729772032,10,28
6,77141890729772040,11,30
6,77141890759131144,9,25
6,77141890759655424,9,26
6,77141890759656000,11,30
6,77141890759671808,10,29
6,77141890759688192,10,30
6,77141890763325952,10,28
6,77141890763325960,11,30
6,77141890763327488,10,29
6,77141890767521792,10,30
6,77141890792685632,10,28
6,77141890792685640,11,30
6,77141890960720896,9,25
6,77141891028107264,10,30
6,77141891031762944,10,30
6,77141891631546368,8,25
6,77141907939540992,10,30
6,77141907943196672,10,30
6,77142011018215432,8,23
6,77142011219806208,8,24
6,77142011286650888,8,24
6,77142011756937728,8,24
6,77142011789967368,8,24
6,77142045311107584,9,25
6,77142045348594688,10,29
6,77142045348595712,10,30
6,77142045352788992,10,30
6,77142045378486272,10,30
6,77142045380052992,10,30
6,77142045382148608,10,29
6,77142045386342912,10,30
6,77142045411508224,9,27
6,77142045411508352,10,30
6,77142045445062656,8,25
6,77142045646389248,8,25
6,77142046149705728,8,25
6,77142046787239936,9,30
6,77142182783616000,11,31
6,77142182851002368,12,36
6,77142182854658048,12,36
6,77142286097712128,8,24
6,77142286768537600,7,24
6,77143935163564104,9,25
6,77143935365153856,9,25
6,77143952045654016,9,26
6,77143952077111296,9,26
6,77143952276587552,10,26
6,77143952276619264,9,26
6,77143952276865024,9,26
6,77143952310140992,10,27
6,77143952310142048,12,31
6,77143952310157312,10,28
6,77143952310157440,11,31
6,77143952314089472,10,29
6,77143952314089480,11,31
6,77143952343433344,9,26
6,77143952343965760,11,31
6,77143952343973920,11,31
6,77143952345546752,10,29
6,77143952345546760,11,31
6,77143952347660288,10,30
6,77143952351821824,9,27
6,77143952351854592,10,31
6,77143952376987712,10,28
6,77143952410542144,9,26
6,77143952414736384,9,27
6,77143952414752768,10,30
6,77143952414769152,10,31
6,77143952545038336,9,26
6,77143952611868736,9,26
6,77143952616062976,9,27
6,77143952616079360,10,30
6,77143952616095744,10,31
6,77143952683188224,10,31
6,77143969527529472,10,31
6,77143969594621952,10,31
6,77143969795948544,10,31
6,77144072338292744,10,29
6,77144072535671880,11,29
6,77144072606728200,11,32
6,77144089518178304,10,30
6,77144089518694400,12,35
6,77144089551716352,11,32
6,77144089715541120,11,30
6,77144089715556360,11,30
6,77144089719997440,11,31
6,77144089720014848,12,35
6,77144089749095488,12,32
6,77144089782927360,11,32
6,77144089786581000,11,31
6,77144089786597384,12,34
6,77144089786613760,11,33
6,77144089787105280,11,32
6,77144089787121664,12,35
6,77144089787129856,13,38
6,77144089787138048,12,36
6,77144089820151808,12,35
6,77144089820151816,13,37
6,77144089983976512,11,30
6,77144090055032832,11,33
6,77144090055032840,12,35
6,77144090055557120,12,36
6,77144106966990848,12,36
6,77144209706189856,9,24
6,77144209706221568,8,24
6,77144209706467328,8,24
6,77144209708286976,9,25
6,77144209708304384,10,29
6,77144209739759616,9,26
6,77144209739759744,10,29
6,77144209743691784,10,29
6,77144209773035648,8,24
6,77144209773576224,10,29
6,77144209775149056,9,27
6,77144209775149064,10,29
6,77144209777262592,9,28
6,77144209781424128,8,25
6,77144209781456896,9,29
6,77144209844338688,8,25
6,77144209844355072,9,28
6,77144209844371456,9,29
6,77144209974624264,9,25
6,77144209974625312,10,27
6,77144209974625320,11,29
6,77144209974625408,10,28
6,77144209974626304,9,26
6,77144209974626432,10,29
6,77144209974640648,10,28
6,77144209974657024,9,27
6,77144209974902784,9,27
6,77144210041470984,9,26
6,77144210041471104,9,27
6,77144210041995264,9,27
6,77144210042011648,10,30
6,77144210042028032,10,31
6,77144210043584512,10,30
6,77144210043584520,11,32
6,77144210045665288,10,29
6,77144210045681672,11,32
6,77144210045698048,10,31
6,77144210049859584,9,28
6,77144210049892352,10,32
6,77144210112774144,9,28
6,77144210112790528,10,31
6,77144210112806912,10,32
6,77144210243060736,9,26
6,77144210243060864,10,29
6,77144210243076096,9,27
6,77144210243076104,10,29
6,77144210247517184,10,30
6,77144210247534592,11,34
6,77144210310447104,10,31
6,77144210310447232,11,34
6,77144210314100736,9,28
6,77144210314100744,10,30
6,77144210314117120,10,31
6,77144210314117128,11,33
6,77144210314133504,10,32
6,77144210381225984,10,32
6,77144210779668488,8,24
6,77144210780192768,8,25
6,77144210780225536,9,29
6,77144210913886208,8,26
6,77144210913886336,9,29
6,77144210922274816,9,30
6,77144210922307584,10,34
6,77144244103430144,10,30
6,77144244134887424,10,30
6,77144244170539040,12,35
6,77144244334363680,11,30
6,77144244334395392,10,30
6,77144244334641152,10,30
6,77144244336460800,11,31
6,77144244336478208,12,35
6,77144244367933440,11,32
6,77144244367933568,12,35
6,77144244371865600,11,33
6,77144244372389888,12,36
6,77144244401209472,10,30
6,77144244401750048,12,35
6,77144244403322880,11,33
6,77144244403847168,12,36
6,77144244405436416,11,34
6,77144244405936128,12,36
6,77144244405952512,13,39
6,77144244407502848,12,36
6,77144244409597952,10,31
6,77144244409630720,11,35
6,77144244438958080,11,33
6,77144244438958208,12,36
6,77144244438974464,12,36
6,77144244438974592,13,39
6,77144244438990848,12,37
6,77144244472512512,10,31
6,77144244472528896,11,34
6,77144244472545280,11,35
6,77144244602814464,10,30
6,77144244673839104,10,31
6,77144244673855488,11,34
6,77144244673871872,11,35
6,77144244740964352,11,35
6,77144347212529664,10,30
6,77144347249754112,11,33
6,77144347249754120,12,35
6,77144347413578760,11,30
6,77144347480965120,11,33
6,77144347485145088,12,36
6,77144347485161472,13,39
6,77144347518189568,12,36
6,77144347518189576,13,38
6,77144347753596928,13,40
6,77144381609492480,12,36
6,77144381840703488,12,36
6,77144381877927936,13,39
6,77144381878452224,14,42
6,77144484655169536,9,29
6,77144484722262016,9,29
6,77144484919918592,10,31
6,77144484990697472,10,32
6,77144485192024064,10,32
6,77146133851545600,7,20
6,77146134119710728,7,20
6,77146134186819712,8,24
6,77146134253928576,8,25
6,77146134388441088,8,25
6,77146134392342528,8,25
6,77146134455255168,8,25
6,77146135461888008,8,25
6,77146168479719424,9,26
6,77146168513003584,9,26
6,77146168548655104,9,27
6,77146168548671488,10,30
6,77146168550760448,10,30
6,77146168580112480,11,31
6,77146168615780352,10,31
6,77146168617869312,10,31
6,77146169821626368,8,26
6,77146271324061696,9,26
6,77146271361532416,9,26
6,77146271390892096,9,26
6,77146271558928384,9,26
6,77146271625773064,9,26
6,77146271629969408,10,30
6,77146271659327552,10,29
6,77146271659327560,11,31
6,77146271894749184,10,31
6,77146271898404864,10,31
6,77146305952235520,11,32
6,77146305989706240,11,32
6,77146306019065920,11,32
6,77146306023260160,11,33
6,77146306023276544,12,36
6,77146306023292928,12,37
6,77146306027470848,12,37
6,77146408729452544,8,23
6,77146408731542016,9,25
6,77146408731558400,10,28
6,77146408733377024,8,23
6,77146408766963712,9,28
6,77146408800485920,10,28
6,77146408800493568,9,27
6,77146408804687872,9,28
6,77146408997617672,8,23
6,77146408997880320,9,25
6,77146408997880448,10,28
6,77146408997888000,9,26
6,77146408997888008,10,28
6,77146408997912576,9,27
6,77146408998174720,9,28
6,77146409001812480,9,26
6,77146409001812488,10,28
6,77146409001814016,9,27
6,77146409006008320,9,28
6,77146409068921344,10,29
6,77146409068929024,10,30
6,77146409068929032,11,32
6,77146409068953600,10,31
6,77146409073115648,10,30
6,77146409073123328,10,31
6,77146409073147904,10,32
6,77146409098281088,10,30
6,77146409140256768,10,33
6,77146409266348032,9,28
6,77146409270249472,9,28
6,77146409337389056,10,32
6,77146409341583360,10,33
6,77146409803456512,9,28
6,77146409805023232,9,28
6,77146409805545984,10,30
6,77146409811313152,9,28
6,77146409838575624,10,30
6,77146409844899840,10,33
6,77146409945538560,10,33
6,77146410339794952,9,28
6,77146410340352000,10,33
6,77146410348185600,10,33
6,77146443357626368,10,29
6,77146443359715840,11,31
6,77146443359732224,12,34
6,77146443361550848,10,29
6,77146443395104768,10,30
6,77146443395121152,11,33
6,77146443395137536,11,34
6,77146443399299072,10,31
6,77146443399315456,11,34
6,77146443428659744,12,34
6,77146443428667392,11,33
6,77146443430756864,12,35
6,77146443430766592,13,39
6,77146443430773248,13,38
6,77146443432861696,11,34
6,77146443460116480,11,33
6,77146443460132864,12,36
6,77146443462221824,12,36
6,77146444198313984,10,31
6,77146444699533312,9,29
6,77146546201968640,10,29
6,77146546201985024,10,30
6,77146546202230784,10,30
6,77146546204067840,12,35
6,77146546205886464,10,30
6,77146546239439360,10,29
6,77146546268799104,10,30
6,77146546270912512,11,33
6,77146546270912520,12,35
6,77146546272993280,10,30
6,77146546273001472,11,33
6,77146546273001480,12,35
6,77146546273009664,11,33
6,77146546273026048,11,34
6,77146546277187584,10,31
6,77146546277203968,11,34
6,77146546277220352,11,35
6,77146546436833792,10,28
6,77146546436833800,11,30
6,77146546436835328,10,29
6,77146546437097472,10,30
6,77146546470387712,10,29
6,77146546470387720,11,31
6,77146546470389760,11,32
6,77146546470389888,12,35
6,77146546470404096,11,32
6,77146546470404104,12,34
6,77146546470420480,11,33
6,77146546470666240,11,33
6,77146546474321920,11,33
6,77146546503680008,10,29
6,77146546504204288,10,30
6,77146546504220672,11,33
6,77146546504237056,11,34
6,77146546507874816,11,32
6,77146546507874824,12,34
6,77146546507876352,11,33
6,77146546512070656,11,34
6,77146546537234432,10,30
6,77146546537234440,11,32
6,77146546537234560,11,33
6,77146546537758720,11,33
6,77146546537775104,12,36
6,77146546537791488,12,37
6,77146546541428736,11,33
6,77146546541428744,12,35
6,77146546541430784,12,36
6,77146546541436928,12,36
6,77146546541436936,13,38
6,77146546541445120,12,36
6,77146546541445128,13,38
6,77146546541461504,12,37
6,77146546545623040,11,34
6,77146546545639424,12,37
6,77146546545655808,12,38
6,77146546570788864,9,28
6,77146546705270784,10,30
6,77146546772115456,9,28
6,77146546772115464,10,30
6,77146546772639744,10,31
6,77146546772656128,11,34
6,77146546772672512,11,35
6,77146546776311808,11,34
6,77146546780506112,11,35
6,77146547275956224,10,31
6,77146547376095232,9,29
6,77146547779274752,11,35
6,77146547912966144,10,33
6,77146580630650880,12,36
6,77146580632739840,12,36
6,77146580796572160,11,31
6,77146580830126080,11,32
6,77146580830142464,12,35
6,77146580830158848,12,36
6,77146580830404608,12,36
6,77146580832241664,14,41
6,77146580834060288,12,36
6,77146580867613184,12,35
6,77146580896972800,11,33
6,77146580896972928,12,36
6,77146580899086336,13,39
6,77146580901167104,12,36
6,77146580901175296,13,39
6,77146580901183488,13,39
6,77146580901199872,13,40
6,77146580901699584,14,42
6,77146580901715968,15,45
6,77146580903266304,14,42
6,77146580903282688,15,45
6,77146580905361408,12,37
6,77146580905377792,13,40
6,77146580905394176,13,41
6,77146580930527232,10,31
6,77146581131853824,10,31
6,77146582272704512,11,36
6,77146683607359488,8,24
6,77146683609465344,10,29
6,77146683644837888,8,25
6,77146683644854272,9,28
6,77146683644870656,9,29
6,77146683649048576,9,29
6,77146683676295168,8,25
6,77146683676311552,9,28
6,77146683678400512,9,28
6,77146683743420416,9,29
6,77146683745509376,9,29
6,77146683875787264,9,26
6,77146683875794944,9,27
6,77146683875819520,9,28
6,77146683876048896,8,25
6,77146683876065280,9,28
6,77146683876081664,9,29
6,77146683879720960,9,28
6,77146683951022080,9,29
6,77146683951038464,10,32
6,77146683951054848,10,33
6,77146683976187904,9,28
6,77146684009742336,8,26
6,77146684013936640,9,29
6,77146684013944832,10,32
6,77146684013953024,10,32
6,77146684013969408,10,33
6,77146684018130944,9,30
6,77146684018147328,10,33
6,77146684018163712,10,34
6,77146684144222208,8,25
6,77146684144238592,9,28
6,77146684144254976,9,29
6,77146684144500736,9,29
6,77146684148156416,9,29
6,77146684211068928,8,26
6,77146684215263232,9,29
6,77146684215279616,10,32
6,77146684215296000,10,33
6,77146684219457536,9,30
6,77146684219473920,10,33
6,77146684219490304,10,34
6,77146684282372096,9,30
6,77146684282388480,10,33
6,77146684282404864,10,34
6,77146684286582784,10,34
6,77146684722774016,9,30
6,77146684817145856,9,30
6,77146685217701888,8,27
6,77146685218226176,9,30
6,77146685218258944,10,34
6,77146685351919616,9,31
6,77146685754572800,7,24
6,77148332876906496,9,26
6,77148332943736896,9,26
6,77148332945834016,9,26
6,77148333143228544,9,26
6,77148333143490624,9,26
6,77148333147160584,9,26
6,77148333281378304,9,28
6,77148333281378432,10,31
6,77148333411663936,9,26
6,77148333416136704,10,31
6,77148333482704896,9,28
6,77148333482705024,10,31
6,77148333956661248,8,26
6,77148367505080320,11,32
6,77148367571910720,11,32
6,77148367574007840,11,32
6,77148367643230208,12,37
6,77148470649552960,11,32
6,77148470653222920,11,32
6,77148470922199040,12,37
6,77148607788367872,11,32
6,77148607790186496,9,27
6,77148607821643776,9,27
6,77148607857295392,11,32
6,77148608021397504,9,27
6,77148608023234560,11,32
6,77148608054689792,10,29
6,77148608054689920,11,32
6,77148608058621952,10,30
6,77148608058621960,11,32
6,77148608088506400,11,32
6,77148608090079232,10,30
6,77148608090079240,11,32
6,77148608096370688,10,31
6,77148608125730816,11,33
6,77148608125730848,12,35
6,77148608125730856,13,37
6,77148608125730944,12,36
6,77148608129925120,11,34
6,77148608159285248,10,31
6,77148608163479552,10,32
6,77148608289570816,9,27
6,77148608360611840,10,31
6,77148608364806144,10,32
6,77148608427720704,10,32
6,77148608868122624,10,32
6,77148608962494464,10,32
6,77148609363574784,10,32
6,77148609505656832,11,37
6,77148642416541696,13,38
6,77148642418360320,11,33
6,77148642449817600,11,33
6,77148642485469216,13,38
6,77148642487566336,13,39
6,77148642487582720,14,42
6,77148642487599104,14,43
6,77148745229680640,12,36
6,77148745263226880,12,36
6,77148745264793600,12,36
6,77148745266888704,10,31
6,77148745296248832,11,33
6,77148745298362368,13,39
6,77148745298362376,14,41
6,77148745460088840,11,31
6,77148745464547328,12,36
6,77148745498116096,13,39
6,77148745527459840,11,33
6,77148745531129864,12,35
6,77148745531654144,12,36
6,77148745531662336,13,39
6,77148745531670528,13,39
6,77148745531686912,13,40
6,77148745533229056,13,39
6,77148745535324160,11,34
6,77148745564684288,12,36
6,77148745564684296,13,38
6,77148745566797824,14,42
6,77148745566797832,15,44
6,77148745799565312,11,34
6,77148745799565320,12,36
6,77148745800089600,12,37
6,77148745800105984,13,40
6,77148745800122368,13,41
6,77148746265657344,10,31
6,77148746407739392,11,36
6,77148779658100736,14,42
6,77148779857854464,14,42
6,77148779891400704,14,42
6,77148779892967424,14,42
6,77148779895062528,12,37
6,77148779924422656,13,39
6,77148779926536192,15,45
6,77148779927060480,16,48
6,77148780159303680,12,37
6,77148882632720384,10,30
6,77148882703745024,10,31
6,77148882703761408,11,34
6,77148882703777792,11,35
6,77148882770870272,11,35
6,77148882901155840,11,33
6,77148882903498752,10,31
6,77148882903515136,11,34
6,77148882903531520,11,35
6,77148882974277632,10,32
6,77148883037192192,10,32
6,77148883039305728,12,38
6,77148883171950592,11,35
6,77148883238518784,10,32
6,77148883712475136,9,30
6,77150532300439616,8,25
6,77150532434935808,8,25
6,77150532501766208,8,25
6,77150807178346496,8,26
6,77150807379673088,8,26
6,77150807882989568,8,26
6,77150808520523776,9,31
6,77151081691365376,9,29
6,77151081724911616,9,29
6,77151081922330624,9,29
6,77151081922576384,9,29
6,77151082064658432,10,34
6,77151082190749696,9,29
6,77151082261774336,9,30
6,77151082261790720,10,33
6,77151082261807104,10,34
6,77151082265985024,10,34
6,77159345439114368,8,23
6,77159345439129608,8,23
6,77159345707549760,8,23
6,77159345707827200,8,24
6,77159345711744000,8,24
6,77159345711761408,9,28
6,77159345774673920,8,25
6,77159346244452352,7,23
6,77159602935857152,7,23
6,77159603002949632,7,23
6,77159603137152008,8,23
6,77159603472711680,8,26
6,77159603472711688,9,28
6,77159603942459392,7,23
6,77159604076675072,7,24
6,77159604076707840,8,28
6,77159637564030976,9,29
6,77159637631123456,9,29
6,77159637832450048,9,29
6,77163726641299520,8,25
6,77164000952975360,8,25
6,77164000952991744,9,28
6,77164000953008128,9,29
6,77164000957186048,9,29
6,77164001183662088,8,24
6,77164001183956992,9,28
6,77164001184186368,8,25
6,77164001184202752,9,28
6,77164001184219136,9,29
6,77164001187858432,9,28
6,77164001192052736,9,29
6,77164001317879808,8,26
6,77164001452359680,8,25
6,77164001452376064,9,28
6,77164001452392448,9,29
6,77164001452638208,9,29
6,77164001456293888,9,29
6,77164001519206400,8,26
6,77164001523400704,9,29
6,77164001523417088,10,32
6,77164001523433472,10,33
6,77164001527595008,9,30
6,77164001527611392,10,33
6,77164001527627776,10,34
6,77164001594720256,10,34
6,77164001991067648,9,29
6,77164002022522880,8,26
6,77164002030911488,9,30
6,77164002030944256,10,34
6,77164002525839360,8,27
6,77164002525839368,9,29
6,77164002526363648,9,30
6,77164002526396416,10,34
6,77164002534230016,10,34
6,77164002660057088,9,31
6,77164003062710272,7,24
6,77164035581149184,10,31
6,77164035581165568,11,34
6,77164035581181952,11,35
6,77164035585359872,11,35
6,77164036885577728,9,30
6,77164275830898688,9,29
6,77164275862355968,9,29
6,77164276061863936,9,29
6,77164276062109696,9,29
6,77164276065765376,9,29
6,77164276330283008,9,29
6,77164276405518336,10,34
6,77164276468432896,10,34
6,77194513436647432,7,22
6,77194546991104000,7,23
6,77194547796385792,7,23
6,77194548333248512,7,24
6,77194548333281280,8,28
6,77194684497166336,9,29
6,77195062185828352,7,23
6,77195062387148800,7,23
6,77195063326679040,8,28
6,77195063729326080,8,28
6,77196848896442368,9,29
6,77196883524616192,11,35
6,77197261213278208,9,29
6,77197261410697216,9,29
6,77197261414598656,9,29
6,77203858480439296,9,29
6,77203859822346240,8,29
6,77229696735281152,7,23
6,77229696739182592,7,23
6,77229697808728072,7,23
6,77229731363454976,9,29
6,77229731367356416,9,29
6,77230246759499776,9,29
6,77230247698759680,8,29
6,77239042927755264,10,35
6,77239043191996416,10,35
6,77687102162211904,8,19
6,77687102166276096,7,19
6,77687102166286848,7,19
6,77687102170469376,7,19
6,77687103235850240,6,19
6,77687127933981696,7,19
6,77687127936078336,7,19
6,77687128200315456,7,19
6,77687128468766720,6,19
6,77687129005629440,6,19
6,77687265408586752,9,25
6,77687265442140672,9,25
6,77687265471500352,9,25
