m,family,n,cells
6,6199321772982272,10,31
6,6199321775054848,10,30
6,6199321779249152,10,31
6,6199321840074752,10,31
6,6199321842163712,10,31
6,6199323045920768,8,26
6,6199458891567104,10,28
6,6199458977038336,11,33
6,6199458979123200,11,32
6,6199458981222400,13,38
6,6199458983317504,11,33
6,6199459176792064,11,33
6,6199459180447744,11,33
6,6199459243360256,10,30
6,6199459243360384,11,33
6,6199459245473792,12,36
6,6199459245473800,13,38
6,6199459247554560,11,33
6,6199459247570944,12,36
6,6199459247587328,12,37
6,6199459251748864,11,34
6,6199459251765248,12,37
6,6199459251781632,12,38
6,6199459276914688,9,28
6,6199459478241280,9,28
6,6199460619091968,10,33
6,6199493605212160,13,39
6,6199596332105728,9,27
6,6199596338384896,9,27
6,6199596350967808,9,27
6,6199596623609856,10,32
6,6199596650872832,10,31
6,6199596652961792,10,31
6,6199596717981696,10,32
6,6199597923827712,8,27
6,6201246117543936,6,20
6,6201383422279680,8,26
6,6201383623606272,8,26
6,6201520794116096,8,25
6,6201657998184448,9,27
6,6201658266615808,9,28
6,6201658266632192,10,31
6,6201658266648576,10,32
6,6210041942116352,6,18
6,6210076335423488,8,24
6,6210179448178688,8,24
6,6210213841485824,10,30
6,6210316887130624,8,23
6,6210454359640064,10,30
6,6210591731483648,8,24
6,6212241032478848,8,24
6,6212241099587648,8,24
6,6212241238000640,8,24
6,6212241300914240,8,24
6,6212275362873344,10,30
6,6212275394330624,10,30
6,6212275396419584,10,30
6,6212378475628544,10,30
6,6212412868935680,12,36
6,6212515593716736,9,25
6,6212515881026560,10,29
6,6212515881027584,10,30
6,6212515885220864,10,30
6,6212515912484864,10,30
6,6212515943940096,9,27
6,6212515943940224,10,30
6,6212515977494528,8,25
6,6212516178821120,8,25
6,6212516682137600,8,25
6,6212517319671808,9,30
6,6212550305792000,12,36
6,6212550307880960,12,36
6,6212653383434240,12,36
6,6212653387089920,12,36
6,6214439724384768,7,20
6,6214439736967296,7,20
6,6214439787298848,7,20
6,6214440055734304,8,23
6,6214440055734312,9,25
6,6214440055734400,8,24
6,6214440122843264,8,25
6,6214440794464256,8,25
6,6214440802320896,8,25
6,6214440827486336,8,25
6,6214440928149536,8,25
6,6214474098819072,9,26
6,6214474100908032,9,26
6,6214474352558592,9,26
6,6214474381918272,9,26
6,6214474415472672,9,26
6,6214474417569792,9,27
6,6214474417570368,11,31
6,6214474417586176,10,30
6,6214474417602560,10,31
6,6214474419667488,11,31
6,6214474419675136,10,30
6,6214474423869440,10,31
6,6214474449027168,11,31
6,6214474484695040,10,31
6,6214474486784000,10,31
6,6214475690541056,8,26
6,6214577498882560,10,29
6,6214577528242240,10,29
6,6214611858620928,11,32
6,6214611887980608,11,32
6,6214611892174848,11,33
6,6214611892191232,12,36
6,6214611892207616,12,37
6,6214611896385536,12,37
6,6214714615406592,9,26
6,6214714619068928,9,25
6,6214714623263232,9,26
6,6214714667303424,9,26
6,6214714698760224,9,26
6,6214714937836032,10,29
6,6214714942030336,10,30
6,6214714967195680,10,29
6,6214714967195688,11,31
6,6214714967195776,10,30
6,6214715705925632,10,31
6,6214749295477248,11,32
6,6214749326934048,11,32
6,6214749329031168,11,33
6,6214749329047552,12,36
6,6214749329063936,12,37
6,6214749331136512,12,36
6,6214749335330816,12,37
6,6214852406149120,10,30
6,6214886765887488,11,33
6,6214989496975872,9,26
6,6214989819937280,10,31
6,6214989845102592,9,28
6,6214989878657024,8,26
6,6214990583300096,8,26
6,6214991220834304,9,31
6,6216638745559040,8,24
6,6216638746083328,9,27
6,6216638760222816,9,24
6,6216638760222848,8,23
6,6216638760747104,10,27
6,6216638760755264,10,28
6,6216638762319936,9,25
6,6216638762336256,9,26
6,6216638762336384,10,29
6,6216638764417152,9,26
6,6216638764433440,10,28
6,6216638764449792,9,27
6,6216638768611328,8,24
6,6216638768644096,9,28
6,6216638777000000,8,23
6,6216638781194240,8,24
6,6216638781194368,9,27
6,6216638781210624,9,27
6,6216638781210656,10,29
6,6216638781227008,9,28
6,6216638812651584,9,26
6,6216638812667904,9,27
6,6216638814748704,9,26
6,6216638844108896,10,28
6,6216638879760448,9,27
6,6216638879776768,9,28
6,6216639011881088,8,24
6,6216639012413504,10,29
6,6216639013994496,9,27
6,6216639013994504,10,29
6,6216639016108032,9,28
6,6216639020269568,8,25
6,6216639020302336,9,29
6,6216639045435456,9,26
6,6216639078989920,10,28
6,6216639078989952,9,27
6,6216639112544256,9,27
6,6216639112544320,10,29
6,6216639112544352,11,31
6,6216639112544360,12,33
6,6216639112544384,10,30
6,6216639146098688,8,25
6,6216639146098752,9,27
6,6216639146098784,10,29
6,6216639146098816,9,28
6,6216639148195904,10,30
6,6216639148212224,10,31
6,6216639148212352,11,34
6,6216639150292992,9,28
6,6216639150293120,10,31
6,6216639150309376,10,31
6,6216639150309408,11,33
6,6216639150325760,10,32
6,6216639154487296,9,29
6,6216639154520064,10,33
6,6216639280316480,8,24
6,6216639284510720,8,25
6,6216639284527104,9,28
6,6216639284543488,9,29
6,6216639414534208,9,28
6,6216639418728448,9,29
6,6216639418728576,10,32
6,6216639418744832,10,32
6,6216639418761216,10,33
6,6216639825575936,8,26
6,6216640354058240,8,26
6,6216640354058368,9,29
6,6216640362446848,9,30
6,6216640362479616,10,34
6,6216640488275968,9,30
6,6216640488276096,10,33
6,6216640890929152,7,23
6,6216673122058304,10,28
6,6216673122074624,10,29
6,6216673126252544,10,29
6,6216673126268928,11,32
6,6216673126277120,12,35
6,6216673126285312,11,33
6,6216673143046144,11,33
6,6216673373732864,10,30
6,6216673374257152,11,33
6,6216673377912832,11,33
6,6216673380007936,9,28
6,6216673405173824,10,29
6,6216673409368064,10,30
6,6216673409368192,11,33
6,6216673409384448,11,33
6,6216673409384480,12,35
6,6216673409400832,11,34
6,6216673440825408,11,32
6,6216673440841728,11,33
6,6216673442922528,11,32
6,6216673472282720,12,34
6,6216673474379840,12,35
6,6216673474396160,12,36
6,6216673474396288,13,39
6,6216673476493344,13,38
6,6216673507934272,11,33
6,6216673507950592,11,34
6,6216673512128512,11,34
6,6216673512144896,12,37
6,6216673512153088,13,40
6,6216673512161280,12,38
6,6216673644249088,9,28
6,6216674713796608,9,29
6,6216674722185216,10,33
6,6216776203403264,10,30
6,6216776203919360,12,35
6,6216776220164096,10,30
6,6216776251621376,10,30
6,6216776451375104,10,30
6,6216776488599552,11,33
6,6216776488599560,12,35
6,6216776517943424,10,30
6,6216776518475840,12,35
6,6216776520056832,11,33
6,6216776520056840,12,35
6,6216776522170368,11,34
6,6216776526331904,10,31
6,6216776526364672,11,35
6,6216776551497792,11,32
6,6216776555692032,11,33
6,6216776555692160,12,36
6,6216776555708416,12,36
6,6216776555708544,13,39
6,6216776555724800,12,37
6,6216776585052224,10,30
6,6216776589246464,10,31
6,6216776589262848,11,34
6,6216776589279232,11,35
6,6216776786378816,10,30
6,6216776790573056,10,31
6,6216776790589440,11,34
6,6216776790605824,11,35
6,6216776857698304,11,35
6,6216810563141632,11,33
6,6216810563657728,13,38
6,6216810579902464,11,33
6,6216810611359744,11,33
6,6216810649108480,13,39
6,6216810848337920,12,36
6,6216810879795200,12,36
6,6216810880319488,13,39
6,6216810881908736,12,37
6,6216810882408448,13,39
6,6216810882424832,14,42
6,6216810886070272,11,34
6,6216810886103040,12,38
6,6216810911236160,12,35
6,6216810915430400,12,36
6,6216810915430528,13,39
6,6216810915446784,13,39
6,6216810915446912,14,42
6,6216810915463168,13,40
6,6216810915979264,15,45
6,6216810915979392,16,48
6,6216810917543936,14,42
6,6216810948984832,11,34
6,6216810949017600,12,38
6,6216913638129792,9,26
6,6216913638670368,11,31
6,6216913640243200,10,29
6,6216913640767488,11,32
6,6216913642356736,10,30
6,6216913642856448,11,32
6,6216913642872832,12,35
6,6216913646518272,9,27
6,6216913646551040,10,31
6,6216913659101184,9,27
6,6216913659117568,10,30
6,6216913659133952,10,31
6,6216913659650048,12,36
6,6216913688461344,9,26
6,6216913690558464,9,27
6,6216913690574848,10,30
6,6216913690591232,10,31
6,6216913691107328,12,36
6,6216913724129280,11,33
6,6216913724129408,12,36
6,6216913726210080,11,32
6,6216913726226464,12,35
6,6216913757683712,10,31
6,6216913927536640,10,30
6,6216913927553024,11,33
6,6216913927569408,11,34
6,6216913956896800,10,29
6,6216913956896808,11,31
6,6216913956896896,10,30
6,6216913957421088,11,32
6,6216913957429248,11,33
6,6216913957429376,12,36
6,6216913957437472,12,35
6,6216913958993920,10,30
6,6216913959010304,11,33
6,6216913959026688,11,34
6,6216913961123840,11,34
6,6216913965285376,10,31
6,6216913965318144,11,35
6,6216913990451200,10,30
6,6216913990451328,11,33
6,6216913994645504,11,33
6,6216913994645536,12,35
6,6216913994645544,13,37
6,6216913994645632,12,36
6,6216913994661888,12,36
6,6216913994661920,13,38
6,6216913994661928,14,40
6,6216913994662016,13,39
6,6216913994678272,12,37
6,6216913998839808,11,34
6,6216913998872576,12,38
6,6216914024005632,9,28
6,6216914024005760,10,31
6,6216914026119168,11,34
6,6216914028199936,10,31
6,6216914028216320,11,34
6,6216914028232704,11,35
6,6216914032394240,10,32
6,6216914032427008,11,36
6,6216914296635392,10,32
6,6216914296651776,11,35
6,6216914296668160,11,36
6,6216914695626752,10,31
6,6216914728648704,9,28
6,6216914728648832,10,31
6,6216914737037312,10,32
6,6216914737070080,11,36
6,6216914829312032,10,31
6,6216914831409152,10,32
6,6216914831441920,11,36
6,6216915231965184,9,29
6,6216915366182912,10,33
6,6216915366183040,11,36
6,6216915374571520,11,37
6,6216915374604288,12,41
6,6216915768836096,8,26
6,6216947999981568,11,32
6,6216948088070144,14,42
6,6216948287275008,11,33
6,6216948287291392,12,36
6,6216948287307776,12,37
6,6216948287823872,14,42
6,6216948316635168,11,32
6,6216948318732288,11,33
6,6216948318748672,12,36
6,6216948318765056,12,37
6,6216948319281152,14,42
6,6216948352303104,13,39
6,6216948352303232,14,42
6,6216948354383904,13,38
6,6216948354400288,14,41
6,6216948356481024,13,39
6,6216948356497408,14,42
6,6216948356505600,15,45
6,6216948356513792,14,43
6,6216948385857536,12,37
6,6216949591703552,10,32
6,6217051163082752,12,36
6,6217051362836480,12,36
6,6217051429404672,11,33
6,6217051429404800,12,36
6,6217051431518208,13,39
6,6217051431518216,14,41
6,6217051433598976,12,36
6,6217051433615360,13,39
6,6217051433631744,13,40
6,6217051435698176,14,42
6,6217051437793280,12,37
6,6217051437826048,13,41
6,6217051462959104,10,31
6,6217051664285696,10,31
6,6217052805136384,11,36
6,6217085522821120,13,39
6,6217085789143040,12,36
6,6217085789143168,13,39
6,6217085791256576,14,42
6,6217085791780864,15,45
6,6217085793337344,13,39
6,6217085793353728,14,42
6,6217085793370112,14,43
6,6217085793886208,16,48
6,6217085795985408,18,54
6,6217085797531648,13,40
6,6217085797564416,14,44
6,6217085822697472,11,34
6,6217087164874752,12,39
6,6217188518150144,10,30
6,6217188518674432,11,33
6,6217188520263680,10,31
6,6217188520779776,12,36
6,6217188524425216,9,28
6,6217188524457984,10,32
6,6217188537008128,9,28
6,6217188537024512,10,31
6,6217188537040896,10,32
6,6217188537556992,12,37
6,6217188568481792,10,31
6,6217188602036224,11,34
6,6217188635590656,10,32
6,6217188805443584,10,31
6,6217188805459968,11,34
6,6217188805476352,11,35
6,6217188836917248,11,34
6,6217188839030784,11,35
6,6217188843192320,10,32
6,6217188843225088,11,36
6,6217188868358144,10,31
6,6217188876746752,11,35
6,6217188876779520,12,39
6,6217188901912576,9,29
6,6217188904026112,11,35
6,6217188906106880,10,32
6,6217188906123264,11,35
6,6217188906139648,11,36
6,6217188910301184,10,33
6,6217188910333952,11,37
6,6217189174542336,10,33
6,6217189174558720,11,36
6,6217189174575104,11,37
6,6217190109872128,9,30
6,6217190244089856,10,34
6,6217190252478464,11,38
6,6217190252511232,12,42
6,6217190646743040,8,27
6,6218837783478400,7,21
6,6218837783486528,8,23
6,6218837783511040,7,22
6,6218837800255552,7,21
6,6218837800271872,7,22
6,6218838035169280,7,23
6,6218838169354240,7,23
6,6218838169354304,8,25
6,6218838169354368,8,26
6,6218838169362496,9,28
6,6218838169370624,8,26
6,6218838169387008,8,27
6,6218838303588352,7,23
6,6218838370680832,7,23
6,6218838370680896,8,25
6,6218838370680960,8,26
6,6218838370697216,8,26
6,6218838370713600,8,27
6,6218838437789760,8,26
6,6218838437806080,8,27
6,6218839377313792,7,24
6,6218839377346560,8,28
6,6218839914184704,6,21
6,6218975222972416,9,27
6,6218975272796160,8,26
6,6218975273312256,10,31
6,6218975306317888,9,27
6,6218975306334208,9,28
6,6218975306334336,10,31
6,6218975541231616,9,29
6,6218975608324096,9,29
6,6218975809650688,9,29
6,6218975810174976,10,32
6,6218976413614080,8,27
6,6218976413646848,9,31
6,6219112661417984,8,25
6,6219112661934080,10,30
6,6219112678178816,8,25
6,6219112711725056,8,25
6,6219112745287712,10,30
6,6219112946614272,9,28
6,6219112980160512,9,28
6,6219112980185088,9,29
6,6219113047261184,8,26
6,6219113047277568,9,29
6,6219113047293952,9,30
6,6219113248587776,8,26
6,6219113248604160,9,29
6,6219113248620544,9,30
6,6219113315713024,9,30
6,6219113751904256,8,26
6,6219113751937024,9,30
6,6219113852575744,9,30
6,6219114389438464,9,31
6,6219114389471232,10,35
6,6219250184241152,10,31
6,6219250184257536,10,32
6,6219250184773632,12,37
6,6219250452660224,10,31
6,6219250452676608,11,34
6,6219250452692992,11,35
6,6219387539324928,8,26
6,6219387539841024,10,31
6,6219387556085760,8,26
6,6219387824521216,9,29
6,6219387858092032,9,30
6,6219387925168128,8,27
6,6219387925184512,9,30
6,6219387925200896,9,31
6,6219388126494720,8,27
6,6219388126511104,9,30
6,6219388126527488,9,31
6,6219388193619968,9,31
6,6219389267345408,9,32
6,6219389267378176,10,36
6,6232032174702592,7,23
6,6232032443121664,7,23
6,6232033516847104,7,24
6,6232033516879872,8,28
6,6232307086147584,9,28
6,6232307086163968,9,29
6,6232581964054528,9,29
6,6236429969539200,8,25
6,6236431026520064,7,25
6,6236704847462400,8,26
6,6236704864223232,8,26
6,6236705132658688,9,29
6,6236705166229504,9,30
6,6236705233305600,8,27
6,6236705233321984,9,30
6,6236705233338368,9,31
6,6236705501757440,9,31
6,6236705937948672,8,27
6,6236705937981440,9,31
6,6236706575482880,9,32
6,6236706575515648,10,36
6,6236980044136448,9,31
6,6236980111228928,9,31
6,6262819305554432,6,19
6,6262819305564160,7,23
6,6265018328842240,7,24
6,6265567346458624,9,30
6,6271614593302528,7,24
6,6271615398584320,7,24
6,6271615935447040,7,25
6,6271615935479808,8,29
6,6271752099364864,9,30
6,6272164416200704,9,30
6,6298002620710912,7,23
6,6298002872338432,7,23
6,6298004214515712,8,28
6,6306798713700480,8,26
6,6306798717927424,9,30
6,6306798722088960,8,27
6,6306798722121728,9,31
6,6306798734671872,8,27
6,6306798734704640,9,31
6,6306799032467584,9,30
6,6306799099576320,8,28
6,6306799099576448,9,31
6,6306800307535872,8,29
6,6306800441753600,9,33
6,6306800441753728,10,36
6,6306800844406784,7,26
6,6307348821835776,10,34
6,6307348855390208,9,32
6,6307350197567488,10,37
6,6756636412610560,7,20
6,6756636416803840,7,20
6,6756636429386752,7,20
6,6756636492300352,7,20
6,6756773851562496,7,19
6,6756911638642688,8,24
6,6757049312477184,6,20
6,6757873744871424,6,20
6,6757873946198016,6,20
6,6757874449514496,6,20
6,6760210173526016,8,25
6,6762134293708800,8,26
6,6762134356623360,8,26
6,6762134557949952,8,26
6,6762271694913536,8,25
6,6762271726370816,8,25
6,6762409200975872,10,31
6,6762409205170176,10,32
6,6762546572820480,8,26
6,6764608220037120,8,26
6,6781788324102144,6,21
6,6781789330735104,6,22
6,6782063202009088,7,24
6,6782063705325568,7,24
6,6782064342859776,8,29
6,6782200406081536,9,29
6,6782338079916032,7,25
6,6782339220766720,8,30
6,6794981876433024,6,19
6,6794982966951936,6,21
6,6794982966952064,7,24
6,6794983470268416,6,22
6,6795256756439040,8,25
6,6795257140215808,7,24
6,6795257408651264,7,25
6,6795257844858880,7,24
6,6795257846958080,9,30
6,6795258482393088,8,29
6,6795532018122752,7,25
6,6795532722765824,7,25
6,6795533360300032,8,30
6,6799655186726912,7,25
6,6799655388053504,7,25
6,6799655891369984,7,25
6,6799656528904192,8,30
6,6834565888868352,6,23
6,6869748675510272,7,25
6,6869748688093184,7,25
6,10205668539629568,6,22
6,11260373478932992,7,20
6,11265871322284032,8,26
6,11338165516238848,6,24
6,18599373392838656,8,25
6,18656514910715904,6,23
6,29274497106345984,6,20
6,29275046946017280,8,26
6,29295937935376384,9,31
6,29297586858885120,8,27
6,29297587244761088,9,32
6,29298136967020544,11,38
6,29299786259628032,7,26
6,29299786460954624,7,26
6,29387747189850112,8,31
6,29387748532027392,9,36
6,29388296912109568,10,37
6,72057619808916480,7,15
6,72057619842351104,6,15
6,72057619943002112,6,15
6,72057688528655872,10,21
6,72057688561029120,7,16
6,72057688562078720,9,20
6,72057688562079744,9,21
6,72057688628924416,8,19
6,72057688628924424,9,21
6,72057688628936704,8,20
6,72057688628953088,8,21
6,72057688629985280,8,21
6,72057688862900224,8,20
6,72057697150963712,6,15
6,72057697385710592,6,15
6,72059810309210144,6,15
6,72059810509750304,6,15
6,72059878960926720,7,16
6,72059878995395616,9,21
6,72059878995673088,8,21
6,72059878998806528,8,21
6,72059879028817920,7,17
6,72059879028822016,8,19
6,72059879028822024,9,21
6,72059879028834304,8,20
6,72059879028850688,8,21
6,72059879029215232,8,20
6,72059879029219328,8,21
6,72059879029735424,6,16
6,72059879030263808,8,21
6,72059879031967744,8,20
6,72059879031971840,8,21
6,72059879062241408,8,21
6,72059879063289920,8,21
6,72059879065387040,8,21
6,72059879296204800,7,18
6,72059879296204864,8,20
6,72059879296204928,8,21
6,72059879296598048,8,21
6,72059879298170880,7,19
6,72059879304462336,7,20
6,72059879371571200,7,21
6,72059880034402304,6,16
6,72059880076214272,7,21
6,72059880170586112,7,21
6,72059896209084416,8,21
6,72059896211836928,8,21
6,72059896242110528,8,21
6,72059896413160448,8,21
6,72059896442650688,8,21
6,72059896476074048,8,21
6,72059896484331520,7,21
6,72059896547246080,7,21
6,72059896748572672,7,21
6,72060102605012992,7,21
6,72060102636470272,7,21
6,72060240111075328,9,27
6,72062069462536192,8,20
6,72062069465288704,8,20
6,72062069495562304,8,20
6,72062069662695424,8,20
6,72062069696102464,8,20
6,72062069729525824,8,20
6,72062069737783296,7,20
6,72062069800697856,7,20
6,72062070002024448,7,20
6,72062095469838336,7,20
6,72062095501295616,7,20
6,72062275858464768,7,20
6,72062275889922048,7,20
6,72062404503011328,7,20
6,72062404703551488,7,20
6,72062404736974848,7,20
6,72064259967680512,7,21
6,72064260097966080,7,19
6,72064260368760832,7,21
6,72064294188355584,9,22
6,72064294457704448,8,22
6,72064294491258944,10,27
6,72064294528745472,9,26
6,72064294595854336,9,27
6,72064363248222208,9,27
6,72064603459420160,8,22
6,72064603531509760,9,27
6,72064603693383680,8,22
6,72064603731263488,9,27
6,72064603764424704,9,26
6,72064638159683584,11,33
6,72075212299960320,7,19
6,72075341145047040,7,19
6,72075341178470400,7,19
6,72077540205920256,9,25
6,72079756409044992,9,26
6,72079867773190144,8,21
6,72079867806613504,8,21
6,72079868078194688,9,25
6,72082230346252288,13,39
6,72620629958853120,7,17
6,72622760262635648,8,21
6,72622760262639680,8,21
6,72622760262647840,8,21
6,72622760329744448,8,21
6,72622760463179840,8,21
6,72622760463188000,8,21
6,72622760467136512,7,21
6,72622760530018400,8,21
6,72622760735555584,7,21
6,72622828915267584,9,22
6,72622828947771456,9,22
6,72622828948820992,10,24
6,72622828948821056,11,26
6,72622828948821120,11,27
6,72622828948822080,11,27
6,72622828948832256,9,23
