N,G_N_empty_at_zero,nu_1_N
762,20233769276448396532924684142503939180754626076689080542571586206101673319830518008727118465001740770996110790167939584018728031779967965588631496362638240742766327789293190999463601,1393796574908163946345982392040522594123776
763,4925250774549309901534880012517951725634967408808180833493536675530715221437151326426783281860614455100828498788352,1393796574908163946345982392040522594123776
764,60701307829345189598774052427511817542263878230067241627714758618305019959491554026181355395005222312988332370503818752056184095339903896765894489087914722228298983367879572998390803,2787593149816327892691964784081045188247552
765,9850501549098619803069760025035903451269934817616361666987073351061430442874302652853566563721228910201656997576704,1393796574908163946345982392040522594123776
766,182103923488035568796322157282535452626791634690201724883144275854915059878474662078544066185015666938964997111511456256168552286019711690297683467263744166684896950103638718995172409,2787593149816327892691964784081045188247552
767,19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408,2787593149816327892691964784081045188247552
768,546311770464106706388966471847606357880374904070605174649432827564745179635423986235632198555047000816894991334534368768505656858059135070893050401791232500054690850310916156985517227,5575186299632655785383929568162090376495104
769,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816,2787593149816327892691964784081045188247552
770,1638935311392320119166899415542819073641124712211815523948298482694235538906271958706896595665141002450684974003603106305516970574177405212679151205373697500164072550932748470956551681,5575186299632655785383929568162090376495104
771,78804012392788958424558080200287227610159478540930893335896586808491443542994421222828532509769831281613255980613632,2787593149816327892691964784081045188247552
772,4916805934176960357500698246628457220923374136635446571844895448082706616718815876120689786995423007352054922010809318916550911722532215638037453616121092500492217652798245412869655043,5575186299632655785383929568162090376495104
773,157608024785577916849116160400574455220318957081861786671793173616982887085988842445657065019539662563226511961227264,5575186299632655785383929568162090376495104
774,14750417802530881072502094739885371662770122409906339715534686344248119850156447628362069360986269022056164766032427956749652735167596646914112360848363277501476652958394736238608965129,11150372599265311570767859136324180752990208
775,315216049571155833698232320801148910440637914163723573343586347233965774171977684891314130039079325126453023922454528,5575186299632655785383929568162090376495104
776,44251253407592643217506284219656114988310367229719019146604059032744359550469342885086208082958807066168494298097283870248958205502789940742337082545089832504429958875184208715826895387,11150372599265311570767859136324180752990208
777,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056,5575186299632655785383929568162090376495104
778,132753760222777929652518852658968344964931101689157057439812177098233078651408028655258624248876421198505482894291851610746874616508369822227011247635269497513289876625552626147480686161,11150372599265311570767859136324180752990208
779,1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112,11150372599265311570767859136324180752990208
780,398261280668333788957556557976905034894793305067471172319436531294699235954224085965775872746629263595516448682875554832240623849525109466681033742905808492539869629876657878442442058483,22300745198530623141535718272648361505980416
781,2521728396569246669585858566409191283525103313309788586748690777871726193375821479130513040312634601011624191379636224,11150372599265311570767859136324180752990208
782,1194783842005001366872669673930715104684379915202413516958309593884097707862672257897327618239887790786549346048626664496721871548575328400043101228717425477619608889629973635327326175449,22300745198530623141535718272648361505980416
783,5043456793138493339171717132818382567050206626619577173497381555743452386751642958261026080625269202023248382759272448,22300745198530623141535718272648361505980416
784,3584351526015004100618009021792145314053139745607240550874928781652293123588016773691982854719663372359648038145879993490165614645725985200129303686152276432858826668889920905981978526347,44601490397061246283071436545296723011960832
785,10086913586276986678343434265636765134100413253239154346994763111486904773503285916522052161250538404046496765518544896,22300745198530623141535718272648361505980416
786,10753054578045012301854027065376435942159419236821721652624786344956879370764050321075948564158990117078944114437639980470496843937177955600387911058456829298576480006669762717945935579041,44601490397061246283071436545296723011960832
787,20173827172553973356686868531273530268200826506478308693989526222973809547006571833044104322501076808092993531037089792,22300745198530623141535718272648361505980416
788,32259163734135036905562081196129307826478257710465164957874359034870638112292150963227845692476970351236832343312919941411490531811533866801163733175370487895729440020009288153837806737123,44601490397061246283071436545296723011960832
789,40347654345107946713373737062547060536401653012956617387979052445947619094013143666088208645002153616185987062074179584,44601490397061246283071436545296723011960832
790,96777491202405110716686243588387923479434773131395494873623077104611914336876452889683537077430911053710497029938759824234471595434601600403491199526111463687188320060027864461513420211369,89202980794122492566142873090593446023921664
791,80695308690215893426747474125094121072803306025913234775958104891895238188026287332176417290004307232371974124148359168,44601490397061246283071436545296723011960832
792,290332473607215332150058730765163770438304319394186484620869231313835743010629358669050611232292733161131491089816279472703414786303804801210473598578334391061564960180083593384540260634107,89202980794122492566142873090593446023921664
793,161390617380431786853494948250188242145606612051826469551916209783790476376052574664352834580008614464743948248296718336,44601490397061246283071436545296723011960832
794,870997420821645996450176192295491311314912958182559453862607693941507229031888076007151833696878199483394473269448838418110244358911414403631420795735003173184694880540250780153620781902321,89202980794122492566142873090593446023921664
795,322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436672,89202980794122492566142873090593446023921664
796,2612992262464937989350528576886473933944738874547678361587823081824521687095664228021455501090634598450183419808346515254330733076734243210894262387205009519554084641620752340460862345706963,178405961588244985132285746181186892047843328
797,645562469521727147413979793000752968582426448207305878207664839135161905504210298657411338320034457858975792993186873344,89202980794122492566142873090593446023921664
798,7838976787394813968051585730659421801834216623643035084763469245473565061286992684064366503271903795350550259425039545762992199230202729632682787161615028558662253924862257021382587037120889,178405961588244985132285746181186892047843328
799,1291124939043454294827959586001505937164852896414611756415329678270323811008420597314822676640068915717951585986373746688,89202980794122492566142873090593446023921664
800,23516930362184441904154757191978265405502649870929105254290407736420695183860978052193099509815711386051650778275118637288976597690608188898048361484845085675986761774586771064147761111362667,178405961588244985132285746181186892047843328
801,2582249878086908589655919172003011874329705792829223512830659356540647622016841194629645353280137831435903171972747493376,178405961588244985132285746181186892047843328
802,70550791086553325712464271575934796216507949612787315762871223209262085551582934156579298529447134158154952334825355911866929793071824566694145084454535257027960285323760313192443283334088001,356811923176489970264571492362373784095686656
803,5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752,178405961588244985132285746181186892047843328
804,211652373259659977137392814727804388649523848838361947288613669627786256654748802469737895588341402474464857004476067735600789379215473700082435253363605771083880855971280939577329850002264003,356811923176489970264571492362373784095686656
805,10328999512347634358623676688012047497318823171316894051322637426162590488067364778518581413120551325743612687890989973504,356811923176489970264571492362373784095686656
806,634957119778979931412178444183413165948571546515085841865841008883358769964246407409213686765024207423394571013428203206802368137646421100247305760090817313251642567913842818731989550006792009,713623846352979940529142984724747568191373312
807,20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979947008,356811923176489970264571492362373784095686656
808,1904871359336939794236535332550239497845714639545257525597523026650076309892739222227641060295072622270183713040284609620407104412939263300741917280272451939754927703741528456195968650020376027,713623846352979940529142984724747568191373312
809,41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959894016,356811923176489970264571492362373784095686656
810,5714614078010819382709605997650718493537143918635772576792569079950228929678217666682923180885217866810551139120853828861221313238817789902225751840817355819264783111224585368587905950061128081,713623846352979940529142984724747568191373312
811,82631996098781074868989413504096379978550585370535152410581099409300723904538918228148651304964410605948901503127919788032,713623846352979940529142984724747568191373312
812,17143842234032458148128817992952155480611431755907317730377707239850686789034653000048769542655653600431653417362561486583663939716453369706677255522452067457794349333673756105763717850183384243,1427247692705959881058285969449495136382746624
813,165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839576064,713623846352979940529142984724747568191373312
814,51431526702097374444386453978856466441834295267721953191133121719552060367103959000146308627966960801294960252087684459750991819149360109120031766567356202373383048001021268317291153550550152729,1427247692705959881058285969449495136382746624
815,330527984395124299475957654016385519914202341482140609642324397637202895618155672912594605219857642423795606012511679152128,713623846352979940529142984724747568191373312
816,154294580106292123333159361936569399325502885803165859573399365158656181101311877000438925883900882403884880756263053379252975457448080327360095299702068607120149144003063804951873460651650458187,1427247692705959881058285969449495136382746624
817,661055968790248598951915308032771039828404682964281219284648795274405791236311345825189210439715284847591212025023358304256,1427247692705959881058285969449495136382746624
818,462883740318876369999478085809708197976508657409497578720198095475968543303935631001316777651702647211654642268789160137758926372344240982080285899106205821360447432009191414855620381954951374561,2854495385411919762116571938898990272765493248
819,1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608512,1427247692705959881058285969449495136382746624
820,1388651220956629109998434257429124593929525972228492736160594286427905629911806893003950332955107941634963926806367480413276779117032722946240857697318617464081342296027574244566861145864854123683,2854495385411919762116571938898990272765493248
821,2644223875160994395807661232131084159313618731857124877138595181097623164945245383300756841758861139390364848100093433217024,2854495385411919762116571938898990272765493248
822,4165953662869887329995302772287373781788577916685478208481782859283716889735420679011850998865323824904891780419102441239830337351098168838722573091955852392244026888082722733700583437594562371049,5708990770823839524233143877797980545530986496
823,5288447750321988791615322464262168318627237463714249754277190362195246329890490766601513683517722278780729696200186866434048,2854495385411919762116571938898990272765493248
824,12497860988609661989985908316862121345365733750056434625445348577851150669206262037035552996595971474714675341257307323719491012053294506516167719275867557176732080664248168201101750312783687113147,5708990770823839524233143877797980545530986496
825,10576895500643977583230644928524336637254474927428499508554380724390492659780981533203027367035444557561459392400373732868096,2854495385411919762116571938898990272765493248
826,37493582965828985969957724950586364036097201250169303876336045733553452007618786111106658989787914424144026023771921971158473036159883519548503157827602671530196241992744504603305250938351061339441,5708990770823839524233143877797980545530986496
827,21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192,5708990770823839524233143877797980545530986496
828,112480748897486957909873174851759092108291603750507911629008137200660356022856358333319976969363743272432078071315765913475419108479650558645509473482808014590588725978233513809915752815053184018323,11417981541647679048466287755595961091061972992
829,42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384,5708990770823839524233143877797980545530986496
830,337442246692460873729619524555277276324874811251523734887024411601981068068569074999959930908091229817296234213947297740426257325438951675936528420448424043771766177934700541429747258445159552054969,11417981541647679048466287755595961091061972992
831,84615164005151820665845159428194693098035799419427996068435045795123941278247852265624218936283556460491675139202989862944768,5708990770823839524233143877797980545530986496
832,1012326740077382621188858573665831828974624433754571204661073234805943204205707224999879792724273689451888702641841893221278771976316855027809585261345272131315298533804101624289241775335478656164907,11417981541647679048466287755595961091061972992
833,169230328010303641331690318856389386196071598838855992136870091590247882556495704531248437872567112920983350278405979725889536,11417981541647679048466287755595961091061972992
834,3036980220232147863566575720997495486923873301263713613983219704417829612617121674999639378172821068355666107925525679663836315928950565083428755784035816393945895601412304872867725326006435968494721,22835963083295358096932575511191922182123945984
835,338460656020607282663380637712778772392143197677711984273740183180495765112991409062496875745134225841966700556811959451779072,11417981541647679048466287755595961091061972992
836,9110940660696443590699727162992486460771619903791140841949659113253488837851365024998918134518463205066998323776577038991508947786851695250286267352107449181837686804236914618603175978019307905484163,22835963083295358096932575511191922182123945984
837,676921312041214565326761275425557544784286395355423968547480366360991530225982818124993751490268451683933401113623918903558144,22835963083295358096932575511191922182123945984
838,27332821982089330772099181488977459382314859711373422525848977339760466513554095074996754403555389615200994971329731116974526843360555085750858802056322347545513060412710743855809527934057923716452489,45671926166590716193865151022383844364247891968
839,1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116288,22835963083295358096932575511191922182123945984
840,81998465946267992316297544466932378146944579134120267577546932019281399540662285224990263210666168845602984913989193350923580530081665257252576406168967042636539181238132231567428583802173771149357467,45671926166590716193865151022383844364247891968
841,2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232576,22835963083295358096932575511191922182123945984
842,245995397838803976948892633400797134440833737402360802732640796057844198621986855674970789631998506536808954741967580052770741590244995771757729218506901127909617543714396694702285751406521313448072401,45671926166590716193865151022383844364247891968
843,5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465152,45671926166590716193865151022383844364247891968
844,737986193516411930846677900202391403322501212207082408197922388173532595865960567024912368895995519610426864225902740158312224770734987315273187655520703383728852631143190084106857254219563940344217203,91343852333181432387730302044767688728495783936
845,10830740992659433045228180406808920716548582325686783496759685861775864483615725089999900023844295226942934417817982702456930304,45671926166590716193865151022383844364247891968
846,2213958580549235792540033700607174209967503636621247224593767164520597787597881701074737106687986558831280592677708220474936674312204961945819562966562110151186557893429570252320571762658691821032651609,91343852333181432387730302044767688728495783936
847,21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860608,45671926166590716193865151022383844364247891968
848,6641875741647707377620101101821522629902510909863741673781301493561793362793645103224211320063959676493841778033124661424810022936614885837458688899686330453559673680288710756961715287976075463097954827,91343852333181432387730302044767688728495783936
849,43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721216,91343852333181432387730302044767688728495783936
850,19925627224943122132860303305464567889707532729591225021343904480685380088380935309672633960191879029481525334099373984274430068809844657512376066699058991360679021040866132270885145863928226389293864481,182687704666362864775460604089535377456991567872
851,86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442432,91343852333181432387730302044767688728495783936
852,59776881674829366398580909916393703669122598188773675064031713442056140265142805929017901880575637088444576002298121952823290206429533972537128200097176974082037063122598396812655437591784679167881593443,182687704666362864775460604089535377456991567872
853,173291855882550928723650886508942731464777317210988535948154973788413831737851601439998400381508723631086950685087723239310884864,91343852333181432387730302044767688728495783936
854,179330645024488099195742729749181111007367794566321025192095140326168420795428417787053705641726911265333728006894365858469870619288601917611384600291530922246111189367795190437966312775354037503644780329,182687704666362864775460604089535377456991567872
855,346583711765101857447301773017885462929554634421977071896309947576827663475703202879996800763017447262173901370175446478621769728,182687704666362864775460604089535377456991567872
856,537991935073464297587228189247543333022103383698963075576285420978505262386285253361161116925180733796001184020683097575409611857865805752834153800874592766738333568103385571313898938326062112510934340987,365375409332725729550921208179070754913983135744
857,693167423530203714894603546035770925859109268843954143792619895153655326951406405759993601526034894524347802740350892957243539456,182687704666362864775460604089535377456991567872
858,1613975805220392892761684567742629999066310151096889226728856262935515787158855760083483350775542201388003552062049292726228835573597417258502461402623778300215000704310156713941696814978186337532803022961,365375409332725729550921208179070754913983135744
859,1386334847060407429789207092071541851718218537687908287585239790307310653902812811519987203052069789048695605480701785914487078912,365375409332725729550921208179070754913983135744
860,4841927415661178678285053703227889997198930453290667680186568788806547361476567280250450052326626604164010656186147878178686506720792251775507384207871334900645002112930470141825090444934559012598409068883,730750818665451459101842416358141509827966271488
861,2772669694120814859578414184143083703436437075375816575170479580614621307805625623039974406104139578097391210961403571828974157824,365375409332725729550921208179070754913983135744
862,14525782246983536034855161109683669991596791359872003040559706366419642084429701840751350156979879812492031968558443634536059520162376755326522152623614004701935006338791410425475271334803677037795227206649,730750818665451459101842416358141509827966271488
863,5545339388241629719156828368286167406872874150751633150340959161229242615611251246079948812208279156194782421922807143657948315648,365375409332725729550921208179070754913983135744
864,43577346740950608104565483329051009974790374079616009121679119099258926253289105522254050470939639437476095905675330903608178560487130265979566457870842014105805019016374231276425814004411031113385681619947,730750818665451459101842416358141509827966271488
865,11090678776483259438313656736572334813745748301503266300681918322458485231222502492159897624416558312389564843845614287315896631296,730750818665451459101842416358141509827966271488
866,130732040222851824313696449987153029924371122238848027365037357297776778759867316566762151412818918312428287717025992710824535681461390797938699373612526042317415057049122693829277442013233093340157044859841,1461501637330902918203684832716283019655932542976
867,22181357552966518876627313473144669627491496603006532601363836644916970462445004984319795248833116624779129687691228574631793262592,730750818665451459101842416358141509827966271488
868,392196120668555472941089349961459089773113366716544082095112071893330336279601949700286454238456754937284863151077978132473607044384172393816098120837578126952245171147368081487832326039699280020471134579523,1461501637330902918203684832716283019655932542976
869,44362715105933037753254626946289339254982993206013065202727673289833940924890009968639590497666233249558259375382457149263586525184,730750818665451459101842416358141509827966271488
870,1176588362005666418823268049884377269319340100149632246285336215679991008838805849100859362715370264811854589453233934397420821133152517181448294362512734380856735513442104244463496978119097840061413403738569,1461501637330902918203684832716283019655932542976
871,88725430211866075506509253892578678509965986412026130405455346579667881849780019937279180995332466499116518750764914298527173050368,1461501637330902918203684832716283019655932542976
872,3529765086016999256469804149653131807958020300448896738856008647039973026516417547302578088146110794435563768359701803192262463399457551544344883087538203142570206540326312733390490934357293520184240211215707,2923003274661805836407369665432566039311865085952
873,177450860423732151013018507785157357019931972824052260810910693159335763699560039874558361990664932998233037501529828597054346100736,1461501637330902918203684832716283019655932542976
874,10589295258050997769409412448959395423874060901346690216568025941119919079549252641907734264438332383306691305079105409576787390198372654633034649262614609427710619620978938200171472803071880560552720633647121,2923003274661805836407369665432566039311865085952
875,354901720847464302026037015570314714039863945648104521621821386318671527399120079749116723981329865996466075003059657194108692201472,2923003274661805836407369665432566039311865085952
876,31767885774152993308228237346878186271622182704040070649704077823359757238647757925723202793314997149920073915237316228730362170595117963899103947787843828283131858862936814600514418409215641681658161900941363,5846006549323611672814739330865132078623730171904
877,709803441694928604052074031140629428079727891296209043243642772637343054798240159498233447962659731992932150006119314388217384402944,2923003274661805836407369665432566039311865085952
878,95303657322458979924684712040634558814866548112120211949112233470079271715943273777169608379944991449760221745711948686191086511785353891697311843363531484849395576588810443801543255227646925044974485702824089,5846006549323611672814739330865132078623730171904
879,1419606883389857208104148062281258856159455782592418086487285545274686109596480318996466895925319463985864300012238628776434768805888,2923003274661805836407369665432566039311865085952
880,285910971967376939774054136121903676444599644336360635847336700410237815147829821331508825139834974349280665237135846058573259535356061675091935530090594454548186729766431331404629765682940775134923457108472267,5846006549323611672814739330865132078623730171904
881,2839213766779714416208296124562517712318911565184836172974571090549372219192960637992933791850638927971728600024477257552869537611776,5846006549323611672814739330865132078623730171904
882,857732915902130819322162408365711029333798933009081907542010101230713445443489463994526475419504923047841995711407538175719778606068185025275806590271783363644560189299293994213889297048822325404770371325416801,11692013098647223345629478661730264157247460343808
883,5678427533559428832416592249125035424637823130369672345949142181098744438385921275985867583701277855943457200048954515105739075223552,5846006549323611672814739330865132078623730171904
884,2573198747706392457966487225097133088001396799027245722626030303692140336330468391983579426258514769143525987134222614527159335818204555075827419770815350090933680567897881982641667891146466976214311113976250403,11692013098647223345629478661730264157247460343808
885,11356855067118857664833184498250070849275646260739344691898284362197488876771842551971735167402555711886914400097909030211478150447104,5846006549323611672814739330865132078623730171904
886,7719596243119177373899461675291399264004190397081737167878090911076421008991405175950738278775544307430577961402667843581478007454613665227482259312446050272801041703693645947925003673439400928642933341928751209,11692013098647223345629478661730264157247460343808
887,22713710134237715329666368996500141698551292521478689383796568724394977753543685103943470334805111423773828800195818060422956300894208,11692013098647223345629478661730264157247460343808
888,23158788729357532121698385025874197792012571191245211503634272733229263026974215527852214836326632922291733884208003530744434022363840995682446777937338150818403125111080937843775011020318202785928800025786253627,23384026197294446691258957323460528314494920687616
889,45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416,11692013098647223345629478661730264157247460343808
890,69476366188072596365095155077622593376037713573735634510902818199687789080922646583556644508979898766875201652624010592233302067091522987047340333812014452455209375333242813531325033060954608357786400077358760881,23384026197294446691258957323460528314494920687616
891,90854840536950861318665475986000566794205170085914757535186274897579911014174740415773881339220445695095315200783272241691825203576832,11692013098647223345629478661730264157247460343808
892,208429098564217789095285465232867780128113140721206903532708454599063367242767939750669933526939696300625604957872031776699906201274568961142021001436043357365628125999728440593975099182863825073359200232076282643,23384026197294446691258957323460528314494920687616
893,181709681073901722637330951972001133588410340171829515070372549795159822028349480831547762678440891390190630401566544483383650407153664,23384026197294446691258957323460528314494920687616
894,625287295692653367285856395698603340384339422163620710598125363797190101728303819252009800580819088901876814873616095330099718603823706883426063004308130072096884377999185321781925297548591475220077600696228847929,46768052394588893382517914646921056628989841375232
895,363419362147803445274661903944002267176820680343659030140745099590319644056698961663095525356881782780381260803133088966767300814307328,23384026197294446691258957323460528314494920687616
896,1875861887077960101857569187095810021153018266490862131794376091391570305184911457756029401742457266705630444620848285990299155811471120650278189012924390216290653133997555965345775892645774425660232802088686543787,46768052394588893382517914646921056628989841375232
897,726838724295606890549323807888004534353641360687318060281490199180639288113397923326191050713763565560762521606266177933534601628614656,46768052394588893382517914646921056628989841375232
898,5627585661233880305572707561287430063459054799472586395383128274174710915554734373268088205227371800116891333862544857970897467434413361950834567038773170648871959401992667896037327677937323276980698406266059631361,93536104789177786765035829293842113257979682750464
899,1453677448591213781098647615776009068707282721374636120562980398361278576226795846652382101427527131121525043212532355867069203257229312,46768052394588893382517914646921056628989841375232
900,16882756983701640916718122683862290190377164398417759186149384822524132746664203119804264615682115400350674001587634573912692402303240085852503701116319511946615878205978003688111983033811969830942095218798178894083,93536104789177786765035829293842113257979682750464
901,2907354897182427562197295231552018137414565442749272241125960796722557152453591693304764202855054262243050086425064711734138406514458624,46768052394588893382517914646921056628989841375232
902,50648270951104922750154368051586870571131493195253277558448154467572398239992609359412793847046346201052022004762903721738077206909720257557511103348958535839847634617934011064335949101435909492826285656394536682249,93536104789177786765035829293842113257979682750464
903,5814709794364855124394590463104036274829130885498544482251921593445114304907183386609528405710108524486100172850129423468276813028917248,93536104789177786765035829293842113257979682750464
904,151944812853314768250463104154760611713394479585759832675344463402717194719977828078238381541139038603156066014288711165214231620729160772672533310046875607519542903853802033193007847304307728478478856969183610046747,187072209578355573530071658587684226515959365500928
905,11629419588729710248789180926208072549658261770997088964503843186890228609814366773219056811420217048972200345700258846936553626057834496,93536104789177786765035829293842113257979682750464
906,455834438559944304751389312464281835140183438757279498026033390208151584159933484234715144623417115809468198042866133495642694862187482318017599930140626822558628711561406099579023541912923185435436570907550830140241,187072209578355573530071658587684226515959365500928
907,23258839177459420497578361852416145099316523541994177929007686373780457219628733546438113622840434097944400691400517693873107252115668992,93536104789177786765035829293842113257979682750464
908,1367503315679832914254167937392845505420550316271838494078100170624454752479800452704145433870251347428404594128598400486928084586562446954052799790421880467675886134684218298737070625738769556306309712722652490420723,187072209578355573530071658587684226515959365500928
909,46517678354918840995156723704832290198633047083988355858015372747560914439257467092876227245680868195888801382801035387746214504231337984,187072209578355573530071658587684226515959365500928
910,4102509947039498742762503812178536516261650948815515482234300511873364257439401358112436301610754042285213782385795201460784253759687340862158399371265641403027658404052654896211211877216308668918929138167957471262169,374144419156711147060143317175368453031918731001856
911,93035356709837681990313447409664580397266094167976711716030745495121828878514934185752454491361736391777602765602070775492429008462675968,187072209578355573530071658587684226515959365500928
912,12307529841118496228287511436535609548784952846446546446702901535620092772318204074337308904832262126855641347157385604382352761279062022586475198113796924209082975212157964688633635631648926006756787414503872413786507,374144419156711147060143317175368453031918731001856
913,186070713419675363980626894819329160794532188335953423432061490990243657757029868371504908982723472783555205531204141550984858016925351936,374144419156711147060143317175368453031918731001856
914,36922589523355488684862534309606828646354858539339639340108704606860278316954612223011926714496786380566924041472156813147058283837186067759425594341390772627248925636473894065900906894946778020270362243511617241359521,748288838313422294120286634350736906063837462003712
915,372141426839350727961253789638658321589064376671906846864122981980487315514059736743009817965446945567110411062408283101969716033850703872,374144419156711147060143317175368453031918731001856
916,110767768570066466054587602928820485939064575618018918020326113820580834950863836669035780143490359141700772124416470439441174851511558203278276783024172317881746776909421682197702720684840334060811086730534851724078563,748288838313422294120286634350736906063837462003712
917,744282853678701455922507579277316643178128753343813693728245963960974631028119473486019635930893891134220822124816566203939432067701407744,374144419156711147060143317175368453031918731001856
918,332303305710199398163762808786461457817193726854056754060978341461742504852591510007107340430471077425102316373249411318323524554534674609834830349072516953645240330728265046593108162054521002182433260191604555172235689,748288838313422294120286634350736906063837462003712
919,1488565707357402911845015158554633286356257506687627387456491927921949262056238946972039271861787782268441644249633132407878864135402815488,748288838313422294120286634350736906063837462003712
920,996909917130598194491288426359384373451581180562170262182935024385227514557774530021322021291413232275306949119748233954970573663604023829504491047217550860935720992184795139779324486163563006547299780574813665516707067,1496577676626844588240573268701473812127674924007424
921,2977131414714805823690030317109266572712515013375254774912983855843898524112477893944078543723575564536883288499266264815757728270805630976,748288838313422294120286634350736906063837462003712
922,2990729751391794583473865279078153120354743541686510786548805073155682543673323590063966063874239696825920847359244701864911720990812071488513473141652652582807162976554385419337973458490689019641899341724440996550121201,1496577676626844588240573268701473812127674924007424
923,5954262829429611647380060634218533145425030026750509549825967711687797048224955787888157087447151129073766576998532529631515456541611261952,748288838313422294120286634350736906063837462003712
924,8972189254175383750421595837234459361064230625059532359646415219467047631019970770191898191622719090477762542077734105594735162972436214465540419424957957748421488929663156258013920375472067058925698025173322989650363603,1496577676626844588240573268701473812127674924007424
925,11908525658859223294760121268437066290850060053501019099651935423375594096449911575776314174894302258147533153997065059263030913083222523904,1496577676626844588240573268701473812127674924007424
926,26916567762526151251264787511703378083192691875178597078939245658401142893059912310575694574868157271433287626233202316784205488917308643396621258274873873245264466788989468774041761126416201176777094075519968968951090809,2993155353253689176481146537402947624255349848014848
927,23817051317718446589520242536874132581700120107002038199303870846751188192899823151552628349788604516295066307994130118526061826166445047808,1496577676626844588240573268701473812127674924007424
928,80749703287578453753794362535110134249578075625535791236817736975203428679179736931727083724604471814299862878699606950352616466751925930189863774824621619735793400366968406322125283379248603530331282226559906906853272427,2993155353253689176481146537402947624255349848014848
929,47634102635436893179040485073748265163400240214004076398607741693502376385799646303105256699577209032590132615988260237052123652332890095616,1496577676626844588240573268701473812127674924007424
930,242249109862735361261383087605330402748734226876607373710453210925610286037539210795181251173813415442899588636098820851057849400255777790569591324473864859207380201100905218966375850137745810590993846679679720720559817281,2993155353253689176481146537402947624255349848014848
931,95268205270873786358080970147496530326800480428008152797215483387004752771599292606210513399154418065180265231976520474104247304665780191232,2993155353253689176481146537402947624255349848014848
932,726747329588206083784149262815991208246202680629822121131359632776830858112617632385543753521440246328698765908296462553173548200767333371708773973421594577622140603302715656899127550413237431772981540039039162161679451843,5986310706507378352962293074805895248510699696029696
933,190536410541747572716161940294993060653600960856016305594430966774009505543198585212421026798308836130360530463953040948208494609331560382464,2993155353253689176481146537402947624255349848014848
934,2180241988764618251352447788447973624738608041889466363394078898330492574337852897156631260564320738986096297724889387659520644602302000115126321920264783732866421809908146970697382651239712295318944620117117486485038355529,5986310706507378352962293074805895248510699696029696
935,381072821083495145432323880589986121307201921712032611188861933548019011086397170424842053596617672260721060927906081896416989218663120764928,5986310706507378352962293074805895248510699696029696
936,6540725966293854754057343365343920874215824125668399090182236694991477723013558691469893781692962216958288893174668162978561933806906000345378965760794351198599265429724440912092147953719136885956833860351352459455115066587,11972621413014756705924586149611790497021399392059392
937,762145642166990290864647761179972242614403843424065222377723867096038022172794340849684107193235344521442121855812163792833978437326241529856,5986310706507378352962293074805895248510699696029696
938,19622177898881564262172030096031762622647472377005197270546710084974433169040676074409681345078886650874866679524004488935685801420718001036136897282383053595797796289173322736276443861157410657870501581054057378365345199761,11972621413014756705924586149611790497021399392059392
939,1524291284333980581729295522359944485228807686848130444755447734192076044345588681699368214386470689042884243711624327585667956874652483059712,5986310706507378352962293074805895248510699696029696
940,58866533696644692786516090288095287867942417131015591811640130254923299507122028223229044035236659952624600038572013466807057404262154003108410691847149160787393388867519968208829331583472231973611504743162172135096035599283,11972621413014756705924586149611790497021399392059392
941,3048582568667961163458591044719888970457615373696260889510895468384152088691177363398736428772941378085768487423248655171335913749304966119424,11972621413014756705924586149611790497021399392059392
942,176599601089934078359548270864285863603827251393046775434920390764769898521366084669687132105709979857873800115716040400421172212786462009325232075541447482362180166602559904626487994750416695920834514229486516405288106797849,23945242826029513411849172299223580994042798784118784
943,6097165137335922326917182089439777940915230747392521779021790936768304177382354726797472857545882756171536974846497310342671827498609932238848,11972621413014756705924586149611790497021399392059392
944,529798803269802235078644812592857590811481754179140326304761172294309695564098254009061396317129939573621400347148121201263516638359386027975696226624342447086540499807679713879463984251250087762503542688459549215864320393547,23945242826029513411849172299223580994042798784118784
